,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
,11,11742.8860881407,7943.2408154161,5140.24680222244,5187.61997927063,5273.02404621688,5266.14848890964,5285.81318456899,5197.80066464586,5110.86501793321,5008.5249805632,4969.21585004923,4875.53104370832,11951.9642677166,8526.55929111579,5190.06518944021,5166.84562056994,5215.25992466032,5289.42513485833,5273.08236302678,5175.10877616288,5139.75926398808,5132.91811353907,5235.77694722563,4936.99021461767,12456.1254936037,8317.89253096523,5202.96853485621,5164.0957553671,5187.05232832824,5327.79947307238,5302.33779897591,5195.75996458742,5098.09140770104,5103.73101636452,5171.75830338407,5057.61966558883,13068.5847390418,7861.79878905149,5091.10509743172,5115.04269039854,5168.25468217774,5147.19762825943,5141.14070617485,5186.06876876221,5112.32799876056,5061.59143063371,5036.56880692342,4937.58911348531,12841.1167454708,7829.64232252121,5075.91671416651,5098.61480643879,5153.11577211524,5125.80309182545,5113.7376143152,5079.39061135484,5057.98667653665,5051.73888697328,4960.26416941426,4912.95100823848,9730.26162343007,6158.65901280318,5041.90417283554,4987.20826904056,5092.17611916738,5101.0040647453,5120.08231675922,5039.68915048223,5013.80724001494,5002.13020413879,5023.43962971912,4878.20368156088,9843.17650283457,6510.63254956819,5120.5247562309,5008.03825826605,5078.57574170321,5190.30746472681,5280.07546466915,5082.35495196943,4992.00564494371,5062.03285683741,5043.00159398014,4850.11920279268,4449.96609082456,4600.61778311304,4924.88792378008,4881.44493095178,5014.3973296903,5039.51663131245,5081.0605117519,4999.92641210597,4932.20915275806,4854.96911897147,4876.63491695132,4780.43651962371
,12,12510.7754818562,8314.87071137998,5170.3145896492,5213.30625797162,5301.85549649982,5294.41315481476,5312.12159860052,5229.06589353653,5136.66157335032,5033.93616384182,4987.28785783436,4889.90497844852,12763.4639343344,8968.63875207965,5216.94938457164,5187.2894024978,5252.65039879574,5320.64532503908,5309.18784204537,5208.1699949702,5165.58994725731,5154.83173043386,5251.04224606947,4971.68014795818,13356.2033181353,8769.95041875754,5220.49057071482,5188.15763769251,5217.39695717325,5348.98681232415,5331.76217739577,5219.03104245042,5136.69577790377,5120.73852252198,5200.55723545863,5099.80592170305,14038.6703820938,8274.62401239086,5134.1966114272,5142.64124042916,5188.32683896809,5173.00245013579,5168.32511453331,5218.2387186641,5135.66149089102,5079.12980490722,5061.10655133085,4970.84168681934,13801.0627259212,8250.92141874658,5107.87778356073,5124.27944850336,5182.42513240855,5140.16355356051,5140.26209781277,5103.31419886184,5075.12972966575,5070.05051582186,4978.26881763406,4928.246524535,10285.87155287,6321.35238929717,5059.25671860805,5017.04684186691,5098.09782756424,5120.55301955144,5142.78379631493,5064.52657062361,5039.58539239513,5015.74558278679,5036.42067695196,4888.5896746212,10399.7896436286,6721.03006892883,5129.32970346867,5025.12955608263,5105.66050481317,5199.80589805097,5301.18890590654,5104.72117924469,5013.43625470613,5074.36444248687,5057.27938439552,4858.9634927955,4461.12506448212,4615.73426096291,4946.26308512903,4923.73780304861,5034.76737311172,5077.1566647012,5098.24644601065,5019.5859112183,4957.95130220815,4875.93958001594,4901.11898077904,4791.7114253161
,13,13274.6059102969,8699.04663782051,5216.24043773387,5221.31402900541,5329.26912324491,5348.27103941633,5347.5501303646,5264.38636909388,5163.93102985567,5063.29613453209,5007.36705834708,4906.6910243593,13547.2353617521,9450.02811558516,5241.45813699699,5209.7283839408,5265.01307922396,5336.76877469552,5327.09990510881,5228.70374056842,5194.91766561385,5182.75471735494,5287.62286237381,4989.82451917361,14260.0832599706,9233.59900586509,5248.62691646423,5214.00431894584,5242.27639832125,5383.79236500943,5356.81052762838,5237.39058876822,5145.97257015438,5142.13310225758,5217.28913032628,5108.52626234757,15011.0521293538,8741.64124923191,5141.99050642395,5167.90392981885,5210.84404417737,5193.87310624949,5185.83891749472,5238.21890077735,5155.66965136175,5093.88106997287,5077.68033316023,4973.42368991201,14752.3916293778,8661.57114374539,5128.06803779306,5131.7720397673,5204.46047623896,5171.03605440956,5152.13587820047,5117.46103209313,5092.11612162286,5087.75301869084,4997.31250747957,4937.74525000841,10865.4356023748,6505.37980325542,5076.58598374573,5038.51802364027,5128.77882173238,5144.40832390223,5162.36179769556,5073.59199602885,5047.73633865275,5040.77768015927,5055.26193575073,4904.45821203951,10976.9801351953,6933.46644346568,5157.60379794163,5040.59682343759,5124.91960898086,5216.51171949486,5314.79254883218,5125.14062872471,5023.28338810778,5094.67317420896,5069.82794529722,4874.46367054158,4482.15212001009,4629.90150827352,4974.59568417418,4933.19300175206,5054.92005090789,5082.28105309677,5114.92045107902,5038.84904374368,4970.02103515043,4896.96917650745,4909.83869820738,4806.89452380577
,14,14039.199384656,9088.70515663217,5236.21590251227,5269.34282246787,5367.30904452164,5364.06130383507,5376.35555718008,5291.11967788087,5184.94096471266,5082.9562111516,5030.73436871618,4932.77981596453,14369.1975349884,9922.75801256625,5270.89040577652,5243.4134929681,5295.16718957813,5361.59589559614,5356.32014732604,5260.50156650897,5217.45802826126,5201.15929370929,5305.13849554528,4999.18642784283,15126.4998898252,9703.40683517586,5265.53068402812,5247.73590448819,5269.49061512376,5406.85360106676,5376.99925776204,5266.47470667369,5170.29375162995,5166.70492676957,5236.7208518813,5132.8087101503,15952.2924496547,9186.02536194857,5175.75804775811,5189.04555876639,5248.8332303912,5217.61092832372,5212.75576064215,5251.7037601898,5177.32009116593,5111.59886817179,5096.63897882465,5007.4446032641,15689.6010510199,9093.74550189534,5149.46197657328,5158.71539614477,5227.19611319042,5183.30986730177,5171.08102722111,5135.27295814042,5109.46541853563,5100.38197504462,5007.31123374776,4956.80295958308,11451.8754134352,6693.65352535223,5096.74392013337,5057.67659353305,5149.28666624037,5152.64693603925,5181.8300878193,5096.80351930156,5059.12808736915,5060.67854763303,5076.04078330574,4915.3746146488,11553.906872814,7138.6315320997,5180.70690755705,5062.70858479634,5145.52288742489,5224.32954313464,5326.88862492387,5137.62950244084,5037.4005743787,5106.08071213923,5076.13920765974,4881.26201793618,4494.49358624734,4644.74174323129,4986.13639073884,4937.96158451365,5072.79719507542,5114.23105198146,5134.36792375982,5061.85241555577,4988.46681749208,4912.42457689613,4929.87837022352,4807.77727082199
,15,14774.8608319795,9477.31740454048,5264.81865697935,5294.87863240225,5382.29829959068,5397.11148213066,5391.77557740022,5319.84304311384,5224.09453377528,5114.88296345249,5038.66713205492,4947.61711908695,15127.9794078754,10378.6053153897,5304.17419510541,5262.69869933128,5325.84352394734,5386.01264020097,5383.85204384033,5282.17948019205,5231.75529843946,5225.029549499,5318.53758017754,5029.14820840882,16026.6242260644,10198.7460409618,5297.6626742932,5268.74738052186,5281.99679545897,5434.04566892675,5404.21183730444,5286.77966685599,5189.0219934058,5184.39261381105,5264.9285097916,5151.93166562755,16922.5655021282,9652.16533255782,5198.54709202465,5204.97700729497,5254.30924526635,5239.57236312555,5230.58589968094,5278.65348389411,5195.90137653864,5130.51107895483,5112.72633040105,5015.30557747833,16639.0148357161,9516.08644294836,5160.3065131707,5168.85986915205,5240.67081879397,5194.78765355065,5195.75702351237,5151.68913264897,5129.18164137782,5113.21191371112,5018.61735936828,4975.28293899545,12046.624192108,6897.21937286361,5124.96940773018,5065.24332221489,5169.61612559363,5191.69509373356,5192.63480998311,5114.25208126103,5085.03580698164,5062.29668442558,5087.26959280859,4930.58623167734,12144.4877593927,7356.79514417985,5186.16872353339,5086.49908821107,5161.64461912079,5252.21207968319,5346.63998214426,5155.52065794834,5055.36952294062,5117.08369715049,5088.68491290221,4894.21449236433,4507.95960369835,4656.98080332301,4996.4337440026,4945.7109740395,5090.1610909445,5135.55962623075,5157.04976806541,5080.21446768598,4993.33272728009,4917.32248421434,4934.98159640261,4820.13641891644
,16,15548.4443851899,9878.13726536598,5283.63302398879,5307.29078805369,5414.27817733365,5418.54259930218,5436.55560820276,5352.36153262017,5243.06266847397,5124.74415338278,5075.37338994979,4969.07122307325,15952.0410477492,10865.8027488799,5317.70952016974,5290.86419519552,5360.62878689493,5414.76174742329,5409.61523521566,5307.21785020634,5260.55042479872,5242.1772336793,5345.04883889842,5041.0764700111,16892.8208150053,10701.9787818392,5315.83675373204,5283.91434164012,5318.28299432099,5449.89143689408,5423.03598789342,5317.16468208334,5209.4711579162,5201.47291977857,5267.62886560418,5174.83180233058,17922.5572846492,10141.8000667978,5212.24051128444,5228.00111536499,5284.00193400642,5256.67491397484,5251.81147118194,5290.82675770942,5214.51970964986,5152.44347762213,5133.98623062368,5033.34621254856,17592.902526738,9961.59846379905,5188.95455577436,5195.21647575103,5278.69875965952,5222.65728041343,5211.98355667051,5163.61233478246,5142.28657972372,5134.18174464212,5032.46715935026,4985.32951819602,12630.8817577528,7087.52573622883,5130.17152160361,5085.95162366713,5181.75698245946,5190.50846100579,5214.13225050172,5123.6652959559,5085.23179851334,5081.2509827288,5100.02254747144,4935.29726508362,12713.6633029672,7575.72904298958,5210.65006059051,5094.48383917677,5168.20382723046,5270.6237039155,5360.63708793017,5164.97358883663,5063.37510657203,5132.82606595022,5103.03675853171,4906.07738543035,4522.41351141252,4662.3440547046,5015.60159052526,4982.78973356892,5107.30264244819,5129.38178476242,5171.60602352249,5096.76714155889,5015.63055719456,4933.81491534531,4950.99234257439,4827.797235576
,17,16225.1958362713,10265.4663566921,5321.22539087659,5324.13940918642,5423.31639133444,5449.17190907545,5459.67337879389,5356.95396110928,5272.01212384791,5155.38504638169,5095.62929093298,4982.06688958005,16689.4986445547,11353.618901168,5350.24091957794,5314.99449801123,5372.81720427141,5435.50332198254,5422.35575771974,5322.99129054499,5280.47732999833,5261.71493556357,5365.42645485679,5053.14062003991,17757.3000692197,11206.1351431775,5353.88549060626,5312.17498347644,5328.48308056972,5493.33033602044,5446.59452235623,5337.08681844769,5232.85385265243,5221.97971266235,5293.16854464059,5190.84738790804,18830.2265179959,10645.5248073491,5239.31961486997,5245.37821027174,5299.61642803878,5276.58462968333,5261.28134841399,5305.76699664834,5236.71890577905,5174.49489108793,5149.94206826732,5052.74692438575,18518.6805920768,10442.9568484472,5197.20383756486,5209.63292306092,5273.90215027012,5231.6061963382,5223.80817600598,5187.12092770043,5154.18786928312,5143.61269914288,5060.13242084775,4999.3329415179,13217.5990851656,7291.13213597037,5160.59807780126,5110.23825677118,5203.70831601122,5210.01315550501,5233.98433242713,5138.60517924239,5109.15587523955,5084.44948589595,5107.6518862675,4951.4120856308,13281.7774315951,7798.28091045203,5224.88669477786,5118.582917361,5186.78052282184,5275.91648020649,5381.72648725256,5179.26694497501,5084.83843347816,5140.07593247613,5114.93652642622,4913.19301063786,4532.94013934282,4677.45864405493,5036.21672951939,4988.27151234976,5109.15284564502,5150.38537585694,5188.95928871353,5097.90045303693,5021.78692633461,4948.07351566186,4969.24488077444,4833.54558065162
,18,16944.8702405147,10661.0025359421,5342.06776941768,5366.24494627574,5459.77306901696,5468.92799873575,5475.6129658563,5383.02955146354,5288.38185677491,5173.82191587636,5111.19832349306,5000.89012621065,17447.9359128898,11822.7353090816,5370.23092503928,5334.27183634048,5409.72541873808,5473.34862380093,5447.18034507762,5340.85365878931,5300.71232676849,5300.54560209284,5384.87235020284,5081.49253238631,18607.1950075223,11736.6207735913,5364.50589839592,5334.59492101399,5364.0713433354,5494.46608842067,5471.64501018766,5357.39392286987,5254.84243198062,5240.49890157101,5315.06123664564,5222.3049397668,19724.105358728,11140.9116181108,5263.30043129386,5262.26938337014,5318.6972886255,5293.94988898541,5277.79061712623,5335.1205256377,5254.70219994151,5178.60698519427,5164.99947575922,5064.5470561711,19470.730344837,10912.6104721052,5215.48935307444,5238.69204313802,5297.03413137413,5253.5702692256,5239.70021213187,5207.64114155486,5174.45217056706,5158.8345563408,5076.92962157288,5009.27922991407,13840.9985571987,7503.4032505097,5167.98570013939,5110.05038509164,5217.05417167065,5217.3989166646,5244.98902017413,5150.16867684156,5118.32667786594,5103.06722961569,5123.62142359192,4964.11096303636,13877.587439493,8024.61833423785,5235.0467038771,5131.98667701946,5197.86142005587,5288.20284576913,5397.49260364737,5188.5827584939,5089.10597902146,5151.68513629302,5124.27148281176,4919.53735139681,4546.35315080688,4690.30268294694,5049.48252127168,5002.66594249175,5142.70739022605,5170.24347179046,5204.12329296001,5117.56931474194,5053.49613284942,4956.23472056043,4972.41551878752,4847.13295033349
,19,17607.3266123487,11052.7583886529,5358.53339048682,5386.79259785704,5469.14424437107,5487.75099009491,5496.46143418661,5394.41870760882,5308.64136657463,5195.40644241562,5122.32094423904,5018.0745906719,18178.3852304477,12326.7745638608,5408.44529398969,5350.22963597536,5427.09666052869,5481.74405981413,5479.25496124298,5359.575046812,5325.74759440334,5312.91456923023,5409.52636255425,5101.47765681043,19416.9823356035,12244.116903251,5382.91426563203,5350.46108216717,5379.73181097224,5517.59299727942,5489.83038039656,5368.81671636275,5264.60463396349,5255.08800237644,5328.19940074795,5229.2254161226,20653.1563587364,11652.7678453879,5280.30827802059,5285.15402356589,5333.40519172098,5307.18337653043,5299.55073041461,5357.35898048451,5264.96648668743,5194.68097082845,5186.60124741593,5083.48980184314,20378.9802564949,11410.1637077342,5236.52782221034,5253.04133046559,5313.41011146128,5270.07914150432,5261.31834636439,5218.4069511436,5185.99303683867,5175.5799687876,5078.37249580073,5019.81071769272,14430.0098097679,7732.13474778432,5181.02716428062,5134.76270506102,5222.18288478649,5234.00866607199,5255.94414651423,5170.04055009269,5118.89467486633,5128.08899898598,5136.35919810803,4977.09612554786,14463.5572066078,8254.91857321114,5249.51043897483,5149.28076918078,5225.60835093952,5304.30303214673,5412.53834210912,5206.6299288736,5102.25237695641,5168.3785818055,5134.67957916345,4928.33390343431,4558.83873351868,4703.79338163163,5058.20770400985,5022.974316317,5152.46218208367,5190.85766008881,5208.0549130351,5134.56960325719,5059.47359747965,4965.43931502019,4988.01720762647,4856.65310509197
,20,18297.4404938298,11437.48039395,5397.12962944291,5421.99668269084,5503.08514697539,5526.80650767562,5506.4638425898,5421.60966995159,5329.53868080316,5205.96121918027,5140.91902221999,5033.29442414126,18906.4080193611,12815.0627188337,5413.7836639759,5379.51350060407,5440.63855787295,5506.5226022333,5491.16668762066,5391.74742538123,5349.49534924846,5325.61011465129,5420.23791162333,5110.50169281285,20211.6207977773,12767.650888724,5407.85817069971,5370.32736974457,5392.96076118072,5538.09372355775,5513.18706687671,5390.49073710364,5284.29905917914,5282.80137689475,5352.19237422699,5246.55105887143,21497.5814281423,12186.4772007787,5299.78515540909,5307.23906542381,5365.65079621827,5317.79840867576,5315.03432154249,5378.28628313355,5290.19951656535,5206.72574327414,5200.79045187512,5099.28157754734,21271.3093027037,11940.0515228966,5254.38968447297,5248.36977945829,5329.40216264754,5295.25512905296,5268.0538302179,5224.65557806726,5200.78022340647,5190.89259100386,5094.60424917458,5042.32551532459,15015.84463691,7945.69572815169,5204.06304531203,5146.85889396056,5244.88308330214,5249.55764345199,5277.26788647783,5175.43416298594,5141.54213626597,5134.0686112218,5139.3680935732,4992.09554094935,15022.9311795583,8497.40189413649,5266.6413314792,5149.60337901512,5238.49283454026,5318.91277705544,5424.83148766036,5216.15998255233,5116.54731202536,5176.13805713165,5145.98102508741,4936.93597742218,4572.58592803918,4711.48762937836,5073.0649163091,5032.57208172762,5185.68328032845,5192.26528394412,5223.90581648292,5147.80452259547,5070.1687034512,4979.6754062385,4995.49890797089,4860.9058420516
,21,18926.1810168517,11825.0045536429,5399.44391192308,5434.45708194145,5503.19337357678,5546.94087514871,5536.73063870343,5435.83414012809,5353.86828520236,5237.07191807041,5157.41270276483,5044.13859393328,19604.3341380857,13295.7046289806,5431.05926548735,5397.17788712888,5461.50841237879,5528.29538047628,5510.46837019699,5395.28266184086,5356.37603416859,5353.18989969567,5442.9824088406,5138.19477183991,20969.707768187,13300.0417742656,5427.28374547122,5388.8633709952,5416.56409715889,5559.7079945402,5524.04093475539,5411.81264476422,5307.91158434844,5291.77268050973,5363.82570699124,5259.69460059296,22316.7158452573,12714.485598816,5311.58113632805,5324.57033058855,5370.62561658046,5336.12712286606,5336.63337837105,5390.96657534209,5299.18959368974,5225.9987703508,5212.01906359186,5112.71137446369,22164.8916578524,12436.9392458755,5270.353097422,5273.8975891791,5351.38228019544,5306.69183529786,5291.61172316995,5244.55653034186,5214.40743811933,5208.16632196418,5101.69919896756,5048.32477389362,15591.788003359,8160.78493587929,5207.41447567569,5159.77746422397,5256.43622540298,5269.36126966156,5282.84088144086,5197.3570790281,5163.05557976798,5148.76782809742,5152.98132077153,4991.53595684767,15597.2308636343,8740.19518143241,5277.2375256966,5168.00287132591,5249.79466559178,5330.58511541175,5439.1788411505,5224.20637634978,5129.26854781658,5194.31113917059,5161.41671418171,4945.67554401843,4577.55969296821,4720.41779186581,5086.75461561472,5039.07300302577,5177.79669229422,5217.76062999348,5229.45988843217,5158.80965412649,5080.4650819836,4991.11572597736,5006.54911735162,4875.19222556874
,22,19544.5852787776,12219.5994069237,5417.65336573485,5456.08832951687,5554.5604693302,5559.66264941493,5547.65848409724,5471.84726571397,5367.39027892874,5250.17359644218,5186.16349274624,5064.44313285696,20279.6603077957,13806.2047906817,5455.86990495771,5418.7830068992,5472.50998998241,5546.31265412875,5526.49072087641,5428.47214123117,5378.64419945308,5370.91570155175,5458.2127903182,5148.34432873481,21715.6673907834,13845.3506366835,5456.54467625993,5408.75570470703,5440.01072423904,5582.74684423919,5555.08208242522,5428.08484512827,5317.34167711574,5300.65681972523,5375.70644842516,5275.04567430231,23127.550032974,13228.4349707939,5343.27729002385,5341.84048566445,5391.89350548504,5364.29245001919,5354.45379441307,5407.09821162107,5314.63135567064,5235.35803526681,5235.08252498831,5125.8265007483,23011.7554315817,12977.8833335875,5280.04048553563,5290.16411402079,5363.83708175472,5315.015486696,5307.04669707898,5261.04330008434,5232.85185347902,5218.17712059413,5118.63798639236,5070.60396941815,16200.4581654961,8381.46174262843,5233.03044036375,5168.72110603649,5256.3725248237,5281.94484478914,5298.39960625743,5204.14916372558,5169.32626911558,5156.08758465581,5169.60147066324,5006.02793346183,16090.617092238,8983.1048391497,5301.01129010875,5175.77370843028,5258.25968507561,5339.12319360352,5440.42899071934,5242.7865334033,5143.90428003866,5196.51887808113,5170.61066469085,4961.90999964679,4589.24610218368,4729.78402451063,5096.49460607538,5067.4691494047,5196.46170883962,5214.44882184281,5251.06915052314,5173.19942253072,5088.03868835398,4997.4912347266,5016.7678032039,4879.33292281988
,23,20164.7734306218,12617.5601924173,5458.14072106293,5474.87349064271,5575.60444344383,5578.55302688504,5582.54892144235,5467.24620407564,5388.00429091429,5258.55649158323,5203.35954119971,5074.89660224468,20965.2571047214,14292.6838852255,5476.27830266168,5449.92230916924,5500.6955012913,5574.64001551623,5550.05785827742,5441.64923524842,5407.81691453838,5386.50383305796,5460.63905356493,5168.99669759616,22363.1561202211,14349.013676645,5473.11306869431,5430.25925463846,5459.06943028193,5618.54849762434,5572.59763609444,5448.79255934504,5340.70872713503,5324.9958151715,5397.43530369476,5292.53253929977,23850.3351073078,13772.9721799957,5359.33738108366,5357.17300551155,5402.07055867274,5380.65463717738,5363.78378212664,5425.9952765233,5331.66718805098,5270.71413232544,5236.08168772955,5135.82392723207,23837.0853298286,13506.4300462326,5301.69428736271,5311.89979178974,5373.7144531696,5329.93996027257,5316.13568152207,5280.97013071963,5248.84030237268,5229.37150505828,5134.46207531168,5076.2384520773,16763.7352808574,8626.45434392488,5244.53698685027,5189.17730694563,5280.02923871113,5297.47831129271,5314.49199871667,5221.55563078051,5191.90249905174,5176.28443918014,5173.33530411899,5009.30264823262,16669.7893382569,9223.37009883727,5312.3159987848,5194.38317819184,5271.65733190467,5349.49361477378,5461.41273466184,5254.55868262848,5153.29066474793,5207.37482680844,5177.28589069039,4967.4950455333,4595.85672641326,4740.00798962346,5122.31154823884,5066.26898811989,5221.59238803929,5242.10097132389,5268.69597305999,5184.26307825289,5109.14532512678,5009.16611406174,5020.57674691049,4889.61333848187
,24,20737.9868661725,13014.2875781178,5454.61327727465,5502.69610492913,5585.50116609763,5597.22039329562,5605.7584756503,5500.16346694667,5404.82751725603,5274.11337778903,5210.09042917549,5099.59926585686,21539.3646219856,14748.1714572392,5509.84209067391,5469.63763557868,5513.12890356042,5581.40952172091,5568.95676839325,5474.55595092712,5422.11764128154,5394.49704491467,5494.19660103659,5191.0813664468,23093.8210331834,14919.0475356164,5482.94798065861,5442.73145929359,5467.41919377014,5618.33437074417,5582.66035332706,5466.36766830279,5359.22743933579,5340.23467089542,5414.44103564189,5302.51797988427,24591.8608298615,14329.8611524535,5363.80180245565,5381.93795599472,5424.8980561904,5389.16113979304,5381.18130550848,5443.85741779813,5346.97274076279,5271.07657464219,5253.38147962965,5151.06156525449,24628.608873689,14075.8206256794,5323.98053012913,5325.40894511586,5408.3589849111,5349.38116039526,5338.10712362916,5289.03765107526,5259.9180207208,5243.21166128783,5147.03551559586,5089.60317372115,17337.9414512006,8848.17226054347,5265.67858068926,5206.80818140538,5292.48361927255,5307.63015332296,5331.89739416251,5232.15763786548,5200.30256030369,5183.16826678797,5192.90954971955,5024.03851985303,17239.5051519074,9469.13074130687,5323.38753598548,5197.05197882962,5287.28069544038,5372.26399165736,5463.43902467995,5268.91694564634,5159.80482815167,5217.11978642761,5191.22020715884,4968.21831163412,4603.25342684905,4744.16869565049,5130.32583113872,5078.77629106212,5218.00272872584,5244.96386687381,5277.81784958182,5186.46618647189,5115.18981313536,5031.06573063155,5037.33755693756,4896.69778053459
,25,21294.4598480717,13398.6154813419,5504.14800366234,5533.28642267082,5585.92774280292,5616.76746342448,5619.42391303839,5528.24905075379,5433.20389322196,5305.13162713017,5222.80179940504,5117.52598907753,22169.0689592714,15254.6577871917,5512.71773135294,5481.35905994412,5544.63620611706,5602.43380147472,5596.6532048819,5472.77164840164,5433.66528386482,5420.21177394855,5506.80831890247,5195.19154525122,23710.2874361327,15440.3092073591,5522.47857054153,5470.9535378216,5483.62844669681,5638.5267828504,5610.75491114585,5479.51528920453,5365.99870833989,5355.72403170931,5435.26300180944,5319.42207110445,25273.3406412308,14860.0890933635,5384.26446617881,5393.26149887705,5435.78307650217,5417.52338194103,5401.24679684315,5453.20968298411,5372.76930616824,5297.75241448654,5268.44383707045,5173.49619138461,25368.6993002023,14622.4082947518,5335.66803168323,5332.02093126556,5412.72505494483,5364.02650960073,5348.38944347031,5309.8127207404,5271.16260496876,5256.35982015687,5155.84009679915,5097.95097664141,17890.9652555372,9082.07861594763,5266.16272717445,5211.37463947073,5318.29419587782,5317.91924430512,5336.75504870853,5243.94968072424,5209.47373598848,5195.34615289182,5207.86482661988,5037.85553782443,17803.3286347746,9720.49799978599,5339.22509593892,5218.85462010823,5296.21910872584,5377.60450923741,5487.52898210632,5271.65891372805,5171.75878589464,5234.65030391661,5193.93032861833,4984.77936094985,4611.93369915201,4757.87352875474,5139.03793261643,5101.53677513068,5235.31943551584,5262.0145622629,5289.07872265139,5218.3479497367,5136.1378191097,5037.11268928528,5036.26087639451,4908.73520594419
,26,21866.9371001638,13792.3677656293,5516.48053850098,5540.09643582082,5629.58635268378,5645.66448640627,5644.85586667363,5538.12783194016,5456.4435329403,5328.42551392006,5234.96742002185,5123.14884892038,22793.9479963264,15768.981877981,5536.73046681021,5495.24785811442,5559.03588486254,5628.30681722582,5601.73895986376,5478.32636681985,5458.39481702594,5434.38325628258,5518.63845451591,5219.26569820445,24310.2581684574,15966.0627057749,5526.20263898898,5483.0908862211,5524.52991483187,5652.35067209127,5620.04199697154,5500.80622440852,5390.61525928281,5373.49594762574,5451.83846236841,5349.0146273068,25871.9892247674,15422.7606902066,5394.99681232596,5428.09918450257,5460.67221579464,5422.44130356436,5413.53392008933,5478.48477925571,5383.72398580456,5300.32944111986,5282.81259632751,5173.62449652286,26128.1082269931,15182.8164923187,5348.64068671888,5346.39933419133,5416.41632595449,5374.42139352921,5367.03579617868,5318.75547178455,5275.9069519379,5272.02548700257,5172.1405201226,5111.23097729202,18468.3313117966,9327.44011209089,5286.59750752222,5226.13184139236,5320.96468013657,5334.99008396159,5355.46076221341,5262.15060201485,5217.51681898763,5212.32586138866,5213.08444541831,5046.03350502328,18384.5028854594,9981.67911971062,5357.09418777823,5231.2968502145,5317.56549769955,5394.46618252735,5504.77795815888,5293.1805318192,5182.8495251099,5241.82699512511,5196.82724748796,4993.03612327274,4620.7010530667,4760.5838721129,5150.78490572007,5108.55608700152,5225.82262667457,5278.26904342596,5293.39479834294,5215.53004774815,5144.2124224169,5044.76719151978,5047.83737661084,4906.5321605347
,27,22364.3936316843,14153.4097101866,5531.15095242294,5558.92132434086,5654.92940934481,5654.58386609687,5660.45125756506,5565.4757036935,5459.72836397653,5339.251042929,5254.72359782077,5133.70636532414,23290.1483773153,16250.9154754362,5552.92113923825,5519.8502756636,5581.50204680156,5631.73185591246,5633.21699819456,5516.98986702806,5466.39819281401,5445.94879498852,5535.43465326029,5222.09784504046,24875.8227370866,16490.3136381117,5540.53098024004,5510.50211352012,5533.96228752996,5670.84658358088,5636.87888152621,5513.42612671078,5401.9241823259,5385.22677861971,5467.02933185327,5358.1765386747,26524.4985362255,15989.548844227,5420.29720336645,5427.76436378555,5475.25346182639,5440.30932621734,5439.21049283276,5485.28760584146,5399.45178261393,5319.45484404414,5293.83452531041,5188.74777385441,26841.695952958,15749.3416995274,5374.58106376016,5364.25377574581,5432.89617928825,5404.9909875469,5368.62321626575,5336.50180495665,5295.63544896547,5285.39585595331,5185.16566842508,5118.85006989421,19016.657677389,9581.80774579388,5293.36382869723,5244.00096829157,5346.2329256437,5342.62958057231,5377.84135447491,5268.94253282414,5226.44069711216,5222.36548321901,5227.19670668323,5073.5304221176,18992.4652606405,10275.6072002695,5361.42978583336,5245.1182663447,5328.9732231285,5406.26024052623,5513.38932819089,5302.08454755883,5193.53682152258,5255.00465188888,5220.38450433507,4999.90395057565,4625.23957536128,4770.43469874297,5161.59790814892,5117.11674821672,5248.78530859764,5286.14941135132,5311.89227935356,5227.35297165897,5158.72264829638,5059.66464614674,5055.70359576447,4921.20005610819
