PlateRepeat,Well,Label,MeasTime,Signal,Result
80,A10,US LUM 96 (cps) - GC AL EC - 10s(1),41:52.3,3620,362
81,A10,US LUM 96 (cps) - GC AL EC - 10s(1),44:39.7,3488,349
82,A10,US LUM 96 (cps) - GC AL EC - 10s(1),47:27.0,3576,358
83,A10,US LUM 96 (cps) - GC AL EC - 10s(1),50:14.3,3676,368
84,A10,US LUM 96 (cps) - GC AL EC - 10s(1),53:01.7,3488,349
85,A10,US LUM 96 (cps) - GC AL EC - 10s(1),55:49.0,3552,355
86,A10,US LUM 96 (cps) - GC AL EC - 10s(1),58:36.3,3520,352
87,A10,US LUM 96 (cps) - GC AL EC - 10s(1),01:23.6,3512,351
88,A10,US LUM 96 (cps) - GC AL EC - 10s(1),04:11.0,3516,352
89,A10,US LUM 96 (cps) - GC AL EC - 10s(1),06:58.3,3520,352
90,A10,US LUM 96 (cps) - GC AL EC - 10s(1),09:45.6,3500,350
91,A10,US LUM 96 (cps) - GC AL EC - 10s(1),12:32.9,3392,339
92,A10,US LUM 96 (cps) - GC AL EC - 10s(1),15:20.3,3396,340
93,A10,US LUM 96 (cps) - GC AL EC - 10s(1),18:07.6,3460,346
94,A10,US LUM 96 (cps) - GC AL EC - 10s(1),20:54.9,3300,330
95,A10,US LUM 96 (cps) - GC AL EC - 10s(1),23:42.3,3260,326
96,A10,US LUM 96 (cps) - GC AL EC - 10s(1),26:29.6,3244,324
97,A10,US LUM 96 (cps) - GC AL EC - 10s(1),29:17.0,3364,336
98,A10,US LUM 96 (cps) - GC AL EC - 10s(1),32:04.2,3248,325
99,A10,US LUM 96 (cps) - GC AL EC - 10s(1),34:51.6,3156,316
1,A11,US LUM 96 (cps) - GC AL EC - 10s(1),01:43.2,15552,1555
2,A11,US LUM 96 (cps) - GC AL EC - 10s(1),04:30.6,15864,1586
3,A11,US LUM 96 (cps) - GC AL EC - 10s(1),07:17.9,16308,1631
4,A11,US LUM 96 (cps) - GC AL EC - 10s(1),10:05.2,15652,1565
5,A11,US LUM 96 (cps) - GC AL EC - 10s(1),12:52.6,15540,1554
6,A11,US LUM 96 (cps) - GC AL EC - 10s(1),15:40.0,15740,1574
7,A11,US LUM 96 (cps) - GC AL EC - 10s(1),18:27.3,15264,1526
8,A11,US LUM 96 (cps) - GC AL EC - 10s(1),21:14.6,15260,1526
9,A11,US LUM 96 (cps) - GC AL EC - 10s(1),24:01.9,15424,1542
10,A11,US LUM 96 (cps) - GC AL EC - 10s(1),26:49.3,15140,1514
11,A11,US LUM 96 (cps) - GC AL EC - 10s(1),29:36.6,14992,1499
12,A11,US LUM 96 (cps) - GC AL EC - 10s(1),32:23.9,15244,1524
13,A11,US LUM 96 (cps) - GC AL EC - 10s(1),35:11.3,14980,1498
14,A11,US LUM 96 (cps) - GC AL EC - 10s(1),37:58.7,14836,1484
15,A11,US LUM 96 (cps) - GC AL EC - 10s(1),40:46.0,14412,1441
16,A11,US LUM 96 (cps) - GC AL EC - 10s(1),43:33.4,14380,1438
17,A11,US LUM 96 (cps) - GC AL EC - 10s(1),46:20.8,14380,1438
18,A11,US LUM 96 (cps) - GC AL EC - 10s(1),49:08.1,14428,1443
19,A11,US LUM 96 (cps) - GC AL EC - 10s(1),51:55.4,14508,1451
20,A11,US LUM 96 (cps) - GC AL EC - 10s(1),54:42.7,14160,1416
21,A11,US LUM 96 (cps) - GC AL EC - 10s(1),57:30.1,13812,1381
22,A11,US LUM 96 (cps) - GC AL EC - 10s(1),00:17.4,13928,1393
23,A11,US LUM 96 (cps) - GC AL EC - 10s(1),03:04.7,13836,1384
24,A11,US LUM 96 (cps) - GC AL EC - 10s(1),05:52.1,13708,1371
25,A11,US LUM 96 (cps) - GC AL EC - 10s(1),08:39.4,13456,1346
26,A11,US LUM 96 (cps) - GC AL EC - 10s(1),11:26.7,13412,1341
27,A11,US LUM 96 (cps) - GC AL EC - 10s(1),14:14.1,13388,1339
28,A11,US LUM 96 (cps) - GC AL EC - 10s(1),17:01.4,14004,1400
29,A11,US LUM 96 (cps) - GC AL EC - 10s(1),19:48.8,13272,1327
30,A11,US LUM 96 (cps) - GC AL EC - 10s(1),22:36.1,13152,1315
31,A11,US LUM 96 (cps) - GC AL EC - 10s(1),25:23.5,12880,1288
32,A11,US LUM 96 (cps) - GC AL EC - 10s(1),28:10.8,12892,1289
33,A11,US LUM 96 (cps) - GC AL EC - 10s(1),30:58.2,12716,1272
34,A11,US LUM 96 (cps) - GC AL EC - 10s(1),33:45.5,12680,1268
35,A11,US LUM 96 (cps) - GC AL EC - 10s(1),36:32.8,12632,1263
36,A11,US LUM 96 (cps) - GC AL EC - 10s(1),39:20.2,12936,1294
37,A11,US LUM 96 (cps) - GC AL EC - 10s(1),42:07.5,12456,1246
38,A11,US LUM 96 (cps) - GC AL EC - 10s(1),44:54.9,12300,1230
39,A11,US LUM 96 (cps) - GC AL EC - 10s(1),47:42.2,11920,1192
40,A11,US LUM 96 (cps) - GC AL EC - 10s(1),50:29.6,11972,1197
41,A11,US LUM 96 (cps) - GC AL EC - 10s(1),53:16.9,11640,1164
42,A11,US LUM 96 (cps) - GC AL EC - 10s(1),56:04.2,11564,1156
43,A11,US LUM 96 (cps) - GC AL EC - 10s(1),58:51.5,11572,1157
44,A11,US LUM 96 (cps) - GC AL EC - 10s(1),01:38.9,11508,1151
45,A11,US LUM 96 (cps) - GC AL EC - 10s(1),04:26.2,11480,1148
46,A11,US LUM 96 (cps) - GC AL EC - 10s(1),07:13.5,11400,1140
47,A11,US LUM 96 (cps) - GC AL EC - 10s(1),10:00.9,11228,1123
48,A11,US LUM 96 (cps) - GC AL EC - 10s(1),12:48.2,11344,1134
49,A11,US LUM 96 (cps) - GC AL EC - 10s(1),15:35.5,11128,1113
50,A11,US LUM 96 (cps) - GC AL EC - 10s(1),18:22.8,11188,1119
51,A11,US LUM 96 (cps) - GC AL EC - 10s(1),21:10.1,10904,1090
52,A11,US LUM 96 (cps) - GC AL EC - 10s(1),23:57.4,10972,1097
53,A11,US LUM 96 (cps) - GC AL EC - 10s(1),26:44.8,11288,1129
54,A11,US LUM 96 (cps) - GC AL EC - 10s(1),29:32.1,11072,1107
55,A11,US LUM 96 (cps) - GC AL EC - 10s(1),32:19.4,10920,1092
56,A11,US LUM 96 (cps) - GC AL EC - 10s(1),35:06.7,11020,1102
57,A11,US LUM 96 (cps) - GC AL EC - 10s(1),37:54.1,10696,1070
58,A11,US LUM 96 (cps) - GC AL EC - 10s(1),40:41.4,10632,1063
59,A11,US LUM 96 (cps) - GC AL EC - 10s(1),43:28.7,10352,1035
60,A11,US LUM 96 (cps) - GC AL EC - 10s(1),46:16.1,10496,1050
61,A11,US LUM 96 (cps) - GC AL EC - 10s(1),49:03.4,10268,1027
62,A11,US LUM 96 (cps) - GC AL EC - 10s(1),51:50.7,10128,1013
63,A11,US LUM 96 (cps) - GC AL EC - 10s(1),54:38.0,10224,1022
64,A11,US LUM 96 (cps) - GC AL EC - 10s(1),57:25.3,10196,1020
65,A11,US LUM 96 (cps) - GC AL EC - 10s(1),00:12.6,10044,1004
66,A11,US LUM 96 (cps) - GC AL EC - 10s(1),03:00.0,9816,982
67,A11,US LUM 96 (cps) - GC AL EC - 10s(1),05:47.3,9904,990
68,A11,US LUM 96 (cps) - GC AL EC - 10s(1),08:34.7,9800,980
69,A11,US LUM 96 (cps) - GC AL EC - 10s(1),11:21.9,9772,977
70,A11,US LUM 96 (cps) - GC AL EC - 10s(1),14:09.2,9856,986
71,A11,US LUM 96 (cps) - GC AL EC - 10s(1),16:56.6,10072,1007
72,A11,US LUM 96 (cps) - GC AL EC - 10s(1),19:44.0,9496,950
73,A11,US LUM 96 (cps) - GC AL EC - 10s(1),22:31.3,9664,966
74,A11,US LUM 96 (cps) - GC AL EC - 10s(1),25:18.6,9176,918
75,A11,US LUM 96 (cps) - GC AL EC - 10s(1),28:05.9,9236,924
76,A11,US LUM 96 (cps) - GC AL EC - 10s(1),30:53.3,9312,931
77,A11,US LUM 96 (cps) - GC AL EC - 10s(1),33:40.6,9028,903
78,A11,US LUM 96 (cps) - GC AL EC - 10s(1),36:28.0,9244,924
79,A11,US LUM 96 (cps) - GC AL EC - 10s(1),39:15.4,9064,906
80,A11,US LUM 96 (cps) - GC AL EC - 10s(1),42:02.7,8736,874
81,A11,US LUM 96 (cps) - GC AL EC - 10s(1),44:50.0,9084,908
82,A11,US LUM 96 (cps) - GC AL EC - 10s(1),47:37.3,8752,875
83,A11,US LUM 96 (cps) - GC AL EC - 10s(1),50:24.7,8916,892
84,A11,US LUM 96 (cps) - GC AL EC - 10s(1),53:12.0,8940,894
85,A11,US LUM 96 (cps) - GC AL EC - 10s(1),55:59.3,9012,901
86,A11,US LUM 96 (cps) - GC AL EC - 10s(1),58:46.7,8668,867
87,A11,US LUM 96 (cps) - GC AL EC - 10s(1),01:34.0,8568,857
88,A11,US LUM 96 (cps) - GC AL EC - 10s(1),04:21.3,8356,836
89,A11,US LUM 96 (cps) - GC AL EC - 10s(1),07:08.6,8436,844
90,A11,US LUM 96 (cps) - GC AL EC - 10s(1),09:55.9,8280,828
91,A11,US LUM 96 (cps) - GC AL EC - 10s(1),12:43.2,8300,830
92,A11,US LUM 96 (cps) - GC AL EC - 10s(1),15:30.6,8424,842
93,A11,US LUM 96 (cps) - GC AL EC - 10s(1),18:17.9,8316,832
94,A11,US LUM 96 (cps) - GC AL EC - 10s(1),21:05.3,8288,829
95,A11,US LUM 96 (cps) - GC AL EC - 10s(1),23:52.6,8252,825
96,A11,US LUM 96 (cps) - GC AL EC - 10s(1),26:40.0,8128,813
97,A11,US LUM 96 (cps) - GC AL EC - 10s(1),29:27.3,8068,807
98,A11,US LUM 96 (cps) - GC AL EC - 10s(1),32:14.6,7940,794
99,A11,US LUM 96 (cps) - GC AL EC - 10s(1),35:01.9,7764,776
1,A12,US LUM 96 (cps) - GC AL EC - 10s(1),01:53.6,44852,4485
2,A12,US LUM 96 (cps) - GC AL EC - 10s(1),04:40.9,43612,4361
3,A12,US LUM 96 (cps) - GC AL EC - 10s(1),07:28.3,43776,4378
4,A12,US LUM 96 (cps) - GC AL EC - 10s(1),10:15.5,45516,4552
5,A12,US LUM 96 (cps) - GC AL EC - 10s(1),13:02.9,45628,4563
6,A12,US LUM 96 (cps) - GC AL EC - 10s(1),15:50.3,45292,4529
7,A12,US LUM 96 (cps) - GC AL EC - 10s(1),18:37.6,45440,4544
8,A12,US LUM 96 (cps) - GC AL EC - 10s(1),21:24.9,44756,4476
9,A12,US LUM 96 (cps) - GC AL EC - 10s(1),24:12.2,44092,4409
10,A12,US LUM 96 (cps) - GC AL EC - 10s(1),26:59.6,43932,4393
11,A12,US LUM 96 (cps) - GC AL EC - 10s(1),29:46.9,43476,4348
12,A12,US LUM 96 (cps) - GC AL EC - 10s(1),32:34.3,43284,4328
13,A12,US LUM 96 (cps) - GC AL EC - 10s(1),35:21.6,42684,4268
14,A12,US LUM 96 (cps) - GC AL EC - 10s(1),38:09.0,42016,4202
15,A12,US LUM 96 (cps) - GC AL EC - 10s(1),40:56.4,41212,4121
16,A12,US LUM 96 (cps) - GC AL EC - 10s(1),43:43.7,41604,4160
17,A12,US LUM 96 (cps) - GC AL EC - 10s(1),46:31.1,40600,4060
18,A12,US LUM 96 (cps) - GC AL EC - 10s(1),49:18.4,40724,4072
19,A12,US LUM 96 (cps) - GC AL EC - 10s(1),52:05.7,38888,3889
20,A12,US LUM 96 (cps) - GC AL EC - 10s(1),54:53.1,39800,3980
21,A12,US LUM 96 (cps) - GC AL EC - 10s(1),57:40.4,39288,3929
22,A12,US LUM 96 (cps) - GC AL EC - 10s(1),00:27.8,38512,3851
23,A12,US LUM 96 (cps) - GC AL EC - 10s(1),03:15.0,38600,3860
24,A12,US LUM 96 (cps) - GC AL EC - 10s(1),06:02.4,38248,3825
25,A12,US LUM 96 (cps) - GC AL EC - 10s(1),08:49.7,38404,3840
26,A12,US LUM 96 (cps) - GC AL EC - 10s(1),11:37.0,38316,3832
27,A12,US LUM 96 (cps) - GC AL EC - 10s(1),14:24.4,37584,3758
28,A12,US LUM 96 (cps) - GC AL EC - 10s(1),17:11.8,36320,3632
29,A12,US LUM 96 (cps) - GC AL EC - 10s(1),19:59.1,36860,3686
30,A12,US LUM 96 (cps) - GC AL EC - 10s(1),22:46.4,36864,3686
31,A12,US LUM 96 (cps) - GC AL EC - 10s(1),25:33.8,36092,3609
32,A12,US LUM 96 (cps) - GC AL EC - 10s(1),28:21.1,35860,3586
33,A12,US LUM 96 (cps) - GC AL EC - 10s(1),31:08.5,35564,3556
34,A12,US LUM 96 (cps) - GC AL EC - 10s(1),33:55.8,35240,3524
35,A12,US LUM 96 (cps) - GC AL EC - 10s(1),36:43.2,34900,3490
36,A12,US LUM 96 (cps) - GC AL EC - 10s(1),39:30.5,33752,3375
37,A12,US LUM 96 (cps) - GC AL EC - 10s(1),42:17.8,34456,3446
38,A12,US LUM 96 (cps) - GC AL EC - 10s(1),45:05.2,33676,3368
39,A12,US LUM 96 (cps) - GC AL EC - 10s(1),47:52.5,33304,3330
40,A12,US LUM 96 (cps) - GC AL EC - 10s(1),50:39.9,33056,3306
41,A12,US LUM 96 (cps) - GC AL EC - 10s(1),53:27.2,32704,3270
42,A12,US LUM 96 (cps) - GC AL EC - 10s(1),56:14.6,32876,3288
43,A12,US LUM 96 (cps) - GC AL EC - 10s(1),59:01.8,32028,3203
44,A12,US LUM 96 (cps) - GC AL EC - 10s(1),01:49.2,31788,3179
45,A12,US LUM 96 (cps) - GC AL EC - 10s(1),04:36.6,31672,3167
46,A12,US LUM 96 (cps) - GC AL EC - 10s(1),07:23.8,31588,3159
47,A12,US LUM 96 (cps) - GC AL EC - 10s(1),10:11.2,31544,3154
48,A12,US LUM 96 (cps) - GC AL EC - 10s(1),12:58.5,31012,3101
49,A12,US LUM 96 (cps) - GC AL EC - 10s(1),15:45.8,30764,3076
50,A12,US LUM 96 (cps) - GC AL EC - 10s(1),18:33.1,30952,3095
51,A12,US LUM 96 (cps) - GC AL EC - 10s(1),21:20.5,30216,3022
52,A12,US LUM 96 (cps) - GC AL EC - 10s(1),24:07.8,30424,3042
53,A12,US LUM 96 (cps) - GC AL EC - 10s(1),26:55.1,30152,3015
54,A12,US LUM 96 (cps) - GC AL EC - 10s(1),29:42.4,29852,2985
55,A12,US LUM 96 (cps) - GC AL EC - 10s(1),32:29.7,30180,3018
56,A12,US LUM 96 (cps) - GC AL EC - 10s(1),35:17.0,29952,2995
57,A12,US LUM 96 (cps) - GC AL EC - 10s(1),38:04.4,29076,2908
58,A12,US LUM 96 (cps) - GC AL EC - 10s(1),40:51.7,29056,2906
59,A12,US LUM 96 (cps) - GC AL EC - 10s(1),43:39.0,28500,2850
60,A12,US LUM 96 (cps) - GC AL EC - 10s(1),46:26.4,28576,2858
61,A12,US LUM 96 (cps) - GC AL EC - 10s(1),49:13.7,28484,2848
62,A12,US LUM 96 (cps) - GC AL EC - 10s(1),52:01.0,28492,2849
63,A12,US LUM 96 (cps) - GC AL EC - 10s(1),54:48.3,28048,2805
64,A12,US LUM 96 (cps) - GC AL EC - 10s(1),57:35.7,28024,2802
65,A12,US LUM 96 (cps) - GC AL EC - 10s(1),00:23.0,27512,2751
66,A12,US LUM 96 (cps) - GC AL EC - 10s(1),03:10.3,27312,2731
67,A12,US LUM 96 (cps) - GC AL EC - 10s(1),05:57.7,27068,2707
68,A12,US LUM 96 (cps) - GC AL EC - 10s(1),08:45.0,27212,2721
69,A12,US LUM 96 (cps) - GC AL EC - 10s(1),11:32.3,26368,2637
70,A12,US LUM 96 (cps) - GC AL EC - 10s(1),14:19.5,26252,2625
71,A12,US LUM 96 (cps) - GC AL EC - 10s(1),17:06.9,25476,2548
72,A12,US LUM 96 (cps) - GC AL EC - 10s(1),19:54.3,26056,2606
73,A12,US LUM 96 (cps) - GC AL EC - 10s(1),22:41.6,25860,2586
74,A12,US LUM 96 (cps) - GC AL EC - 10s(1),25:28.9,25732,2573
75,A12,US LUM 96 (cps) - GC AL EC - 10s(1),28:16.3,25300,2530
76,A12,US LUM 96 (cps) - GC AL EC - 10s(1),31:03.6,25300,2530
77,A12,US LUM 96 (cps) - GC AL EC - 10s(1),33:50.9,24768,2477
78,A12,US LUM 96 (cps) - GC AL EC - 10s(1),36:38.3,24852,2485
79,A12,US LUM 96 (cps) - GC AL EC - 10s(1),39:25.7,24384,2438
80,A12,US LUM 96 (cps) - GC AL EC - 10s(1),42:13.0,24104,2410
81,A12,US LUM 96 (cps) - GC AL EC - 10s(1),45:00.3,24012,2401
82,A12,US LUM 96 (cps) - GC AL EC - 10s(1),47:47.6,23900,2390
83,A12,US LUM 96 (cps) - GC AL EC - 10s(1),50:35.0,23460,2346
84,A12,US LUM 96 (cps) - GC AL EC - 10s(1),53:22.3,23348,2335
85,A12,US LUM 96 (cps) - GC AL EC - 10s(1),56:09.7,22416,2242
86,A12,US LUM 96 (cps) - GC AL EC - 10s(1),58:57.0,23020,2302
87,A12,US LUM 96 (cps) - GC AL EC - 10s(1),01:44.3,22692,2269
88,A12,US LUM 96 (cps) - GC AL EC - 10s(1),04:31.6,22672,2267
89,A12,US LUM 96 (cps) - GC AL EC - 10s(1),07:19.0,22524,2252
90,A12,US LUM 96 (cps) - GC AL EC - 10s(1),10:06.3,22324,2232
91,A12,US LUM 96 (cps) - GC AL EC - 10s(1),12:53.6,22116,2212
92,A12,US LUM 96 (cps) - GC AL EC - 10s(1),15:40.9,22044,2204
93,A12,US LUM 96 (cps) - GC AL EC - 10s(1),18:28.3,21924,2192
94,A12,US LUM 96 (cps) - GC AL EC - 10s(1),21:15.6,21532,2153
95,A12,US LUM 96 (cps) - GC AL EC - 10s(1),24:02.9,21612,2161
96,A12,US LUM 96 (cps) - GC AL EC - 10s(1),26:50.3,21172,2117
97,A12,US LUM 96 (cps) - GC AL EC - 10s(1),29:37.6,21128,2113
98,A12,US LUM 96 (cps) - GC AL EC - 10s(1),32:24.9,20912,2091
99,A12,US LUM 96 (cps) - GC AL EC - 10s(1),35:12.2,20296,2030
