PlateRepeat,Well,Label,MeasTime,Signal,Result
39,A07,US LUM 96 (cps) - GC AL EC - 10s(1),47:00.9,18456,1846
40,A07,US LUM 96 (cps) - GC AL EC - 10s(1),49:48.3,18236,1824
41,A07,US LUM 96 (cps) - GC AL EC - 10s(1),52:35.6,18000,1800
42,A07,US LUM 96 (cps) - GC AL EC - 10s(1),55:22.9,18080,1808
43,A07,US LUM 96 (cps) - GC AL EC - 10s(1),58:10.2,18120,1812
44,A07,US LUM 96 (cps) - GC AL EC - 10s(1),00:57.6,18020,1802
45,A07,US LUM 96 (cps) - GC AL EC - 10s(1),03:44.9,17528,1753
46,A07,US LUM 96 (cps) - GC AL EC - 10s(1),06:32.2,18056,1806
47,A07,US LUM 96 (cps) - GC AL EC - 10s(1),09:19.6,17540,1754
48,A07,US LUM 96 (cps) - GC AL EC - 10s(1),12:06.9,17652,1765
49,A07,US LUM 96 (cps) - GC AL EC - 10s(1),14:54.2,17812,1781
50,A07,US LUM 96 (cps) - GC AL EC - 10s(1),17:41.5,17912,1791
51,A07,US LUM 96 (cps) - GC AL EC - 10s(1),20:28.8,17508,1751
52,A07,US LUM 96 (cps) - GC AL EC - 10s(1),23:16.1,17944,1794
53,A07,US LUM 96 (cps) - GC AL EC - 10s(1),26:03.5,17908,1791
54,A07,US LUM 96 (cps) - GC AL EC - 10s(1),28:50.8,17816,1782
55,A07,US LUM 96 (cps) - GC AL EC - 10s(1),31:38.1,17880,1788
56,A07,US LUM 96 (cps) - GC AL EC - 10s(1),34:25.4,17616,1762
57,A07,US LUM 96 (cps) - GC AL EC - 10s(1),37:12.8,17768,1777
58,A07,US LUM 96 (cps) - GC AL EC - 10s(1),40:00.1,17244,1724
59,A07,US LUM 96 (cps) - GC AL EC - 10s(1),42:47.4,23196,2320
60,A07,US LUM 96 (cps) - GC AL EC - 10s(1),45:34.8,23132,2313
61,A07,US LUM 96 (cps) - GC AL EC - 10s(1),48:22.1,22968,2297
62,A07,US LUM 96 (cps) - GC AL EC - 10s(1),51:09.4,23104,2310
63,A07,US LUM 96 (cps) - GC AL EC - 10s(1),53:56.7,22576,2258
64,A07,US LUM 96 (cps) - GC AL EC - 10s(1),56:44.1,23012,2301
65,A07,US LUM 96 (cps) - GC AL EC - 10s(1),59:31.3,22412,2241
66,A07,US LUM 96 (cps) - GC AL EC - 10s(1),02:18.7,22620,2262
67,A07,US LUM 96 (cps) - GC AL EC - 10s(1),05:06.1,22260,2226
68,A07,US LUM 96 (cps) - GC AL EC - 10s(1),07:53.4,22144,2214
69,A07,US LUM 96 (cps) - GC AL EC - 10s(1),10:40.6,21936,2194
70,A07,US LUM 96 (cps) - GC AL EC - 10s(1),13:27.9,21796,2180
71,A07,US LUM 96 (cps) - GC AL EC - 10s(1),16:15.3,21456,2146
72,A07,US LUM 96 (cps) - GC AL EC - 10s(1),19:02.7,21468,2147
73,A07,US LUM 96 (cps) - GC AL EC - 10s(1),21:50.0,20952,2095
74,A07,US LUM 96 (cps) - GC AL EC - 10s(1),24:37.3,21264,2126
75,A07,US LUM 96 (cps) - GC AL EC - 10s(1),27:24.6,21036,2104
76,A07,US LUM 96 (cps) - GC AL EC - 10s(1),30:12.0,21240,2124
77,A07,US LUM 96 (cps) - GC AL EC - 10s(1),32:59.3,20832,2083
78,A07,US LUM 96 (cps) - GC AL EC - 10s(1),35:46.7,20732,2073
79,A07,US LUM 96 (cps) - GC AL EC - 10s(1),38:34.1,20652,2065
80,A07,US LUM 96 (cps) - GC AL EC - 10s(1),41:21.4,20328,2033
81,A07,US LUM 96 (cps) - GC AL EC - 10s(1),44:08.7,20372,2037
82,A07,US LUM 96 (cps) - GC AL EC - 10s(1),46:56.0,20152,2015
83,A07,US LUM 96 (cps) - GC AL EC - 10s(1),49:43.4,19876,1988
84,A07,US LUM 96 (cps) - GC AL EC - 10s(1),52:30.7,19748,1975
85,A07,US LUM 96 (cps) - GC AL EC - 10s(1),55:18.0,19640,1964
86,A07,US LUM 96 (cps) - GC AL EC - 10s(1),58:05.4,19704,1970
87,A07,US LUM 96 (cps) - GC AL EC - 10s(1),00:52.7,19640,1964
88,A07,US LUM 96 (cps) - GC AL EC - 10s(1),03:40.0,19368,1937
89,A07,US LUM 96 (cps) - GC AL EC - 10s(1),06:27.3,19272,1927
90,A07,US LUM 96 (cps) - GC AL EC - 10s(1),09:14.6,18896,1890
91,A07,US LUM 96 (cps) - GC AL EC - 10s(1),12:01.9,18824,1882
92,A07,US LUM 96 (cps) - GC AL EC - 10s(1),14:49.3,19056,1906
93,A07,US LUM 96 (cps) - GC AL EC - 10s(1),17:36.6,18484,1848
94,A07,US LUM 96 (cps) - GC AL EC - 10s(1),20:24.0,18388,1839
95,A07,US LUM 96 (cps) - GC AL EC - 10s(1),23:11.3,18460,1846
96,A07,US LUM 96 (cps) - GC AL EC - 10s(1),25:58.7,18120,1812
97,A07,US LUM 96 (cps) - GC AL EC - 10s(1),28:46.0,18080,1808
98,A07,US LUM 96 (cps) - GC AL EC - 10s(1),31:33.3,18236,1824
99,A07,US LUM 96 (cps) - GC AL EC - 10s(1),34:20.6,17908,1791
1,A08,US LUM 96 (cps) - GC AL EC - 10s(1),01:12.3,9868,987
2,A08,US LUM 96 (cps) - GC AL EC - 10s(1),03:59.6,9428,943
3,A08,US LUM 96 (cps) - GC AL EC - 10s(1),06:47.0,9560,956
4,A08,US LUM 96 (cps) - GC AL EC - 10s(1),09:34.2,9900,990
5,A08,US LUM 96 (cps) - GC AL EC - 10s(1),12:21.6,10388,1039
6,A08,US LUM 96 (cps) - GC AL EC - 10s(1),15:09.0,10552,1055
7,A08,US LUM 96 (cps) - GC AL EC - 10s(1),17:56.3,10640,1064
8,A08,US LUM 96 (cps) - GC AL EC - 10s(1),20:43.6,10696,1070
9,A08,US LUM 96 (cps) - GC AL EC - 10s(1),23:30.9,11024,1102
10,A08,US LUM 96 (cps) - GC AL EC - 10s(1),26:18.4,10772,1077
11,A08,US LUM 96 (cps) - GC AL EC - 10s(1),29:05.7,11148,1115
12,A08,US LUM 96 (cps) - GC AL EC - 10s(1),31:53.0,10868,1087
13,A08,US LUM 96 (cps) - GC AL EC - 10s(1),34:40.3,10948,1095
14,A08,US LUM 96 (cps) - GC AL EC - 10s(1),37:27.7,11056,1106
15,A08,US LUM 96 (cps) - GC AL EC - 10s(1),40:15.1,11048,1105
16,A08,US LUM 96 (cps) - GC AL EC - 10s(1),43:02.4,11036,1104
17,A08,US LUM 96 (cps) - GC AL EC - 10s(1),45:49.8,11060,1106
18,A08,US LUM 96 (cps) - GC AL EC - 10s(1),48:37.1,11084,1108
19,A08,US LUM 96 (cps) - GC AL EC - 10s(1),51:24.4,11072,1107
20,A08,US LUM 96 (cps) - GC AL EC - 10s(1),54:11.8,11124,1112
21,A08,US LUM 96 (cps) - GC AL EC - 10s(1),56:59.2,11036,1104
22,A08,US LUM 96 (cps) - GC AL EC - 10s(1),59:46.5,11180,1118
23,A08,US LUM 96 (cps) - GC AL EC - 10s(1),02:33.8,11140,1114
24,A08,US LUM 96 (cps) - GC AL EC - 10s(1),05:21.1,11152,1115
25,A08,US LUM 96 (cps) - GC AL EC - 10s(1),08:08.4,10912,1091
26,A08,US LUM 96 (cps) - GC AL EC - 10s(1),10:55.8,10788,1079
27,A08,US LUM 96 (cps) - GC AL EC - 10s(1),13:43.1,11012,1101
28,A08,US LUM 96 (cps) - GC AL EC - 10s(1),16:30.5,10840,1084
29,A08,US LUM 96 (cps) - GC AL EC - 10s(1),19:17.8,10928,1093
30,A08,US LUM 96 (cps) - GC AL EC - 10s(1),22:05.1,10744,1074
31,A08,US LUM 96 (cps) - GC AL EC - 10s(1),24:52.5,10780,1078
32,A08,US LUM 96 (cps) - GC AL EC - 10s(1),27:39.8,11004,1100
33,A08,US LUM 96 (cps) - GC AL EC - 10s(1),30:27.2,10760,1076
34,A08,US LUM 96 (cps) - GC AL EC - 10s(1),33:14.5,10712,1071
35,A08,US LUM 96 (cps) - GC AL EC - 10s(1),36:01.9,10612,1061
36,A08,US LUM 96 (cps) - GC AL EC - 10s(1),38:49.2,10412,1041
37,A08,US LUM 96 (cps) - GC AL EC - 10s(1),41:36.6,10516,1052
38,A08,US LUM 96 (cps) - GC AL EC - 10s(1),44:23.9,10484,1048
39,A08,US LUM 96 (cps) - GC AL EC - 10s(1),47:11.2,10312,1031
40,A08,US LUM 96 (cps) - GC AL EC - 10s(1),49:58.6,10244,1024
41,A08,US LUM 96 (cps) - GC AL EC - 10s(1),52:45.9,10148,1015
42,A08,US LUM 96 (cps) - GC AL EC - 10s(1),55:33.3,10116,1012
43,A08,US LUM 96 (cps) - GC AL EC - 10s(1),58:20.6,9908,991
44,A08,US LUM 96 (cps) - GC AL EC - 10s(1),01:07.9,9888,989
45,A08,US LUM 96 (cps) - GC AL EC - 10s(1),03:55.3,10044,1004
46,A08,US LUM 96 (cps) - GC AL EC - 10s(1),06:42.5,10016,1002
47,A08,US LUM 96 (cps) - GC AL EC - 10s(1),09:29.9,10180,1018
48,A08,US LUM 96 (cps) - GC AL EC - 10s(1),12:17.2,9860,986
49,A08,US LUM 96 (cps) - GC AL EC - 10s(1),15:04.5,9916,992
50,A08,US LUM 96 (cps) - GC AL EC - 10s(1),17:51.9,9732,973
51,A08,US LUM 96 (cps) - GC AL EC - 10s(1),20:39.2,9964,996
52,A08,US LUM 96 (cps) - GC AL EC - 10s(1),23:26.5,9892,989
53,A08,US LUM 96 (cps) - GC AL EC - 10s(1),26:13.8,10028,1003
54,A08,US LUM 96 (cps) - GC AL EC - 10s(1),29:01.1,9952,995
55,A08,US LUM 96 (cps) - GC AL EC - 10s(1),31:48.5,9932,993
56,A08,US LUM 96 (cps) - GC AL EC - 10s(1),34:35.8,9784,978
57,A08,US LUM 96 (cps) - GC AL EC - 10s(1),37:23.1,9756,976
58,A08,US LUM 96 (cps) - GC AL EC - 10s(1),40:10.4,9500,950
59,A08,US LUM 96 (cps) - GC AL EC - 10s(1),42:57.7,10216,1022
60,A08,US LUM 96 (cps) - GC AL EC - 10s(1),45:45.1,10140,1014
61,A08,US LUM 96 (cps) - GC AL EC - 10s(1),48:32.4,9840,984
62,A08,US LUM 96 (cps) - GC AL EC - 10s(1),51:19.7,9852,985
63,A08,US LUM 96 (cps) - GC AL EC - 10s(1),54:07.0,9848,985
64,A08,US LUM 96 (cps) - GC AL EC - 10s(1),56:54.4,9676,968
65,A08,US LUM 96 (cps) - GC AL EC - 10s(1),59:41.7,9772,977
66,A08,US LUM 96 (cps) - GC AL EC - 10s(1),02:29.0,9616,962
67,A08,US LUM 96 (cps) - GC AL EC - 10s(1),05:16.4,9892,989
68,A08,US LUM 96 (cps) - GC AL EC - 10s(1),08:03.7,9756,976
69,A08,US LUM 96 (cps) - GC AL EC - 10s(1),10:51.0,9516,952
70,A08,US LUM 96 (cps) - GC AL EC - 10s(1),13:38.3,9536,954
71,A08,US LUM 96 (cps) - GC AL EC - 10s(1),16:25.6,9440,944
72,A08,US LUM 96 (cps) - GC AL EC - 10s(1),19:13.0,9284,928
73,A08,US LUM 96 (cps) - GC AL EC - 10s(1),22:00.3,9372,937
74,A08,US LUM 96 (cps) - GC AL EC - 10s(1),24:47.6,9356,936
75,A08,US LUM 96 (cps) - GC AL EC - 10s(1),27:35.0,9272,927
76,A08,US LUM 96 (cps) - GC AL EC - 10s(1),30:22.3,9408,941
77,A08,US LUM 96 (cps) - GC AL EC - 10s(1),33:09.7,9068,907
78,A08,US LUM 96 (cps) - GC AL EC - 10s(1),35:57.0,9244,924
79,A08,US LUM 96 (cps) - GC AL EC - 10s(1),38:44.4,8976,898
80,A08,US LUM 96 (cps) - GC AL EC - 10s(1),41:31.7,9132,913
81,A08,US LUM 96 (cps) - GC AL EC - 10s(1),44:19.0,9096,910
82,A08,US LUM 96 (cps) - GC AL EC - 10s(1),47:06.3,8724,872
83,A08,US LUM 96 (cps) - GC AL EC - 10s(1),49:53.7,8808,881
84,A08,US LUM 96 (cps) - GC AL EC - 10s(1),52:41.0,8792,879
85,A08,US LUM 96 (cps) - GC AL EC - 10s(1),55:28.4,8720,872
86,A08,US LUM 96 (cps) - GC AL EC - 10s(1),58:15.7,8672,867
87,A08,US LUM 96 (cps) - GC AL EC - 10s(1),01:03.0,8724,872
88,A08,US LUM 96 (cps) - GC AL EC - 10s(1),03:50.3,8616,862
89,A08,US LUM 96 (cps) - GC AL EC - 10s(1),06:37.7,8456,846
90,A08,US LUM 96 (cps) - GC AL EC - 10s(1),09:25.0,8588,859
91,A08,US LUM 96 (cps) - GC AL EC - 10s(1),12:12.3,8404,840
92,A08,US LUM 96 (cps) - GC AL EC - 10s(1),14:59.6,8372,837
93,A08,US LUM 96 (cps) - GC AL EC - 10s(1),17:47.0,8360,836
94,A08,US LUM 96 (cps) - GC AL EC - 10s(1),20:34.3,8360,836
95,A08,US LUM 96 (cps) - GC AL EC - 10s(1),23:21.6,8128,813
96,A08,US LUM 96 (cps) - GC AL EC - 10s(1),26:09.0,8316,832
97,A08,US LUM 96 (cps) - GC AL EC - 10s(1),28:56.3,8232,823
98,A08,US LUM 96 (cps) - GC AL EC - 10s(1),31:43.6,8140,814
99,A08,US LUM 96 (cps) - GC AL EC - 10s(1),34:30.9,8236,824
1,A09,US LUM 96 (cps) - GC AL EC - 10s(1),01:22.6,5396,540
2,A09,US LUM 96 (cps) - GC AL EC - 10s(1),04:10.0,5224,522
3,A09,US LUM 96 (cps) - GC AL EC - 10s(1),06:57.3,5692,569
4,A09,US LUM 96 (cps) - GC AL EC - 10s(1),09:44.6,5508,551
5,A09,US LUM 96 (cps) - GC AL EC - 10s(1),12:31.9,5552,555
6,A09,US LUM 96 (cps) - GC AL EC - 10s(1),15:19.3,5644,564
7,A09,US LUM 96 (cps) - GC AL EC - 10s(1),18:06.7,5696,570
8,A09,US LUM 96 (cps) - GC AL EC - 10s(1),20:53.9,5924,592
9,A09,US LUM 96 (cps) - GC AL EC - 10s(1),23:41.3,5936,594
10,A09,US LUM 96 (cps) - GC AL EC - 10s(1),26:28.7,5944,594
11,A09,US LUM 96 (cps) - GC AL EC - 10s(1),29:16.0,5840,584
12,A09,US LUM 96 (cps) - GC AL EC - 10s(1),32:03.3,5884,588
13,A09,US LUM 96 (cps) - GC AL EC - 10s(1),34:50.6,5808,581
14,A09,US LUM 96 (cps) - GC AL EC - 10s(1),37:38.0,5872,587
15,A09,US LUM 96 (cps) - GC AL EC - 10s(1),40:25.4,5908,591
16,A09,US LUM 96 (cps) - GC AL EC - 10s(1),43:12.8,5988,599
17,A09,US LUM 96 (cps) - GC AL EC - 10s(1),46:00.1,5928,593
18,A09,US LUM 96 (cps) - GC AL EC - 10s(1),48:47.4,5924,592
19,A09,US LUM 96 (cps) - GC AL EC - 10s(1),51:34.7,5968,597
20,A09,US LUM 96 (cps) - GC AL EC - 10s(1),54:22.1,6040,604
21,A09,US LUM 96 (cps) - GC AL EC - 10s(1),57:09.5,5964,596
22,A09,US LUM 96 (cps) - GC AL EC - 10s(1),59:56.8,5812,581
23,A09,US LUM 96 (cps) - GC AL EC - 10s(1),02:44.1,5972,597
24,A09,US LUM 96 (cps) - GC AL EC - 10s(1),05:31.5,5760,576
25,A09,US LUM 96 (cps) - GC AL EC - 10s(1),08:18.8,5844,584
26,A09,US LUM 96 (cps) - GC AL EC - 10s(1),11:06.1,5940,594
27,A09,US LUM 96 (cps) - GC AL EC - 10s(1),13:53.4,5892,589
28,A09,US LUM 96 (cps) - GC AL EC - 10s(1),16:40.8,5816,582
29,A09,US LUM 96 (cps) - GC AL EC - 10s(1),19:28.1,5820,582
30,A09,US LUM 96 (cps) - GC AL EC - 10s(1),22:15.5,5876,588
31,A09,US LUM 96 (cps) - GC AL EC - 10s(1),25:02.8,5816,582
32,A09,US LUM 96 (cps) - GC AL EC - 10s(1),27:50.1,5772,577
33,A09,US LUM 96 (cps) - GC AL EC - 10s(1),30:37.5,6032,603
34,A09,US LUM 96 (cps) - GC AL EC - 10s(1),33:24.9,5700,570
35,A09,US LUM 96 (cps) - GC AL EC - 10s(1),36:12.2,5620,562
36,A09,US LUM 96 (cps) - GC AL EC - 10s(1),38:59.6,5892,589
37,A09,US LUM 96 (cps) - GC AL EC - 10s(1),41:46.9,5736,574
38,A09,US LUM 96 (cps) - GC AL EC - 10s(1),44:34.2,5764,576
39,A09,US LUM 96 (cps) - GC AL EC - 10s(1),47:21.5,5780,578
40,A09,US LUM 96 (cps) - GC AL EC - 10s(1),50:08.9,5664,566
41,A09,US LUM 96 (cps) - GC AL EC - 10s(1),52:56.3,5524,552
42,A09,US LUM 96 (cps) - GC AL EC - 10s(1),55:43.6,5476,548
43,A09,US LUM 96 (cps) - GC AL EC - 10s(1),58:30.9,5580,558
44,A09,US LUM 96 (cps) - GC AL EC - 10s(1),01:18.2,5348,535
45,A09,US LUM 96 (cps) - GC AL EC - 10s(1),04:05.6,5404,540
46,A09,US LUM 96 (cps) - GC AL EC - 10s(1),06:52.9,5460,546
47,A09,US LUM 96 (cps) - GC AL EC - 10s(1),09:40.2,5388,539
48,A09,US LUM 96 (cps) - GC AL EC - 10s(1),12:27.5,5452,545
49,A09,US LUM 96 (cps) - GC AL EC - 10s(1),15:14.8,5312,531
50,A09,US LUM 96 (cps) - GC AL EC - 10s(1),18:02.2,5440,544
51,A09,US LUM 96 (cps) - GC AL EC - 10s(1),20:49.5,5412,541
52,A09,US LUM 96 (cps) - GC AL EC - 10s(1),23:36.8,5412,541
53,A09,US LUM 96 (cps) - GC AL EC - 10s(1),26:24.1,5468,547
54,A09,US LUM 96 (cps) - GC AL EC - 10s(1),29:11.4,5628,563
55,A09,US LUM 96 (cps) - GC AL EC - 10s(1),31:58.8,5400,540
56,A09,US LUM 96 (cps) - GC AL EC - 10s(1),34:46.1,5480,548
57,A09,US LUM 96 (cps) - GC AL EC - 10s(1),37:33.4,5352,535
58,A09,US LUM 96 (cps) - GC AL EC - 10s(1),40:20.8,5364,536
59,A09,US LUM 96 (cps) - GC AL EC - 10s(1),43:08.0,5544,554
60,A09,US LUM 96 (cps) - GC AL EC - 10s(1),45:55.4,5520,552
61,A09,US LUM 96 (cps) - GC AL EC - 10s(1),48:42.7,5476,548
62,A09,US LUM 96 (cps) - GC AL EC - 10s(1),51:30.1,5388,539
63,A09,US LUM 96 (cps) - GC AL EC - 10s(1),54:17.4,5556,556
64,A09,US LUM 96 (cps) - GC AL EC - 10s(1),57:04.7,5444,544
65,A09,US LUM 96 (cps) - GC AL EC - 10s(1),59:52.0,5436,544
66,A09,US LUM 96 (cps) - GC AL EC - 10s(1),02:39.3,5312,531
67,A09,US LUM 96 (cps) - GC AL EC - 10s(1),05:26.7,5180,518
68,A09,US LUM 96 (cps) - GC AL EC - 10s(1),08:14.0,5392,539
69,A09,US LUM 96 (cps) - GC AL EC - 10s(1),11:01.3,5268,527
70,A09,US LUM 96 (cps) - GC AL EC - 10s(1),13:48.6,5340,534
71,A09,US LUM 96 (cps) - GC AL EC - 10s(1),16:35.9,5176,518
72,A09,US LUM 96 (cps) - GC AL EC - 10s(1),19:23.3,5228,523
73,A09,US LUM 96 (cps) - GC AL EC - 10s(1),22:10.6,5132,513
74,A09,US LUM 96 (cps) - GC AL EC - 10s(1),24:57.9,4920,492
75,A09,US LUM 96 (cps) - GC AL EC - 10s(1),27:45.3,5004,500
76,A09,US LUM 96 (cps) - GC AL EC - 10s(1),30:32.6,4988,499
77,A09,US LUM 96 (cps) - GC AL EC - 10s(1),33:20.0,5124,512
78,A09,US LUM 96 (cps) - GC AL EC - 10s(1),36:07.4,4888,489
79,A09,US LUM 96 (cps) - GC AL EC - 10s(1),38:54.7,5020,502
80,A09,US LUM 96 (cps) - GC AL EC - 10s(1),41:42.0,4816,482
81,A09,US LUM 96 (cps) - GC AL EC - 10s(1),44:29.3,4856,486
82,A09,US LUM 96 (cps) - GC AL EC - 10s(1),47:16.7,4896,490
83,A09,US LUM 96 (cps) - GC AL EC - 10s(1),50:04.0,4936,494
84,A09,US LUM 96 (cps) - GC AL EC - 10s(1),52:51.3,4876,488
85,A09,US LUM 96 (cps) - GC AL EC - 10s(1),55:38.7,4816,482
86,A09,US LUM 96 (cps) - GC AL EC - 10s(1),58:26.0,4804,480
87,A09,US LUM 96 (cps) - GC AL EC - 10s(1),01:13.3,4756,476
88,A09,US LUM 96 (cps) - GC AL EC - 10s(1),04:00.6,4780,478
89,A09,US LUM 96 (cps) - GC AL EC - 10s(1),06:48.0,4800,480
90,A09,US LUM 96 (cps) - GC AL EC - 10s(1),09:35.3,4680,468
91,A09,US LUM 96 (cps) - GC AL EC - 10s(1),12:22.6,4764,476
92,A09,US LUM 96 (cps) - GC AL EC - 10s(1),15:10.0,4608,461
93,A09,US LUM 96 (cps) - GC AL EC - 10s(1),17:57.3,4684,468
94,A09,US LUM 96 (cps) - GC AL EC - 10s(1),20:44.6,4584,458
95,A09,US LUM 96 (cps) - GC AL EC - 10s(1),23:31.9,4572,457
96,A09,US LUM 96 (cps) - GC AL EC - 10s(1),26:19.3,4504,450
97,A09,US LUM 96 (cps) - GC AL EC - 10s(1),29:06.6,4496,450
98,A09,US LUM 96 (cps) - GC AL EC - 10s(1),31:53.9,4388,439
99,A09,US LUM 96 (cps) - GC AL EC - 10s(1),34:41.2,4416,442
1,A10,US LUM 96 (cps) - GC AL EC - 10s(1),01:32.9,4776,478
2,A10,US LUM 96 (cps) - GC AL EC - 10s(1),04:20.3,4520,452
3,A10,US LUM 96 (cps) - GC AL EC - 10s(1),07:07.6,5092,509
4,A10,US LUM 96 (cps) - GC AL EC - 10s(1),09:54.9,4968,497
5,A10,US LUM 96 (cps) - GC AL EC - 10s(1),12:42.3,4776,478
6,A10,US LUM 96 (cps) - GC AL EC - 10s(1),15:29.7,4744,474
7,A10,US LUM 96 (cps) - GC AL EC - 10s(1),18:17.0,4696,470
8,A10,US LUM 96 (cps) - GC AL EC - 10s(1),21:04.3,4764,476
9,A10,US LUM 96 (cps) - GC AL EC - 10s(1),23:51.6,4628,463
10,A10,US LUM 96 (cps) - GC AL EC - 10s(1),26:39.0,4696,470
11,A10,US LUM 96 (cps) - GC AL EC - 10s(1),29:26.3,4800,480
12,A10,US LUM 96 (cps) - GC AL EC - 10s(1),32:13.6,4808,481
13,A10,US LUM 96 (cps) - GC AL EC - 10s(1),35:01.0,4728,473
14,A10,US LUM 96 (cps) - GC AL EC - 10s(1),37:48.3,4552,455
15,A10,US LUM 96 (cps) - GC AL EC - 10s(1),40:35.7,4452,445
16,A10,US LUM 96 (cps) - GC AL EC - 10s(1),43:23.1,4544,454
17,A10,US LUM 96 (cps) - GC AL EC - 10s(1),46:10.4,4796,480
18,A10,US LUM 96 (cps) - GC AL EC - 10s(1),48:57.7,4604,460
19,A10,US LUM 96 (cps) - GC AL EC - 10s(1),51:45.0,4624,462
20,A10,US LUM 96 (cps) - GC AL EC - 10s(1),54:32.4,4572,457
21,A10,US LUM 96 (cps) - GC AL EC - 10s(1),57:19.8,4612,461
22,A10,US LUM 96 (cps) - GC AL EC - 10s(1),00:07.1,4652,465
23,A10,US LUM 96 (cps) - GC AL EC - 10s(1),02:54.4,4504,450
24,A10,US LUM 96 (cps) - GC AL EC - 10s(1),05:41.8,4620,462
25,A10,US LUM 96 (cps) - GC AL EC - 10s(1),08:29.1,4624,462
26,A10,US LUM 96 (cps) - GC AL EC - 10s(1),11:16.4,4492,449
27,A10,US LUM 96 (cps) - GC AL EC - 10s(1),14:03.8,4496,450
28,A10,US LUM 96 (cps) - GC AL EC - 10s(1),16:51.1,4548,455
29,A10,US LUM 96 (cps) - GC AL EC - 10s(1),19:38.4,4432,443
30,A10,US LUM 96 (cps) - GC AL EC - 10s(1),22:25.8,4400,440
31,A10,US LUM 96 (cps) - GC AL EC - 10s(1),25:13.1,4500,450
32,A10,US LUM 96 (cps) - GC AL EC - 10s(1),28:00.4,4424,442
33,A10,US LUM 96 (cps) - GC AL EC - 10s(1),30:47.8,4376,438
34,A10,US LUM 96 (cps) - GC AL EC - 10s(1),33:35.2,4452,445
35,A10,US LUM 96 (cps) - GC AL EC - 10s(1),36:22.5,4352,435
36,A10,US LUM 96 (cps) - GC AL EC - 10s(1),39:09.9,4444,444
37,A10,US LUM 96 (cps) - GC AL EC - 10s(1),41:57.2,4296,430
38,A10,US LUM 96 (cps) - GC AL EC - 10s(1),44:44.5,4268,427
39,A10,US LUM 96 (cps) - GC AL EC - 10s(1),47:31.9,4232,423
40,A10,US LUM 96 (cps) - GC AL EC - 10s(1),50:19.2,4076,408
41,A10,US LUM 96 (cps) - GC AL EC - 10s(1),53:06.6,4212,421
42,A10,US LUM 96 (cps) - GC AL EC - 10s(1),55:53.9,4200,420
43,A10,US LUM 96 (cps) - GC AL EC - 10s(1),58:41.2,4128,413
44,A10,US LUM 96 (cps) - GC AL EC - 10s(1),01:28.5,4064,406
45,A10,US LUM 96 (cps) - GC AL EC - 10s(1),04:15.9,4156,416
46,A10,US LUM 96 (cps) - GC AL EC - 10s(1),07:03.2,3972,397
47,A10,US LUM 96 (cps) - GC AL EC - 10s(1),09:50.6,4056,406
48,A10,US LUM 96 (cps) - GC AL EC - 10s(1),12:37.8,4020,402
49,A10,US LUM 96 (cps) - GC AL EC - 10s(1),15:25.1,4096,410
50,A10,US LUM 96 (cps) - GC AL EC - 10s(1),18:12.5,4088,409
51,A10,US LUM 96 (cps) - GC AL EC - 10s(1),20:59.8,3952,395
52,A10,US LUM 96 (cps) - GC AL EC - 10s(1),23:47.1,4044,404
53,A10,US LUM 96 (cps) - GC AL EC - 10s(1),26:34.4,4016,402
54,A10,US LUM 96 (cps) - GC AL EC - 10s(1),29:21.8,4052,405
55,A10,US LUM 96 (cps) - GC AL EC - 10s(1),32:09.1,4128,413
56,A10,US LUM 96 (cps) - GC AL EC - 10s(1),34:56.4,3980,398
57,A10,US LUM 96 (cps) - GC AL EC - 10s(1),37:43.7,4016,402
58,A10,US LUM 96 (cps) - GC AL EC - 10s(1),40:31.1,4088,409
59,A10,US LUM 96 (cps) - GC AL EC - 10s(1),43:18.4,4004,400
60,A10,US LUM 96 (cps) - GC AL EC - 10s(1),46:05.7,3856,386
61,A10,US LUM 96 (cps) - GC AL EC - 10s(1),48:53.1,3912,391
62,A10,US LUM 96 (cps) - GC AL EC - 10s(1),51:40.4,3912,391
63,A10,US LUM 96 (cps) - GC AL EC - 10s(1),54:27.7,3880,388
64,A10,US LUM 96 (cps) - GC AL EC - 10s(1),57:15.0,3912,391
65,A10,US LUM 96 (cps) - GC AL EC - 10s(1),00:02.3,3848,385
66,A10,US LUM 96 (cps) - GC AL EC - 10s(1),02:49.6,3884,388
67,A10,US LUM 96 (cps) - GC AL EC - 10s(1),05:37.0,3840,384
68,A10,US LUM 96 (cps) - GC AL EC - 10s(1),08:24.3,3804,380
69,A10,US LUM 96 (cps) - GC AL EC - 10s(1),11:11.6,3764,376
70,A10,US LUM 96 (cps) - GC AL EC - 10s(1),13:58.9,3772,377
71,A10,US LUM 96 (cps) - GC AL EC - 10s(1),16:46.3,3712,371
72,A10,US LUM 96 (cps) - GC AL EC - 10s(1),19:33.6,3708,371
73,A10,US LUM 96 (cps) - GC AL EC - 10s(1),22:21.0,3672,367
74,A10,US LUM 96 (cps) - GC AL EC - 10s(1),25:08.3,3672,367
75,A10,US LUM 96 (cps) - GC AL EC - 10s(1),27:55.6,3644,364
76,A10,US LUM 96 (cps) - GC AL EC - 10s(1),30:43.0,3552,355
77,A10,US LUM 96 (cps) - GC AL EC - 10s(1),33:30.3,3748,375
78,A10,US LUM 96 (cps) - GC AL EC - 10s(1),36:17.7,3644,364
79,A10,US LUM 96 (cps) - GC AL EC - 10s(1),39:05.0,3580,358
