
Basic assay information 
Assay ID: ,,,,314
Assay Started: ,,,,11/26/2019 5:35:23 PM
Assay Finished: ,,,,11/26/2019 5:37:18 PM
Assay Exported: ,,,,11/26/2019 5:52:43 PM
Protocol ID: ,,,,100129
Protocol Name: ,,,,384-well plate with the optimized 384 Corning (white plate)
Serial#: ,,,,="1050194"



Protocol information
Instrument nickname,,,,EnVision
Instrument serial number,,,,1050194
Assay started,,,,11/26/2019 5:35:23 PM
User,,,,N/A
Assay ID,,,,314
Protocol name,,,,384-well plate with the optimized 384 Corning (white plate)
Plate name,,,,384 Corning (white plate and bottom  cylindrical)

Labels:
Label name,,,,US LUM 384 (cps)
 Aperture:
 Aperture name,,,,384 Plate US Luminescence aperture




Plate information 
Plate,Repeat,Barcode,Measured height,Inside temperature at start,Inside temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Measurement date,
1,1,"=""""",11.08,23.68,23.68,35.2,35.2,23.08,23.18,11/26/2019 5:37:01 PM,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,US LUM 384 (cps),0,48,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

PlateNumber,PlateRepeat,Barcode,Group,Well,Sample,Label,Kinetic,ScanX,ScanY,MeasInfo,Wavelength,MeasTime,Signal,Flashes/Time,Result,Formula,
1,1,"="""="""""""",N/A,F07,-,N/A,0,0,0,0,0,N/A,N/A,N/A,67200,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,F08,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:26.765,4200,0.1,42000,,
1,1,"="""="""""""",N/A,F08,-,N/A,0,0,0,0,0,N/A,N/A,N/A,42000,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,F09,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:26.571,5032,0.1,50320,,
1,1,"="""="""""""",N/A,F09,-,N/A,0,0,0,0,0,N/A,N/A,N/A,50320,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,F10,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:26.377,2320,0.1,23200,,
1,1,"="""="""""""",N/A,F10,-,N/A,0,0,0,0,0,N/A,N/A,N/A,23200,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,F11,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:26.183,3392,0.1,33920,,
1,1,"="""="""""""",N/A,F11,-,N/A,0,0,0,0,0,N/A,N/A,N/A,33920,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,F12,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:25.990,1296,0.1,12960,,
1,1,"="""="""""""",N/A,F12,-,N/A,0,0,0,0,0,N/A,N/A,N/A,12960,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,F13,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:25.796,2480,0.1,24800,,
1,1,"="""="""""""",N/A,F13,-,N/A,0,0,0,0,0,N/A,N/A,N/A,24800,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,F14,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:25.602,752,0.1,7520,,
1,1,"="""="""""""",N/A,F14,-,N/A,0,0,0,0,0,N/A,N/A,N/A,7520.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,F15,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:25.408,2504,0.1,25040,,
1,1,"="""="""""""",N/A,F15,-,N/A,0,0,0,0,0,N/A,N/A,N/A,25040,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,F16,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:25.214,576,0.1,5760,,
1,1,"="""="""""""",N/A,F16,-,N/A,0,0,0,0,0,N/A,N/A,N/A,5760.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,F17,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:25.020,2168,0.1,21680,,
1,1,"="""="""""""",N/A,F17,-,N/A,0,0,0,0,0,N/A,N/A,N/A,21680,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,F18,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:24.826,496,0.1,4960,,
1,1,"="""="""""""",N/A,F18,-,N/A,0,0,0,0,0,N/A,N/A,N/A,4960.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,F19,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:24.633,2572,0.1,25720,,
1,1,"="""="""""""",N/A,F19,-,N/A,0,0,0,0,0,N/A,N/A,N/A,25720,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,F20,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:24.439,472,0.1,4720,,
1,1,"="""="""""""",N/A,F20,-,N/A,0,0,0,0,0,N/A,N/A,N/A,4720.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,F21,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:24.246,2508,0.1,25080,,
1,1,"="""="""""""",N/A,F21,-,N/A,0,0,0,0,0,N/A,N/A,N/A,25080,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,F22,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:24.052,420,0.1,4200,,
1,1,"="""="""""""",N/A,F22,-,N/A,0,0,0,0,0,N/A,N/A,N/A,4200.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,F23,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:23.858,2060,0.1,20600,,
1,1,"="""="""""""",N/A,F23,-,N/A,0,0,0,0,0,N/A,N/A,N/A,20600,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,F24,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:23.666,248,0.1,2480,,
1,1,"="""="""""""",N/A,F24,-,N/A,0,0,0,0,0,N/A,N/A,N/A,2480.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,G01,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:28.379,636,0.1,6360,,
1,1,"="""="""""""",N/A,G01,-,N/A,0,0,0,0,0,N/A,N/A,N/A,6360.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,G02,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:28.573,424,0.1,4240,,
1,1,"="""="""""""",N/A,G02,-,N/A,0,0,0,0,0,N/A,N/A,N/A,4240.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,G03,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:28.766,544,0.1,5440,,
1,1,"="""="""""""",N/A,G03,-,N/A,0,0,0,0,0,N/A,N/A,N/A,5440.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,G04,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:28.960,672,0.1,6720,,
1,1,"="""="""""""",N/A,G04,-,N/A,0,0,0,0,0,N/A,N/A,N/A,6720.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,G05,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:29.153,2220,0.1,22200,,
1,1,"="""="""""""",N/A,G05,-,N/A,0,0,0,0,0,N/A,N/A,N/A,22200,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,G06,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:29.347,3868,0.1,38680,,
1,1,"="""="""""""",N/A,G06,-,N/A,0,0,0,0,0,N/A,N/A,N/A,38680,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,G07,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:29.541,3116,0.1,31160,,
1,1,"="""="""""""",N/A,G07,-,N/A,0,0,0,0,0,N/A,N/A,N/A,31160,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,G08,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:29.735,3036,0.1,30360,,
1,1,"="""="""""""",N/A,G08,-,N/A,0,0,0,0,0,N/A,N/A,N/A,30360,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,G09,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:29.929,2156,0.1,21560,,
1,1,"="""="""""""",N/A,G09,-,N/A,0,0,0,0,0,N/A,N/A,N/A,21560,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,G10,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:30.122,1660,0.1,16600,,
1,1,"="""="""""""",N/A,G10,-,N/A,0,0,0,0,0,N/A,N/A,N/A,16600,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,G11,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:30.315,1172,0.1,11720,,
1,1,"="""="""""""",N/A,G11,-,N/A,0,0,0,0,0,N/A,N/A,N/A,11720,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,G12,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:30.509,916,0.1,9160,,
1,1,"="""="""""""",N/A,G12,-,N/A,0,0,0,0,0,N/A,N/A,N/A,9160.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,G13,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:30.703,664,0.1,6640,,
1,1,"="""="""""""",N/A,G13,-,N/A,0,0,0,0,0,N/A,N/A,N/A,6640.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,G14,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:30.898,520,0.1,5200,,
1,1,"="""="""""""",N/A,G14,-,N/A,0,0,0,0,0,N/A,N/A,N/A,5200.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,G15,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:31.091,392,0.1,3920,,
1,1,"="""="""""""",N/A,G15,-,N/A,0,0,0,0,0,N/A,N/A,N/A,3920.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,G16,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:31.284,336,0.1,3360,,
1,1,"="""="""""""",N/A,G16,-,N/A,0,0,0,0,0,N/A,N/A,N/A,3360.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,G17,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:31.478,260,0.1,2600,,
1,1,"="""="""""""",N/A,G17,-,N/A,0,0,0,0,0,N/A,N/A,N/A,2600.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,G18,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:31.671,240,0.1,2400,,
1,1,"="""="""""""",N/A,G18,-,N/A,0,0,0,0,0,N/A,N/A,N/A,2400.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,G19,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:31.866,196,0.1,1960,,
1,1,"="""="""""""",N/A,G19,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1960.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,G20,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:32.059,220,0.1,2200,,
1,1,"="""="""""""",N/A,G20,-,N/A,0,0,0,0,0,N/A,N/A,N/A,2200.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,G21,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:32.253,208,0.1,2080,,
1,1,"="""="""""""",N/A,G21,-,N/A,0,0,0,0,0,N/A,N/A,N/A,2080.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,G22,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:32.447,156,0.1,1560,,
1,1,"="""="""""""",N/A,G22,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1560.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,G23,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:32.641,164,0.1,1640,,
1,1,"="""="""""""",N/A,G23,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1640.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,G24,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:32.834,136,0.1,1360,,
1,1,"="""="""""""",N/A,G24,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1360.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,H01,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:37.545,7068,0.1,70680,,
1,1,"="""="""""""",N/A,H01,-,N/A,0,0,0,0,0,N/A,N/A,N/A,70680,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,H02,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:37.352,356,0.1,3560,,
1,1,"="""="""""""",N/A,H02,-,N/A,0,0,0,0,0,N/A,N/A,N/A,3560.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,H03,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:37.158,3468,0.1,34680,,
1,1,"="""="""""""",N/A,H03,-,N/A,0,0,0,0,0,N/A,N/A,N/A,34680,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,H04,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:36.965,748,0.1,7480,,
1,1,"="""="""""""",N/A,H04,-,N/A,0,0,0,0,0,N/A,N/A,N/A,7480.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,H05,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:36.771,2976,0.1,29760,,
1,1,"="""="""""""",N/A,H05,-,N/A,0,0,0,0,0,N/A,N/A,N/A,29760,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,H06,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:36.577,2548,0.1,25480,,
1,1,"="""="""""""",N/A,H06,-,N/A,0,0,0,0,0,N/A,N/A,N/A,25480,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,H07,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:36.384,2980,0.1,29800,,
1,1,"="""="""""""",N/A,H07,-,N/A,0,0,0,0,0,N/A,N/A,N/A,29800,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,H08,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:36.189,2212,0.1,22120,,
1,1,"="""="""""""",N/A,H08,-,N/A,0,0,0,0,0,N/A,N/A,N/A,22120,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,H09,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:35.996,1984,0.1,19840,,
1,1,"="""="""""""",N/A,H09,-,N/A,0,0,0,0,0,N/A,N/A,N/A,19840,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,H10,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:35.802,1308,0.1,13080,,
1,1,"="""="""""""",N/A,H10,-,N/A,0,0,0,0,0,N/A,N/A,N/A,13080,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,H11,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:35.608,1184,0.1,11840,,
1,1,"="""="""""""",N/A,H11,-,N/A,0,0,0,0,0,N/A,N/A,N/A,11840,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,H12,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:35.415,784,0.1,7840,,
1,1,"="""="""""""",N/A,H12,-,N/A,0,0,0,0,0,N/A,N/A,N/A,7840.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,H13,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:35.221,680,0.1,6800,,
1,1,"="""="""""""",N/A,H13,-,N/A,0,0,0,0,0,N/A,N/A,N/A,6800.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,H14,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:35.027,452,0.1,4520,,
1,1,"="""="""""""",N/A,H14,-,N/A,0,0,0,0,0,N/A,N/A,N/A,4520.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,H15,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:34.834,440,0.1,4400,,
1,1,"="""="""""""",N/A,H15,-,N/A,0,0,0,0,0,N/A,N/A,N/A,4400.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,H16,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:34.641,308,0.1,3080,,
1,1,"="""="""""""",N/A,H16,-,N/A,0,0,0,0,0,N/A,N/A,N/A,3080.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,H17,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:34.446,264,0.1,2640,,
1,1,"="""="""""""",N/A,H17,-,N/A,0,0,0,0,0,N/A,N/A,N/A,2640.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,H18,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:34.253,200,0.1,2000,,
1,1,"="""="""""""",N/A,H18,-,N/A,0,0,0,0,0,N/A,N/A,N/A,2000.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,H19,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:34.059,180,0.1,1800,,
1,1,"="""="""""""",N/A,H19,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1800.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,H20,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:33.865,144,0.1,1440,,
1,1,"="""="""""""",N/A,H20,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1440.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,H21,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:33.672,156,0.1,1560,,
1,1,"="""="""""""",N/A,H21,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1560.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,H22,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:33.478,108,0.1,1080,,
1,1,"="""="""""""",N/A,H22,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1080.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,H23,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:33.284,112,0.1,1120,,
1,1,"="""="""""""",N/A,H23,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1120.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,H24,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:33.091,96,0.1,960,,
1,1,"="""="""""""",N/A,H24,-,N/A,0,0,0,0,0,N/A,N/A,N/A,960.00,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,I01,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:37.801,328,0.1,3280,,
1,1,"="""="""""""",N/A,I01,-,N/A,0,0,0,0,0,N/A,N/A,N/A,3280.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,I02,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:37.995,152,0.1,1520,,
1,1,"="""="""""""",N/A,I02,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1520.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,I03,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:38.189,280,0.1,2800,,
1,1,"="""="""""""",N/A,I03,-,N/A,0,0,0,0,0,N/A,N/A,N/A,2800.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,I04,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:38.382,420,0.1,4200,,
1,1,"="""="""""""",N/A,I04,-,N/A,0,0,0,0,0,N/A,N/A,N/A,4200.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,I05,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:38.575,688,0.1,6880,,
1,1,"="""="""""""",N/A,I05,-,N/A,0,0,0,0,0,N/A,N/A,N/A,6880.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,I06,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:38.769,1064,0.1,10640,,
1,1,"="""="""""""",N/A,I06,-,N/A,0,0,0,0,0,N/A,N/A,N/A,10640,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
