
Basic assay information 
Assay ID: ,,,,314
Assay Started: ,,,,11/26/2019 5:35:23 PM
Assay Finished: ,,,,11/26/2019 5:37:18 PM
Assay Exported: ,,,,11/26/2019 5:52:43 PM
Protocol ID: ,,,,100129
Protocol Name: ,,,,384-well plate with the optimized 384 Corning (white plate)
Serial#: ,,,,="1050194"



Protocol information
Instrument nickname,,,,EnVision
Instrument serial number,,,,1050194
Assay started,,,,11/26/2019 5:35:23 PM
User,,,,N/A
Assay ID,,,,314
Protocol name,,,,384-well plate with the optimized 384 Corning (white plate)
Plate name,,,,384 Corning (white plate and bottom  cylindrical)

Labels:
Label name,,,,US LUM 384 (cps)
 Aperture:
 Aperture name,,,,384 Plate US Luminescence aperture




Plate information 
Plate,Repeat,Barcode,Measured height,Inside temperature at start,Inside temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Measurement date,
1,1,"=""""",11.08,23.68,23.68,35.2,35.2,23.08,23.18,11/26/2019 5:37:01 PM,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,US LUM 384 (cps),0,48,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

PlateNumber,PlateRepeat,Barcode,Group,Well,Sample,Label,Kinetic,ScanX,ScanY,MeasInfo,Wavelength,MeasTime,Signal,Flashes/Time,Result,Formula,
1,1,"="""="""""""",1,C08,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:10.886,8980,0.1,89800,,
1,1,"="""="""""""",N/A,C08,-,N/A,0,0,0,0,0,N/A,N/A,N/A,89800,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,C09,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:11.079,15868,0.1,158680,,
1,1,"="""="""""""",N/A,C09,-,N/A,0,0,0,0,0,N/A,N/A,N/A,158680,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,C10,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:11.273,4088,0.1,40880,,
1,1,"="""="""""""",N/A,C10,-,N/A,0,0,0,0,0,N/A,N/A,N/A,40880,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,C11,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:11.467,10056,0.1,100560,,
1,1,"="""="""""""",N/A,C11,-,N/A,0,0,0,0,0,N/A,N/A,N/A,100560,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,C12,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:11.660,2152,0.1,21520,,
1,1,"="""="""""""",N/A,C12,-,N/A,0,0,0,0,0,N/A,N/A,N/A,21520,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,C13,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:11.855,6636,0.1,66360,,
1,1,"="""="""""""",N/A,C13,-,N/A,0,0,0,0,0,N/A,N/A,N/A,66360,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,C14,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:12.047,1188,0.1,11880,,
1,1,"="""="""""""",N/A,C14,-,N/A,0,0,0,0,0,N/A,N/A,N/A,11880,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,C15,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:12.239,3932,0.1,39320,,
1,1,"="""="""""""",N/A,C15,-,N/A,0,0,0,0,0,N/A,N/A,N/A,39320,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,C16,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:12.433,756,0.1,7560,,
1,1,"="""="""""""",N/A,C16,-,N/A,0,0,0,0,0,N/A,N/A,N/A,7560.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,C17,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:12.627,2780,0.1,27800,,
1,1,"="""="""""""",N/A,C17,-,N/A,0,0,0,0,0,N/A,N/A,N/A,27800,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,C18,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:12.821,576,0.1,5760,,
1,1,"="""="""""""",N/A,C18,-,N/A,0,0,0,0,0,N/A,N/A,N/A,5760.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,C19,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:13.015,2912,0.1,29120,,
1,1,"="""="""""""",N/A,C19,-,N/A,0,0,0,0,0,N/A,N/A,N/A,29120,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,C20,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:13.208,580,0.1,5800,,
1,1,"="""="""""""",N/A,C20,-,N/A,0,0,0,0,0,N/A,N/A,N/A,5800.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,C21,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:13.401,4312,0.1,43120,,
1,1,"="""="""""""",N/A,C21,-,N/A,0,0,0,0,0,N/A,N/A,N/A,43120,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,C22,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:13.594,476,0.1,4760,,
1,1,"="""="""""""",N/A,C22,-,N/A,0,0,0,0,0,N/A,N/A,N/A,4760.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,C23,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:13.787,2612,0.1,26120,,
1,1,"="""="""""""",N/A,C23,-,N/A,0,0,0,0,0,N/A,N/A,N/A,26120,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,C24,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:13.981,288,0.1,2880,,
1,1,"="""="""""""",N/A,C24,-,N/A,0,0,0,0,0,N/A,N/A,N/A,2880.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,D01,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:18.695,17376,0.1,173760,,
1,1,"="""="""""""",N/A,D01,-,N/A,0,0,0,0,0,N/A,N/A,N/A,173760,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,D02,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:18.501,4396,0.1,43960,,
1,1,"="""="""""""",N/A,D02,-,N/A,0,0,0,0,0,N/A,N/A,N/A,43960,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,D03,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:18.307,10624,0.1,106240,,
1,1,"="""="""""""",N/A,D03,-,N/A,0,0,0,0,0,N/A,N/A,N/A,106240,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,D04,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:18.113,3992,0.1,39920,,
1,1,"="""="""""""",N/A,D04,-,N/A,0,0,0,0,0,N/A,N/A,N/A,39920,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,D05,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:17.920,9740,0.1,97400,,
1,1,"="""="""""""",N/A,D05,-,N/A,0,0,0,0,0,N/A,N/A,N/A,97400,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,D06,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:17.727,9296,0.1,92960,,
1,1,"="""="""""""",N/A,D06,-,N/A,0,0,0,0,0,N/A,N/A,N/A,92960,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,D07,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:17.532,9256,0.1,92560,,
1,1,"="""="""""""",N/A,D07,-,N/A,0,0,0,0,0,N/A,N/A,N/A,92560,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,D08,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:17.339,6072,0.1,60720,,
1,1,"="""="""""""",N/A,D08,-,N/A,0,0,0,0,0,N/A,N/A,N/A,60720,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,D09,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:17.145,5992,0.1,59920,,
1,1,"="""="""""""",N/A,D09,-,N/A,0,0,0,0,0,N/A,N/A,N/A,59920,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,D10,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:16.951,2964,0.1,29640,,
1,1,"="""="""""""",N/A,D10,-,N/A,0,0,0,0,0,N/A,N/A,N/A,29640,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,D11,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:16.757,3840,0.1,38400,,
1,1,"="""="""""""",N/A,D11,-,N/A,0,0,0,0,0,N/A,N/A,N/A,38400,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,D12,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:16.564,1556,0.1,15560,,
1,1,"="""="""""""",N/A,D12,-,N/A,0,0,0,0,0,N/A,N/A,N/A,15560,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,D13,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:16.370,2852,0.1,28520,,
1,1,"="""="""""""",N/A,D13,-,N/A,0,0,0,0,0,N/A,N/A,N/A,28520,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,D14,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:16.177,908,0.1,9080,,
1,1,"="""="""""""",N/A,D14,-,N/A,0,0,0,0,0,N/A,N/A,N/A,9080.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,D15,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:15.983,2780,0.1,27800,,
1,1,"="""="""""""",N/A,D15,-,N/A,0,0,0,0,0,N/A,N/A,N/A,27800,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,D16,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:15.789,632,0.1,6320,,
1,1,"="""="""""""",N/A,D16,-,N/A,0,0,0,0,0,N/A,N/A,N/A,6320.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,D17,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:15.595,2216,0.1,22160,,
1,1,"="""="""""""",N/A,D17,-,N/A,0,0,0,0,0,N/A,N/A,N/A,22160,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,D18,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:15.401,472,0.1,4720,,
1,1,"="""="""""""",N/A,D18,-,N/A,0,0,0,0,0,N/A,N/A,N/A,4720.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,D19,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:15.208,2480,0.1,24800,,
1,1,"="""="""""""",N/A,D19,-,N/A,0,0,0,0,0,N/A,N/A,N/A,24800,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,D20,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:15.015,444,0.1,4440,,
1,1,"="""="""""""",N/A,D20,-,N/A,0,0,0,0,0,N/A,N/A,N/A,4440.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,D21,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:14.821,2284,0.1,22840,,
1,1,"="""="""""""",N/A,D21,-,N/A,0,0,0,0,0,N/A,N/A,N/A,22840,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,D22,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:14.626,456,0.1,4560,,
1,1,"="""="""""""",N/A,D22,-,N/A,0,0,0,0,0,N/A,N/A,N/A,4560.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,D23,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:14.433,2644,0.1,26440,,
1,1,"="""="""""""",N/A,D23,-,N/A,0,0,0,0,0,N/A,N/A,N/A,26440,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,D24,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:14.240,236,0.1,2360,,
1,1,"="""="""""""",N/A,D24,-,N/A,0,0,0,0,0,N/A,N/A,N/A,2360.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,E01,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:18.951,337428,0.1,3374280,,
1,1,"="""="""""""",N/A,E01,-,N/A,0,0,0,0,0,N/A,N/A,N/A,3374280,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,E02,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:19.144,12792,0.1,127920,,
1,1,"="""="""""""",N/A,E02,-,N/A,0,0,0,0,0,N/A,N/A,N/A,127920,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,E03,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:19.338,182280,0.1,1822800,,
1,1,"="""="""""""",N/A,E03,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1822800,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,E04,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:19.532,17416,0.1,174160,,
1,1,"="""="""""""",N/A,E04,-,N/A,0,0,0,0,0,N/A,N/A,N/A,174160,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,E05,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:19.725,74024,0.1,740240,,
1,1,"="""="""""""",N/A,E05,-,N/A,0,0,0,0,0,N/A,N/A,N/A,740240,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,E06,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:19.919,14136,0.1,141360,,
1,1,"="""="""""""",N/A,E06,-,N/A,0,0,0,0,0,N/A,N/A,N/A,141360,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,E07,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:20.113,35572,0.1,355720,,
1,1,"="""="""""""",N/A,E07,-,N/A,0,0,0,0,0,N/A,N/A,N/A,355720,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,E08,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:20.307,7360,0.1,73600,,
1,1,"="""="""""""",N/A,E08,-,N/A,0,0,0,0,0,N/A,N/A,N/A,73600,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,E09,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:20.501,15896,0.1,158960,,
1,1,"="""="""""""",N/A,E09,-,N/A,0,0,0,0,0,N/A,N/A,N/A,158960,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,E10,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:20.695,3576,0.1,35760,,
1,1,"="""="""""""",N/A,E10,-,N/A,0,0,0,0,0,N/A,N/A,N/A,35760,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,E11,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:20.888,8424,0.1,84240,,
1,1,"="""="""""""",N/A,E11,-,N/A,0,0,0,0,0,N/A,N/A,N/A,84240,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,E12,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:21.083,1752,0.1,17520,,
1,1,"="""="""""""",N/A,E12,-,N/A,0,0,0,0,0,N/A,N/A,N/A,17520,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,E13,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:21.277,5460,0.1,54600,,
1,1,"="""="""""""",N/A,E13,-,N/A,0,0,0,0,0,N/A,N/A,N/A,54600,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,E14,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:21.470,1128,0.1,11280,,
1,1,"="""="""""""",N/A,E14,-,N/A,0,0,0,0,0,N/A,N/A,N/A,11280,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,E15,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:21.663,3828,0.1,38280,,
1,1,"="""="""""""",N/A,E15,-,N/A,0,0,0,0,0,N/A,N/A,N/A,38280,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,E16,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:21.857,716,0.1,7160,,
1,1,"="""="""""""",N/A,E16,-,N/A,0,0,0,0,0,N/A,N/A,N/A,7160.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,E17,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:22.050,2616,0.1,26160,,
1,1,"="""="""""""",N/A,E17,-,N/A,0,0,0,0,0,N/A,N/A,N/A,26160,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,E18,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:22.244,568,0.1,5680,,
1,1,"="""="""""""",N/A,E18,-,N/A,0,0,0,0,0,N/A,N/A,N/A,5680.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,E19,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:22.438,2548,0.1,25480,,
1,1,"="""="""""""",N/A,E19,-,N/A,0,0,0,0,0,N/A,N/A,N/A,25480,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,E20,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:22.632,512,0.1,5120,,
1,1,"="""="""""""",N/A,E20,-,N/A,0,0,0,0,0,N/A,N/A,N/A,5120.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,E21,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:22.826,3372,0.1,33720,,
1,1,"="""="""""""",N/A,E21,-,N/A,0,0,0,0,0,N/A,N/A,N/A,33720,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,E22,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:23.018,452,0.1,4520,,
1,1,"="""="""""""",N/A,E22,-,N/A,0,0,0,0,0,N/A,N/A,N/A,4520.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,E23,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:23.212,2512,0.1,25120,,
1,1,"="""="""""""",N/A,E23,-,N/A,0,0,0,0,0,N/A,N/A,N/A,25120,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,E24,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:23.406,304,0.1,3040,,
1,1,"="""="""""""",N/A,E24,-,N/A,0,0,0,0,0,N/A,N/A,N/A,3040.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,F01,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:28.120,9440,0.1,94400,,
1,1,"="""="""""""",N/A,F01,-,N/A,0,0,0,0,0,N/A,N/A,N/A,94400,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,F02,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:27.927,2368,0.1,23680,,
1,1,"="""="""""""",N/A,F02,-,N/A,0,0,0,0,0,N/A,N/A,N/A,23680,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,F03,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:27.732,5772,0.1,57720,,
1,1,"="""="""""""",N/A,F03,-,N/A,0,0,0,0,0,N/A,N/A,N/A,57720,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,F04,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:27.538,2568,0.1,25680,,
1,1,"="""="""""""",N/A,F04,-,N/A,0,0,0,0,0,N/A,N/A,N/A,25680,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,F05,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:27.345,6384,0.1,63840,,
1,1,"="""="""""""",N/A,F05,-,N/A,0,0,0,0,0,N/A,N/A,N/A,63840,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,F06,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:27.151,6048,0.1,60480,,
1,1,"="""="""""""",N/A,F06,-,N/A,0,0,0,0,0,N/A,N/A,N/A,60480,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,F07,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:26.958,6720,0.1,67200,,
