,time,row_384,column_384,rfu_value,standard_conc,replicate,sample_set,reporter
3664,02:02:00,N,1,20.074,,a,no_gRNA,r5A-GGAGG-phos
3665,02:02:00,J,3,2188.035,5,a,standard,standard
3666,02:02:00,K,3,2302.742,5,b,standard,standard
3667,02:02:00,L,3,68.824,,b,target_added,r5A-GGAGG-phos
3668,02:02:00,M,3,5.735,,b,no_target,r5A-GGAGG-phos
3669,02:02:00,N,3,11.470999999999998,,b,no_gRNA,r5A-GGAGG-phos
3670,02:02:00,J,5,1233.1,2.5,a,standard,standard
3671,02:02:00,K,5,1350.674,2.5,b,standard,standard
3672,02:02:00,L,5,943.465,,a,target_added,r5A-AAAGG-ddC
3673,02:02:00,M,5,28.677,,a,no_target,r5A-AAAGG-ddC
3674,02:02:00,N,5,20.074,,a,no_gRNA,r5A-AAAGG-ddC
3675,02:02:00,J,7,490.37199999999996,1.25,a,standard,standard
3676,02:02:00,K,7,590.741,1.25,b,standard,standard
3677,02:02:00,L,7,900.449,,b,target_added,r5A-AAAGG-ddC
3678,02:02:00,M,7,11.470999999999998,,b,no_target,r5A-AAAGG-ddC
3679,02:02:00,N,7,8.603,,b,no_gRNA,r5A-AAAGG-ddC
3680,02:02:00,J,9,255.22299999999998,0.625,a,standard,standard
3681,02:02:00,K,9,283.9,0.625,b,standard,standard
3682,02:02:00,L,9,4152.391,,a,target_added,r17A-r3C
3683,02:02:00,M,9,843.096,,a,no_target,r17A-r3C
3684,02:02:00,N,9,1078.245,,a,no_gRNA,r17A-r3C
3685,02:02:00,J,11,108.97200000000001,0.3125,a,standard,standard
3686,02:02:00,K,11,183.53099999999998,0.3125,b,standard,standard
3687,02:02:00,L,11,3991.802,,b,target_added,r17A-r3C
3688,02:02:00,M,11,702.58,,b,no_target,r17A-r3C
3689,02:02:00,N,11,1471.116,,b,no_gRNA,r17A-r3C
3690,02:02:00,J,13,80.295,0.15625,a,standard,standard
3691,02:02:00,K,13,108.97200000000001,0.15625,b,standard,standard
3692,02:02:00,L,13,8.603,,a,target_added,H20
3693,02:02:00,M,13,5.735,,a,no_target,H20
3694,02:02:00,N,13,17.206,,a,no_gRNA,H20
3695,02:02:00,J,15,74.56,0.078125,a,standard,standard
3696,02:02:00,K,15,74.56,0.078125,b,standard,standard
3697,02:02:00,L,15,17.206,,b,target_added,H20
3698,02:02:00,M,15,5.735,,b,no_target,H20
3699,02:02:00,N,15,8.603,,b,no_gRNA,H20
3700,02:02:00,J,17,103.236,0.0390625,a,standard,standard
3701,02:02:00,K,17,166.325,0.0390625,b,standard,standard
3702,02:02:00,L,17,28.677,,,,
3703,02:02:00,M,17,5.735,,,,
3704,02:02:00,N,17,17.206,,,,
3705,02:02:00,J,19,48.75,0.0195312,a,standard,standard
3706,02:02:00,K,19,54.486000000000004,0.0195312,b,standard,standard
3707,02:02:00,L,19,17.206,,,,
3708,02:02:00,M,19,11.470999999999998,,,,
3709,02:02:00,N,19,31.544,,,,
3710,02:02:00,J,21,43.015,0.0097656,a,standard,standard
3711,02:02:00,K,21,57.353,0.0097656,b,standard,standard
3712,02:02:00,L,21,20.074,,,,
3713,02:02:00,M,21,28.677,,,,
3714,02:02:00,N,21,14.338,,,,
3715,02:02:00,J,23,43.015,0,a,standard,standard
3716,02:02:00,K,23,28.677,0,b,standard,standard
3717,02:02:00,L,23,2.8680000000000003,,,,
3718,02:02:00,M,23,2.8680000000000003,,,,
3719,02:02:00,N,23,2.8680000000000003,,,,
3720,02:04:00,J,1,7580.215,10,a,standard,standard
3721,02:04:00,K,1,5473.328,10,b,standard,standard
3722,02:04:00,L,1,65.84,,a,target_added,r5A-GGAGG-phos
3723,02:04:00,M,1,17.176,,a,no_target,r5A-GGAGG-phos
3724,02:04:00,N,1,8.588,,a,no_gRNA,r5A-GGAGG-phos
3725,02:04:00,J,3,2264.3320000000003,5,a,standard,standard
3726,02:04:00,K,3,2115.476,5,b,standard,standard
3727,02:04:00,L,3,94.46600000000001,,b,target_added,r5A-GGAGG-phos
3728,02:04:00,M,3,5.725,,b,no_target,r5A-GGAGG-phos
3729,02:04:00,N,3,8.588,,b,no_gRNA,r5A-GGAGG-phos
3730,02:04:00,J,5,1173.674,2.5,a,standard,standard
3731,02:04:00,K,5,1299.629,2.5,b,standard,standard
3732,02:04:00,L,5,1024.818,,a,target_added,r5A-AAAGG-ddC
3733,02:04:00,M,5,37.214,,a,no_target,r5A-AAAGG-ddC
3734,02:04:00,N,5,25.764,,a,no_gRNA,r5A-AAAGG-ddC
3735,02:04:00,J,7,561.073,1.25,a,standard,standard
3736,02:04:00,K,7,578.249,1.25,b,standard,standard
3737,02:04:00,L,7,815.846,,b,target_added,r5A-AAAGG-ddC
3738,02:04:00,M,7,8.588,,b,no_target,r5A-AAAGG-ddC
3739,02:04:00,N,7,8.588,,b,no_gRNA,r5A-AAAGG-ddC
3740,02:04:00,J,9,263.361,0.625,a,standard,standard
3741,02:04:00,K,9,251.91,0.625,b,standard,standard
3742,02:04:00,L,9,3973.315,,a,target_added,r17A-r3C
3743,02:04:00,M,9,815.846,,a,no_target,r17A-r3C
3744,02:04:00,N,9,1073.482,,a,no_gRNA,r17A-r3C
3745,02:04:00,J,11,140.268,0.3125,a,standard,standard
3746,02:04:00,K,11,171.757,0.3125,b,standard,standard
3747,02:04:00,L,11,3781.52,,b,target_added,r17A-r3C
3748,02:04:00,M,11,669.8530000000001,,b,no_target,r17A-r3C
3749,02:04:00,N,11,1359.744,,b,no_gRNA,r17A-r3C
3750,02:04:00,J,13,48.665,0.15625,a,standard,standard
3751,02:04:00,K,13,80.153,0.15625,b,standard,standard
3752,02:04:00,L,13,17.176,,a,target_added,H20
3753,02:04:00,M,13,8.588,,a,no_target,H20
3754,02:04:00,N,13,8.588,,a,no_gRNA,H20
3755,02:04:00,J,15,62.978,0.078125,a,standard,standard
3756,02:04:00,K,15,62.978,0.078125,b,standard,standard
3757,02:04:00,L,15,22.901,,b,target_added,H20
3758,02:04:00,M,15,17.176,,b,no_target,H20
3759,02:04:00,N,15,20.038,,b,no_gRNA,H20
3760,02:04:00,J,17,103.054,0.0390625,a,standard,standard
3761,02:04:00,K,17,128.81799999999998,0.0390625,b,standard,standard
3762,02:04:00,L,17,2.863,,,,
3763,02:04:00,M,17,8.588,,,,
3764,02:04:00,N,17,8.588,,,,
3765,02:04:00,J,19,25.764,0.0195312,a,standard,standard
3766,02:04:00,K,19,37.214,0.0195312,b,standard,standard
3767,02:04:00,L,19,2.863,,,,
3768,02:04:00,M,19,17.176,,,,
3769,02:04:00,N,19,5.725,,,,
3770,02:04:00,J,21,37.214,0.0097656,a,standard,standard
3771,02:04:00,K,21,28.625999999999998,0.0097656,b,standard,standard
3772,02:04:00,L,21,22.901,,,,
3773,02:04:00,M,21,8.588,,,,
3774,02:04:00,N,21,2.863,,,,
3775,02:04:00,J,23,54.39,0,a,standard,standard
3776,02:04:00,K,23,34.351,0,b,standard,standard
3777,02:04:00,L,23,11.45,,,,
3778,02:04:00,M,23,5.725,,,,
3779,02:04:00,N,23,5.725,,,,
3780,02:06:00,J,1,7511.432,10,a,standard,standard
3781,02:06:00,K,1,5713.041,10,b,standard,standard
3782,02:06:00,L,1,48.683,,a,target_added,r5A-GGAGG-phos
3783,02:06:00,M,1,11.455,,a,no_target,r5A-GGAGG-phos
3784,02:06:00,N,1,11.455,,a,no_gRNA,r5A-GGAGG-phos
3785,02:06:00,J,3,2079.031,5,a,standard,standard
3786,02:06:00,K,3,2253.716,5,b,standard,standard
3787,02:06:00,L,3,103.09200000000001,,b,target_added,r5A-GGAGG-phos
3788,02:06:00,M,3,5.727,,b,no_target,r5A-GGAGG-phos
3789,02:06:00,N,3,17.182000000000002,,b,no_gRNA,r5A-GGAGG-phos
3790,02:06:00,J,5,1208.473,2.5,a,standard,standard
3791,02:06:00,K,5,1202.745,2.5,b,standard,standard
3792,02:06:00,L,5,947.878,,a,target_added,r5A-AAAGG-ddC
3793,02:06:00,M,5,22.909000000000002,,a,no_target,r5A-AAAGG-ddC
3794,02:06:00,N,5,8.591000000000001,,a,no_gRNA,r5A-AAAGG-ddC
3795,02:06:00,J,7,475.371,1.25,a,standard,standard
3796,02:06:00,K,7,555.554,1.25,b,standard,standard
3797,02:06:00,L,7,767.466,,b,target_added,r5A-AAAGG-ddC
3798,02:06:00,M,7,28.636999999999997,,b,no_target,r5A-AAAGG-ddC
3799,02:06:00,N,7,14.318,,b,no_gRNA,r5A-AAAGG-ddC
3800,02:06:00,J,9,252.00400000000002,0.625,a,standard,standard
3801,02:06:00,K,9,246.27599999999998,0.625,b,standard,standard
3802,02:06:00,L,9,4017.742,,a,target_added,r17A-r3C
3803,02:06:00,M,9,796.1030000000001,,a,no_target,r17A-r3C
3804,02:06:00,N,9,1125.4260000000002,,a,no_gRNA,r17A-r3C
3805,02:06:00,J,11,131.72899999999998,0.3125,a,standard,standard
3806,02:06:00,K,11,154.639,0.3125,b,standard,standard
3807,02:06:00,L,11,3871.695,,b,target_added,r17A-r3C
3808,02:06:00,M,11,667.237,,b,no_target,r17A-r3C
3809,02:06:00,N,11,1345.9289999999999,,b,no_gRNA,r17A-r3C
3810,02:06:00,J,13,94.501,0.15625,a,standard,standard
3811,02:06:00,K,13,100.229,0.15625,b,standard,standard
3812,02:06:00,L,13,20.046,,a,target_added,H20
3813,02:06:00,M,13,11.455,,a,no_target,H20
3814,02:06:00,N,13,17.182000000000002,,a,no_gRNA,H20
3815,02:06:00,J,15,94.501,0.078125,a,standard,standard
3816,02:06:00,K,15,74.456,0.078125,b,standard,standard
3817,02:06:00,L,15,25.773000000000003,,b,target_added,H20
3818,02:06:00,M,15,14.318,,b,no_target,H20
3819,02:06:00,N,15,17.182000000000002,,b,no_gRNA,H20
3820,02:06:00,J,17,105.956,0.0390625,a,standard,standard
3821,02:06:00,K,17,163.23,0.0390625,b,standard,standard
3822,02:06:00,L,17,17.182000000000002,,,,
3823,02:06:00,M,17,5.727,,,,
3824,02:06:00,N,17,5.727,,,,
3825,02:06:00,J,19,54.41,0.0195312,a,standard,standard
3826,02:06:00,K,19,42.955,0.0195312,b,standard,standard
3827,02:06:00,L,19,5.727,,,,
3828,02:06:00,M,19,5.727,,,,
3829,02:06:00,N,19,8.591000000000001,,,,
3830,02:06:00,J,21,28.636999999999997,0.0097656,a,standard,standard
3831,02:06:00,K,21,28.636999999999997,0.0097656,b,standard,standard
3832,02:06:00,L,21,11.455,,,,
3833,02:06:00,M,21,5.727,,,,
3834,02:06:00,N,21,14.318,,,,
3835,02:06:00,J,23,34.364000000000004,0,a,standard,standard
3836,02:06:00,K,23,28.636999999999997,0,b,standard,standard
3837,02:06:00,L,23,8.591000000000001,,,,
3838,02:06:00,M,23,17.182000000000002,,,,
3839,02:06:00,N,23,5.727,,,,
3840,02:08:00,J,1,7396.965,10,a,standard,standard
3841,02:08:00,K,1,5713.4980000000005,10,b,standard,standard
3842,02:08:00,L,1,71.454,,a,target_added,r5A-GGAGG-phos
3843,02:08:00,M,1,8.575,,a,no_target,r5A-GGAGG-phos
3844,02:08:00,N,1,0.0,,a,no_gRNA,r5A-GGAGG-phos
3845,02:08:00,J,3,2215.0879999999997,5,a,standard,standard
3846,02:08:00,K,3,2229.379,5,b,standard,standard
3847,02:08:00,L,3,68.596,,b,target_added,r5A-GGAGG-phos
3848,02:08:00,M,3,8.575,,b,no_target,r5A-GGAGG-phos
3849,02:08:00,N,3,0.0,,b,no_gRNA,r5A-GGAGG-phos
3850,02:08:00,J,5,1146.129,2.5,a,standard,standard
3851,02:08:00,K,5,1243.307,2.5,b,standard,standard
3852,02:08:00,L,5,906.0419999999999,,a,target_added,r5A-AAAGG-ddC
3853,02:08:00,M,5,17.149,,a,no_target,r5A-AAAGG-ddC
3854,02:08:00,N,5,37.156,,a,no_gRNA,r5A-AAAGG-ddC
3855,02:08:00,J,7,497.32300000000004,1.25,a,standard,standard
3856,02:08:00,K,7,497.32300000000004,1.25,b,standard,standard
3857,02:08:00,L,7,823.155,,b,target_added,r5A-AAAGG-ddC
3858,02:08:00,M,7,28.581999999999997,,b,no_target,r5A-AAAGG-ddC
3859,02:08:00,N,7,34.298,,b,no_gRNA,r5A-AAAGG-ddC
3860,02:08:00,J,9,294.392,0.625,a,standard,standard
3861,02:08:00,K,9,257.236,0.625,b,standard,standard
3862,02:08:00,L,9,4187.23,,a,target_added,r17A-r3C
3863,02:08:00,M,9,737.41,,a,no_target,r17A-r3C
3864,02:08:00,N,9,1071.817,,a,no_gRNA,r17A-r3C
3865,02:08:00,J,11,100.036,0.3125,a,standard,standard
3866,02:08:00,K,11,165.774,0.3125,b,standard,standard
3867,02:08:00,L,11,3867.115,,b,target_added,r17A-r3C
3868,02:08:00,M,11,614.508,,b,no_target,r17A-r3C
3869,02:08:00,N,11,1423.3729999999998,,b,no_gRNA,r17A-r3C
3870,02:08:00,J,13,82.887,0.15625,a,standard,standard
3871,02:08:00,K,13,85.745,0.15625,b,standard,standard
3872,02:08:00,L,13,34.298,,a,target_added,H20
3873,02:08:00,M,13,17.149,,a,no_target,H20
3874,02:08:00,N,13,11.433,,a,no_gRNA,H20
3875,02:08:00,J,15,62.88,0.078125,a,standard,standard
3876,02:08:00,K,15,80.029,0.078125,b,standard,standard
3877,02:08:00,L,15,17.149,,b,target_added,H20
3878,02:08:00,M,15,0.0,,b,no_target,H20
3879,02:08:00,N,15,2.858,,b,no_gRNA,H20
3880,02:08:00,J,17,142.909,0.0390625,a,standard,standard
3881,02:08:00,K,17,157.2,0.0390625,b,standard,standard
3882,02:08:00,L,17,11.433,,,,
3883,02:08:00,M,17,11.433,,,,
3884,02:08:00,N,17,8.575,,,,
3885,02:08:00,J,19,37.156,0.0195312,a,standard,standard
3886,02:08:00,K,19,54.305,0.0195312,b,standard,standard
3887,02:08:00,L,19,5.716,,,,
3888,02:08:00,M,19,20.007,,,,
3889,02:08:00,N,19,5.716,,,,
3890,02:08:00,J,21,31.44,0.0097656,a,standard,standard
3891,02:08:00,K,21,60.022,0.0097656,b,standard,standard
3892,02:08:00,L,21,0.0,,,,
3893,02:08:00,M,21,14.290999999999999,,,,
3894,02:08:00,N,21,11.433,,,,
3895,02:08:00,J,23,45.731,0,a,standard,standard
3896,02:08:00,K,23,48.589,0,b,standard,standard
3897,02:08:00,L,23,11.433,,,,
3898,02:08:00,M,23,20.007,,,,
3899,02:08:00,N,23,14.290999999999999,,,,
3900,02:10:00,J,1,7240.459,10,a,standard,standard
3901,02:10:00,K,1,5799.814,10,b,standard,standard
3902,02:10:00,L,1,71.60300000000001,,a,target_added,r5A-GGAGG-phos
3903,02:10:00,M,1,2.864,,a,no_target,r5A-GGAGG-phos
3904,02:10:00,N,1,5.728,,a,no_gRNA,r5A-GGAGG-phos
3905,02:10:00,J,3,2004.874,5,a,standard,standard
3906,02:10:00,K,3,2219.6820000000002,5,b,standard,standard
3907,02:10:00,L,3,74.467,,b,target_added,r5A-GGAGG-phos
3908,02:10:00,M,3,14.321,,b,no_target,r5A-GGAGG-phos
3909,02:10:00,N,3,11.456,,b,no_gRNA,r5A-GGAGG-phos
3910,02:10:00,J,5,1096.953,2.5,a,standard,standard
3911,02:10:00,K,5,1308.896,2.5,b,standard,standard
3912,02:10:00,L,5,870.688,,a,target_added,r5A-AAAGG-ddC
3913,02:10:00,M,5,17.185,,a,no_target,r5A-AAAGG-ddC
3914,02:10:00,N,5,14.321,,a,no_gRNA,r5A-AAAGG-ddC
3915,02:10:00,J,7,552.7719999999999,1.25,a,standard,standard
3916,02:10:00,K,7,598.5980000000001,1.25,b,standard,standard
3917,02:10:00,L,7,821.998,,b,target_added,r5A-AAAGG-ddC
3918,02:10:00,M,7,31.505,,b,no_target,r5A-AAAGG-ddC
3919,02:10:00,N,7,48.69,,b,no_gRNA,r5A-AAAGG-ddC
3920,02:10:00,J,9,254.905,0.625,a,standard,standard
3921,02:10:00,K,9,217.672,0.625,b,standard,standard
3922,02:10:00,L,9,4084.215,,a,target_added,r17A-r3C
3923,02:10:00,M,9,667.337,,a,no_target,r17A-r3C
3924,02:10:00,N,9,1068.312,,a,no_gRNA,r17A-r3C
3925,02:10:00,J,11,120.292,0.3125,a,standard,standard
3926,02:10:00,K,11,171.84599999999998,0.3125,b,standard,standard
3927,02:10:00,L,11,3898.048,,b,target_added,r17A-r3C
3928,02:10:00,M,11,647.288,,b,no_target,r17A-r3C
3929,02:10:00,N,11,1351.858,,b,no_gRNA,r17A-r3C
3930,02:10:00,J,13,80.195,0.15625,a,standard,standard
3931,02:10:00,K,13,103.10799999999999,0.15625,b,standard,standard
3932,02:10:00,L,13,28.641,,a,target_added,H20
3933,02:10:00,M,13,20.049,,a,no_target,H20
3934,02:10:00,N,13,2.864,,a,no_gRNA,H20
3935,02:10:00,J,15,80.195,0.078125,a,standard,standard
3936,02:10:00,K,15,77.331,0.078125,b,standard,standard
3937,02:10:00,L,15,11.456,,b,target_added,H20
3938,02:10:00,M,15,5.728,,b,no_target,H20
3939,02:10:00,N,15,2.864,,b,no_gRNA,H20
3940,02:10:00,J,17,117.428,0.0390625,a,standard,standard
3941,02:10:00,K,17,146.069,0.0390625,b,standard,standard
3942,02:10:00,L,17,11.456,,,,
3943,02:10:00,M,17,11.456,,,,
3944,02:10:00,N,17,11.456,,,,
3945,02:10:00,J,19,57.282,0.0195312,a,standard,standard
3946,02:10:00,K,19,31.505,0.0195312,b,standard,standard
3947,02:10:00,L,19,0.0,,,,
3948,02:10:00,M,19,20.049,,,,
3949,02:10:00,N,19,2.864,,,,
3950,02:10:00,J,21,31.505,0.0097656,a,standard,standard
3951,02:10:00,K,21,54.418,0.0097656,b,standard,standard
3952,02:10:00,L,21,8.592,,,,
3953,02:10:00,M,21,11.456,,,,
3954,02:10:00,N,21,11.456,,,,
3955,02:10:00,J,23,40.097,0,a,standard,standard
3956,02:10:00,K,23,45.826,0,b,standard,standard
3957,02:10:00,L,23,14.321,,,,
3958,02:10:00,M,23,5.728,,,,
3959,02:10:00,N,23,17.185,,,,
3960,02:12:00,J,1,7469.066999999999,10,a,standard,standard
3961,02:12:00,K,1,5621.109,10,b,standard,standard
3962,02:12:00,L,1,88.679,,a,target_added,r5A-GGAGG-phos
3963,02:12:00,M,1,11.442,,a,no_target,r5A-GGAGG-phos
3964,02:12:00,N,1,5.721,,a,no_gRNA,r5A-GGAGG-phos
3965,02:12:00,J,3,2179.7889999999998,5,a,standard,standard
3966,02:12:00,K,3,2022.455,5,b,standard,standard
3967,02:12:00,L,3,68.655,,b,target_added,r5A-GGAGG-phos
3968,02:12:00,M,3,25.746,,b,no_target,r5A-GGAGG-phos
3969,02:12:00,N,3,2.861,,b,no_gRNA,r5A-GGAGG-phos
3970,02:12:00,J,5,1132.8039999999999,2.5,a,standard,standard
3971,02:12:00,K,5,1224.343,2.5,b,standard,standard
3972,02:12:00,L,5,886.791,,a,target_added,r5A-AAAGG-ddC
3973,02:12:00,M,5,31.467,,a,no_target,r5A-AAAGG-ddC
3974,02:12:00,N,5,14.302999999999999,,a,no_gRNA,r5A-AAAGG-ddC
3975,02:12:00,J,7,497.74699999999996,1.25,a,standard,standard
3976,02:12:00,K,7,523.493,1.25,b,standard,standard
3977,02:12:00,L,7,766.645,,b,target_added,r5A-AAAGG-ddC
3978,02:12:00,M,7,20.024,,b,no_target,r5A-AAAGG-ddC
3979,02:12:00,N,7,14.302999999999999,,b,no_gRNA,r5A-AAAGG-ddC
3980,02:12:00,J,9,211.68599999999998,0.625,a,standard,standard
3981,02:12:00,K,9,286.062,0.625,b,standard,standard
3982,02:12:00,L,9,3953.37,,a,target_added,r17A-r3C
3983,02:12:00,M,9,709.433,,a,no_target,r17A-r3C
3984,02:12:00,N,9,1078.452,,a,no_gRNA,r17A-r3C
3985,02:12:00,J,11,143.031,0.3125,a,standard,standard
3986,02:12:00,K,11,143.031,0.3125,b,standard,standard
3987,02:12:00,L,11,3833.224,,b,target_added,r17A-r3C
3988,02:12:00,M,11,686.548,,b,no_target,r17A-r3C
3989,02:12:00,N,11,1427.4470000000001,,b,no_gRNA,r17A-r3C
3990,02:12:00,J,13,71.515,0.15625,a,standard,standard
3991,02:12:00,K,13,94.4,0.15625,b,standard,standard
3992,02:12:00,L,13,28.605999999999998,,a,target_added,H20
3993,02:12:00,M,13,8.582,,a,no_target,H20
3994,02:12:00,N,13,8.582,,a,no_gRNA,H20
3995,02:12:00,J,15,62.934,0.078125,a,standard,standard
3996,02:12:00,K,15,85.818,0.078125,b,standard,standard
3997,02:12:00,L,15,8.582,,b,target_added,H20
3998,02:12:00,M,15,17.164,,b,no_target,H20
3999,02:12:00,N,15,11.442,,b,no_gRNA,H20
4000,02:12:00,J,17,131.588,0.0390625,a,standard,standard
4001,02:12:00,K,17,185.94,0.0390625,b,standard,standard
4002,02:12:00,L,17,2.861,,,,
4003,02:12:00,M,17,2.861,,,,
4004,02:12:00,N,17,8.582,,,,
4005,02:12:00,J,19,34.327,0.0195312,a,standard,standard
4006,02:12:00,K,19,45.77,0.0195312,b,standard,standard
4007,02:12:00,L,19,11.442,,,,
4008,02:12:00,M,19,8.582,,,,
4009,02:12:00,N,19,2.861,,,,
4010,02:12:00,J,21,60.073,0.0097656,a,standard,standard
4011,02:12:00,K,21,45.77,0.0097656,b,standard,standard
4012,02:12:00,L,21,20.024,,,,
4013,02:12:00,M,21,5.721,,,,
4014,02:12:00,N,21,14.302999999999999,,,,
4015,02:12:00,J,23,40.049,0,a,standard,standard
4016,02:12:00,K,23,40.049,0,b,standard,standard
4017,02:12:00,L,23,2.861,,,,
4018,02:12:00,M,23,20.024,,,,
4019,02:12:00,N,23,20.024,,,,
4020,02:14:00,J,1,7354.66,10,a,standard,standard
4021,02:14:00,K,1,5348.5830000000005,10,b,standard,standard
4022,02:14:00,L,1,45.788000000000004,,a,target_added,r5A-GGAGG-phos
4023,02:14:00,M,1,0.0,,a,no_target,r5A-GGAGG-phos
4024,02:14:00,N,1,2.862,,a,no_gRNA,r5A-GGAGG-phos
4025,02:14:00,J,3,2091.928,5,a,standard,standard
4026,02:14:00,K,3,2203.536,5,b,standard,standard
4027,02:14:00,L,3,82.99,,b,target_added,r5A-GGAGG-phos
4028,02:14:00,M,3,11.447000000000001,,b,no_target,r5A-GGAGG-phos
4029,02:14:00,N,3,8.585,,b,no_gRNA,r5A-GGAGG-phos
4030,02:14:00,J,5,1233.4080000000001,2.5,a,standard,standard
4031,02:14:00,K,5,1264.887,2.5,b,standard,standard
4032,02:14:00,L,5,952.9580000000001,,a,target_added,r5A-AAAGG-ddC
4033,02:14:00,M,5,17.17,,a,no_target,r5A-AAAGG-ddC
4034,02:14:00,N,5,31.479,,a,no_gRNA,r5A-AAAGG-ddC
4035,02:14:00,J,7,449.292,1.25,a,standard,standard
4036,02:14:00,K,7,517.974,1.25,b,standard,standard
4037,02:14:00,L,7,838.488,,b,target_added,r5A-AAAGG-ddC
4038,02:14:00,M,7,14.309000000000001,,b,no_target,r5A-AAAGG-ddC
4039,02:14:00,N,7,31.479,,b,no_gRNA,r5A-AAAGG-ddC
4040,02:14:00,J,9,237.524,0.625,a,standard,standard
4041,02:14:00,K,9,246.109,0.625,b,standard,standard
4042,02:14:00,L,9,3934.886,,a,target_added,r17A-r3C
4043,02:14:00,M,9,695.4019999999999,,a,no_target,r17A-r3C
4044,02:14:00,N,9,1027.363,,a,no_gRNA,r17A-r3C
4045,02:14:00,J,11,131.64,0.3125,a,standard,standard
4046,02:14:00,K,11,154.534,0.3125,b,standard,standard
4047,02:14:00,L,11,3674.468,,b,target_added,r17A-r3C
4048,02:14:00,M,11,681.0930000000001,,b,no_target,r17A-r3C
4049,02:14:00,N,11,1279.1960000000001,,b,no_gRNA,r17A-r3C
4050,02:14:00,J,13,97.29899999999999,0.15625,a,standard,standard
4051,02:14:00,K,13,97.29899999999999,0.15625,b,standard,standard
4052,02:14:00,L,13,20.032,,a,target_added,H20
4053,02:14:00,M,13,22.894000000000002,,a,no_target,H20
4054,02:14:00,N,13,2.862,,a,no_gRNA,H20
4055,02:14:00,J,15,88.714,0.078125,a,standard,standard
4056,02:14:00,K,15,71.543,0.078125,b,standard,standard
4057,02:14:00,L,15,5.723,,b,target_added,H20
4058,02:14:00,M,15,11.447000000000001,,b,no_target,H20
4059,02:14:00,N,15,0.0,,b,no_gRNA,H20
4060,02:14:00,J,17,108.74600000000001,0.0390625,a,standard,standard
4061,02:14:00,K,17,123.055,0.0390625,b,standard,standard
4062,02:14:00,L,17,5.723,,,,
4063,02:14:00,M,17,17.17,,,,
4064,02:14:00,N,17,5.723,,,,
4065,02:14:00,J,19,45.788000000000004,0.0195312,a,standard,standard
4066,02:14:00,K,19,65.82,0.0195312,b,standard,standard
4067,02:14:00,L,19,8.585,,,,
4068,02:14:00,M,19,5.723,,,,
4069,02:14:00,N,19,28.616999999999997,,,,
4070,02:14:00,J,21,60.096000000000004,0.0097656,a,standard,standard
4071,02:14:00,K,21,51.511,0.0097656,b,standard,standard
4072,02:14:00,L,21,2.862,,,,
4073,02:14:00,M,21,2.862,,,,
4074,02:14:00,N,21,5.723,,,,
4075,02:14:00,J,23,54.373000000000005,0,a,standard,standard
4076,02:14:00,K,23,48.648999999999994,0,b,standard,standard
4077,02:14:00,L,23,2.862,,,,
4078,02:14:00,M,23,14.309000000000001,,,,
4079,02:14:00,N,23,5.723,,,,
4080,02:16:00,J,1,7270.36,10,a,standard,standard
4081,02:16:00,K,1,5430.561,10,b,standard,standard
4082,02:16:00,L,1,74.509,,a,target_added,r5A-GGAGG-phos
4083,02:16:00,M,1,5.731,,a,no_target,r5A-GGAGG-phos
4084,02:16:00,N,1,5.731,,a,no_gRNA,r5A-GGAGG-phos
4085,02:16:00,J,3,1859.86,5,a,standard,standard
4086,02:16:00,K,3,2266.7929999999997,5,b,standard,standard
4087,02:16:00,L,3,77.375,,b,target_added,r5A-GGAGG-phos
4088,02:16:00,M,3,20.06,,b,no_target,r5A-GGAGG-phos
4089,02:16:00,N,3,11.463,,b,no_gRNA,r5A-GGAGG-phos
4090,02:16:00,J,5,1157.755,2.5,a,standard,standard
4091,02:16:00,K,5,1206.473,2.5,b,standard,standard
4092,02:16:00,L,5,842.525,,a,target_added,r5A-AAAGG-ddC
4093,02:16:00,M,5,17.194000000000003,,a,no_target,r5A-AAAGG-ddC
4094,02:16:00,N,5,17.194000000000003,,a,no_gRNA,r5A-AAAGG-ddC
4095,02:16:00,J,7,510.1,1.25,a,standard,standard
4096,02:16:00,K,7,501.50300000000004,1.25,b,standard,standard
4097,02:16:00,L,7,825.331,,b,target_added,r5A-AAAGG-ddC
4098,02:16:00,M,7,22.926,,b,no_target,r5A-AAAGG-ddC
4099,02:16:00,N,7,22.926,,b,no_gRNA,r5A-AAAGG-ddC
4100,02:16:00,J,9,257.916,0.625,a,standard,standard
4101,02:16:00,K,9,300.902,0.625,b,standard,standard
4102,02:16:00,L,9,4115.19,,a,target_added,r17A-r3C
4103,02:16:00,M,9,693.507,,a,no_target,r17A-r3C
4104,02:16:00,N,9,1129.098,,a,no_gRNA,r17A-r3C
4105,02:16:00,J,11,134.689,0.3125,a,standard,standard
4106,02:16:00,K,11,146.15200000000002,0.3125,b,standard,standard
4107,02:16:00,L,11,3928.9179999999997,,b,target_added,r17A-r3C
4108,02:16:00,M,11,719.299,,b,no_target,r17A-r3C
4109,02:16:00,N,11,1372.685,,b,no_gRNA,r17A-r3C
4110,02:16:00,J,13,94.569,0.15625,a,standard,standard
4111,02:16:00,K,13,120.361,0.15625,b,standard,standard
4112,02:16:00,L,13,14.329,,a,target_added,H20
4113,02:16:00,M,13,5.731,,a,no_target,H20
4114,02:16:00,N,13,11.463,,a,no_gRNA,H20
4115,02:16:00,J,15,51.583,0.078125,a,standard,standard
