,time,row_384,column_384,rfu_value,replicate,target_added,reporter,phos,gRNA_used
326,01:00:00,G,20,183.783,b,no_target,RNA-FAM,no_phos,IVT-H6
327,01:00:00,H,20,195.25900000000001,b,no_target,RNA-FAM,no_phos,IVT-H6
328,01:00:00,E,22,291.758,a,target_added,RNA-FAM,no_phos,IVT-G8
329,01:00:00,F,22,277.76,a,target_added,RNA-FAM,no_phos,IVT-G8
330,01:00:00,G,22,192.146,b,no_target,RNA-FAM,no_phos,IVT-G8
331,01:00:00,H,22,196.733,b,no_target,RNA-FAM,no_phos,IVT-G8
332,01:00:00,E,24,365.27099999999996,a,target_added,RNA-FAM,no_phos,IVT-C4
333,01:00:00,F,24,374.077,a,target_added,RNA-FAM,no_phos,IVT-C4
334,01:00:00,G,24,184.15200000000002,b,no_target,RNA-FAM,no_phos,IVT-C4
335,01:00:00,H,24,187.699,b,no_target,RNA-FAM,no_phos,IVT-C4
336,01:10:00,E,2,498.92800000000005,a,target_added,RNA-FAM,phos,syn-11C
337,01:10:00,F,2,516.7959999999999,a,target_added,RNA-FAM,phos,syn-11C
338,01:10:00,G,2,172.62400000000002,b,no_target,RNA-FAM,phos,syn-11C
339,01:10:00,H,2,174.47,b,no_target,RNA-FAM,phos,syn-11C
340,01:10:00,E,4,508.904,a,target_added,RNA-FAM,phos,IVT-11C
341,01:10:00,F,4,613.618,a,target_added,RNA-FAM,phos,IVT-11C
342,01:10:00,G,4,168.292,b,no_target,RNA-FAM,phos,IVT-11C
343,01:10:00,H,4,169.88,b,no_target,RNA-FAM,phos,IVT-11C
344,01:10:00,E,6,268.147,a,target_added,RNA-FAM,phos,IVT-B1
345,01:10:00,F,6,280.837,a,target_added,RNA-FAM,phos,IVT-B1
346,01:10:00,G,6,173.537,b,no_target,RNA-FAM,phos,IVT-B1
347,01:10:00,H,6,172.87,b,no_target,RNA-FAM,phos,IVT-B1
348,01:10:00,E,8,482.075,a,target_added,RNA-FAM,phos,IVT-H6
349,01:10:00,F,8,452.70599999999996,a,target_added,RNA-FAM,phos,IVT-H6
350,01:10:00,G,8,170.12900000000002,b,no_target,RNA-FAM,phos,IVT-H6
351,01:10:00,H,8,171.058,b,no_target,RNA-FAM,phos,IVT-H6
352,01:10:00,E,10,300.004,a,target_added,RNA-FAM,phos,IVT-G8
353,01:10:00,F,10,312.80400000000003,a,target_added,RNA-FAM,phos,IVT-G8
354,01:10:00,G,10,189.88400000000001,b,no_target,RNA-FAM,phos,IVT-G8
355,01:10:00,H,10,187.56099999999998,b,no_target,RNA-FAM,phos,IVT-G8
356,01:10:00,E,12,425.45,a,target_added,RNA-FAM,phos,IVT-C4
357,01:10:00,F,12,447.29900000000004,a,target_added,RNA-FAM,phos,IVT-C4
358,01:10:00,G,12,171.321,b,no_target,RNA-FAM,phos,IVT-C4
359,01:10:00,H,12,171.104,b,no_target,RNA-FAM,phos,IVT-C4
360,01:10:00,E,14,466.744,a,target_added,RNA-FAM,no_phos,syn-11C
361,01:10:00,F,14,476.80699999999996,a,target_added,RNA-FAM,no_phos,syn-11C
362,01:10:00,G,14,248.264,b,no_target,RNA-FAM,no_phos,syn-11C
363,01:10:00,H,14,167.537,b,no_target,RNA-FAM,no_phos,syn-11C
364,01:10:00,E,16,533.619,a,target_added,RNA-FAM,no_phos,IVT-11C
365,01:10:00,F,16,516.52,a,target_added,RNA-FAM,no_phos,IVT-11C
366,01:10:00,G,16,182.74200000000002,b,no_target,RNA-FAM,no_phos,IVT-11C
367,01:10:00,H,16,179.66400000000002,b,no_target,RNA-FAM,no_phos,IVT-11C
368,01:10:00,E,18,307.719,a,target_added,RNA-FAM,no_phos,IVT-B1
369,01:10:00,F,18,307.473,a,target_added,RNA-FAM,no_phos,IVT-B1
370,01:10:00,G,18,184.23,b,no_target,RNA-FAM,no_phos,IVT-B1
371,01:10:00,H,18,187.127,b,no_target,RNA-FAM,no_phos,IVT-B1
372,01:10:00,E,20,437.74300000000005,a,target_added,RNA-FAM,no_phos,IVT-H6
373,01:10:00,F,20,430.974,a,target_added,RNA-FAM,no_phos,IVT-H6
374,01:10:00,G,20,184.33900000000003,b,no_target,RNA-FAM,no_phos,IVT-H6
375,01:10:00,H,20,193.767,b,no_target,RNA-FAM,no_phos,IVT-H6
376,01:10:00,E,22,307.426,a,target_added,RNA-FAM,no_phos,IVT-G8
377,01:10:00,F,22,292.803,a,target_added,RNA-FAM,no_phos,IVT-G8
378,01:10:00,G,22,191.505,b,no_target,RNA-FAM,no_phos,IVT-G8
379,01:10:00,H,22,195.71,b,no_target,RNA-FAM,no_phos,IVT-G8
380,01:10:00,E,24,396.575,a,target_added,RNA-FAM,no_phos,IVT-C4
381,01:10:00,F,24,403.42900000000003,a,target_added,RNA-FAM,no_phos,IVT-C4
382,01:10:00,G,24,182.702,b,no_target,RNA-FAM,no_phos,IVT-C4
383,01:10:00,H,24,186.737,b,no_target,RNA-FAM,no_phos,IVT-C4
384,01:20:00,E,2,549.539,a,target_added,RNA-FAM,phos,syn-11C
385,01:20:00,F,2,570.414,a,target_added,RNA-FAM,phos,syn-11C
386,01:20:00,G,2,173.62900000000002,b,no_target,RNA-FAM,phos,syn-11C
387,01:20:00,H,2,175.22,b,no_target,RNA-FAM,phos,syn-11C
388,01:20:00,E,4,559.008,a,target_added,RNA-FAM,phos,IVT-11C
389,01:20:00,F,4,673.3480000000001,a,target_added,RNA-FAM,phos,IVT-11C
390,01:20:00,G,4,168.262,b,no_target,RNA-FAM,phos,IVT-11C
391,01:20:00,H,4,169.46900000000002,b,no_target,RNA-FAM,phos,IVT-11C
392,01:20:00,E,6,280.622,a,target_added,RNA-FAM,phos,IVT-B1
393,01:20:00,F,6,300.606,a,target_added,RNA-FAM,phos,IVT-B1
394,01:20:00,G,6,171.41,b,no_target,RNA-FAM,phos,IVT-B1
395,01:20:00,H,6,170.55,b,no_target,RNA-FAM,phos,IVT-B1
396,01:20:00,E,8,522.389,a,target_added,RNA-FAM,phos,IVT-H6
397,01:20:00,F,8,492.398,a,target_added,RNA-FAM,phos,IVT-H6
398,01:20:00,G,8,171.454,b,no_target,RNA-FAM,phos,IVT-H6
399,01:20:00,H,8,171.959,b,no_target,RNA-FAM,phos,IVT-H6
400,01:20:00,E,10,320.204,a,target_added,RNA-FAM,phos,IVT-G8
401,01:20:00,F,10,334.32099999999997,a,target_added,RNA-FAM,phos,IVT-G8
402,01:20:00,G,10,192.83700000000002,b,no_target,RNA-FAM,phos,IVT-G8
403,01:20:00,H,10,186.05900000000003,b,no_target,RNA-FAM,phos,IVT-G8
404,01:20:00,E,12,470.275,a,target_added,RNA-FAM,phos,IVT-C4
405,01:20:00,F,12,498.533,a,target_added,RNA-FAM,phos,IVT-C4
406,01:20:00,G,12,172.13,b,no_target,RNA-FAM,phos,IVT-C4
407,01:20:00,H,12,170.16299999999998,b,no_target,RNA-FAM,phos,IVT-C4
408,01:20:00,E,14,515.077,a,target_added,RNA-FAM,no_phos,syn-11C
409,01:20:00,F,14,530.139,a,target_added,RNA-FAM,no_phos,syn-11C
410,01:20:00,G,14,254.69099999999997,b,no_target,RNA-FAM,no_phos,syn-11C
411,01:20:00,H,14,167.683,b,no_target,RNA-FAM,no_phos,syn-11C
412,01:20:00,E,16,585.514,a,target_added,RNA-FAM,no_phos,IVT-11C
413,01:20:00,F,16,573.014,a,target_added,RNA-FAM,no_phos,IVT-11C
414,01:20:00,G,16,182.83599999999998,b,no_target,RNA-FAM,no_phos,IVT-11C
415,01:20:00,H,16,182.613,b,no_target,RNA-FAM,no_phos,IVT-11C
416,01:20:00,E,18,330.952,a,target_added,RNA-FAM,no_phos,IVT-B1
417,01:20:00,F,18,331.765,a,target_added,RNA-FAM,no_phos,IVT-B1
418,01:20:00,G,18,186.343,b,no_target,RNA-FAM,no_phos,IVT-B1
419,01:20:00,H,18,186.861,b,no_target,RNA-FAM,no_phos,IVT-B1
420,01:20:00,E,20,474.977,a,target_added,RNA-FAM,no_phos,IVT-H6
421,01:20:00,F,20,468.086,a,target_added,RNA-FAM,no_phos,IVT-H6
422,01:20:00,G,20,185.535,b,no_target,RNA-FAM,no_phos,IVT-H6
423,01:20:00,H,20,194.055,b,no_target,RNA-FAM,no_phos,IVT-H6
424,01:20:00,E,22,325.553,a,target_added,RNA-FAM,no_phos,IVT-G8
425,01:20:00,F,22,308.843,a,target_added,RNA-FAM,no_phos,IVT-G8
426,01:20:00,G,22,194.475,b,no_target,RNA-FAM,no_phos,IVT-G8
427,01:20:00,H,22,198.62900000000002,b,no_target,RNA-FAM,no_phos,IVT-G8
428,01:20:00,E,24,432.595,a,target_added,RNA-FAM,no_phos,IVT-C4
429,01:20:00,F,24,437.981,a,target_added,RNA-FAM,no_phos,IVT-C4
430,01:20:00,G,24,184.467,b,no_target,RNA-FAM,no_phos,IVT-C4
431,01:20:00,H,24,186.421,b,no_target,RNA-FAM,no_phos,IVT-C4
432,01:30:00,E,2,604.0980000000001,a,target_added,RNA-FAM,phos,syn-11C
433,01:30:00,F,2,633.754,a,target_added,RNA-FAM,phos,syn-11C
434,01:30:00,G,2,170.752,b,no_target,RNA-FAM,phos,syn-11C
435,01:30:00,H,2,175.297,b,no_target,RNA-FAM,phos,syn-11C
436,01:30:00,E,4,609.115,a,target_added,RNA-FAM,phos,IVT-11C
437,01:30:00,F,4,731.375,a,target_added,RNA-FAM,phos,IVT-11C
438,01:30:00,G,4,167.452,b,no_target,RNA-FAM,phos,IVT-11C
439,01:30:00,H,4,168.19400000000002,b,no_target,RNA-FAM,phos,IVT-11C
440,01:30:00,E,6,295.887,a,target_added,RNA-FAM,phos,IVT-B1
441,01:30:00,F,6,320.563,a,target_added,RNA-FAM,phos,IVT-B1
442,01:30:00,G,6,172.669,b,no_target,RNA-FAM,phos,IVT-B1
443,01:30:00,H,6,171.457,b,no_target,RNA-FAM,phos,IVT-B1
444,01:30:00,E,8,566.868,a,target_added,RNA-FAM,phos,IVT-H6
445,01:30:00,F,8,534.276,a,target_added,RNA-FAM,phos,IVT-H6
446,01:30:00,G,8,170.799,b,no_target,RNA-FAM,phos,IVT-H6
447,01:30:00,H,8,174.90599999999998,b,no_target,RNA-FAM,phos,IVT-H6
448,01:30:00,E,10,337.778,a,target_added,RNA-FAM,phos,IVT-G8
449,01:30:00,F,10,354.661,a,target_added,RNA-FAM,phos,IVT-G8
450,01:30:00,G,10,195.995,b,no_target,RNA-FAM,phos,IVT-G8
451,01:30:00,H,10,189.389,b,no_target,RNA-FAM,phos,IVT-G8
452,01:30:00,E,12,519.234,a,target_added,RNA-FAM,phos,IVT-C4
453,01:30:00,F,12,547.112,a,target_added,RNA-FAM,phos,IVT-C4
454,01:30:00,G,12,172.421,b,no_target,RNA-FAM,phos,IVT-C4
455,01:30:00,H,12,172.033,b,no_target,RNA-FAM,phos,IVT-C4
456,01:30:00,E,14,563.901,a,target_added,RNA-FAM,no_phos,syn-11C
457,01:30:00,F,14,581.151,a,target_added,RNA-FAM,no_phos,syn-11C
458,01:30:00,G,14,263.863,b,no_target,RNA-FAM,no_phos,syn-11C
459,01:30:00,H,14,168.9,b,no_target,RNA-FAM,no_phos,syn-11C
460,01:30:00,E,16,642.908,a,target_added,RNA-FAM,no_phos,IVT-11C
461,01:30:00,F,16,624.32,a,target_added,RNA-FAM,no_phos,IVT-11C
462,01:30:00,G,16,184.31900000000002,b,no_target,RNA-FAM,no_phos,IVT-11C
463,01:30:00,H,16,181.06,b,no_target,RNA-FAM,no_phos,IVT-11C
464,01:30:00,E,18,355.374,a,target_added,RNA-FAM,no_phos,IVT-B1
465,01:30:00,F,18,355.12699999999995,a,target_added,RNA-FAM,no_phos,IVT-B1
466,01:30:00,G,18,188.079,b,no_target,RNA-FAM,no_phos,IVT-B1
467,01:30:00,H,18,188.583,b,no_target,RNA-FAM,no_phos,IVT-B1
468,01:30:00,E,20,513.2909999999999,a,target_added,RNA-FAM,no_phos,IVT-H6
469,01:30:00,F,20,502.431,a,target_added,RNA-FAM,no_phos,IVT-H6
470,01:30:00,G,20,186.03099999999998,b,no_target,RNA-FAM,no_phos,IVT-H6
471,01:30:00,H,20,195.53599999999997,b,no_target,RNA-FAM,no_phos,IVT-H6
472,01:30:00,E,22,343.959,a,target_added,RNA-FAM,no_phos,IVT-G8
473,01:30:00,F,22,326.938,a,target_added,RNA-FAM,no_phos,IVT-G8
474,01:30:00,G,22,197.53900000000002,b,no_target,RNA-FAM,no_phos,IVT-G8
475,01:30:00,H,22,198.855,b,no_target,RNA-FAM,no_phos,IVT-G8
476,01:30:00,E,24,470.491,a,target_added,RNA-FAM,no_phos,IVT-C4
477,01:30:00,F,24,478.344,a,target_added,RNA-FAM,no_phos,IVT-C4
478,01:30:00,G,24,184.648,b,no_target,RNA-FAM,no_phos,IVT-C4
479,01:30:00,H,24,186.96400000000003,b,no_target,RNA-FAM,no_phos,IVT-C4
480,01:40:00,E,2,665.1669999999999,a,target_added,RNA-FAM,phos,syn-11C
481,01:40:00,F,2,690.94,a,target_added,RNA-FAM,phos,syn-11C
482,01:40:00,G,2,173.485,b,no_target,RNA-FAM,phos,syn-11C
483,01:40:00,H,2,174.185,b,no_target,RNA-FAM,phos,syn-11C
484,01:40:00,E,4,656.0139999999999,a,target_added,RNA-FAM,phos,IVT-11C
485,01:40:00,F,4,790.675,a,target_added,RNA-FAM,phos,IVT-11C
486,01:40:00,G,4,169.24099999999999,b,no_target,RNA-FAM,phos,IVT-11C
487,01:40:00,H,4,169.085,b,no_target,RNA-FAM,phos,IVT-11C
488,01:40:00,E,6,312.748,a,target_added,RNA-FAM,phos,IVT-B1
489,01:40:00,F,6,338.80400000000003,a,target_added,RNA-FAM,phos,IVT-B1
490,01:40:00,G,6,172.222,b,no_target,RNA-FAM,phos,IVT-B1
491,01:40:00,H,6,172.377,b,no_target,RNA-FAM,phos,IVT-B1
492,01:40:00,E,8,602.165,a,target_added,RNA-FAM,phos,IVT-H6
493,01:40:00,F,8,568.106,a,target_added,RNA-FAM,phos,IVT-H6
494,01:40:00,G,8,171.982,b,no_target,RNA-FAM,phos,IVT-H6
495,01:40:00,H,8,175.102,b,no_target,RNA-FAM,phos,IVT-H6
496,01:40:00,E,10,359.149,a,target_added,RNA-FAM,phos,IVT-G8
497,01:40:00,F,10,378.653,a,target_added,RNA-FAM,phos,IVT-G8
498,01:40:00,G,10,197.162,b,no_target,RNA-FAM,phos,IVT-G8
499,01:40:00,H,10,191.577,b,no_target,RNA-FAM,phos,IVT-G8
500,01:40:00,E,12,564.89,a,target_added,RNA-FAM,phos,IVT-C4
501,01:40:00,F,12,597.565,a,target_added,RNA-FAM,phos,IVT-C4
502,01:40:00,G,12,173.423,b,no_target,RNA-FAM,phos,IVT-C4
503,01:40:00,H,12,172.94799999999998,b,no_target,RNA-FAM,phos,IVT-C4
504,01:40:00,E,14,619.149,a,target_added,RNA-FAM,no_phos,syn-11C
505,01:40:00,F,14,637.582,a,target_added,RNA-FAM,no_phos,syn-11C
506,01:40:00,G,14,268.315,b,no_target,RNA-FAM,no_phos,syn-11C
507,01:40:00,H,14,168.671,b,no_target,RNA-FAM,no_phos,syn-11C
508,01:40:00,E,16,697.9939999999999,a,target_added,RNA-FAM,no_phos,IVT-11C
509,01:40:00,F,16,676.284,a,target_added,RNA-FAM,no_phos,IVT-11C
510,01:40:00,G,16,185.97,b,no_target,RNA-FAM,no_phos,IVT-11C
511,01:40:00,H,16,180.796,b,no_target,RNA-FAM,no_phos,IVT-11C
512,01:40:00,E,18,378.86300000000006,a,target_added,RNA-FAM,no_phos,IVT-B1
513,01:40:00,F,18,378.314,a,target_added,RNA-FAM,no_phos,IVT-B1
514,01:40:00,G,18,189.388,b,no_target,RNA-FAM,no_phos,IVT-B1
515,01:40:00,H,18,188.821,b,no_target,RNA-FAM,no_phos,IVT-B1
516,01:40:00,E,20,551.2919999999999,a,target_added,RNA-FAM,no_phos,IVT-H6
517,01:40:00,F,20,540.049,a,target_added,RNA-FAM,no_phos,IVT-H6
518,01:40:00,G,20,187.768,b,no_target,RNA-FAM,no_phos,IVT-H6
519,01:40:00,H,20,196.773,b,no_target,RNA-FAM,no_phos,IVT-H6
520,01:40:00,E,22,361.702,a,target_added,RNA-FAM,no_phos,IVT-G8
521,01:40:00,F,22,342.44599999999997,a,target_added,RNA-FAM,no_phos,IVT-G8
522,01:40:00,G,22,199.199,b,no_target,RNA-FAM,no_phos,IVT-G8
523,01:40:00,H,22,202.32,b,no_target,RNA-FAM,no_phos,IVT-G8
524,01:40:00,E,24,511.64099999999996,a,target_added,RNA-FAM,no_phos,IVT-C4
525,01:40:00,F,24,511.796,a,target_added,RNA-FAM,no_phos,IVT-C4
526,01:40:00,G,24,184.416,b,no_target,RNA-FAM,no_phos,IVT-C4
527,01:40:00,H,24,188.382,b,no_target,RNA-FAM,no_phos,IVT-C4
528,01:50:00,E,2,706.155,a,target_added,RNA-FAM,phos,syn-11C
529,01:50:00,F,2,736.169,a,target_added,RNA-FAM,phos,syn-11C
530,01:50:00,G,2,167.57299999999998,b,no_target,RNA-FAM,phos,syn-11C
531,01:50:00,H,2,172.78400000000002,b,no_target,RNA-FAM,phos,syn-11C
532,01:50:00,E,4,692.24,a,target_added,RNA-FAM,phos,IVT-11C
533,01:50:00,F,4,827.1619999999999,a,target_added,RNA-FAM,phos,IVT-11C
534,01:50:00,G,4,165.763,b,no_target,RNA-FAM,phos,IVT-11C
535,01:50:00,H,4,165.324,b,no_target,RNA-FAM,phos,IVT-11C
536,01:50:00,E,6,327.357,a,target_added,RNA-FAM,phos,IVT-B1
537,01:50:00,F,6,353.60900000000004,a,target_added,RNA-FAM,phos,IVT-B1
538,01:50:00,G,6,169.675,b,no_target,RNA-FAM,phos,IVT-B1
539,01:50:00,H,6,171.15200000000002,b,no_target,RNA-FAM,phos,IVT-B1
540,01:50:00,E,8,637.359,a,target_added,RNA-FAM,phos,IVT-H6
541,01:50:00,F,8,601.485,a,target_added,RNA-FAM,phos,IVT-H6
542,01:50:00,G,8,168.855,b,no_target,RNA-FAM,phos,IVT-H6
543,01:50:00,H,8,172.74400000000003,b,no_target,RNA-FAM,phos,IVT-H6
544,01:50:00,E,10,373.913,a,target_added,RNA-FAM,phos,IVT-G8
545,01:50:00,F,10,388.667,a,target_added,RNA-FAM,phos,IVT-G8
546,01:50:00,G,10,196.665,b,no_target,RNA-FAM,phos,IVT-G8
547,01:50:00,H,10,188.861,b,no_target,RNA-FAM,phos,IVT-G8
548,01:50:00,E,12,608.514,a,target_added,RNA-FAM,phos,IVT-C4
549,01:50:00,F,12,641.864,a,target_added,RNA-FAM,phos,IVT-C4
550,01:50:00,G,12,171.701,b,no_target,RNA-FAM,phos,IVT-C4
551,01:50:00,H,12,171.399,b,no_target,RNA-FAM,phos,IVT-C4
552,01:50:00,E,14,655.836,a,target_added,RNA-FAM,no_phos,syn-11C
553,01:50:00,F,14,679.622,a,target_added,RNA-FAM,no_phos,syn-11C
554,01:50:00,G,14,270.70099999999996,b,no_target,RNA-FAM,no_phos,syn-11C
555,01:50:00,H,14,168.39700000000002,b,no_target,RNA-FAM,no_phos,syn-11C
556,01:50:00,E,16,742.4860000000001,a,target_added,RNA-FAM,no_phos,IVT-11C
557,01:50:00,F,16,718.049,a,target_added,RNA-FAM,no_phos,IVT-11C
558,01:50:00,G,16,183.21,b,no_target,RNA-FAM,no_phos,IVT-11C
559,01:50:00,H,16,181.263,b,no_target,RNA-FAM,no_phos,IVT-11C
560,01:50:00,E,18,398.846,a,target_added,RNA-FAM,no_phos,IVT-B1
561,01:50:00,F,18,399.695,a,target_added,RNA-FAM,no_phos,IVT-B1
562,01:50:00,G,18,187.40200000000002,b,no_target,RNA-FAM,no_phos,IVT-B1
563,01:50:00,H,18,186.076,b,no_target,RNA-FAM,no_phos,IVT-B1
564,01:50:00,E,20,585.0,a,target_added,RNA-FAM,no_phos,IVT-H6
565,01:50:00,F,20,572.438,a,target_added,RNA-FAM,no_phos,IVT-H6
566,01:50:00,G,20,186.12599999999998,b,no_target,RNA-FAM,no_phos,IVT-H6
567,01:50:00,H,20,198.273,b,no_target,RNA-FAM,no_phos,IVT-H6
568,01:50:00,E,22,375.019,a,target_added,RNA-FAM,no_phos,IVT-G8
569,01:50:00,F,22,359.25300000000004,a,target_added,RNA-FAM,no_phos,IVT-G8
570,01:50:00,G,22,200.646,b,no_target,RNA-FAM,no_phos,IVT-G8
571,01:50:00,H,22,201.01,b,no_target,RNA-FAM,no_phos,IVT-G8
572,01:50:00,E,24,545.535,a,target_added,RNA-FAM,no_phos,IVT-C4
573,01:50:00,F,24,549.425,a,target_added,RNA-FAM,no_phos,IVT-C4
574,01:50:00,G,24,185.71099999999998,b,no_target,RNA-FAM,no_phos,IVT-C4
575,01:50:00,H,24,188.265,b,no_target,RNA-FAM,no_phos,IVT-C4
576,02:00:00,E,2,767.7080000000001,a,target_added,RNA-FAM,phos,syn-11C
577,02:00:00,F,2,800.9889999999999,a,target_added,RNA-FAM,phos,syn-11C
578,02:00:00,G,2,169.667,b,no_target,RNA-FAM,phos,syn-11C
579,02:00:00,H,2,173.544,b,no_target,RNA-FAM,phos,syn-11C
580,02:00:00,E,4,741.559,a,target_added,RNA-FAM,phos,IVT-11C
581,02:00:00,F,4,894.7289999999999,a,target_added,RNA-FAM,phos,IVT-11C
582,02:00:00,G,4,167.42700000000002,b,no_target,RNA-FAM,phos,IVT-11C
583,02:00:00,H,4,167.782,b,no_target,RNA-FAM,phos,IVT-11C
584,02:00:00,E,6,346.958,a,target_added,RNA-FAM,phos,IVT-B1
585,02:00:00,F,6,379.91900000000004,a,target_added,RNA-FAM,phos,IVT-B1
586,02:00:00,G,6,170.92700000000002,b,no_target,RNA-FAM,phos,IVT-B1
587,02:00:00,H,6,169.98,b,no_target,RNA-FAM,phos,IVT-B1
588,02:00:00,E,8,682.188,a,target_added,RNA-FAM,phos,IVT-H6
589,02:00:00,F,8,644.82,a,target_added,RNA-FAM,phos,IVT-H6
590,02:00:00,G,8,172.783,b,no_target,RNA-FAM,phos,IVT-H6
591,02:00:00,H,8,176.11900000000003,b,no_target,RNA-FAM,phos,IVT-H6
592,02:00:00,E,10,396.135,a,target_added,RNA-FAM,phos,IVT-G8
593,02:00:00,F,10,416.884,a,target_added,RNA-FAM,phos,IVT-G8
594,02:00:00,G,10,200.355,b,no_target,RNA-FAM,phos,IVT-G8
595,02:00:00,H,10,193.68200000000002,b,no_target,RNA-FAM,phos,IVT-G8
596,02:00:00,E,12,661.95,a,target_added,RNA-FAM,phos,IVT-C4
597,02:00:00,F,12,700.5139999999999,a,target_added,RNA-FAM,phos,IVT-C4
598,02:00:00,G,12,174.567,b,no_target,RNA-FAM,phos,IVT-C4
599,02:00:00,H,12,174.433,b,no_target,RNA-FAM,phos,IVT-C4
600,02:00:00,E,14,713.7080000000001,a,target_added,RNA-FAM,no_phos,syn-11C
601,02:00:00,F,14,741.0239999999999,a,target_added,RNA-FAM,no_phos,syn-11C
602,02:00:00,G,14,278.103,b,no_target,RNA-FAM,no_phos,syn-11C
603,02:00:00,H,14,169.843,b,no_target,RNA-FAM,no_phos,syn-11C
604,02:00:00,E,16,800.763,a,target_added,RNA-FAM,no_phos,IVT-11C
605,02:00:00,F,16,774.8489999999999,a,target_added,RNA-FAM,no_phos,IVT-11C
606,02:00:00,G,16,187.426,b,no_target,RNA-FAM,no_phos,IVT-11C
607,02:00:00,H,16,180.47299999999998,b,no_target,RNA-FAM,no_phos,IVT-11C
608,02:00:00,E,18,430.08099999999996,a,target_added,RNA-FAM,no_phos,IVT-B1
609,02:00:00,F,18,430.355,a,target_added,RNA-FAM,no_phos,IVT-B1
610,02:00:00,G,18,189.077,b,no_target,RNA-FAM,no_phos,IVT-B1
611,02:00:00,H,18,187.523,b,no_target,RNA-FAM,no_phos,IVT-B1
612,02:00:00,E,20,629.6,a,target_added,RNA-FAM,no_phos,IVT-H6
613,02:00:00,F,20,608.9780000000001,a,target_added,RNA-FAM,no_phos,IVT-H6
614,02:00:00,G,20,188.493,b,no_target,RNA-FAM,no_phos,IVT-H6
615,02:00:00,H,20,198.533,b,no_target,RNA-FAM,no_phos,IVT-H6
616,02:00:00,E,22,396.811,a,target_added,RNA-FAM,no_phos,IVT-G8
617,02:00:00,F,22,378.402,a,target_added,RNA-FAM,no_phos,IVT-G8
618,02:00:00,G,22,200.925,b,no_target,RNA-FAM,no_phos,IVT-G8
619,02:00:00,H,22,205.29,b,no_target,RNA-FAM,no_phos,IVT-G8
620,02:00:00,E,24,587.989,a,target_added,RNA-FAM,no_phos,IVT-C4
621,02:00:00,F,24,582.1,a,target_added,RNA-FAM,no_phos,IVT-C4
622,02:00:00,G,24,186.09900000000002,b,no_target,RNA-FAM,no_phos,IVT-C4
623,02:00:00,H,24,187.47299999999998,b,no_target,RNA-FAM,no_phos,IVT-C4
624,02:10:00,E,2,819.545,a,target_added,RNA-FAM,phos,syn-11C
625,02:10:00,F,2,858.617,a,target_added,RNA-FAM,phos,syn-11C
626,02:10:00,G,2,169.75,b,no_target,RNA-FAM,phos,syn-11C
627,02:10:00,H,2,173.178,b,no_target,RNA-FAM,phos,syn-11C
628,02:10:00,E,4,784.5889999999999,a,target_added,RNA-FAM,phos,IVT-11C
629,02:10:00,F,4,943.9110000000001,a,target_added,RNA-FAM,phos,IVT-11C
630,02:10:00,G,4,166.976,b,no_target,RNA-FAM,phos,IVT-11C
631,02:10:00,H,4,168.72299999999998,b,no_target,RNA-FAM,phos,IVT-11C
632,02:10:00,E,6,359.55800000000005,a,target_added,RNA-FAM,phos,IVT-B1
633,02:10:00,F,6,400.772,a,target_added,RNA-FAM,phos,IVT-B1
634,02:10:00,G,6,171.63299999999998,b,no_target,RNA-FAM,phos,IVT-B1
635,02:10:00,H,6,171.24200000000002,b,no_target,RNA-FAM,phos,IVT-B1
636,02:10:00,E,8,719.29,a,target_added,RNA-FAM,phos,IVT-H6
637,02:10:00,F,8,679.936,a,target_added,RNA-FAM,phos,IVT-H6
638,02:10:00,G,8,173.34799999999998,b,no_target,RNA-FAM,phos,IVT-H6
639,02:10:00,H,8,176.04,b,no_target,RNA-FAM,phos,IVT-H6
640,02:10:00,E,10,414.903,a,target_added,RNA-FAM,phos,IVT-G8
641,02:10:00,F,10,435.66,a,target_added,RNA-FAM,phos,IVT-G8
642,02:10:00,G,10,201.507,b,no_target,RNA-FAM,phos,IVT-G8
643,02:10:00,H,10,195.545,b,no_target,RNA-FAM,phos,IVT-G8
644,02:10:00,E,12,710.5319999999999,a,target_added,RNA-FAM,phos,IVT-C4
645,02:10:00,F,12,753.65,a,target_added,RNA-FAM,phos,IVT-C4
646,02:10:00,G,12,175.549,b,no_target,RNA-FAM,phos,IVT-C4
647,02:10:00,H,12,173.185,b,no_target,RNA-FAM,phos,IVT-C4
648,02:10:00,E,14,764.323,a,target_added,RNA-FAM,no_phos,syn-11C
649,02:10:00,F,14,789.3789999999999,a,target_added,RNA-FAM,no_phos,syn-11C
650,02:10:00,G,14,285.62,b,no_target,RNA-FAM,no_phos,syn-11C
651,02:10:00,H,14,168.665,b,no_target,RNA-FAM,no_phos,syn-11C
652,02:10:00,E,16,848.5110000000001,a,target_added,RNA-FAM,no_phos,IVT-11C
653,02:10:00,F,16,824.3739999999999,a,target_added,RNA-FAM,no_phos,IVT-11C
654,02:10:00,G,16,187.363,b,no_target,RNA-FAM,no_phos,IVT-11C
655,02:10:00,H,16,181.793,b,no_target,RNA-FAM,no_phos,IVT-11C
656,02:10:00,E,18,460.551,a,target_added,RNA-FAM,no_phos,IVT-B1
657,02:10:00,F,18,458.491,a,target_added,RNA-FAM,no_phos,IVT-B1
658,02:10:00,G,18,191.24099999999999,b,no_target,RNA-FAM,no_phos,IVT-B1
