,time,row_384,column_384,rfu_value
11,00:00:00,L,1,25.628
12,00:00:00,M,1,21.003
13,00:00:00,N,1,6.112
14,00:00:00,O,1,9.085
27,00:00:00,L,3,23.879
28,00:00:00,M,3,21.651
29,00:00:00,N,3,6.5920000000000005
30,00:00:00,O,3,9.51
43,00:00:00,L,5,22.28
44,00:00:00,M,5,19.84
45,00:00:00,N,5,7.122000000000001
46,00:00:00,O,5,12.33
59,00:00:00,L,7,16.442999999999998
60,00:00:00,M,7,15.716
61,00:00:00,N,7,8.503
62,00:00:00,O,7,11.215
75,00:00:00,L,9,12.657
76,00:00:00,M,9,12.796
77,00:00:00,N,9,8.745
78,00:00:00,O,9,9.845
91,00:00:00,L,11,10.083
92,00:00:00,M,11,11.812999999999999
93,00:00:00,N,11,8.141
94,00:00:00,O,11,9.187999999999999
107,00:00:00,L,13,6.79
108,00:00:00,M,13,5.97
109,00:00:00,N,13,6.164
110,00:00:00,O,13,7.189
123,00:00:00,L,15,5.854
124,00:00:00,M,15,6.769
125,00:00:00,N,15,5.501
126,00:00:00,O,15,5.939
139,00:00:00,L,17,5.251
140,00:00:00,M,17,4.952
141,00:00:00,N,17,4.648
142,00:00:00,O,17,5.564
155,00:00:00,L,19,4.721
156,00:00:00,M,19,4.287
157,00:00:00,N,19,4.632
158,00:00:00,O,19,4.361000000000001
171,00:00:00,L,21,4.433
172,00:00:00,M,21,4.165
173,00:00:00,N,21,5.353
174,00:00:00,O,21,4.886
187,00:00:00,L,23,4.458
188,00:00:00,M,23,4.336
189,00:00:00,N,23,4.735
190,00:00:00,O,23,5.372999999999999
203,00:10:00,L,1,41.51
204,00:10:00,M,1,34.609
205,00:10:00,N,1,7.8020000000000005
206,00:10:00,O,1,12.2
219,00:10:00,L,3,39.150999999999996
220,00:10:00,M,3,36.484
221,00:10:00,N,3,8.767000000000001
222,00:10:00,O,3,13.151
235,00:10:00,L,5,38.62
236,00:10:00,M,5,33.623000000000005
237,00:10:00,N,5,9.462
238,00:10:00,O,5,18.17
251,00:10:00,L,7,27.203000000000003
252,00:10:00,M,7,25.678
253,00:10:00,N,7,11.682
254,00:10:00,O,7,17.645
267,00:10:00,L,9,19.732
268,00:10:00,M,9,21.320999999999998
269,00:10:00,N,9,12.4
270,00:10:00,O,9,14.469000000000001
283,00:10:00,L,11,15.589
284,00:10:00,M,11,17.119
285,00:10:00,N,11,11.133
286,00:10:00,O,11,12.21
299,00:10:00,L,13,8.526
300,00:10:00,M,13,8.227
301,00:10:00,N,13,7.837000000000001
302,00:10:00,O,13,9.514
315,00:10:00,L,15,7.189
316,00:10:00,M,15,8.263
317,00:10:00,N,15,6.114
318,00:10:00,O,15,7.106
331,00:10:00,L,17,5.556
332,00:10:00,M,17,5.3020000000000005
333,00:10:00,N,17,5.11
334,00:10:00,O,17,6.415
347,00:10:00,L,19,4.999
348,00:10:00,M,19,4.62
349,00:10:00,N,19,4.893
350,00:10:00,O,19,5.05
363,00:10:00,L,21,4.319
364,00:10:00,M,21,4.584
365,00:10:00,N,21,5.356
366,00:10:00,O,21,4.962
379,00:10:00,L,23,4.401
380,00:10:00,M,23,4.439
381,00:10:00,N,23,4.824
382,00:10:00,O,23,5.4270000000000005
395,00:20:00,L,1,57.443000000000005
396,00:20:00,M,1,48.247
397,00:20:00,N,1,9.684
398,00:20:00,O,1,15.205
411,00:20:00,L,3,56.621
412,00:20:00,M,3,50.93600000000001
413,00:20:00,N,3,10.582
414,00:20:00,O,3,16.451
427,00:20:00,L,5,56.365
428,00:20:00,M,5,47.468999999999994
429,00:20:00,N,5,11.995999999999999
430,00:20:00,O,5,25.311
443,00:20:00,L,7,39.955
444,00:20:00,M,7,37.439
445,00:20:00,N,7,15.135
446,00:20:00,O,7,23.826
459,00:20:00,L,9,27.898000000000003
460,00:20:00,M,9,30.503
461,00:20:00,N,9,16.301
462,00:20:00,O,9,19.55
475,00:20:00,L,11,21.359
476,00:20:00,M,11,23.104
477,00:20:00,N,11,15.435
478,00:20:00,O,11,16.742
491,00:20:00,L,13,10.452
492,00:20:00,M,13,10.789000000000001
493,00:20:00,N,13,9.658999999999999
494,00:20:00,O,13,12.123
507,00:20:00,L,15,9.029
508,00:20:00,M,15,9.956
509,00:20:00,N,15,7.207999999999999
510,00:20:00,O,15,8.375
523,00:20:00,L,17,6.199
524,00:20:00,M,17,6.245
525,00:20:00,N,17,5.331
526,00:20:00,O,17,7.1579999999999995
539,00:20:00,L,19,5.165
540,00:20:00,M,19,4.734
541,00:20:00,N,19,4.95
542,00:20:00,O,19,4.855
555,00:20:00,L,21,4.592
556,00:20:00,M,21,4.258
557,00:20:00,N,21,5.229
558,00:20:00,O,21,4.922
571,00:20:00,L,23,4.149
572,00:20:00,M,23,4.18
573,00:20:00,N,23,4.404
574,00:20:00,O,23,5.186
587,00:30:00,L,1,75.001
588,00:30:00,M,1,64.169
589,00:30:00,N,1,11.47
590,00:30:00,O,1,18.712
603,00:30:00,L,3,74.762
604,00:30:00,M,3,67.419
605,00:30:00,N,3,13.457
606,00:30:00,O,3,21.265
619,00:30:00,L,5,75.107
620,00:30:00,M,5,64.788
621,00:30:00,N,5,15.126
622,00:30:00,O,5,33.078
635,00:30:00,L,7,53.313
636,00:30:00,M,7,51.271
637,00:30:00,N,7,20.199
638,00:30:00,O,7,31.773000000000003
651,00:30:00,L,9,38.506
652,00:30:00,M,9,40.931
653,00:30:00,N,9,21.68
654,00:30:00,O,9,25.801
667,00:30:00,L,11,28.826
668,00:30:00,M,11,30.408
669,00:30:00,N,11,19.271
670,00:30:00,O,11,22.366999999999997
683,00:30:00,L,13,13.720999999999998
684,00:30:00,M,13,14.235
685,00:30:00,N,13,11.616
686,00:30:00,O,13,14.894
699,00:30:00,L,15,11.184000000000001
700,00:30:00,M,15,12.71
701,00:30:00,N,15,9.202
702,00:30:00,O,15,10.148
715,00:30:00,L,17,7.376
716,00:30:00,M,17,6.999
717,00:30:00,N,17,6.072
718,00:30:00,O,17,8.467
731,00:30:00,L,19,5.332999999999999
732,00:30:00,M,19,4.994
733,00:30:00,N,19,5.29
734,00:30:00,O,19,5.292000000000001
747,00:30:00,L,21,4.835
748,00:30:00,M,21,4.35
749,00:30:00,N,21,5.571000000000001
750,00:30:00,O,21,5.309
763,00:30:00,L,23,4.158
764,00:30:00,M,23,4.343
765,00:30:00,N,23,4.753
766,00:30:00,O,23,5.176
779,00:40:00,L,1,96.221
780,00:40:00,M,1,80.883
781,00:40:00,N,1,14.123
782,00:40:00,O,1,23.17
795,00:40:00,L,3,96.105
796,00:40:00,M,3,88.007
797,00:40:00,N,3,16.654
798,00:40:00,O,3,27.658
811,00:40:00,L,5,97.719
812,00:40:00,M,5,84.58
813,00:40:00,N,5,19.007
814,00:40:00,O,5,43.36
827,00:40:00,L,7,70.917
828,00:40:00,M,7,67.21
829,00:40:00,N,7,25.88
830,00:40:00,O,7,40.924
843,00:40:00,L,9,50.888999999999996
844,00:40:00,M,9,54.766000000000005
