,time,row_384,column_384,rfu_value,input_conc,input_conc_pg,replicate,reaction_volume,strain
854,,C,13,,10fg,2,c,full,H37Rv
855,,D,13,,H20_RPA,0,a,quarter,H20_RPA
856,,E,13,,H20_RPA,0,b,quarter,H20_RPA
857,,F,13,,H20_RPA,0,c,quarter,H20_RPA
858,,A,15,,H20_RPA,0,a,full,H20_RPA
859,,B,15,,H20_RPA,0,b,full,H20_RPA
860,,C,15,,H20_RPA,0,c,full,H20_RPA
861,,D,15,,H20_cas12a,0,a,quarter,H20_cas12a
862,,E,15,,H20_cas12a,0,b,quarter,H20_cas12a
863,,F,15,,H20_cas12a,0,c,quarter,H20_cas12a
864,,A,1,,100pg,20000,a,full,Clinical_041a
865,,B,1,,100pg,20000,b,full,Clinical_041a
866,,C,1,,100pg,20000,c,full,Clinical_041a
867,,D,1,,100pg,20000,a,quarter,Clinical_041a
868,,E,1,,100pg,20000,b,quarter,Clinical_041a
869,,F,1,,100pg,20000,c,quarter,Clinical_041a
870,,A,3,,1ng,200000,a,full,H37Rv
871,,B,3,,1ng,200000,b,full,H37Rv
872,,C,3,,1ng,200000,c,full,H37Rv
873,,D,3,,1ng,200000,a,quarter,H37Rv
874,,E,3,,1ng,200000,b,quarter,H37Rv
875,,F,3,,1ng,200000,c,quarter,H37Rv
876,,A,5,,100pg,20000,a,full,H37Rv
877,,B,5,,100pg,20000,b,full,H37Rv
878,,C,5,,100pg,20000,c,full,H37Rv
879,,D,5,,100pg,20000,a,quarter,H37Rv
880,,E,5,,100pg,20000,b,quarter,H37Rv
881,,F,5,,100pg,20000,c,quarter,H37Rv
882,,A,7,,10pg,2000,a,full,H37Rv
883,,B,7,,10pg,2000,b,full,H37Rv
884,,C,7,,10pg,2000,c,full,H37Rv
885,,D,7,,10pg,2000,a,quarter,H37Rv
886,,E,7,,10pg,2000,b,quarter,H37Rv
887,,F,7,,10pg,2000,c,quarter,H37Rv
888,,A,9,,1pg,200,a,full,H37Rv
889,,B,9,,1pg,200,b,full,H37Rv
890,,C,9,,1pg,200,c,full,H37Rv
891,,D,9,,1pg,200,a,quarter,H37Rv
892,,E,9,,1pg,200,b,quarter,H37Rv
893,,F,9,,1pg,200,c,quarter,H37Rv
894,,A,11,,100fg,20,a,full,H37Rv
895,,B,11,,100fg,20,b,full,H37Rv
896,,C,11,,100fg,20,c,full,H37Rv
897,,D,11,,100fg,20,a,quarter,H37Rv
898,,E,11,,100fg,20,b,quarter,H37Rv
899,,F,11,,100fg,20,c,quarter,H37Rv
900,,A,13,,10fg,2,a,full,H37Rv
901,,B,13,,10fg,2,b,full,H37Rv
902,,C,13,,10fg,2,c,full,H37Rv
903,,D,13,,H20_RPA,0,a,quarter,H20_RPA
904,,E,13,,H20_RPA,0,b,quarter,H20_RPA
905,,F,13,,H20_RPA,0,c,quarter,H20_RPA
906,,A,15,,H20_RPA,0,a,full,H20_RPA
907,,B,15,,H20_RPA,0,b,full,H20_RPA
908,,C,15,,H20_RPA,0,c,full,H20_RPA
909,,D,15,,H20_cas12a,0,a,quarter,H20_cas12a
910,,E,15,,H20_cas12a,0,b,quarter,H20_cas12a
911,,F,15,,H20_cas12a,0,c,quarter,H20_cas12a
912,,A,1,,100pg,20000,a,full,Clinical_041a
913,,B,1,,100pg,20000,b,full,Clinical_041a
914,,C,1,,100pg,20000,c,full,Clinical_041a
915,,D,1,,100pg,20000,a,quarter,Clinical_041a
916,,E,1,,100pg,20000,b,quarter,Clinical_041a
917,,F,1,,100pg,20000,c,quarter,Clinical_041a
918,,A,3,,1ng,200000,a,full,H37Rv
919,,B,3,,1ng,200000,b,full,H37Rv
920,,C,3,,1ng,200000,c,full,H37Rv
921,,D,3,,1ng,200000,a,quarter,H37Rv
922,,E,3,,1ng,200000,b,quarter,H37Rv
923,,F,3,,1ng,200000,c,quarter,H37Rv
924,,A,5,,100pg,20000,a,full,H37Rv
925,,B,5,,100pg,20000,b,full,H37Rv
926,,C,5,,100pg,20000,c,full,H37Rv
927,,D,5,,100pg,20000,a,quarter,H37Rv
928,,E,5,,100pg,20000,b,quarter,H37Rv
929,,F,5,,100pg,20000,c,quarter,H37Rv
930,,A,7,,10pg,2000,a,full,H37Rv
931,,B,7,,10pg,2000,b,full,H37Rv
932,,C,7,,10pg,2000,c,full,H37Rv
933,,D,7,,10pg,2000,a,quarter,H37Rv
934,,E,7,,10pg,2000,b,quarter,H37Rv
935,,F,7,,10pg,2000,c,quarter,H37Rv
936,,A,9,,1pg,200,a,full,H37Rv
937,,B,9,,1pg,200,b,full,H37Rv
938,,C,9,,1pg,200,c,full,H37Rv
939,,D,9,,1pg,200,a,quarter,H37Rv
940,,E,9,,1pg,200,b,quarter,H37Rv
941,,F,9,,1pg,200,c,quarter,H37Rv
942,,A,11,,100fg,20,a,full,H37Rv
943,,B,11,,100fg,20,b,full,H37Rv
944,,C,11,,100fg,20,c,full,H37Rv
945,,D,11,,100fg,20,a,quarter,H37Rv
946,,E,11,,100fg,20,b,quarter,H37Rv
947,,F,11,,100fg,20,c,quarter,H37Rv
948,,A,13,,10fg,2,a,full,H37Rv
949,,B,13,,10fg,2,b,full,H37Rv
950,,C,13,,10fg,2,c,full,H37Rv
951,,D,13,,H20_RPA,0,a,quarter,H20_RPA
952,,E,13,,H20_RPA,0,b,quarter,H20_RPA
953,,F,13,,H20_RPA,0,c,quarter,H20_RPA
954,,A,15,,H20_RPA,0,a,full,H20_RPA
955,,B,15,,H20_RPA,0,b,full,H20_RPA
956,,C,15,,H20_RPA,0,c,full,H20_RPA
957,,D,15,,H20_cas12a,0,a,quarter,H20_cas12a
958,,E,15,,H20_cas12a,0,b,quarter,H20_cas12a
959,,F,15,,H20_cas12a,0,c,quarter,H20_cas12a
960,,A,1,,100pg,20000,a,full,Clinical_041a
961,,B,1,,100pg,20000,b,full,Clinical_041a
962,,C,1,,100pg,20000,c,full,Clinical_041a
963,,D,1,,100pg,20000,a,quarter,Clinical_041a
964,,E,1,,100pg,20000,b,quarter,Clinical_041a
965,,F,1,,100pg,20000,c,quarter,Clinical_041a
966,,A,3,,1ng,200000,a,full,H37Rv
967,,B,3,,1ng,200000,b,full,H37Rv
968,,C,3,,1ng,200000,c,full,H37Rv
969,,D,3,,1ng,200000,a,quarter,H37Rv
970,,E,3,,1ng,200000,b,quarter,H37Rv
971,,F,3,,1ng,200000,c,quarter,H37Rv
972,,A,5,,100pg,20000,a,full,H37Rv
973,,B,5,,100pg,20000,b,full,H37Rv
974,,C,5,,100pg,20000,c,full,H37Rv
975,,D,5,,100pg,20000,a,quarter,H37Rv
976,,E,5,,100pg,20000,b,quarter,H37Rv
977,,F,5,,100pg,20000,c,quarter,H37Rv
978,,A,7,,10pg,2000,a,full,H37Rv
979,,B,7,,10pg,2000,b,full,H37Rv
980,,C,7,,10pg,2000,c,full,H37Rv
981,,D,7,,10pg,2000,a,quarter,H37Rv
982,,E,7,,10pg,2000,b,quarter,H37Rv
983,,F,7,,10pg,2000,c,quarter,H37Rv
984,,A,9,,1pg,200,a,full,H37Rv
985,,B,9,,1pg,200,b,full,H37Rv
986,,C,9,,1pg,200,c,full,H37Rv
987,,D,9,,1pg,200,a,quarter,H37Rv
988,,E,9,,1pg,200,b,quarter,H37Rv
989,,F,9,,1pg,200,c,quarter,H37Rv
990,,A,11,,100fg,20,a,full,H37Rv
991,,B,11,,100fg,20,b,full,H37Rv
992,,C,11,,100fg,20,c,full,H37Rv
993,,D,11,,100fg,20,a,quarter,H37Rv
994,,E,11,,100fg,20,b,quarter,H37Rv
995,,F,11,,100fg,20,c,quarter,H37Rv
996,,A,13,,10fg,2,a,full,H37Rv
997,,B,13,,10fg,2,b,full,H37Rv
998,,C,13,,10fg,2,c,full,H37Rv
999,,D,13,,H20_RPA,0,a,quarter,H20_RPA
1000,,E,13,,H20_RPA,0,b,quarter,H20_RPA
1001,,F,13,,H20_RPA,0,c,quarter,H20_RPA
1002,,A,15,,H20_RPA,0,a,full,H20_RPA
1003,,B,15,,H20_RPA,0,b,full,H20_RPA
1004,,C,15,,H20_RPA,0,c,full,H20_RPA
1005,,D,15,,H20_cas12a,0,a,quarter,H20_cas12a
1006,,E,15,,H20_cas12a,0,b,quarter,H20_cas12a
1007,,F,15,,H20_cas12a,0,c,quarter,H20_cas12a
1008,,A,1,,100pg,20000,a,full,Clinical_041a
1009,,B,1,,100pg,20000,b,full,Clinical_041a
1010,,C,1,,100pg,20000,c,full,Clinical_041a
1011,,D,1,,100pg,20000,a,quarter,Clinical_041a
1012,,E,1,,100pg,20000,b,quarter,Clinical_041a
1013,,F,1,,100pg,20000,c,quarter,Clinical_041a
1014,,A,3,,1ng,200000,a,full,H37Rv
1015,,B,3,,1ng,200000,b,full,H37Rv
1016,,C,3,,1ng,200000,c,full,H37Rv
1017,,D,3,,1ng,200000,a,quarter,H37Rv
1018,,E,3,,1ng,200000,b,quarter,H37Rv
1019,,F,3,,1ng,200000,c,quarter,H37Rv
1020,,A,5,,100pg,20000,a,full,H37Rv
1021,,B,5,,100pg,20000,b,full,H37Rv
1022,,C,5,,100pg,20000,c,full,H37Rv
1023,,D,5,,100pg,20000,a,quarter,H37Rv
1024,,E,5,,100pg,20000,b,quarter,H37Rv
1025,,F,5,,100pg,20000,c,quarter,H37Rv
1026,,A,7,,10pg,2000,a,full,H37Rv
1027,,B,7,,10pg,2000,b,full,H37Rv
1028,,C,7,,10pg,2000,c,full,H37Rv
1029,,D,7,,10pg,2000,a,quarter,H37Rv
1030,,E,7,,10pg,2000,b,quarter,H37Rv
1031,,F,7,,10pg,2000,c,quarter,H37Rv
1032,,A,9,,1pg,200,a,full,H37Rv
1033,,B,9,,1pg,200,b,full,H37Rv
1034,,C,9,,1pg,200,c,full,H37Rv
1035,,D,9,,1pg,200,a,quarter,H37Rv
1036,,E,9,,1pg,200,b,quarter,H37Rv
1037,,F,9,,1pg,200,c,quarter,H37Rv
1038,,A,11,,100fg,20,a,full,H37Rv
1039,,B,11,,100fg,20,b,full,H37Rv
1040,,C,11,,100fg,20,c,full,H37Rv
1041,,D,11,,100fg,20,a,quarter,H37Rv
1042,,E,11,,100fg,20,b,quarter,H37Rv
1043,,F,11,,100fg,20,c,quarter,H37Rv
1044,,A,13,,10fg,2,a,full,H37Rv
1045,,B,13,,10fg,2,b,full,H37Rv
1046,,C,13,,10fg,2,c,full,H37Rv
1047,,D,13,,H20_RPA,0,a,quarter,H20_RPA
1048,,E,13,,H20_RPA,0,b,quarter,H20_RPA
1049,,F,13,,H20_RPA,0,c,quarter,H20_RPA
1050,,A,15,,H20_RPA,0,a,full,H20_RPA
1051,,B,15,,H20_RPA,0,b,full,H20_RPA
1052,,C,15,,H20_RPA,0,c,full,H20_RPA
1053,,D,15,,H20_cas12a,0,a,quarter,H20_cas12a
1054,,E,15,,H20_cas12a,0,b,quarter,H20_cas12a
1055,,F,15,,H20_cas12a,0,c,quarter,H20_cas12a
1056,,A,1,,100pg,20000,a,full,Clinical_041a
1057,,B,1,,100pg,20000,b,full,Clinical_041a
1058,,C,1,,100pg,20000,c,full,Clinical_041a
1059,,D,1,,100pg,20000,a,quarter,Clinical_041a
1060,,E,1,,100pg,20000,b,quarter,Clinical_041a
1061,,F,1,,100pg,20000,c,quarter,Clinical_041a
1062,,A,3,,1ng,200000,a,full,H37Rv
1063,,B,3,,1ng,200000,b,full,H37Rv
1064,,C,3,,1ng,200000,c,full,H37Rv
1065,,D,3,,1ng,200000,a,quarter,H37Rv
1066,,E,3,,1ng,200000,b,quarter,H37Rv
1067,,F,3,,1ng,200000,c,quarter,H37Rv
1068,,A,5,,100pg,20000,a,full,H37Rv
1069,,B,5,,100pg,20000,b,full,H37Rv
1070,,C,5,,100pg,20000,c,full,H37Rv
1071,,D,5,,100pg,20000,a,quarter,H37Rv
1072,,E,5,,100pg,20000,b,quarter,H37Rv
1073,,F,5,,100pg,20000,c,quarter,H37Rv
1074,,A,7,,10pg,2000,a,full,H37Rv
1075,,B,7,,10pg,2000,b,full,H37Rv
1076,,C,7,,10pg,2000,c,full,H37Rv
1077,,D,7,,10pg,2000,a,quarter,H37Rv
1078,,E,7,,10pg,2000,b,quarter,H37Rv
1079,,F,7,,10pg,2000,c,quarter,H37Rv
1080,,A,9,,1pg,200,a,full,H37Rv
1081,,B,9,,1pg,200,b,full,H37Rv
1082,,C,9,,1pg,200,c,full,H37Rv
1083,,D,9,,1pg,200,a,quarter,H37Rv
1084,,E,9,,1pg,200,b,quarter,H37Rv
1085,,F,9,,1pg,200,c,quarter,H37Rv
1086,,A,11,,100fg,20,a,full,H37Rv
1087,,B,11,,100fg,20,b,full,H37Rv
1088,,C,11,,100fg,20,c,full,H37Rv
1089,,D,11,,100fg,20,a,quarter,H37Rv
1090,,E,11,,100fg,20,b,quarter,H37Rv
1091,,F,11,,100fg,20,c,quarter,H37Rv
1092,,A,13,,10fg,2,a,full,H37Rv
1093,,B,13,,10fg,2,b,full,H37Rv
1094,,C,13,,10fg,2,c,full,H37Rv
1095,,D,13,,H20_RPA,0,a,quarter,H20_RPA
1096,,E,13,,H20_RPA,0,b,quarter,H20_RPA
1097,,F,13,,H20_RPA,0,c,quarter,H20_RPA
1098,,A,15,,H20_RPA,0,a,full,H20_RPA
1099,,B,15,,H20_RPA,0,b,full,H20_RPA
1100,,C,15,,H20_RPA,0,c,full,H20_RPA
1101,,D,15,,H20_cas12a,0,a,quarter,H20_cas12a
1102,,E,15,,H20_cas12a,0,b,quarter,H20_cas12a
1103,,F,15,,H20_cas12a,0,c,quarter,H20_cas12a
1104,,A,1,,100pg,20000,a,full,Clinical_041a
1105,,B,1,,100pg,20000,b,full,Clinical_041a
1106,,C,1,,100pg,20000,c,full,Clinical_041a
1107,,D,1,,100pg,20000,a,quarter,Clinical_041a
1108,,E,1,,100pg,20000,b,quarter,Clinical_041a
1109,,F,1,,100pg,20000,c,quarter,Clinical_041a
1110,,A,3,,1ng,200000,a,full,H37Rv
1111,,B,3,,1ng,200000,b,full,H37Rv
1112,,C,3,,1ng,200000,c,full,H37Rv
1113,,D,3,,1ng,200000,a,quarter,H37Rv
1114,,E,3,,1ng,200000,b,quarter,H37Rv
1115,,F,3,,1ng,200000,c,quarter,H37Rv
1116,,A,5,,100pg,20000,a,full,H37Rv
1117,,B,5,,100pg,20000,b,full,H37Rv
1118,,C,5,,100pg,20000,c,full,H37Rv
1119,,D,5,,100pg,20000,a,quarter,H37Rv
1120,,E,5,,100pg,20000,b,quarter,H37Rv
1121,,F,5,,100pg,20000,c,quarter,H37Rv
1122,,A,7,,10pg,2000,a,full,H37Rv
1123,,B,7,,10pg,2000,b,full,H37Rv
1124,,C,7,,10pg,2000,c,full,H37Rv
1125,,D,7,,10pg,2000,a,quarter,H37Rv
1126,,E,7,,10pg,2000,b,quarter,H37Rv
1127,,F,7,,10pg,2000,c,quarter,H37Rv
1128,,A,9,,1pg,200,a,full,H37Rv
1129,,B,9,,1pg,200,b,full,H37Rv
1130,,C,9,,1pg,200,c,full,H37Rv
1131,,D,9,,1pg,200,a,quarter,H37Rv
1132,,E,9,,1pg,200,b,quarter,H37Rv
1133,,F,9,,1pg,200,c,quarter,H37Rv
1134,,A,11,,100fg,20,a,full,H37Rv
1135,,B,11,,100fg,20,b,full,H37Rv
1136,,C,11,,100fg,20,c,full,H37Rv
1137,,D,11,,100fg,20,a,quarter,H37Rv
1138,,E,11,,100fg,20,b,quarter,H37Rv
1139,,F,11,,100fg,20,c,quarter,H37Rv
1140,,A,13,,10fg,2,a,full,H37Rv
1141,,B,13,,10fg,2,b,full,H37Rv
1142,,C,13,,10fg,2,c,full,H37Rv
1143,,D,13,,H20_RPA,0,a,quarter,H20_RPA
1144,,E,13,,H20_RPA,0,b,quarter,H20_RPA
1145,,F,13,,H20_RPA,0,c,quarter,H20_RPA
1146,,A,15,,H20_RPA,0,a,full,H20_RPA
1147,,B,15,,H20_RPA,0,b,full,H20_RPA
1148,,C,15,,H20_RPA,0,c,full,H20_RPA
1149,,D,15,,H20_cas12a,0,a,quarter,H20_cas12a
1150,,E,15,,H20_cas12a,0,b,quarter,H20_cas12a
1151,,F,15,,H20_cas12a,0,c,quarter,H20_cas12a
1152,,A,1,,100pg,20000,a,full,Clinical_041a
1153,,B,1,,100pg,20000,b,full,Clinical_041a
1154,,C,1,,100pg,20000,c,full,Clinical_041a
1155,,D,1,,100pg,20000,a,quarter,Clinical_041a
1156,,E,1,,100pg,20000,b,quarter,Clinical_041a
1157,,F,1,,100pg,20000,c,quarter,Clinical_041a
1158,,A,3,,1ng,200000,a,full,H37Rv
1159,,B,3,,1ng,200000,b,full,H37Rv
1160,,C,3,,1ng,200000,c,full,H37Rv
1161,,D,3,,1ng,200000,a,quarter,H37Rv
1162,,E,3,,1ng,200000,b,quarter,H37Rv
1163,,F,3,,1ng,200000,c,quarter,H37Rv
1164,,A,5,,100pg,20000,a,full,H37Rv
1165,,B,5,,100pg,20000,b,full,H37Rv
1166,,C,5,,100pg,20000,c,full,H37Rv
1167,,D,5,,100pg,20000,a,quarter,H37Rv
1168,,E,5,,100pg,20000,b,quarter,H37Rv
1169,,F,5,,100pg,20000,c,quarter,H37Rv
1170,,A,7,,10pg,2000,a,full,H37Rv
1171,,B,7,,10pg,2000,b,full,H37Rv
1172,,C,7,,10pg,2000,c,full,H37Rv
1173,,D,7,,10pg,2000,a,quarter,H37Rv
1174,,E,7,,10pg,2000,b,quarter,H37Rv
1175,,F,7,,10pg,2000,c,quarter,H37Rv
1176,,A,9,,1pg,200,a,full,H37Rv
1177,,B,9,,1pg,200,b,full,H37Rv
1178,,C,9,,1pg,200,c,full,H37Rv
1179,,D,9,,1pg,200,a,quarter,H37Rv
1180,,E,9,,1pg,200,b,quarter,H37Rv
1181,,F,9,,1pg,200,c,quarter,H37Rv
1182,,A,11,,100fg,20,a,full,H37Rv
1183,,B,11,,100fg,20,b,full,H37Rv
1184,,C,11,,100fg,20,c,full,H37Rv
1185,,D,11,,100fg,20,a,quarter,H37Rv
1186,,E,11,,100fg,20,b,quarter,H37Rv
1187,,F,11,,100fg,20,c,quarter,H37Rv
1188,,A,13,,10fg,2,a,full,H37Rv
1189,,B,13,,10fg,2,b,full,H37Rv
1190,,C,13,,10fg,2,c,full,H37Rv
1191,,D,13,,H20_RPA,0,a,quarter,H20_RPA
1192,,E,13,,H20_RPA,0,b,quarter,H20_RPA
1193,,F,13,,H20_RPA,0,c,quarter,H20_RPA
1194,,A,15,,H20_RPA,0,a,full,H20_RPA
1195,,B,15,,H20_RPA,0,b,full,H20_RPA
1196,,C,15,,H20_RPA,0,c,full,H20_RPA
1197,,D,15,,H20_cas12a,0,a,quarter,H20_cas12a
1198,,E,15,,H20_cas12a,0,b,quarter,H20_cas12a
1199,,F,15,,H20_cas12a,0,c,quarter,H20_cas12a
