,time,row_384,column_384,rfu_value,replicate,sample_set,standard_conc,reporter,gRNA,target_DNA,target_DNA_input_concentration,target_DNA_input_DNA_molecules,hours,minutes,seconds,cas12a_timing,cas12a_minutes
13572,11:40:00,E,17,571.419,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,40,00,30mins,30
13574,11:40:00,G,17,781.942,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,40,00,1hr,60
13576,11:40:00,I,17,1097.01,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,40,00,2hr,120
13578,11:40:00,K,17,1288.915,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,40,00,3hr,180
13580,11:40:00,M,17,1181.506,b,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,11,40,00,3hr,180
13582,11:40:00,O,17,31.506999999999998,,,,r17U-TTATT-phos,,,,,11,40,00,,
13584,11:40:00,A,19,22.914,a,NANCI_UMP_standard,0.0195312,,,,,,11,40,00,NANCI_UMP_standard,0
13585,11:40:00,B,19,22.914,b,NANCI_UMP_standard,0.0195312,,,,,,11,40,00,NANCI_UMP_standard,0
13586,11:40:00,C,19,20.05,c,NANCI_UMP_standard,0.0195312,,,,,,11,40,00,NANCI_UMP_standard,0
13588,11:40:00,E,19,108.84200000000001,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,40,00,30mins,30
13590,11:40:00,G,19,133.188,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,40,00,1hr,60
13592,11:40:00,I,19,190.47299999999998,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,40,00,2hr,120
13594,11:40:00,K,19,213.387,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,40,00,3hr,180
13596,11:40:00,M,19,2221.231,b,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,11,40,00,3hr,180
13598,11:40:00,O,19,12.889000000000001,,,,r17U-TTATT-phos,,,,,11,40,00,,
13600,11:40:00,A,21,11.457,a,NANCI_UMP_standard,0.0097656,,,,,,11,40,00,NANCI_UMP_standard,0
13601,11:40:00,B,21,15.753,b,NANCI_UMP_standard,0.0097656,,,,,,11,40,00,NANCI_UMP_standard,0
13602,11:40:00,C,21,20.05,c,NANCI_UMP_standard,0.0097656,,,,,,11,40,00,NANCI_UMP_standard,0
13604,11:40:00,E,21,54.42100000000001,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,40,00,30mins,30
13606,11:40:00,G,21,45.828,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,40,00,1hr,60
13608,11:40:00,I,21,52.989,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,40,00,2hr,120
13610,11:40:00,K,21,77.335,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,40,00,3hr,180
13612,11:40:00,M,21,34.371,b,NANCI_UMP_sample,,r17U-TTATT-phos,no_gRNA,IS1081_H6,4nM,2.4E10,11,40,00,3hr,180
13614,11:40:00,O,21,12.889000000000001,,,,r17U-TTATT-phos,,,,,11,40,00,,
13616,11:40:00,A,23,27.21,a,NANCI_UMP_standard,0,,,,,,11,40,00,NANCI_UMP_standard,0
13617,11:40:00,B,23,14.321,b,NANCI_UMP_standard,0,,,,,,11,40,00,NANCI_UMP_standard,0
13618,11:40:00,C,23,7.1610000000000005,c,NANCI_UMP_standard,0,,,,,,11,40,00,NANCI_UMP_standard,0
13620,11:40:00,E,23,45.828,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,40,00,30mins,30
13622,11:40:00,G,23,48.692,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,40,00,1hr,60
13624,11:40:00,I,23,38.667,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,40,00,2hr,120
13626,11:40:00,K,23,34.371,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,40,00,3hr,180
13628,11:40:00,M,23,37.235,b,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6,none,0nM,0,11,40,00,3hr,180
13630,11:40:00,O,23,21.482,,,,r17U-TTATT-phos,,,,,11,40,00,,
13632,11:50:00,A,1,595.304,a,NANCI_UMP_standard,10,,,,,,11,50,00,NANCI_UMP_standard,0
13633,11:50:00,B,1,530.753,b,NANCI_UMP_standard,10,,,,,,11,50,00,NANCI_UMP_standard,0
13634,11:50:00,C,1,519.2769999999999,c,NANCI_UMP_standard,10,,,,,,11,50,00,NANCI_UMP_standard,0
13636,11:50:00,E,1,658.421,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,50,00,30mins,30
13638,11:50:00,G,1,712.93,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,50,00,1hr,60
13640,11:50:00,I,1,1216.4289999999999,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,50,00,2hr,120
13642,11:50:00,K,1,1247.987,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,50,00,3hr,180
13644,11:50:00,M,1,5918.613,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,11,50,00,3hr,180
13646,11:50:00,O,1,6681.75,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,11,50,00,3hr,180
13648,11:50:00,A,3,295.5,a,NANCI_UMP_standard,5,,,,,,11,50,00,NANCI_UMP_standard,0
13649,11:50:00,B,3,309.845,b,NANCI_UMP_standard,5,,,,,,11,50,00,NANCI_UMP_standard,0
13650,11:50:00,C,3,279.721,c,NANCI_UMP_standard,5,,,,,,11,50,00,NANCI_UMP_standard,0
13652,11:50:00,E,3,114.757,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,50,00,30mins,30
13654,11:50:00,G,3,149.185,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,50,00,1hr,60
13656,11:50:00,I,3,213.736,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,50,00,2hr,120
13658,11:50:00,K,3,213.736,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,50,00,3hr,180
13660,11:50:00,M,3,4356.478,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,11,50,00,3hr,180
13662,11:50:00,O,3,4626.157999999999,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,11,50,00,3hr,180
13664,11:50:00,A,5,167.833,a,NANCI_UMP_standard,2.5,,,,,,11,50,00,NANCI_UMP_standard,0
13665,11:50:00,B,5,172.136,b,NANCI_UMP_standard,2.5,,,,,,11,50,00,NANCI_UMP_standard,0
13666,11:50:00,C,5,131.971,c,NANCI_UMP_standard,2.5,,,,,,11,50,00,NANCI_UMP_standard,0
13668,11:50:00,E,5,47.336999999999996,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,50,00,30mins,30
13670,11:50:00,G,5,63.117,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,50,00,1hr,60
13672,11:50:00,I,5,64.551,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,50,00,2hr,120
13674,11:50:00,K,5,81.765,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,50,00,3hr,180
13676,11:50:00,M,5,2247.811,a,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,11,50,00,3hr,180
13678,11:50:00,O,5,2435.726,c,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,11,50,00,3hr,180
13680,11:50:00,A,7,104.71600000000001,a,NANCI_UMP_standard,1.25,,,,,,11,50,00,NANCI_UMP_standard,0
13681,11:50:00,B,7,103.28200000000001,b,NANCI_UMP_standard,1.25,,,,,,11,50,00,NANCI_UMP_standard,0
13682,11:50:00,C,7,77.461,c,NANCI_UMP_standard,1.25,,,,,,11,50,00,NANCI_UMP_standard,0
13684,11:50:00,E,7,55.943999999999996,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,50,00,30mins,30
13686,11:50:00,G,7,38.731,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,50,00,1hr,60
13688,11:50:00,I,7,47.336999999999996,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,50,00,2hr,120
13690,11:50:00,K,7,40.165,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,50,00,3hr,180
13692,11:50:00,M,7,2402.7329999999997,a,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,11,50,00,3hr,180
13694,11:50:00,O,7,2513.187,c,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,11,50,00,3hr,180
13696,11:50:00,A,9,67.42,a,NANCI_UMP_standard,0.625,,,,,,11,50,00,NANCI_UMP_standard,0
13697,11:50:00,B,9,48.772,b,NANCI_UMP_standard,0.625,,,,,,11,50,00,NANCI_UMP_standard,0
13698,11:50:00,C,9,68.854,c,NANCI_UMP_standard,0.625,,,,,,11,50,00,NANCI_UMP_standard,0
13700,11:50:00,E,9,629.731,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,50,00,30mins,30
13702,11:50:00,G,9,830.557,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,50,00,1hr,60
13704,11:50:00,I,9,1206.387,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,50,00,2hr,120
13706,11:50:00,K,9,1247.987,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,50,00,3hr,180
13708,11:50:00,M,9,40.165,a,NANCI_UMP_sample,,r17U-TTATT-phos,no_gRNA,IS1081_H6,4nM,2.4E10,11,50,00,3hr,180
13710,11:50:00,O,9,45.903,c,NANCI_UMP_sample,,r17U-TTATT-phos,no_gRNA,IS1081_H6,,,11,50,00,3hr,180
13712,11:50:00,A,11,43.034,a,NANCI_UMP_standard,0.3125,,,,,,11,50,00,NANCI_UMP_standard,0
13713,11:50:00,B,11,40.165,b,NANCI_UMP_standard,0.3125,,,,,,11,50,00,NANCI_UMP_standard,0
13714,11:50:00,C,11,38.731,c,NANCI_UMP_standard,0.3125,,,,,,11,50,00,NANCI_UMP_standard,0
13716,11:50:00,E,11,103.28200000000001,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,50,00,30mins,30
13718,11:50:00,G,11,147.75,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,50,00,1hr,60
13720,11:50:00,I,11,230.949,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,50,00,2hr,120
13722,11:50:00,K,11,329.92800000000005,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,50,00,3hr,180
13724,11:50:00,M,11,41.6,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6,none,0nM,0,11,50,00,3hr,180
13726,11:50:00,O,11,35.861999999999995,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6,none,,,11,50,00,3hr,180
13728,11:50:00,A,13,30.124000000000002,a,NANCI_UMP_standard,0.15625,,,,,,11,50,00,NANCI_UMP_standard,0
13729,11:50:00,B,13,32.993,b,NANCI_UMP_standard,0.15625,,,,,,11,50,00,NANCI_UMP_standard,0
13730,11:50:00,C,13,25.82,c,NANCI_UMP_standard,0.15625,,,,,,11,50,00,NANCI_UMP_standard,0
13732,11:50:00,E,13,53.075,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,50,00,30mins,30
13734,11:50:00,G,13,51.641000000000005,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,50,00,1hr,60
13736,11:50:00,I,13,77.461,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,50,00,2hr,120
13738,11:50:00,K,13,54.51,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,50,00,3hr,180
13740,11:50:00,M,13,5544.217,b,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,11,50,00,3hr,180
13742,11:50:00,O,13,22.951,,,,r17U-TTATT-phos,,,,,11,50,00,,
13744,11:50:00,A,15,27.255,a,NANCI_UMP_standard,0.078125,,,,,,11,50,00,NANCI_UMP_standard,0
13745,11:50:00,B,15,27.255,b,NANCI_UMP_standard,0.078125,,,,,,11,50,00,NANCI_UMP_standard,0
13746,11:50:00,C,15,15.779000000000002,c,NANCI_UMP_standard,0.078125,,,,,,11,50,00,NANCI_UMP_standard,0
13748,11:50:00,E,15,54.51,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,50,00,30mins,30
13750,11:50:00,G,15,55.943999999999996,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,50,00,1hr,60
13752,11:50:00,I,15,51.641000000000005,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,50,00,2hr,120
13754,11:50:00,K,15,35.861999999999995,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,50,00,3hr,180
13756,11:50:00,M,15,5075.146,b,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,11,50,00,3hr,180
13758,11:50:00,O,15,21.517,,,,r17U-TTATT-phos,,,,,11,50,00,,
13760,11:50:00,A,17,21.517,a,NANCI_UMP_standard,0.0390625,,,,,,11,50,00,NANCI_UMP_standard,0
13761,11:50:00,B,17,21.517,b,NANCI_UMP_standard,0.0390625,,,,,,11,50,00,NANCI_UMP_standard,0
13762,11:50:00,C,17,24.386,c,NANCI_UMP_standard,0.0390625,,,,,,11,50,00,NANCI_UMP_standard,0
13764,11:50:00,E,17,591.001,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,50,00,30mins,30
13766,11:50:00,G,17,801.867,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,50,00,1hr,60
13768,11:50:00,I,17,1113.147,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,50,00,2hr,120
13770,11:50:00,K,17,1166.222,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,50,00,3hr,180
13772,11:50:00,M,17,1117.45,b,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,11,50,00,3hr,180
13774,11:50:00,O,17,21.517,,,,r17U-TTATT-phos,,,,,11,50,00,,
13776,11:50:00,A,19,20.083,a,NANCI_UMP_standard,0.0195312,,,,,,11,50,00,NANCI_UMP_standard,0
13777,11:50:00,B,19,20.083,b,NANCI_UMP_standard,0.0195312,,,,,,11,50,00,NANCI_UMP_standard,0
13778,11:50:00,C,19,17.214000000000002,c,NANCI_UMP_standard,0.0195312,,,,,,11,50,00,NANCI_UMP_standard,0
13780,11:50:00,E,19,109.02,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,50,00,30mins,30
13782,11:50:00,G,19,142.012,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,50,00,1hr,60
13784,11:50:00,I,19,172.136,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,50,00,2hr,120
13786,11:50:00,K,19,248.16299999999998,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,50,00,3hr,180
13788,11:50:00,M,19,2075.675,b,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,11,50,00,3hr,180
13790,11:50:00,O,19,18.648,,,,r17U-TTATT-phos,,,,,11,50,00,,
13792,11:50:00,A,21,18.648,a,NANCI_UMP_standard,0.0097656,,,,,,11,50,00,NANCI_UMP_standard,0
13793,11:50:00,B,21,12.91,b,NANCI_UMP_standard,0.0097656,,,,,,11,50,00,NANCI_UMP_standard,0
13794,11:50:00,C,21,25.82,c,NANCI_UMP_standard,0.0097656,,,,,,11,50,00,NANCI_UMP_standard,0
13796,11:50:00,E,21,61.681999999999995,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,50,00,30mins,30
13798,11:50:00,G,21,51.641000000000005,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,50,00,1hr,60
13800,11:50:00,I,21,45.903,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,50,00,2hr,120
13802,11:50:00,K,21,77.461,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,50,00,3hr,180
13804,11:50:00,M,21,43.034,b,NANCI_UMP_sample,,r17U-TTATT-phos,no_gRNA,IS1081_H6,4nM,2.4E10,11,50,00,3hr,180
13806,11:50:00,O,21,20.083,,,,r17U-TTATT-phos,,,,,11,50,00,,
13808,11:50:00,A,23,18.648,a,NANCI_UMP_standard,0,,,,,,11,50,00,NANCI_UMP_standard,0
13809,11:50:00,B,23,18.648,b,NANCI_UMP_standard,0,,,,,,11,50,00,NANCI_UMP_standard,0
13810,11:50:00,C,23,27.255,c,NANCI_UMP_standard,0,,,,,,11,50,00,NANCI_UMP_standard,0
13812,11:50:00,E,23,41.6,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,50,00,30mins,30
13814,11:50:00,G,23,35.861999999999995,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,50,00,1hr,60
13816,11:50:00,I,23,41.6,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,50,00,2hr,120
13818,11:50:00,K,23,41.6,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,50,00,3hr,180
13820,11:50:00,M,23,44.468,b,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6,none,0nM,0,11,50,00,3hr,180
13822,11:50:00,O,23,22.951,,,,r17U-TTATT-phos,,,,,11,50,00,,
13824,12:00:00,A,1,577.781,a,NANCI_UMP_standard,10,,,,,,12,00,00,NANCI_UMP_standard,0
13825,12:00:00,B,1,563.445,b,NANCI_UMP_standard,10,,,,,,12,00,00,NANCI_UMP_standard,0
13826,12:00:00,C,1,556.276,c,NANCI_UMP_standard,10,,,,,,12,00,00,NANCI_UMP_standard,0
13828,12:00:00,E,1,570.613,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,12,00,00,30mins,30
13830,12:00:00,G,1,745.5239999999999,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,12,00,00,1hr,60
13832,12:00:00,I,1,1231.549,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,12,00,00,2hr,120
13834,12:00:00,K,1,1307.535,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,12,00,00,3hr,180
13836,12:00:00,M,1,5700.395,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,12,00,00,3hr,180
13838,12:00:00,O,1,6410.076999999999,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,12,00,00,3hr,180
13840,12:00:00,A,3,259.5,a,NANCI_UMP_standard,5,,,,,,12,00,00,NANCI_UMP_standard,0
13841,12:00:00,B,3,279.572,b,NANCI_UMP_standard,5,,,,,,12,00,00,NANCI_UMP_standard,0
13842,12:00:00,C,3,281.005,c,NANCI_UMP_standard,5,,,,,,12,00,00,NANCI_UMP_standard,0
13844,12:00:00,E,3,93.191,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,12,00,00,30mins,30
13846,12:00:00,G,3,141.936,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,12,00,00,1hr,60
13848,12:00:00,I,3,216.489,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,12,00,00,2hr,120
13850,12:00:00,K,3,226.525,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,12,00,00,3hr,180
13852,12:00:00,M,3,4195.009,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,12,00,00,3hr,180
13854,12:00:00,O,3,4665.263,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,12,00,00,3hr,180
13856,12:00:00,A,5,150.539,a,NANCI_UMP_standard,2.5,,,,,,12,00,00,NANCI_UMP_standard,0
13857,12:00:00,B,5,146.238,b,NANCI_UMP_standard,2.5,,,,,,12,00,00,NANCI_UMP_standard,0
13858,12:00:00,C,5,150.539,c,NANCI_UMP_standard,2.5,,,,,,12,00,00,NANCI_UMP_standard,0
13860,12:00:00,E,5,55.913999999999994,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,12,00,00,30mins,30
13862,12:00:00,G,5,57.348,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,12,00,00,1hr,60
13864,12:00:00,I,5,75.986,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,12,00,00,2hr,120
13866,12:00:00,K,5,70.251,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,12,00,00,3hr,180
13868,12:00:00,M,5,2288.187,a,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,12,00,00,3hr,180
13870,12:00:00,O,5,2420.087,c,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,12,00,00,3hr,180
13872,12:00:00,A,7,87.456,a,NANCI_UMP_standard,1.25,,,,,,12,00,00,NANCI_UMP_standard,0
13873,12:00:00,B,7,91.757,b,NANCI_UMP_standard,1.25,,,,,,12,00,00,NANCI_UMP_standard,0
13874,12:00:00,C,7,91.757,c,NANCI_UMP_standard,1.25,,,,,,12,00,00,NANCI_UMP_standard,0
13876,12:00:00,E,7,48.746,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,12,00,00,30mins,30
13878,12:00:00,G,7,35.843,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,12,00,00,1hr,60
13880,12:00:00,I,7,65.95,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,12,00,00,2hr,120
13882,12:00:00,K,7,45.878,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,12,00,00,3hr,180
13884,12:00:00,M,7,2197.864,a,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,12,00,00,3hr,180
13886,12:00:00,O,7,2346.969,c,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,12,00,00,3hr,180
13888,12:00:00,A,9,48.746,a,NANCI_UMP_standard,0.625,,,,,,12,00,00,NANCI_UMP_standard,0
13889,12:00:00,B,9,48.746,b,NANCI_UMP_standard,0.625,,,,,,12,00,00,NANCI_UMP_standard,0
13890,12:00:00,C,9,51.613,c,NANCI_UMP_standard,0.625,,,,,,12,00,00,NANCI_UMP_standard,0
13892,12:00:00,E,9,546.24,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,12,00,00,30mins,30
13894,12:00:00,G,9,794.27,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,12,00,00,1hr,60
13896,12:00:00,I,9,1237.2839999999999,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,12,00,00,2hr,120
13898,12:00:00,K,9,1245.886,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,12,00,00,3hr,180
