,time,row_384,column_384,row_96,column_96,rfu_value
0,00:00:00,A,1,A,1,6.481
1,00:00:00,B,1,A,1,10.923
2,00:00:00,C,1,B,1,11.228
3,00:00:00,D,1,B,1,38.663
4,00:00:00,E,1,C,1,1130.331
5,00:00:00,F,1,C,1,1618.644
6,00:00:00,G,1,D,1,1086.286
7,00:00:00,H,1,D,1,1515.508
8,00:00:00,I,1,E,1,215.282
9,00:00:00,J,1,E,1,212.132
10,00:00:00,K,1,F,1,211.44
11,00:00:00,L,1,F,1,1.833
12,00:00:00,M,1,G,1,1.588
13,00:00:00,N,1,G,1,
14,00:00:00,O,1,H,1,
15,00:00:00,P,1,H,1,
16,00:00:00,A,2,A,1,1.579
17,00:00:00,B,2,A,1,1.415
18,00:00:00,C,2,B,1,1.5619999999999998
19,00:00:00,D,2,B,1,1.5830000000000002
20,00:00:00,E,2,C,1,1.7
21,00:00:00,F,2,C,1,1.445
22,00:00:00,G,2,D,1,1.535
23,00:00:00,H,2,D,1,1.645
24,00:00:00,I,2,E,1,1.893
25,00:00:00,J,2,E,1,1.69
26,00:00:00,K,2,F,1,1.639
27,00:00:00,L,2,F,1,1.608
28,00:00:00,M,2,G,1,1.66
29,00:00:00,N,2,G,1,
30,00:00:00,O,2,H,1,
31,00:00:00,P,2,H,1,
32,00:00:00,A,3,A,2,8.012
33,00:00:00,B,3,A,2,10.965
34,00:00:00,C,3,B,2,8.153
35,00:00:00,D,3,B,2,35.492
36,00:00:00,E,3,C,2,453.686
37,00:00:00,F,3,C,2,690.191
38,00:00:00,G,3,D,2,394.731
39,00:00:00,H,3,D,2,675.134
40,00:00:00,I,3,E,2,153.602
41,00:00:00,J,3,E,2,144.183
42,00:00:00,K,3,F,2,148.616
43,00:00:00,L,3,F,2,1.853
44,00:00:00,M,3,G,2,1.586
45,00:00:00,N,3,G,2,
46,00:00:00,O,3,H,2,
47,00:00:00,P,3,H,2,
48,00:00:00,A,4,A,2,1.604
49,00:00:00,B,4,A,2,1.609
50,00:00:00,C,4,B,2,1.4680000000000002
51,00:00:00,D,4,B,2,1.493
52,00:00:00,E,4,C,2,1.621
53,00:00:00,F,4,C,2,1.574
54,00:00:00,G,4,D,2,1.6130000000000002
55,00:00:00,H,4,D,2,1.599
56,00:00:00,I,4,E,2,1.8869999999999998
57,00:00:00,J,4,E,2,1.785
58,00:00:00,K,4,F,2,1.631
59,00:00:00,L,4,F,2,1.7480000000000002
60,00:00:00,M,4,G,2,1.574
61,00:00:00,N,4,G,2,
62,00:00:00,O,4,H,2,
63,00:00:00,P,4,H,2,
64,00:00:00,A,5,A,3,5.44
65,00:00:00,B,5,A,3,8.78
66,00:00:00,C,5,B,3,8.25
67,00:00:00,D,5,B,3,22.999
68,00:00:00,E,5,C,3,174.118
69,00:00:00,F,5,C,3,288.256
70,00:00:00,G,5,D,3,177.35
71,00:00:00,H,5,D,3,271.408
72,00:00:00,I,5,E,3,87.676
73,00:00:00,J,5,E,3,82.308
74,00:00:00,K,5,F,3,86.868
75,00:00:00,L,5,F,3,1.796
76,00:00:00,M,5,G,3,1.686
77,00:00:00,N,5,G,3,
78,00:00:00,O,5,H,3,
79,00:00:00,P,5,H,3,
80,00:00:00,A,6,A,3,1.5
81,00:00:00,B,6,A,3,1.807
82,00:00:00,C,6,B,3,1.6469999999999998
83,00:00:00,D,6,B,3,1.558
84,00:00:00,E,6,C,3,1.675
85,00:00:00,F,6,C,3,1.666
86,00:00:00,G,6,D,3,1.53
87,00:00:00,H,6,D,3,1.819
88,00:00:00,I,6,E,3,1.6440000000000001
89,00:00:00,J,6,E,3,1.743
90,00:00:00,K,6,F,3,1.771
91,00:00:00,L,6,F,3,1.614
92,00:00:00,M,6,G,3,1.537
93,00:00:00,N,6,G,3,
94,00:00:00,O,6,H,3,
95,00:00:00,P,6,H,3,
96,00:00:00,A,7,A,4,5.381
97,00:00:00,B,7,A,4,7.3
98,00:00:00,C,7,B,4,5.978
99,00:00:00,D,7,B,4,19.493
100,00:00:00,E,7,C,4,81.344
101,00:00:00,F,7,C,4,117.491
102,00:00:00,G,7,D,4,81.459
103,00:00:00,H,7,D,4,102.615
104,00:00:00,I,7,E,4,50.483000000000004
105,00:00:00,J,7,E,4,45.652
106,00:00:00,K,7,F,4,51.681000000000004
107,00:00:00,L,7,F,4,1.56
108,00:00:00,M,7,G,4,1.6780000000000002
109,00:00:00,N,7,G,4,
110,00:00:00,O,7,H,4,
111,00:00:00,P,7,H,4,
