,time,row_384,column_384,rfu_value
0,00:00:00,A,1,18.963
1,00:00:00,B,1,18.692999999999998
2,00:00:00,A,3,24.585
3,00:00:00,B,3,28.947
4,00:00:00,A,5,124.56299999999999
5,00:00:00,B,5,142.67600000000002
6,00:00:00,A,7,14.203
7,00:00:00,B,7,14.130999999999998
8,00:00:00,A,9,14.786
9,00:00:00,B,9,14.567
10,00:00:00,A,11,13.748
11,00:00:00,B,11,14.084000000000001
12,00:00:00,A,13,14.905
13,00:00:00,B,13,15.437999999999999
14,00:00:00,A,15,14.41
15,00:00:00,B,15,14.804
16,00:00:00,A,17,14.658
17,00:00:00,B,17,13.815999999999999
18,00:00:00,A,19,14.263
19,00:00:00,B,19,13.587
20,00:00:00,A,21,14.308
21,00:00:00,B,21,15.06
22,00:00:00,A,23,14.546
23,00:00:00,B,23,17.772000000000002
24,00:10:00,A,1,23.287
25,00:10:00,B,1,22.14
26,00:10:00,A,3,34.253
27,00:10:00,B,3,44.666000000000004
28,00:10:00,A,5,232.84799999999998
29,00:10:00,B,5,272.893
30,00:10:00,A,7,14.18
31,00:10:00,B,7,14.01
32,00:10:00,A,9,14.629000000000001
33,00:10:00,B,9,14.637
34,00:10:00,A,11,14.104000000000001
35,00:10:00,B,11,14.354000000000001
36,00:10:00,A,13,15.14
37,00:10:00,B,13,14.464
38,00:10:00,A,15,14.594000000000001
39,00:10:00,B,15,14.255999999999998
40,00:10:00,A,17,15.005
41,00:10:00,B,17,13.953
42,00:10:00,A,19,14.323
43,00:10:00,B,19,13.642000000000001
44,00:10:00,A,21,14.743
45,00:10:00,B,21,14.812000000000001
46,00:10:00,A,23,14.525
47,00:10:00,B,23,17.383
48,00:20:00,A,1,27.206
49,00:20:00,B,1,25.975
50,00:20:00,A,3,49.512
51,00:20:00,B,3,65.748
52,00:20:00,A,5,363.84
53,00:20:00,B,5,429.103
54,00:20:00,A,7,13.525
55,00:20:00,B,7,14.054
56,00:20:00,A,9,14.968
57,00:20:00,B,9,14.222999999999999
58,00:20:00,A,11,13.652999999999999
59,00:20:00,B,11,14.068
60,00:20:00,A,13,14.610999999999999
61,00:20:00,B,13,14.929
62,00:20:00,A,15,14.14
63,00:20:00,B,15,14.183
64,00:20:00,A,17,14.612
65,00:20:00,B,17,13.565999999999999
66,00:20:00,A,19,14.218
67,00:20:00,B,19,13.432
68,00:20:00,A,21,14.309000000000001
69,00:20:00,B,21,15.277999999999999
70,00:20:00,A,23,14.491
71,00:20:00,B,23,17.163
72,00:30:00,A,1,32.872
73,00:30:00,B,1,31.487
74,00:30:00,A,3,67.25399999999999
75,00:30:00,B,3,91.26799999999999
76,00:30:00,A,5,502.42199999999997
77,00:30:00,B,5,581.861
78,00:30:00,A,7,13.636
79,00:30:00,B,7,13.699000000000002
80,00:30:00,A,9,14.225
81,00:30:00,B,9,14.254000000000001
82,00:30:00,A,11,13.615
83,00:30:00,B,11,13.821
84,00:30:00,A,13,14.956
85,00:30:00,B,13,14.686
86,00:30:00,A,15,14.589
87,00:30:00,B,15,13.914000000000001
88,00:30:00,A,17,14.23
89,00:30:00,B,17,13.353
90,00:30:00,A,19,14.227
91,00:30:00,B,19,13.640999999999998
92,00:30:00,A,21,14.057
93,00:30:00,B,21,15.293
94,00:30:00,A,23,14.527999999999999
95,00:30:00,B,23,17.208
96,00:40:00,A,1,40.586999999999996
97,00:40:00,B,1,38.741
98,00:40:00,A,3,91.155
99,00:40:00,B,3,127.118
100,00:40:00,A,5,662.087
101,00:40:00,B,5,762.905
102,00:40:00,A,7,14.004000000000001
103,00:40:00,B,7,14.152999999999999
104,00:40:00,A,9,14.354000000000001
105,00:40:00,B,9,14.181
106,00:40:00,A,11,14.082
107,00:40:00,B,11,14.337
108,00:40:00,A,13,15.093
109,00:40:00,B,13,15.036
110,00:40:00,A,15,14.917
111,00:40:00,B,15,14.602
112,00:40:00,A,17,14.909
113,00:40:00,B,17,14.254000000000001
114,00:40:00,A,19,14.833
115,00:40:00,B,19,14.015999999999998
116,00:40:00,A,21,15.155
117,00:40:00,B,21,15.617
118,00:40:00,A,23,14.856
119,00:40:00,B,23,17.291
120,00:50:00,A,1,50.979
121,00:50:00,B,1,47.019
122,00:50:00,A,3,118.34
123,00:50:00,B,3,163.225
124,00:50:00,A,5,811.0830000000001
125,00:50:00,B,5,922.633
126,00:50:00,A,7,14.283
127,00:50:00,B,7,14.565
128,00:50:00,A,9,15.024000000000001
129,00:50:00,B,9,14.65
130,00:50:00,A,11,14.138
131,00:50:00,B,11,14.949000000000002
132,00:50:00,A,13,15.515999999999998
133,00:50:00,B,13,15.283
134,00:50:00,A,15,14.809000000000001
135,00:50:00,B,15,15.09
136,00:50:00,A,17,15.135
137,00:50:00,B,17,14.119000000000002
138,00:50:00,A,19,14.863
139,00:50:00,B,19,14.114
140,00:50:00,A,21,15.149000000000001
141,00:50:00,B,21,16.102999999999998
142,00:50:00,A,23,15.425999999999998
143,00:50:00,B,23,18.261
144,01:00:00,A,1,60.728
145,01:00:00,B,1,57.321000000000005
146,01:00:00,A,3,148.578
147,01:00:00,B,3,209.609
148,01:00:00,A,5,957.197
149,01:00:00,B,5,1069.85
150,01:00:00,A,7,14.885
151,01:00:00,B,7,14.427999999999999
152,01:00:00,A,9,15.148
153,01:00:00,B,9,15.040999999999999
154,01:00:00,A,11,14.112
155,01:00:00,B,11,14.742
156,01:00:00,A,13,15.193
157,01:00:00,B,13,15.374
158,01:00:00,A,15,15.274000000000001
159,01:00:00,B,15,15.064
160,01:00:00,A,17,15.192
161,01:00:00,B,17,14.275
162,01:00:00,A,19,15.298
163,01:00:00,B,19,14.335999999999999
164,01:00:00,A,21,15.492
165,01:00:00,B,21,16.055999999999997
166,01:00:00,A,23,16.250999999999998
167,01:00:00,B,23,18.617
168,01:10:00,A,1,73.07600000000001
169,01:10:00,B,1,69.96
170,01:10:00,A,3,184.989
171,01:10:00,B,3,260.084
172,01:10:00,A,5,1090.816
173,01:10:00,B,5,1199.704
174,01:10:00,A,7,14.979000000000001
175,01:10:00,B,7,15.359000000000002
176,01:10:00,A,9,14.824000000000002
177,01:10:00,B,9,15.369000000000002
178,01:10:00,A,11,14.45
179,01:10:00,B,11,14.734000000000002
180,01:10:00,A,13,15.685
181,01:10:00,B,13,15.915
182,01:10:00,A,15,15.546
183,01:10:00,B,15,15.252
184,01:10:00,A,17,15.809000000000001
185,01:10:00,B,17,14.45
186,01:10:00,A,19,15.294
187,01:10:00,B,19,15.085999999999999
188,01:10:00,A,21,15.470999999999998
189,01:10:00,B,21,16.462
190,01:10:00,A,23,16.007
191,01:10:00,B,23,18.902
192,01:20:00,A,1,88.60799999999999
193,01:20:00,B,1,84.353
194,01:20:00,A,3,223.993
195,01:20:00,B,3,315.115
196,01:20:00,A,5,1222.5819999999999
197,01:20:00,B,5,1318.078
198,01:20:00,A,7,14.834000000000001
199,01:20:00,B,7,14.744000000000002
200,01:20:00,A,9,15.887
201,01:20:00,B,9,15.269
202,01:20:00,A,11,14.637
203,01:20:00,B,11,15.187000000000001
204,01:20:00,A,13,16.012999999999998
205,01:20:00,B,13,16.19
206,01:20:00,A,15,15.663
207,01:20:00,B,15,15.64
208,01:20:00,A,17,15.827
209,01:20:00,B,17,14.850999999999999
210,01:20:00,A,19,15.718
211,01:20:00,B,19,14.777000000000001
212,01:20:00,A,21,16.065
213,01:20:00,B,21,16.742
214,01:20:00,A,23,16.123
215,01:20:00,B,23,19.469
216,01:30:00,A,1,103.896
217,01:30:00,B,1,99.734
218,01:30:00,A,3,265.041
219,01:30:00,B,3,368.343
220,01:30:00,A,5,1306.872
221,01:30:00,B,5,1380.575
222,01:30:00,A,7,15.242
223,01:30:00,B,7,15.251
224,01:30:00,A,9,15.812999999999999
225,01:30:00,B,9,15.475
226,01:30:00,A,11,14.556
227,01:30:00,B,11,15.435
228,01:30:00,A,13,16.074
229,01:30:00,B,13,16.389
230,01:30:00,A,15,15.34
231,01:30:00,B,15,15.192
232,01:30:00,A,17,15.651
233,01:30:00,B,17,15.056
234,01:30:00,A,19,15.821
235,01:30:00,B,19,15.349
236,01:30:00,A,21,16.219
237,01:30:00,B,21,16.684
238,01:30:00,A,23,16.732
239,01:30:00,B,23,20.317999999999998
240,01:40:00,A,1,126.084
241,01:40:00,B,1,120.689
242,01:40:00,A,3,322.03700000000003
243,01:40:00,B,3,443.52099999999996
244,01:40:00,A,5,1432.1960000000001
245,01:40:00,B,5,1494.91
246,01:40:00,A,7,15.44
247,01:40:00,B,7,15.748
248,01:40:00,A,9,16.284000000000002
249,01:40:00,B,9,16.135
250,01:40:00,A,11,15.181
251,01:40:00,B,11,15.911
252,01:40:00,A,13,16.680999999999997
253,01:40:00,B,13,16.688
254,01:40:00,A,15,16.922
255,01:40:00,B,15,16.427
256,01:40:00,A,17,16.355
257,01:40:00,B,17,15.682
258,01:40:00,A,19,16.867
259,01:40:00,B,19,16.179000000000002
260,01:40:00,A,21,16.914
261,01:40:00,B,21,17.625999999999998
262,01:40:00,A,23,17.382
263,01:40:00,B,23,20.666
264,01:50:00,A,1,147.57
265,01:50:00,B,1,144.02200000000002
266,01:50:00,A,3,375.88800000000003
267,01:50:00,B,3,517.3380000000001
268,01:50:00,A,5,1504.566
269,01:50:00,B,5,1547.705
270,01:50:00,A,7,15.424000000000001
271,01:50:00,B,7,15.966
272,01:50:00,A,9,16.887
273,01:50:00,B,9,16.577
274,01:50:00,A,11,15.776
275,01:50:00,B,11,15.818
276,01:50:00,A,13,16.767
277,01:50:00,B,13,16.988
278,01:50:00,A,15,16.512999999999998
279,01:50:00,B,15,15.994000000000002
280,01:50:00,A,17,16.754
281,01:50:00,B,17,15.498
282,01:50:00,A,19,16.500999999999998
283,01:50:00,B,19,16.064
284,01:50:00,A,21,16.908
285,01:50:00,B,21,18.206
286,01:50:00,A,23,17.292
287,01:50:00,B,23,21.066
288,02:00:00,A,1,171.135
289,02:00:00,B,1,168.014
