,experiment,read,read_number,row,column,well,rfu_value,sample_set,concentration,concentration_target_molecules,concentration_target_molecules_number
192,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,1,E,1,E1,1568.2,UMP_Standards,10uM,6E13,6E13
193,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,2,E,1,E1,1565.4,UMP_Standards,10uM,6E13,6E13
194,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,3,E,1,E1,1533.3,UMP_Standards,10uM,6E13,6E13
195,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,4,E,1,E1,1518.8,UMP_Standards,10uM,6E13,6E13
196,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,5,E,1,E1,1502.69,UMP_Standards,10uM,6E13,6E13
197,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,6,E,1,E1,1518.8,UMP_Standards,10uM,6E13,6E13
198,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,1,E,2,E2,1551.1,UMP_Standards,1uM,6E12,6E12
199,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,2,E,2,E2,1581.11,UMP_Standards,1uM,6E12,6E12
200,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,3,E,2,E2,1609.11,UMP_Standards,1uM,6E12,6E12
201,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,4,E,2,E2,1563.4,UMP_Standards,1uM,6E12,6E12
202,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,5,E,2,E2,1548.1,UMP_Standards,1uM,6E12,6E12
203,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,6,E,2,E2,1529.5,UMP_Standards,1uM,6E12,6E12
204,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,1,E,3,E3,1562.3,UMP_Standards,100nM,6E11,6E11
205,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,2,E,3,E3,1589.91,UMP_Standards,100nM,6E11,6E11
206,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,3,E,3,E3,1588.61,UMP_Standards,100nM,6E11,6E11
207,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,4,E,3,E3,1534.6,UMP_Standards,100nM,6E11,6E11
208,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,5,E,3,E3,1558.2,UMP_Standards,100nM,6E11,6E11
209,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,6,E,3,E3,1569.4,UMP_Standards,100nM,6E11,6E11
210,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,1,E,4,E4,1600.31,UMP_Standards,10nM,6E10,6E10
211,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,2,E,4,E4,1613.21,UMP_Standards,10nM,6E10,6E10
212,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,3,E,4,E4,1627.41,UMP_Standards,10nM,6E10,6E10
213,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,4,E,4,E4,1584.61,UMP_Standards,10nM,6E10,6E10
214,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,5,E,4,E4,1589.01,UMP_Standards,10nM,6E10,6E10
215,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,6,E,4,E4,1566.9,UMP_Standards,10nM,6E10,6E10
216,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,1,E,5,E5,1671.62,UMP_Standards,1nM,6E9,6E9
217,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,2,E,5,E5,1653.41,UMP_Standards,1nM,6E9,6E9
218,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,3,E,5,E5,1648.71,UMP_Standards,1nM,6E9,6E9
219,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,4,E,5,E5,1649.11,UMP_Standards,1nM,6E9,6E9
220,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,5,E,5,E5,1596.91,UMP_Standards,1nM,6E9,6E9
221,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,6,E,5,E5,1648.51,UMP_Standards,1nM,6E9,6E9
222,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,1,E,6,E6,1674.92,UMP_Standards,100pM,6E8,6E8
223,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,2,E,6,E6,1638.51,UMP_Standards,100pM,6E8,6E8
224,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,3,E,6,E6,1629.31,UMP_Standards,100pM,6E8,6E8
225,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,4,E,6,E6,1598.01,UMP_Standards,100pM,6E8,6E8
226,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,5,E,6,E6,1625.71,UMP_Standards,100pM,6E8,6E8
227,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,6,E,6,E6,1660.72,UMP_Standards,100pM,6E8,6E8
228,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,1,E,7,E7,1676.52,UMP_Standards,10pM,6E7,6E7
229,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,2,E,7,E7,1669.62,UMP_Standards,10pM,6E7,6E7
230,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,3,E,7,E7,1671.72,UMP_Standards,10pM,6E7,6E7
231,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,4,E,7,E7,1703.52,UMP_Standards,10pM,6E7,6E7
232,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,5,E,7,E7,1662.62,UMP_Standards,10pM,6E7,6E7
233,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,6,E,7,E7,1648.51,UMP_Standards,10pM,6E7,6E7
234,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,1,E,8,E8,1708.72,UMP_Standards,0pM,0,0
235,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,2,E,8,E8,1698.72,UMP_Standards,0pM,0,0
236,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,3,E,8,E8,1646.01,UMP_Standards,0pM,0,0
237,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,4,E,8,E8,1622.11,UMP_Standards,0pM,0,0
238,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,5,E,8,E8,1609.21,UMP_Standards,0pM,0,0
239,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,6,E,8,E8,1594.31,UMP_Standards,0pM,0,0
240,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,1,F,1,F1,1683.42,UMP_Standards,10uM,6E13,6E13
241,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,2,F,1,F1,1663.42,UMP_Standards,10uM,6E13,6E13
242,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,3,F,1,F1,1649.21,UMP_Standards,10uM,6E13,6E13
243,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,4,F,1,F1,1658.82,UMP_Standards,10uM,6E13,6E13
244,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,5,F,1,F1,1649.01,UMP_Standards,10uM,6E13,6E13
245,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,6,F,1,F1,1650.61,UMP_Standards,10uM,6E13,6E13
246,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,1,F,2,F2,1653.82,UMP_Standards,1uM,6E12,6E12
247,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,2,F,2,F2,1649.21,UMP_Standards,1uM,6E12,6E12
248,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,3,F,2,F2,1656.32,UMP_Standards,1uM,6E12,6E12
249,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,4,F,2,F2,1646.11,UMP_Standards,1uM,6E12,6E12
250,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,5,F,2,F2,1591.71,UMP_Standards,1uM,6E12,6E12
251,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,6,F,2,F2,1616.31,UMP_Standards,1uM,6E12,6E12
252,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,1,F,3,F3,1680.02,UMP_Standards,100nM,6E11,6E11
253,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,2,F,3,F3,1675.12,UMP_Standards,100nM,6E11,6E11
254,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,3,F,3,F3,1701.92,UMP_Standards,100nM,6E11,6E11
255,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,4,F,3,F3,1645.51,UMP_Standards,100nM,6E11,6E11
256,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,5,F,3,F3,1660.82,UMP_Standards,100nM,6E11,6E11
257,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,6,F,3,F3,1623.01,UMP_Standards,100nM,6E11,6E11
258,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,1,F,4,F4,1736.13,UMP_Standards,10nM,6E10,6E10
259,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,2,F,4,F4,1714.92,UMP_Standards,10nM,6E10,6E10
260,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,3,F,4,F4,1676.72,UMP_Standards,10nM,6E10,6E10
261,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,4,F,4,F4,1648.71,UMP_Standards,10nM,6E10,6E10
262,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,5,F,4,F4,1663.22,UMP_Standards,10nM,6E10,6E10
263,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,6,F,4,F4,1604.61,UMP_Standards,10nM,6E10,6E10
264,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,1,F,5,F5,1682.82,UMP_Standards,1nM,6E9,6E9
265,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,2,F,5,F5,1706.82,UMP_Standards,1nM,6E9,6E9
266,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,3,F,5,F5,1685.52,UMP_Standards,1nM,6E9,6E9
267,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,4,F,5,F5,1664.12,UMP_Standards,1nM,6E9,6E9
268,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,5,F,5,F5,1687.32,UMP_Standards,1nM,6E9,6E9
269,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,6,F,5,F5,1650.21,UMP_Standards,1nM,6E9,6E9
270,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,1,F,6,F6,1712.32,UMP_Standards,100pM,6E8,6E8
271,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,2,F,6,F6,1704.12,UMP_Standards,100pM,6E8,6E8
272,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,3,F,6,F6,1708.92,UMP_Standards,100pM,6E8,6E8
273,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,4,F,6,F6,1712.22,UMP_Standards,100pM,6E8,6E8
274,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,5,F,6,F6,1714.12,UMP_Standards,100pM,6E8,6E8
275,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,6,F,6,F6,1666.02,UMP_Standards,100pM,6E8,6E8
276,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,1,F,7,F7,1685.42,UMP_Standards,10pM,6E7,6E7
277,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,2,F,7,F7,1679.42,UMP_Standards,10pM,6E7,6E7
278,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,3,F,7,F7,1697.02,UMP_Standards,10pM,6E7,6E7
279,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,4,F,7,F7,1696.12,UMP_Standards,10pM,6E7,6E7
280,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,5,F,7,F7,1655.42,UMP_Standards,10pM,6E7,6E7
281,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,6,F,7,F7,1643.71,UMP_Standards,10pM,6E7,6E7
282,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,1,F,8,F8,1719.82,UMP_Standards,0pM,0,0
283,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,2,F,8,F8,1739.23,UMP_Standards,0pM,0,0
284,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,3,F,8,F8,1697.22,UMP_Standards,0pM,0,0
285,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,4,F,8,F8,1666.02,UMP_Standards,0pM,0,0
286,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,5,F,8,F8,1680.42,UMP_Standards,0pM,0,0
287,NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,6,F,8,F8,1646.11,UMP_Standards,0pM,0,0
0,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,1,A,1,A1,57.5001,ATP_standards,0mol/0pM,buffer,0
1,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,2,A,1,A1,59.9002,ATP_standards,0mol/0pM,buffer,0
2,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,3,A,1,A1,60.9002,ATP_standards,0mol/0pM,buffer,0
3,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,4,A,1,A1,62.0002,ATP_standards,0mol/0pM,buffer,0
4,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,5,A,1,A1,59.3001,ATP_standards,0mol/0pM,buffer,0
5,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,6,A,1,A1,62.6002,ATP_standards,0mol/0pM,buffer,0
6,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,1,A,2,A2,132.901,ATP_standards,10^-17mol/100fM,6E6,6E6
7,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,2,A,2,A2,134.301,ATP_standards,10^-17mol/100fM,6E6,6E6
8,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,3,A,2,A2,128.901,ATP_standards,10^-17mol/100fM,6E6,6E6
9,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,4,A,2,A2,126.501,ATP_standards,10^-17mol/100fM,6E6,6E6
10,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,5,A,2,A2,132.701,ATP_standards,10^-17mol/100fM,6E6,6E6
11,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,6,A,2,A2,129.701,ATP_standards,10^-17mol/100fM,6E6,6E6
12,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,1,A,3,A3,245.803,ATP_standards,10^-16mol/1pM,6E7,6E7
13,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,2,A,3,A3,246.703,ATP_standards,10^-16mol/1pM,6E7,6E7
14,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,3,A,3,A3,232.402,ATP_standards,10^-16mol/1pM,6E7,6E7
15,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,4,A,3,A3,250.503,ATP_standards,10^-16mol/1pM,6E7,6E7
16,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,5,A,3,A3,246.203,ATP_standards,10^-16mol/1pM,6E7,6E7
17,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,6,A,3,A3,244.903,ATP_standards,10^-16mol/1pM,6E7,6E7
18,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,1,A,4,A4,1357.68,ATP_standards,10^-15mol/10pM,6E8,6E8
19,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,2,A,4,A4,1339.78,ATP_standards,10^-15mol/10pM,6E8,6E8
20,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,3,A,4,A4,1325.87,ATP_standards,10^-15mol/10pM,6E8,6E8
21,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,4,A,4,A4,1357.78,ATP_standards,10^-15mol/10pM,6E8,6E8
22,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,5,A,4,A4,1323.57,ATP_standards,10^-15mol/10pM,6E8,6E8
23,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,6,A,4,A4,1309.47,ATP_standards,10^-15mol/10pM,6E8,6E8
24,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,1,A,5,A5,12613.7,ATP_standards,10^-14mol/100pM,6E9,6E9
25,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,2,A,5,A5,12526.2,ATP_standards,10^-14mol/100pM,6E9,6E9
26,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,3,A,5,A5,12374.1,ATP_standards,10^-14mol/100pM,6E9,6E9
27,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,4,A,5,A5,12299.2,ATP_standards,10^-14mol/100pM,6E9,6E9
28,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,5,A,5,A5,12516.9,ATP_standards,10^-14mol/100pM,6E9,6E9
29,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,6,A,5,A5,12175.4,ATP_standards,10^-14mol/100pM,6E9,6E9
30,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,1,A,6,A6,128862,ATP_standards,10^-13mol/1nM,6E10,6E10
31,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,2,A,6,A6,127693,ATP_standards,10^-13mol/1nM,6E10,6E10
32,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,3,A,6,A6,129293,ATP_standards,10^-13mol/1nM,6E10,6E10
33,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,4,A,6,A6,126890,ATP_standards,10^-13mol/1nM,6E10,6E10
34,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,5,A,6,A6,127433,ATP_standards,10^-13mol/1nM,6E10,6E10
35,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,6,A,6,A6,125399,ATP_standards,10^-13mol/1nM,6E10,6E10
36,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,1,A,7,A7,1325240,ATP_standards,10^-12mol/10nM,6E11,6E11
37,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,2,A,7,A7,1342460,ATP_standards,10^-12mol/10nM,6E11,6E11
38,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,3,A,7,A7,1330550,ATP_standards,10^-12mol/10nM,6E11,6E11
39,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,4,A,7,A7,1321670,ATP_standards,10^-12mol/10nM,6E11,6E11
40,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,5,A,7,A7,1326630,ATP_standards,10^-12mol/10nM,6E11,6E11
41,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,6,A,7,A7,1302670,ATP_standards,10^-12mol/10nM,6E11,6E11
42,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,1,A,8,A8,5E+07,ATP_standards,10^-11mol/100nM,6E12,6E12
43,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,2,A,8,A8,5E+07,ATP_standards,10^-11mol/100nM,6E12,6E12
44,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,3,A,8,A8,5E+07,ATP_standards,10^-11mol/100nM,6E12,6E12
45,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,4,A,8,A8,5E+07,ATP_standards,10^-11mol/100nM,6E12,6E12
46,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,5,A,8,A8,5E+07,ATP_standards,10^-11mol/100nM,6E12,6E12
47,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,6,A,8,A8,5E+07,ATP_standards,10^-11mol/100nM,6E12,6E12
48,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,1,B,1,B1,58.9001,ATP_standards,0mol/0pM,buffer,0
49,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,2,B,1,B1,50.2001,ATP_standards,0mol/0pM,buffer,0
50,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,3,B,1,B1,53.1001,ATP_standards,0mol/0pM,buffer,0
51,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,4,B,1,B1,54.6001,ATP_standards,0mol/0pM,buffer,0
52,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,5,B,1,B1,54.8001,ATP_standards,0mol/0pM,buffer,0
53,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,6,B,1,B1,53.0001,ATP_standards,0mol/0pM,buffer,0
54,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,1,B,2,B2,122.301,ATP_standards,10^-17mol/100fM,6E6,6E6
55,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,2,B,2,B2,124.601,ATP_standards,10^-17mol/100fM,6E6,6E6
56,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,3,B,2,B2,120.901,ATP_standards,10^-17mol/100fM,6E6,6E6
57,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,4,B,2,B2,122.501,ATP_standards,10^-17mol/100fM,6E6,6E6
58,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,5,B,2,B2,129.301,ATP_standards,10^-17mol/100fM,6E6,6E6
59,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,6,B,2,B2,130.601,ATP_standards,10^-17mol/100fM,6E6,6E6
60,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,1,B,3,B3,253.303,ATP_standards,10^-16mol/1pM,6E7,6E7
61,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,2,B,3,B3,256.303,ATP_standards,10^-16mol/1pM,6E7,6E7
62,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,3,B,3,B3,245.803,ATP_standards,10^-16mol/1pM,6E7,6E7
63,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,4,B,3,B3,246.103,ATP_standards,10^-16mol/1pM,6E7,6E7
64,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,5,B,3,B3,239.702,ATP_standards,10^-16mol/1pM,6E7,6E7
65,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,6,B,3,B3,245.803,ATP_standards,10^-16mol/1pM,6E7,6E7
66,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,1,B,4,B4,1336.98,ATP_standards,10^-15mol/10pM,6E8,6E8
67,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,2,B,4,B4,1354.78,ATP_standards,10^-15mol/10pM,6E8,6E8
68,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,3,B,4,B4,1366.58,ATP_standards,10^-15mol/10pM,6E8,6E8
69,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,4,B,4,B4,1330.57,ATP_standards,10^-15mol/10pM,6E8,6E8
70,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,5,B,4,B4,1314.67,ATP_standards,10^-15mol/10pM,6E8,6E8
71,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,6,B,4,B4,1334.27,ATP_standards,10^-15mol/10pM,6E8,6E8
72,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,1,B,5,B5,12599.8,ATP_standards,10^-14mol/100pM,6E9,6E9
73,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,2,B,5,B5,12487.4,ATP_standards,10^-14mol/100pM,6E9,6E9
74,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,3,B,5,B5,12409.7,ATP_standards,10^-14mol/100pM,6E9,6E9
75,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,4,B,5,B5,12387.2,ATP_standards,10^-14mol/100pM,6E9,6E9
76,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,5,B,5,B5,12404.1,ATP_standards,10^-14mol/100pM,6E9,6E9
77,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,6,B,5,B5,12272.6,ATP_standards,10^-14mol/100pM,6E9,6E9
78,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,1,B,6,B6,129051,ATP_standards,10^-13mol/1nM,6E10,6E10
79,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,2,B,6,B6,128561,ATP_standards,10^-13mol/1nM,6E10,6E10
80,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,3,B,6,B6,127243,ATP_standards,10^-13mol/1nM,6E10,6E10
81,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,4,B,6,B6,127278,ATP_standards,10^-13mol/1nM,6E10,6E10
82,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,5,B,6,B6,128994,ATP_standards,10^-13mol/1nM,6E10,6E10
83,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,6,B,6,B6,127994,ATP_standards,10^-13mol/1nM,6E10,6E10
84,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,1,B,7,B7,1357200,ATP_standards,10^-12mol/10nM,6E11,6E11
85,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,2,B,7,B7,1359700,ATP_standards,10^-12mol/10nM,6E11,6E11
86,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,3,B,7,B7,1344660,ATP_standards,10^-12mol/10nM,6E11,6E11
87,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,4,B,7,B7,1344220,ATP_standards,10^-12mol/10nM,6E11,6E11
88,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,5,B,7,B7,1352070,ATP_standards,10^-12mol/10nM,6E11,6E11
89,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,6,B,7,B7,1322020,ATP_standards,10^-12mol/10nM,6E11,6E11
90,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,1,B,8,B8,2.31058E+07,ATP_standards,10^-11mol/100nM,6E12,6E12
