,experiment,read,read_number,row,column,well,rfu_value,sample_set,concentration,concentration_target_molecules,concentration_target_molecules_number
91,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,2,B,8,B8,5E+07,ATP_standards,10^-11mol/100nM,6E12,6E12
92,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,3,B,8,B8,5E+07,ATP_standards,10^-11mol/100nM,6E12,6E12
93,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,4,B,8,B8,5E+07,ATP_standards,10^-11mol/100nM,6E12,6E12
94,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,5,B,8,B8,5E+07,ATP_standards,10^-11mol/100nM,6E12,6E12
95,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,6,B,8,B8,5E+07,ATP_standards,10^-11mol/100nM,6E12,6E12
96,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,1,C,1,C1,126.301,ATP_standards,0mol/0pM,buffer,0
97,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,2,C,1,C1,112.001,ATP_standards,0mol/0pM,buffer,0
98,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,3,C,1,C1,125.601,ATP_standards,0mol/0pM,buffer,0
99,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,4,C,1,C1,111.501,ATP_standards,0mol/0pM,buffer,0
100,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,5,C,1,C1,107.8,ATP_standards,0mol/0pM,buffer,0
101,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,6,C,1,C1,107.4,ATP_standards,0mol/0pM,buffer,0
102,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,1,C,2,C2,127.901,ATP_standards,10^-17mol/100fM,6E6,6E6
103,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,2,C,2,C2,116.201,ATP_standards,10^-17mol/100fM,6E6,6E6
104,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,3,C,2,C2,129.401,ATP_standards,10^-17mol/100fM,6E6,6E6
105,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,4,C,2,C2,120.401,ATP_standards,10^-17mol/100fM,6E6,6E6
106,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,5,C,2,C2,126.001,ATP_standards,10^-17mol/100fM,6E6,6E6
107,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,6,C,2,C2,126.701,ATP_standards,10^-17mol/100fM,6E6,6E6
108,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,1,C,3,C3,268.203,ATP_standards,10^-16mol/1pM,6E7,6E7
109,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,2,C,3,C3,262.803,ATP_standards,10^-16mol/1pM,6E7,6E7
110,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,3,C,3,C3,272.103,ATP_standards,10^-16mol/1pM,6E7,6E7
111,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,4,C,3,C3,267.903,ATP_standards,10^-16mol/1pM,6E7,6E7
112,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,5,C,3,C3,270.003,ATP_standards,10^-16mol/1pM,6E7,6E7
113,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,6,C,3,C3,253.803,ATP_standards,10^-16mol/1pM,6E7,6E7
114,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,1,C,4,C4,1333.37,ATP_standards,10^-15mol/10pM,6E8,6E8
115,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,2,C,4,C4,1330.77,ATP_standards,10^-15mol/10pM,6E8,6E8
116,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,3,C,4,C4,1298.77,ATP_standards,10^-15mol/10pM,6E8,6E8
117,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,4,C,4,C4,1335.27,ATP_standards,10^-15mol/10pM,6E8,6E8
118,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,5,C,4,C4,1328.97,ATP_standards,10^-15mol/10pM,6E8,6E8
119,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,6,C,4,C4,1308.17,ATP_standards,10^-15mol/10pM,6E8,6E8
120,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,1,C,5,C5,12700.4,ATP_standards,10^-14mol/100pM,6E9,6E9
121,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,2,C,5,C5,12918.2,ATP_standards,10^-14mol/100pM,6E9,6E9
122,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,3,C,5,C5,12665.1,ATP_standards,10^-14mol/100pM,6E9,6E9
123,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,4,C,5,C5,12583.9,ATP_standards,10^-14mol/100pM,6E9,6E9
124,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,5,C,5,C5,12496.8,ATP_standards,10^-14mol/100pM,6E9,6E9
125,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,6,C,5,C5,12377.5,ATP_standards,10^-14mol/100pM,6E9,6E9
126,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,1,C,6,C6,128713,ATP_standards,10^-13mol/1nM,6E10,6E10
127,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,2,C,6,C6,129248,ATP_standards,10^-13mol/1nM,6E10,6E10
128,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,3,C,6,C6,127549,ATP_standards,10^-13mol/1nM,6E10,6E10
129,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,4,C,6,C6,127249,ATP_standards,10^-13mol/1nM,6E10,6E10
130,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,5,C,6,C6,126236,ATP_standards,10^-13mol/1nM,6E10,6E10
131,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,6,C,6,C6,126009,ATP_standards,10^-13mol/1nM,6E10,6E10
132,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,1,C,7,C7,1351190,ATP_standards,10^-12mol/10nM,6E11,6E11
133,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,2,C,7,C7,1346250,ATP_standards,10^-12mol/10nM,6E11,6E11
134,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,3,C,7,C7,1345190,ATP_standards,10^-12mol/10nM,6E11,6E11
135,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,4,C,7,C7,1332250,ATP_standards,10^-12mol/10nM,6E11,6E11
136,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,5,C,7,C7,1332870,ATP_standards,10^-12mol/10nM,6E11,6E11
137,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,6,C,7,C7,1311960,ATP_standards,10^-12mol/10nM,6E11,6E11
138,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,1,C,8,C8,2.28668E+07,ATP_standards,10^-11mol/100nM,6E12,6E12
139,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,2,C,8,C8,2.26671E+07,ATP_standards,10^-11mol/100nM,6E12,6E12
140,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,3,C,8,C8,2.22252E+07,ATP_standards,10^-11mol/100nM,6E12,6E12
141,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,4,C,8,C8,2.19375E+07,ATP_standards,10^-11mol/100nM,6E12,6E12
142,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,5,C,8,C8,2.16852E+07,ATP_standards,10^-11mol/100nM,6E12,6E12
143,ATP_standards,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate. kinetics,6,C,8,C8,5E+07,ATP_standards,10^-11mol/100nM,6E12,6E12
0,after_ATP_standards,80µl per well (Injector 1) 0.5sec. ,1,H,7,H7,2018.57,after,buffer,buffer,0
1,after_ATP_standards,80µl per well (Injector 1) 0.5sec. ,2,H,7,H7,2029.07,after,buffer,buffer,0
2,after_ATP_standards,80µl per well (Injector 1) 0.5sec. ,3,H,7,H7,1989.27,after,buffer,buffer,0
3,after_ATP_standards,80µl per well (Injector 1) 0.5sec. ,4,H,7,H7,2004.77,after,buffer,buffer,0
4,after_ATP_standards,80µl per well (Injector 1) 0.5sec. ,5,H,7,H7,2011.47,after,buffer,buffer,0
5,after_ATP_standards,80µl per well (Injector 1) 0.5sec. ,6,H,7,H7,1974.36,after,buffer,buffer,0
6,after_ATP_standards,80µl per well (Injector 1) 0.5sec. ,1,H,8,H8,2142.39,after,buffer,buffer,0
7,after_ATP_standards,80µl per well (Injector 1) 0.5sec. ,2,H,8,H8,2128.49,after,buffer,buffer,0
8,after_ATP_standards,80µl per well (Injector 1) 0.5sec. ,3,H,8,H8,2187.6,after,buffer,buffer,0
9,after_ATP_standards,80µl per well (Injector 1) 0.5sec. ,4,H,8,H8,2129.79,after,buffer,buffer,0
10,after_ATP_standards,80µl per well (Injector 1) 0.5sec. ,5,H,8,H8,2072.38,after,buffer,buffer,0
11,after_ATP_standards,80µl per well (Injector 1) 0.5sec. ,6,H,8,H8,2094.68,after,buffer,buffer,0
12,after_ATP_standards,80µl per well (Injector 1) 0.5sec. ,1,H,9,H9,2612.29,after,buffer,buffer,0
13,after_ATP_standards,80µl per well (Injector 1) 0.5sec. ,2,H,9,H9,2582.38,after,buffer,buffer,0
14,after_ATP_standards,80µl per well (Injector 1) 0.5sec. ,3,H,9,H9,2532.97,after,buffer,buffer,0
15,after_ATP_standards,80µl per well (Injector 1) 0.5sec. ,4,H,9,H9,2518.87,after,buffer,buffer,0
16,after_ATP_standards,80µl per well (Injector 1) 0.5sec. ,5,H,9,H9,2511.76,after,buffer,buffer,0
17,after_ATP_standards,80µl per well (Injector 1) 0.5sec. ,6,H,9,H9,2469.06,after,buffer,buffer,0
0,before_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,1,H,1,H1,1365.28,before,buffer,buffer,0
1,before_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,2,H,1,H1,1361.98,before,buffer,buffer,0
2,before_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,3,H,1,H1,1355.18,before,buffer,buffer,0
3,before_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,4,H,1,H1,1326.97,before,buffer,buffer,0
4,before_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,5,H,1,H1,1351.78,before,buffer,buffer,0
5,before_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,6,H,1,H1,1310.27,before,buffer,buffer,0
6,before_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,1,H,2,H2,1405.88,before,buffer,buffer,0
7,before_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,2,H,2,H2,1428.19,before,buffer,buffer,0
8,before_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,3,H,2,H2,1442.39,before,buffer,buffer,0
9,before_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,4,H,2,H2,1400.88,before,buffer,buffer,0
10,before_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,5,H,2,H2,1382.08,before,buffer,buffer,0
11,before_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,6,H,2,H2,1406.68,before,buffer,buffer,0
12,before_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,1,H,3,H3,1441.49,before,buffer,buffer,0
13,before_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,2,H,3,H3,1448.99,before,buffer,buffer,0
14,before_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,3,H,3,H3,1425.59,before,buffer,buffer,0
15,before_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,4,H,3,H3,1427.29,before,buffer,buffer,0
16,before_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,5,H,3,H3,1390.38,before,buffer,buffer,0
17,before_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,6,H,3,H3,1379.38,before,buffer,buffer,0
0,after_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,1,H,4,H4,1822.34,between,buffer,buffer,0
1,after_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,2,H,4,H4,1829.94,between,buffer,buffer,0
2,after_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,3,H,4,H4,1809.24,between,buffer,buffer,0
3,after_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,4,H,4,H4,1790.43,between,buffer,buffer,0
4,after_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,5,H,4,H4,1779.83,between,buffer,buffer,0
5,after_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,6,H,4,H4,1752.93,between,buffer,buffer,0
6,after_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,1,H,5,H5,1796.24,between,buffer,buffer,0
7,after_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,2,H,5,H5,1810.54,between,buffer,buffer,0
8,after_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,3,H,5,H5,1748.63,between,buffer,buffer,0
9,after_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,4,H,5,H5,1771.93,between,buffer,buffer,0
10,after_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,5,H,5,H5,1744.03,between,buffer,buffer,0
11,after_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,6,H,5,H5,1767.93,between,buffer,buffer,0
12,after_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,1,H,6,H6,1854.74,between,buffer,buffer,0
13,after_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,2,H,6,H6,1850.44,between,buffer,buffer,0
14,after_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,3,H,6,H6,1851.04,between,buffer,buffer,0
15,after_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,4,H,6,H6,1791.23,between,buffer,buffer,0
16,after_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,5,H,6,H6,1806.74,between,buffer,buffer,0
17,after_NANCY_DREW,80µl per well (Injector 1) 0.5sec. ,6,H,6,H6,1824.94,between,buffer,buffer,0
