,time,row_384,column_384,rfu_value,replicate,sample_set,standard_conc,reporter,gRNA,target_DNA,target_DNA_input_concentration,target_DNA_input_molecules,hours,minutes,seconds,kit
0,00:00:00,A,1,2.05,a,DETECTR_sample,,DNA-FAM-TTATT,no_gRNA,IS1081_H6,400nM,2.4E11,00,00,00,DETECTR
1,00:00:00,C,1,2.243,b,DETECTR_sample,,DNA-FAM-TTATT,no_gRNA,IS1081_H6,400nM,2.4E11,00,00,00,DETECTR
2,00:00:00,E,1,2.187,c,DETECTR_sample,,DNA-FAM-TTATT,no_gRNA,IS1081_H6,400nM,2.4E11,00,00,00,DETECTR
3,00:00:00,A,3,125.507,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4uM,2.4E12,00,00,00,DETECTR
4,00:00:00,C,3,121.172,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4uM,2.4E12,00,00,00,DETECTR
5,00:00:00,E,3,115.296,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4uM,2.4E12,00,00,00,DETECTR
6,00:00:00,A,5,169.592,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400nM,2.4E11,00,00,00,DETECTR
7,00:00:00,C,5,173.638,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400nM,2.4E11,00,00,00,DETECTR
8,00:00:00,E,5,159.207,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400nM,2.4E11,00,00,00,DETECTR
9,00:00:00,A,7,148.156,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40nM,2.4E10,00,00,00,DETECTR
10,00:00:00,C,7,154.261,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40nM,2.4E10,00,00,00,DETECTR
11,00:00:00,E,7,138.289,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40nM,2.4E10,00,00,00,DETECTR
12,00:00:00,A,9,28.254,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4nM,2.4E9,00,00,00,DETECTR
13,00:00:00,C,9,27.541,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4nM,2.4E9,00,00,00,DETECTR
14,00:00:00,E,9,24.645,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4nM,2.4E9,00,00,00,DETECTR
15,00:00:00,A,11,3.734,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400pM,2.4E8,00,00,00,DETECTR
16,00:00:00,C,11,4.018,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400pM,2.4E8,00,00,00,DETECTR
17,00:00:00,E,11,3.586,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400pM,2.4E8,00,00,00,DETECTR
18,00:00:00,A,13,2.076,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40pM,2.4E7,00,00,00,DETECTR
19,00:00:00,C,13,2.181,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40pM,2.4E7,00,00,00,DETECTR
20,00:00:00,E,13,2.105,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40pM,2.4E7,00,00,00,DETECTR
21,00:00:00,A,15,2.231,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4pM,2.4E6,00,00,00,DETECTR
22,00:00:00,C,15,2.051,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4pM,2.4E6,00,00,00,DETECTR
23,00:00:00,E,15,2.196,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4pM,2.4E6,00,00,00,DETECTR
24,00:00:00,A,17,2.191,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400fM,2.4E5,00,00,00,DETECTR
25,00:00:00,C,17,2.083,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400fM,2.4E5,00,00,00,DETECTR
26,00:00:00,E,17,1.925,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400fM,2.4E5,00,00,00,DETECTR
27,00:00:00,A,19,2.107,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40fM,2.4E4,00,00,00,DETECTR
28,00:00:00,C,19,1.991,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40fM,2.4E4,00,00,00,DETECTR
29,00:00:00,E,19,1.967,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40fM,2.4E4,00,00,00,DETECTR
30,00:00:00,A,21,2.188,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,0fM,0,00,00,00,DETECTR
31,00:00:00,C,21,2.223,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,0fM,0,00,00,00,DETECTR
32,00:00:00,E,21,1.9,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,0fM,0,00,00,00,DETECTR
33,00:00:00,A,23,2.083,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS6110_A7,400nM,2.4E11,00,00,00,DETECTR
34,00:00:00,C,23,2.28,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS6110_A7,400nM,2.4E11,00,00,00,DETECTR
35,00:00:00,E,23,1.887,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS6110_A7,400nM,2.4E11,00,00,00,DETECTR
36,00:00:00,A,24,2.096,a,DETECTR_background,,DNA-FAM-TTATT,,,,,00,00,00,DETECTR
37,00:00:00,C,24,2.481,b,DETECTR_background,,DNA-FAM-TTATT,,,,,00,00,00,DETECTR
38,00:00:00,E,24,2.468,c,DETECTR_background,,DNA-FAM-TTATT,,,,,00,00,00,DETECTR
39,00:10:00,A,1,2.04,a,DETECTR_sample,,DNA-FAM-TTATT,no_gRNA,IS1081_H6,400nM,2.4E11,00,10,00,DETECTR
40,00:10:00,C,1,2.213,b,DETECTR_sample,,DNA-FAM-TTATT,no_gRNA,IS1081_H6,400nM,2.4E11,00,10,00,DETECTR
41,00:10:00,E,1,2.14,c,DETECTR_sample,,DNA-FAM-TTATT,no_gRNA,IS1081_H6,400nM,2.4E11,00,10,00,DETECTR
42,00:10:00,A,3,157.133,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4uM,2.4E12,00,10,00,DETECTR
43,00:10:00,C,3,167.338,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4uM,2.4E12,00,10,00,DETECTR
44,00:10:00,E,3,152.554,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4uM,2.4E12,00,10,00,DETECTR
45,00:10:00,A,5,164.342,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400nM,2.4E11,00,10,00,DETECTR
46,00:10:00,C,5,166.424,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400nM,2.4E11,00,10,00,DETECTR
47,00:10:00,E,5,154.82,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400nM,2.4E11,00,10,00,DETECTR
48,00:10:00,A,7,160.792,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40nM,2.4E10,00,10,00,DETECTR
49,00:10:00,C,7,165.551,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40nM,2.4E10,00,10,00,DETECTR
50,00:10:00,E,7,149.096,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40nM,2.4E10,00,10,00,DETECTR
51,00:10:00,A,9,73.417,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4nM,2.4E9,00,10,00,DETECTR
52,00:10:00,C,9,74.366,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4nM,2.4E9,00,10,00,DETECTR
53,00:10:00,E,9,69.616,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4nM,2.4E9,00,10,00,DETECTR
54,00:10:00,A,11,7.904,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400pM,2.4E8,00,10,00,DETECTR
55,00:10:00,C,11,7.905,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400pM,2.4E8,00,10,00,DETECTR
56,00:10:00,E,11,7.628,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400pM,2.4E8,00,10,00,DETECTR
57,00:10:00,A,13,2.198,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40pM,2.4E7,00,10,00,DETECTR
58,00:10:00,C,13,2.342,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40pM,2.4E7,00,10,00,DETECTR
59,00:10:00,E,13,2.058,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40pM,2.4E7,00,10,00,DETECTR
60,00:10:00,A,15,2.108,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4pM,2.4E6,00,10,00,DETECTR
61,00:10:00,C,15,2.045,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4pM,2.4E6,00,10,00,DETECTR
62,00:10:00,E,15,2.142,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4pM,2.4E6,00,10,00,DETECTR
63,00:10:00,A,17,2.137,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400fM,2.4E5,00,10,00,DETECTR
64,00:10:00,C,17,2.174,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400fM,2.4E5,00,10,00,DETECTR
65,00:10:00,E,17,1.842,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400fM,2.4E5,00,10,00,DETECTR
66,00:10:00,A,19,2.101,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40fM,2.4E4,00,10,00,DETECTR
67,00:10:00,C,19,2.175,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40fM,2.4E4,00,10,00,DETECTR
68,00:10:00,E,19,1.83,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40fM,2.4E4,00,10,00,DETECTR
69,00:10:00,A,21,1.998,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,0fM,0,00,10,00,DETECTR
70,00:10:00,C,21,2.194,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,0fM,0,00,10,00,DETECTR
71,00:10:00,E,21,2.026,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,0fM,0,00,10,00,DETECTR
72,00:10:00,A,23,2.086,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS6110_A7,400nM,2.4E11,00,10,00,DETECTR
73,00:10:00,C,23,2.096,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS6110_A7,400nM,2.4E11,00,10,00,DETECTR
74,00:10:00,E,23,1.88,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS6110_A7,400nM,2.4E11,00,10,00,DETECTR
75,00:10:00,A,24,2.034,a,DETECTR_background,,DNA-FAM-TTATT,,,,,00,10,00,DETECTR
76,00:10:00,C,24,2.54,b,DETECTR_background,,DNA-FAM-TTATT,,,,,00,10,00,DETECTR
77,00:10:00,E,24,2.644,c,DETECTR_background,,DNA-FAM-TTATT,,,,,00,10,00,DETECTR
78,00:20:00,A,1,2.072,a,DETECTR_sample,,DNA-FAM-TTATT,no_gRNA,IS1081_H6,400nM,2.4E11,00,20,00,DETECTR
79,00:20:00,C,1,2.069,b,DETECTR_sample,,DNA-FAM-TTATT,no_gRNA,IS1081_H6,400nM,2.4E11,00,20,00,DETECTR
80,00:20:00,E,1,2.081,c,DETECTR_sample,,DNA-FAM-TTATT,no_gRNA,IS1081_H6,400nM,2.4E11,00,20,00,DETECTR
81,00:20:00,A,3,161.958,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4uM,2.4E12,00,20,00,DETECTR
82,00:20:00,C,3,177.287,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4uM,2.4E12,00,20,00,DETECTR
83,00:20:00,E,3,161.95,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4uM,2.4E12,00,20,00,DETECTR
84,00:20:00,A,5,164.586,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400nM,2.4E11,00,20,00,DETECTR
85,00:20:00,C,5,168.499,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400nM,2.4E11,00,20,00,DETECTR
86,00:20:00,E,5,155.305,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400nM,2.4E11,00,20,00,DETECTR
87,00:20:00,A,7,160.003,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40nM,2.4E10,00,20,00,DETECTR
88,00:20:00,C,7,164.554,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40nM,2.4E10,00,20,00,DETECTR
89,00:20:00,E,7,148.541,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40nM,2.4E10,00,20,00,DETECTR
90,00:20:00,A,9,119.493,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4nM,2.4E9,00,20,00,DETECTR
91,00:20:00,C,9,126.664,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4nM,2.4E9,00,20,00,DETECTR
92,00:20:00,E,9,114.113,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4nM,2.4E9,00,20,00,DETECTR
93,00:20:00,A,11,14.197,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400pM,2.4E8,00,20,00,DETECTR
94,00:20:00,C,11,14.057,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400pM,2.4E8,00,20,00,DETECTR
95,00:20:00,E,11,13.731,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400pM,2.4E8,00,20,00,DETECTR
96,00:20:00,A,13,2.277,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40pM,2.4E7,00,20,00,DETECTR
97,00:20:00,C,13,2.393,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40pM,2.4E7,00,20,00,DETECTR
98,00:20:00,E,13,2.162,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40pM,2.4E7,00,20,00,DETECTR
99,00:20:00,A,15,2.299,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4pM,2.4E6,00,20,00,DETECTR
100,00:20:00,C,15,2.167,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4pM,2.4E6,00,20,00,DETECTR
101,00:20:00,E,15,2.162,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4pM,2.4E6,00,20,00,DETECTR
102,00:20:00,A,17,2.126,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400fM,2.4E5,00,20,00,DETECTR
103,00:20:00,C,17,2.394,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400fM,2.4E5,00,20,00,DETECTR
104,00:20:00,E,17,1.918,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400fM,2.4E5,00,20,00,DETECTR
105,00:20:00,A,19,1.913,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40fM,2.4E4,00,20,00,DETECTR
106,00:20:00,C,19,2.22,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40fM,2.4E4,00,20,00,DETECTR
107,00:20:00,E,19,1.798,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40fM,2.4E4,00,20,00,DETECTR
108,00:20:00,A,21,2.112,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,0fM,0,00,20,00,DETECTR
109,00:20:00,C,21,2.149,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,0fM,0,00,20,00,DETECTR
110,00:20:00,E,21,2.014,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,0fM,0,00,20,00,DETECTR
111,00:20:00,A,23,2.195,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS6110_A7,400nM,2.4E11,00,20,00,DETECTR
112,00:20:00,C,23,2.182,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS6110_A7,400nM,2.4E11,00,20,00,DETECTR
113,00:20:00,E,23,1.889,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS6110_A7,400nM,2.4E11,00,20,00,DETECTR
114,00:20:00,A,24,2.165,a,DETECTR_background,,DNA-FAM-TTATT,,,,,00,20,00,DETECTR
115,00:20:00,C,24,2.427,b,DETECTR_background,,DNA-FAM-TTATT,,,,,00,20,00,DETECTR
116,00:20:00,E,24,2.385,c,DETECTR_background,,DNA-FAM-TTATT,,,,,00,20,00,DETECTR
117,00:30:00,A,1,1.9,a,DETECTR_sample,,DNA-FAM-TTATT,no_gRNA,IS1081_H6,400nM,2.4E11,00,30,00,DETECTR
118,00:30:00,C,1,2.257,b,DETECTR_sample,,DNA-FAM-TTATT,no_gRNA,IS1081_H6,400nM,2.4E11,00,30,00,DETECTR
119,00:30:00,E,1,2.186,c,DETECTR_sample,,DNA-FAM-TTATT,no_gRNA,IS1081_H6,400nM,2.4E11,00,30,00,DETECTR
120,00:30:00,A,3,162.977,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4uM,2.4E12,00,30,00,DETECTR
121,00:30:00,C,3,179.583,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4uM,2.4E12,00,30,00,DETECTR
122,00:30:00,E,3,161.146,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4uM,2.4E12,00,30,00,DETECTR
123,00:30:00,A,5,164.478,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400nM,2.4E11,00,30,00,DETECTR
124,00:30:00,C,5,168.889,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400nM,2.4E11,00,30,00,DETECTR
125,00:30:00,E,5,155.676,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400nM,2.4E11,00,30,00,DETECTR
126,00:30:00,A,7,160.131,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40nM,2.4E10,00,30,00,DETECTR
127,00:30:00,C,7,164.748,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40nM,2.4E10,00,30,00,DETECTR
128,00:30:00,E,7,148.713,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40nM,2.4E10,00,30,00,DETECTR
129,00:30:00,A,9,144.641,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4nM,2.4E9,00,30,00,DETECTR
130,00:30:00,C,9,154.386,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4nM,2.4E9,00,30,00,DETECTR
131,00:30:00,E,9,137.154,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4nM,2.4E9,00,30,00,DETECTR
132,00:30:00,A,11,19.748,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400pM,2.4E8,00,30,00,DETECTR
133,00:30:00,C,11,21.133,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400pM,2.4E8,00,30,00,DETECTR
134,00:30:00,E,11,20.174,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400pM,2.4E8,00,30,00,DETECTR
135,00:30:00,A,13,2.144,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40pM,2.4E7,00,30,00,DETECTR
136,00:30:00,C,13,2.192,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40pM,2.4E7,00,30,00,DETECTR
137,00:30:00,E,13,2.085,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40pM,2.4E7,00,30,00,DETECTR
138,00:30:00,A,15,2.218,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4pM,2.4E6,00,30,00,DETECTR
139,00:30:00,C,15,2.044,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4pM,2.4E6,00,30,00,DETECTR
140,00:30:00,E,15,2.289,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4pM,2.4E6,00,30,00,DETECTR
141,00:30:00,A,17,2.24,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400fM,2.4E5,00,30,00,DETECTR
142,00:30:00,C,17,2.272,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400fM,2.4E5,00,30,00,DETECTR
143,00:30:00,E,17,1.949,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400fM,2.4E5,00,30,00,DETECTR
144,00:30:00,A,19,2.08,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40fM,2.4E4,00,30,00,DETECTR
145,00:30:00,C,19,2.233,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40fM,2.4E4,00,30,00,DETECTR
146,00:30:00,E,19,1.951,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40fM,2.4E4,00,30,00,DETECTR
147,00:30:00,A,21,2.246,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,0fM,0,00,30,00,DETECTR
148,00:30:00,C,21,2.218,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,0fM,0,00,30,00,DETECTR
149,00:30:00,E,21,1.913,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,0fM,0,00,30,00,DETECTR
150,00:30:00,A,23,2.245,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS6110_A7,400nM,2.4E11,00,30,00,DETECTR
151,00:30:00,C,23,2.17,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS6110_A7,400nM,2.4E11,00,30,00,DETECTR
152,00:30:00,E,23,1.773,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS6110_A7,400nM,2.4E11,00,30,00,DETECTR
153,00:30:00,A,24,2.088,a,DETECTR_background,,DNA-FAM-TTATT,,,,,00,30,00,DETECTR
154,00:30:00,C,24,2.36,b,DETECTR_background,,DNA-FAM-TTATT,,,,,00,30,00,DETECTR
155,00:30:00,E,24,2.672,c,DETECTR_background,,DNA-FAM-TTATT,,,,,00,30,00,DETECTR
156,00:40:00,A,1,1.99,a,DETECTR_sample,,DNA-FAM-TTATT,no_gRNA,IS1081_H6,400nM,2.4E11,00,40,00,DETECTR
157,00:40:00,C,1,2.314,b,DETECTR_sample,,DNA-FAM-TTATT,no_gRNA,IS1081_H6,400nM,2.4E11,00,40,00,DETECTR
158,00:40:00,E,1,2.143,c,DETECTR_sample,,DNA-FAM-TTATT,no_gRNA,IS1081_H6,400nM,2.4E11,00,40,00,DETECTR
159,00:40:00,A,3,164.228,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4uM,2.4E12,00,40,00,DETECTR
160,00:40:00,C,3,179.855,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4uM,2.4E12,00,40,00,DETECTR
161,00:40:00,E,3,160.149,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4uM,2.4E12,00,40,00,DETECTR
162,00:40:00,A,5,164.868,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400nM,2.4E11,00,40,00,DETECTR
163,00:40:00,C,5,167.301,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400nM,2.4E11,00,40,00,DETECTR
164,00:40:00,E,5,154.4,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400nM,2.4E11,00,40,00,DETECTR
165,00:40:00,A,7,159.631,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40nM,2.4E10,00,40,00,DETECTR
166,00:40:00,C,7,164.386,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40nM,2.4E10,00,40,00,DETECTR
167,00:40:00,E,7,145.576,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40nM,2.4E10,00,40,00,DETECTR
168,00:40:00,A,9,157.672,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4nM,2.4E9,00,40,00,DETECTR
169,00:40:00,C,9,167.442,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4nM,2.4E9,00,40,00,DETECTR
170,00:40:00,E,9,145.585,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4nM,2.4E9,00,40,00,DETECTR
171,00:40:00,A,11,26.47,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400pM,2.4E8,00,40,00,DETECTR
172,00:40:00,C,11,28.31,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400pM,2.4E8,00,40,00,DETECTR
173,00:40:00,E,11,26.227,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,400pM,2.4E8,00,40,00,DETECTR
174,00:40:00,A,13,2.301,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40pM,2.4E7,00,40,00,DETECTR
175,00:40:00,C,13,2.331,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40pM,2.4E7,00,40,00,DETECTR
176,00:40:00,E,13,2.274,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,40pM,2.4E7,00,40,00,DETECTR
177,00:40:00,A,15,2.179,a,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4pM,2.4E6,00,40,00,DETECTR
178,00:40:00,C,15,2.037,b,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4pM,2.4E6,00,40,00,DETECTR
179,00:40:00,E,15,2.013,c,DETECTR_sample,,DNA-FAM-TTATT,IS1081_H6,IS1081_H6,4pM,2.4E6,00,40,00,DETECTR
