,time,row_384,column_384,rfu_value,replicate,sample_set,standard_conc,reagents,hours,minutes,seconds
0,00:00:00,A,1,70641.695,a,AMP_standard,10,,00,00,00
1,00:00:00,C,1,70433.438,b,AMP_standard,10,,00,00,00
2,00:00:00,E,1,71877.375,c,AMP_standard,10,,00,00,00
3,00:00:00,G,1,63799.672,a,AMP_standard_no_ATP,10,,00,00,00
4,00:00:00,I,1,61178.375,b,AMP_standard_no_ATP,10,,00,00,00
5,00:00:00,K,1,62294.645,c,AMP_standard_no_ATP,10,,00,00,00
6,00:00:00,M,1,2.7769999999999997,a,buffer,,buffer,00,00,00
7,00:00:00,O,1,0.0,a,water,,water,00,00,00
8,00:00:00,A,3,28809.262000000002,a,AMP_standard,5,,00,00,00
9,00:00:00,C,3,29758.924,b,AMP_standard,5,,00,00,00
10,00:00:00,E,3,30664.16,c,AMP_standard,5,,00,00,00
11,00:00:00,G,3,24799.568,a,AMP_standard_no_ATP,5,,00,00,00
12,00:00:00,I,3,24352.504,b,AMP_standard_no_ATP,5,,00,00,00
13,00:00:00,K,3,23830.465,c,AMP_standard_no_ATP,5,,00,00,00
14,00:00:00,M,3,11.107000000000001,b,buffer,,buffer,00,00,00
15,00:00:00,O,3,5.553999999999999,b,water,,water,00,00,00
16,00:00:00,A,5,10379.665,a,AMP_standard,2.5,,00,00,00
17,00:00:00,C,5,11046.096000000001,b,AMP_standard,2.5,,00,00,00
18,00:00:00,E,5,11132.176000000001,c,AMP_standard,2.5,,00,00,00
19,00:00:00,G,5,8027.718000000001,a,AMP_standard_no_ATP,2.5,,00,00,00
20,00:00:00,I,5,8260.969000000001,b,AMP_standard_no_ATP,2.5,,00,00,00
21,00:00:00,K,5,7591.7609999999995,c,AMP_standard_no_ATP,2.5,,00,00,00
22,00:00:00,M,5,5.553999999999999,c,buffer,,buffer,00,00,00
23,00:00:00,O,5,11.107000000000001,c,water,,water,00,00,00
24,00:00:00,A,7,3707.0229999999997,a,AMP_standard,1.25,,00,00,00
25,00:00:00,C,7,4026.3540000000003,b,AMP_standard,1.25,,00,00,00
26,00:00:00,E,7,4345.686,c,AMP_standard,1.25,,00,00,00
27,00:00:00,G,7,2290.857,a,AMP_standard_no_ATP,1.25,,00,00,00
28,00:00:00,I,7,2457.465,b,AMP_standard_no_ATP,1.25,,00,00,00
29,00:00:00,K,7,2465.795,c,AMP_standard_no_ATP,1.25,,00,00,00
30,00:00:00,M,7,30.545,a,buffer,,buffer+R1,00,00,00
31,00:00:00,O,7,8.33,a,water,,water+R1,00,00,00
32,00:00:00,A,9,1643.8629999999998,a,AMP_standard,0.625,,00,00,00
33,00:00:00,C,9,1632.756,b,AMP_standard,0.625,,00,00,00
34,00:00:00,E,9,1710.507,c,AMP_standard,0.625,,00,00,00
35,00:00:00,G,9,652.547,a,AMP_standard_no_ATP,0.625,,00,00,00
36,00:00:00,I,9,683.092,b,AMP_standard_no_ATP,0.625,,00,00,00
37,00:00:00,K,9,671.985,c,AMP_standard_no_ATP,0.625,,00,00,00
38,00:00:00,M,9,13.884,b,buffer,,buffer+R1,00,00,00
39,00:00:00,O,9,22.214000000000002,b,water,,water+R1,00,00,00
40,00:00:00,A,11,744.181,a,AMP_standard,0.3125,,00,00,00
41,00:00:00,C,11,894.128,b,AMP_standard,0.3125,,00,00,00
42,00:00:00,E,11,791.387,c,AMP_standard,0.3125,,00,00,00
43,00:00:00,G,11,208.26,a,AMP_standard_no_ATP,0.3125,,00,00,00
44,00:00:00,I,11,166.608,b,AMP_standard_no_ATP,0.3125,,00,00,00
45,00:00:00,K,11,158.27700000000002,c,AMP_standard_no_ATP,0.3125,,00,00,00
46,00:00:00,M,11,11.107000000000001,c,buffer,,buffer+R1,00,00,00
47,00:00:00,O,11,13.884,c,water,,water+R1,00,00,00
48,00:00:00,A,13,549.806,a,AMP_standard,0.15625,,00,00,00
49,00:00:00,C,13,552.582,b,AMP_standard,0.15625,,00,00,00
50,00:00:00,E,13,541.475,c,AMP_standard,0.15625,,00,00,00
51,00:00:00,G,13,41.652,a,AMP_standard_no_ATP,0.15625,,00,00,00
52,00:00:00,I,13,63.86600000000001,b,AMP_standard_no_ATP,0.15625,,00,00,00
53,00:00:00,K,13,41.652,c,AMP_standard_no_ATP,0.15625,,00,00,00
54,00:00:00,M,13,8.33,a,buffer,,buffer+kinaseGLO,00,00,00
55,00:00:00,O,13,13.884,a,water,,water+kinaseGLO+R2,00,00,00
56,00:00:00,A,15,397.082,a,AMP_standard,0.078125,,00,00,00
57,00:00:00,C,15,397.082,b,AMP_standard,0.078125,,00,00,00
58,00:00:00,E,15,502.6,c,AMP_standard,0.078125,,00,00,00
59,00:00:00,G,15,27.768,a,AMP_standard_no_ATP,0.078125,,00,00,00
60,00:00:00,I,15,41.652,b,AMP_standard_no_ATP,0.078125,,00,00,00
61,00:00:00,K,15,27.768,c,AMP_standard_no_ATP,0.078125,,00,00,00
62,00:00:00,M,15,8.33,b,buffer,,buffer+kinaseGLO,00,00,00
63,00:00:00,O,15,36.098,b,water,,water+kinaseGLO+R2,00,00,00
64,00:00:00,A,17,330.439,a,AMP_standard,0.0390625,,00,00,00
65,00:00:00,C,17,663.654,b,AMP_standard,0.0390625,,00,00,00
66,00:00:00,E,17,1521.684,c,AMP_standard,0.0390625,,00,00,00
67,00:00:00,G,17,13.884,a,AMP_standard_no_ATP,0.0390625,,00,00,00
68,00:00:00,I,17,13.884,b,AMP_standard_no_ATP,0.0390625,,00,00,00
69,00:00:00,K,17,13.884,c,AMP_standard_no_ATP,0.0390625,,00,00,00
70,00:00:00,M,17,19.438,c,buffer,,buffer+kinaseGLO,00,00,00
71,00:00:00,O,17,11.107000000000001,c,water,,water+kinaseGLO+R2,00,00,00
72,00:00:00,A,19,491.49300000000005,a,AMP_standard,0.0195312,,00,00,00
73,00:00:00,C,19,1080.174,b,AMP_standard,0.0195312,,00,00,00
74,00:00:00,E,19,474.832,c,AMP_standard,0.0195312,,00,00,00
75,00:00:00,G,19,22.214000000000002,a,AMP_standard_no_ATP,0.0195312,,00,00,00
76,00:00:00,I,19,30.545,b,AMP_standard_no_ATP,0.0195312,,00,00,00
77,00:00:00,K,19,2.7769999999999997,c,AMP_standard_no_ATP,0.0195312,,00,00,00
78,00:00:00,M,19,16.660999999999998,a,buffer,,buffer+kinaseGLO+R2,00,00,00
79,00:00:00,O,19,22.214000000000002,a,water,,water+R1+kinaseGLO+R2,00,00,00
80,00:00:00,A,21,302.671,a,AMP_standard,0.0097656,,00,00,00
81,00:00:00,C,21,349.876,b,AMP_standard,0.0097656,,00,00,00
82,00:00:00,E,21,1838.239,c,AMP_standard,0.0097656,,00,00,00
83,00:00:00,G,21,13.884,a,AMP_standard_no_ATP,0.0097656,,00,00,00
84,00:00:00,I,21,19.438,b,AMP_standard_no_ATP,0.0097656,,00,00,00
85,00:00:00,K,21,27.768,c,AMP_standard_no_ATP,0.0097656,,00,00,00
86,00:00:00,M,21,16.660999999999998,b,buffer,,buffer+kinaseGLO+R2,00,00,00
87,00:00:00,O,21,13.884,b,water,,water+R1+kinaseGLO+R2,00,00,00
88,00:00:00,A,23,311.001,a,AMP_standard,0,buffer+R1+kinaseGLO+R2+ATP,00,00,00
89,00:00:00,C,23,358.207,b,AMP_standard,0,buffer+R1+kinaseGLO+R2+ATP,00,00,00
90,00:00:00,E,23,447.064,c,AMP_standard,0,buffer+R1+kinaseGLO+R2+ATP,00,00,00
91,00:00:00,G,23,13.884,a,AMP_standard_no_ATP,0,buffer+R1+kinaseGLO+R2,00,00,00
92,00:00:00,I,23,19.438,b,AMP_standard_no_ATP,0,buffer+R1+kinaseGLO+R2,00,00,00
93,00:00:00,K,23,33.321999999999996,c,AMP_standard_no_ATP,0,buffer+R1+kinaseGLO+R2,00,00,00
94,00:00:00,M,23,11.107000000000001,c,buffer,,buffer+kinaseGLO+R2,00,00,00
95,00:00:00,O,23,11.107000000000001,c,water,,water+R1+kinaseGLO+R2,00,00,00
96,00:10:00,A,1,73940.547,a,AMP_standard,10,,00,10,00
97,00:10:00,C,1,72320.555,b,AMP_standard,10,,00,10,00
98,00:10:00,E,1,74938.992,c,AMP_standard,10,,00,10,00
99,00:10:00,G,1,69800.555,a,AMP_standard_no_ATP,10,,00,10,00
100,00:10:00,I,1,68318.367,b,AMP_standard_no_ATP,10,,00,10,00
101,00:10:00,K,1,69938.367,c,AMP_standard_no_ATP,10,,00,10,00
102,00:10:00,M,1,33.75,a,buffer,,buffer,00,10,00
103,00:10:00,O,1,30.936999999999998,a,water,,water,00,10,00
104,00:10:00,A,3,34430.59,a,AMP_standard,5,,00,10,00
105,00:10:00,C,3,34531.84,b,AMP_standard,5,,00,10,00
106,00:10:00,E,3,35749.648,c,AMP_standard,5,,00,10,00
107,00:10:00,G,3,30431.221,a,AMP_standard_no_ATP,5,,00,10,00
108,00:10:00,I,3,29902.468999999997,b,AMP_standard_no_ATP,5,,00,10,00
109,00:10:00,K,3,29773.093999999997,c,AMP_standard_no_ATP,5,,00,10,00
110,00:10:00,M,3,39.375,b,buffer,,buffer,00,10,00
111,00:10:00,O,3,2.812,b,water,,water,00,10,00
112,00:10:00,A,5,14056.86,a,AMP_standard,2.5,,00,10,00
113,00:10:00,C,5,14076.548,b,AMP_standard,2.5,,00,10,00
114,00:10:00,E,5,13949.986,c,AMP_standard,2.5,,00,10,00
115,00:10:00,G,5,10504.677,a,AMP_standard_no_ATP,2.5,,00,10,00
116,00:10:00,I,5,11182.489,b,AMP_standard_no_ATP,2.5,,00,10,00
117,00:10:00,K,5,10636.864,c,AMP_standard_no_ATP,2.5,,00,10,00
118,00:10:00,M,5,19.687,c,buffer,,buffer,00,10,00
119,00:10:00,O,5,5.625,c,water,,water,00,10,00
120,00:10:00,A,7,5307.182,a,AMP_standard,1.25,,00,10,00
121,00:10:00,C,7,5529.369000000001,b,AMP_standard,1.25,,00,10,00
122,00:10:00,E,7,5743.119000000001,c,AMP_standard,1.25,,00,10,00
123,00:10:00,G,7,3214.684,a,AMP_standard_no_ATP,1.25,,00,10,00
124,00:10:00,I,7,3242.809,b,AMP_standard_no_ATP,1.25,,00,10,00
125,00:10:00,K,7,3436.8720000000003,c,AMP_standard_no_ATP,1.25,,00,10,00
126,00:10:00,M,7,0.0,a,buffer,,buffer+R1,00,10,00
127,00:10:00,O,7,19.687,a,water,,water+R1,00,10,00
128,00:10:00,A,9,2103.748,a,AMP_standard,0.625,,00,10,00
129,00:10:00,C,9,2106.56,b,AMP_standard,0.625,,00,10,00
130,00:10:00,E,9,2376.56,c,AMP_standard,0.625,,00,10,00
131,00:10:00,G,9,936.562,a,AMP_standard_no_ATP,0.625,,00,10,00
132,00:10:00,I,9,1046.249,b,AMP_standard_no_ATP,0.625,,00,10,00
133,00:10:00,K,9,989.9989999999999,c,AMP_standard_no_ATP,0.625,,00,10,00
134,00:10:00,M,9,16.875,b,buffer,,buffer+R1,00,10,00
135,00:10:00,O,9,2.812,b,water,,water+R1,00,10,00
136,00:10:00,A,11,1153.124,a,AMP_standard,0.3125,,00,10,00
137,00:10:00,C,11,1082.8110000000001,b,AMP_standard,0.3125,,00,10,00
138,00:10:00,E,11,1085.624,c,AMP_standard,0.3125,,00,10,00
139,00:10:00,G,11,258.75,a,AMP_standard_no_ATP,0.3125,,00,10,00
140,00:10:00,I,11,312.187,b,AMP_standard_no_ATP,0.3125,,00,10,00
141,00:10:00,K,11,230.625,c,AMP_standard_no_ATP,0.3125,,00,10,00
142,00:10:00,M,11,2.812,c,buffer,,buffer+R1,00,10,00
143,00:10:00,O,11,30.936999999999998,c,water,,water+R1,00,10,00
144,00:10:00,A,13,652.499,a,AMP_standard,0.15625,,00,10,00
145,00:10:00,C,13,725.6239999999999,b,AMP_standard,0.15625,,00,10,00
146,00:10:00,E,13,753.7489999999999,c,AMP_standard,0.15625,,00,10,00
147,00:10:00,G,13,81.562,a,AMP_standard_no_ATP,0.15625,,00,10,00
148,00:10:00,I,13,81.562,b,AMP_standard_no_ATP,0.15625,,00,10,00
149,00:10:00,K,13,84.375,c,AMP_standard_no_ATP,0.15625,,00,10,00
150,00:10:00,M,13,36.562,a,buffer,,buffer+kinaseGLO,00,10,00
151,00:10:00,O,13,19.687,a,water,,water+kinaseGLO+R2,00,10,00
152,00:10:00,A,15,450.0,a,AMP_standard,0.078125,,00,10,00
153,00:10:00,C,15,539.999,b,AMP_standard,0.078125,,00,10,00
154,00:10:00,E,15,584.999,c,AMP_standard,0.078125,,00,10,00
155,00:10:00,G,15,45.0,a,AMP_standard_no_ATP,0.078125,,00,10,00
156,00:10:00,I,15,59.062,b,AMP_standard_no_ATP,0.078125,,00,10,00
157,00:10:00,K,15,30.936999999999998,c,AMP_standard_no_ATP,0.078125,,00,10,00
158,00:10:00,M,15,16.875,b,buffer,,buffer+kinaseGLO,00,10,00
159,00:10:00,O,15,19.687,b,water,,water+kinaseGLO+R2,00,10,00
160,00:10:00,A,17,444.375,a,AMP_standard,0.0390625,,00,10,00
161,00:10:00,C,17,719.9989999999999,b,AMP_standard,0.0390625,,00,10,00
162,00:10:00,E,17,1341.5610000000001,c,AMP_standard,0.0390625,,00,10,00
163,00:10:00,G,17,39.375,a,AMP_standard_no_ATP,0.0390625,,00,10,00
164,00:10:00,I,17,14.062000000000001,b,AMP_standard_no_ATP,0.0390625,,00,10,00
165,00:10:00,K,17,33.75,c,AMP_standard_no_ATP,0.0390625,,00,10,00
166,00:10:00,M,17,30.936999999999998,c,buffer,,buffer+kinaseGLO,00,10,00
167,00:10:00,O,17,28.125,c,water,,water+kinaseGLO+R2,00,10,00
168,00:10:00,A,19,624.374,a,AMP_standard,0.0195312,,00,10,00
169,00:10:00,C,19,1099.6860000000001,b,AMP_standard,0.0195312,,00,10,00
170,00:10:00,E,19,539.999,c,AMP_standard,0.0195312,,00,10,00
171,00:10:00,G,19,8.437000000000001,a,AMP_standard_no_ATP,0.0195312,,00,10,00
172,00:10:00,I,19,11.25,b,AMP_standard_no_ATP,0.0195312,,00,10,00
173,00:10:00,K,19,25.311999999999998,c,AMP_standard_no_ATP,0.0195312,,00,10,00
174,00:10:00,M,19,22.5,a,buffer,,buffer+kinaseGLO+R2,00,10,00
175,00:10:00,O,19,2.812,a,water,,water+R1+kinaseGLO+R2,00,10,00
176,00:10:00,A,21,390.93699999999995,a,AMP_standard,0.0097656,,00,10,00
177,00:10:00,C,21,379.68699999999995,b,AMP_standard,0.0097656,,00,10,00
178,00:10:00,E,21,1825.3110000000001,c,AMP_standard,0.0097656,,00,10,00
179,00:10:00,G,21,14.062000000000001,a,AMP_standard_no_ATP,0.0097656,,00,10,00
180,00:10:00,I,21,5.625,b,AMP_standard_no_ATP,0.0097656,,00,10,00
181,00:10:00,K,21,30.936999999999998,c,AMP_standard_no_ATP,0.0097656,,00,10,00
182,00:10:00,M,21,25.311999999999998,b,buffer,,buffer+kinaseGLO+R2,00,10,00
183,00:10:00,O,21,19.687,b,water,,water+R1+kinaseGLO+R2,00,10,00
184,00:10:00,A,23,382.5,a,AMP_standard,0,buffer+R1+kinaseGLO+R2+ATP,00,10,00
185,00:10:00,C,23,385.31199999999995,b,AMP_standard,0,buffer+R1+kinaseGLO+R2+ATP,00,10,00
186,00:10:00,E,23,500.625,c,AMP_standard,0,buffer+R1+kinaseGLO+R2+ATP,00,10,00
187,00:10:00,G,23,19.687,a,AMP_standard_no_ATP,0,buffer+R1+kinaseGLO+R2,00,10,00
188,00:10:00,I,23,28.125,b,AMP_standard_no_ATP,0,buffer+R1+kinaseGLO+R2,00,10,00
189,00:10:00,K,23,16.875,c,AMP_standard_no_ATP,0,buffer+R1+kinaseGLO+R2,00,10,00
190,00:10:00,M,23,11.25,c,buffer,,buffer+kinaseGLO+R2,00,10,00
191,00:10:00,O,23,11.25,c,water,,water+R1+kinaseGLO+R2,00,10,00
192,00:20:00,A,1,76549.477,a,AMP_standard,10,,00,20,00
193,00:20:00,C,1,73417.805,b,AMP_standard,10,,00,20,00
194,00:20:00,E,1,77472.883,c,AMP_standard,10,,00,20,00
195,00:20:00,G,1,73460.164,a,AMP_standard_no_ATP,10,,00,20,00
196,00:20:00,I,1,72567.828,b,AMP_standard_no_ATP,10,,00,20,00
197,00:20:00,K,1,73906.336,c,AMP_standard_no_ATP,10,,00,20,00
198,00:20:00,M,1,45.181999999999995,a,buffer,,buffer,00,20,00
199,00:20:00,O,1,16.942999999999998,a,water,,water,00,20,00
200,00:20:00,A,3,37148.016,a,AMP_standard,5,,00,20,00
201,00:20:00,C,3,38235.207,b,AMP_standard,5,,00,20,00
202,00:20:00,E,3,38893.168,c,AMP_standard,5,,00,20,00
203,00:20:00,G,3,33883.621,a,AMP_standard_no_ATP,5,,00,20,00
204,00:20:00,I,3,34406.035,b,AMP_standard_no_ATP,5,,00,20,00
205,00:20:00,K,3,34010.695,c,AMP_standard_no_ATP,5,,00,20,00
206,00:20:00,M,3,14.119000000000002,b,buffer,,buffer,00,20,00
207,00:20:00,O,3,11.295,b,water,,water,00,20,00
208,00:20:00,A,5,16344.562,a,AMP_standard,2.5,,00,20,00
209,00:20:00,C,5,16807.678,b,AMP_standard,2.5,,00,20,00
210,00:20:00,E,5,16581.768,c,AMP_standard,2.5,,00,20,00
211,00:20:00,G,5,12953.094,a,AMP_standard_no_ATP,2.5,,00,20,00
212,00:20:00,I,5,13173.356000000002,b,AMP_standard_no_ATP,2.5,,00,20,00
213,00:20:00,K,5,13111.231000000002,c,AMP_standard_no_ATP,2.5,,00,20,00
214,00:20:00,M,5,33.885999999999996,c,buffer,,buffer,00,20,00
215,00:20:00,O,5,39.534,c,water,,water,00,20,00
216,00:20:00,A,7,6003.548000000001,a,AMP_standard,1.25,,00,20,00
217,00:20:00,C,7,6565.499,b,AMP_standard,1.25,,00,20,00
218,00:20:00,E,7,7059.6759999999995,c,AMP_standard,1.25,,00,20,00
219,00:20:00,G,7,4300.754,a,AMP_standard_no_ATP,1.25,,00,20,00
220,00:20:00,I,7,4317.698,b,AMP_standard_no_ATP,1.25,,00,20,00
221,00:20:00,K,7,4552.079000000001,c,AMP_standard_no_ATP,1.25,,00,20,00
222,00:20:00,M,7,8.472000000000001,a,buffer,,buffer+R1,00,20,00
223,00:20:00,O,7,25.415,a,water,,water+R1,00,20,00
224,00:20:00,A,9,2660.086,a,AMP_standard,0.625,,00,20,00
225,00:20:00,C,9,2637.495,b,AMP_standard,0.625,,00,20,00
226,00:20:00,E,9,2846.461,c,AMP_standard,0.625,,00,20,00
227,00:20:00,G,9,1231.208,a,AMP_standard_no_ATP,0.625,,00,20,00
228,00:20:00,I,9,1270.742,b,AMP_standard_no_ATP,0.625,,00,20,00
229,00:20:00,K,9,1273.566,c,AMP_standard_no_ATP,0.625,,00,20,00
230,00:20:00,M,9,14.119000000000002,b,buffer,,buffer+R1,00,20,00
231,00:20:00,O,9,19.767,b,water,,water+R1,00,20,00
232,00:20:00,A,11,1242.503,a,AMP_standard,0.3125,,00,20,00
233,00:20:00,C,11,1414.759,b,AMP_standard,0.3125,,00,20,00
234,00:20:00,E,11,1485.356,c,AMP_standard,0.3125,,00,20,00
235,00:20:00,G,11,319.097,a,AMP_standard_no_ATP,0.3125,,00,20,00
236,00:20:00,I,11,367.103,b,AMP_standard_no_ATP,0.3125,,00,20,00
237,00:20:00,K,11,347.336,c,AMP_standard_no_ATP,0.3125,,00,20,00
238,00:20:00,M,11,16.942999999999998,c,buffer,,buffer+R1,00,20,00
239,00:20:00,O,11,5.648,c,water,,water+R1,00,20,00
240,00:20:00,A,13,801.9789999999999,a,AMP_standard,0.15625,,00,20,00
241,00:20:00,C,13,768.0930000000001,b,AMP_standard,0.15625,,00,20,00
242,00:20:00,E,13,841.513,c,AMP_standard,0.15625,,00,20,00
243,00:20:00,G,13,127.074,a,AMP_standard_no_ATP,0.15625,,00,20,00
244,00:20:00,I,13,118.603,b,AMP_standard_no_ATP,0.15625,,00,20,00
245,00:20:00,K,13,101.65899999999999,c,AMP_standard_no_ATP,0.15625,,00,20,00
246,00:20:00,M,13,28.239,a,buffer,,buffer+kinaseGLO,00,20,00
247,00:20:00,O,13,11.295,a,water,,water+kinaseGLO+R2,00,20,00
248,00:20:00,A,15,573.246,a,AMP_standard,0.078125,,00,20,00
249,00:20:00,C,15,615.604,b,AMP_standard,0.078125,,00,20,00
250,00:20:00,E,15,725.735,c,AMP_standard,0.078125,,00,20,00
251,00:20:00,G,15,36.71,a,AMP_standard_no_ATP,0.078125,,00,20,00
252,00:20:00,I,15,36.71,b,AMP_standard_no_ATP,0.078125,,00,20,00
253,00:20:00,K,15,48.006,c,AMP_standard_no_ATP,0.078125,,00,20,00
254,00:20:00,M,15,8.472000000000001,b,buffer,,buffer+kinaseGLO,00,20,00
255,00:20:00,O,15,31.063000000000002,b,water,,water+kinaseGLO+R2,00,20,00
256,00:20:00,A,17,474.41,a,AMP_standard,0.0390625,,00,20,00
257,00:20:00,C,17,830.2180000000001,b,AMP_standard,0.0390625,,00,20,00
258,00:20:00,E,17,1386.52,c,AMP_standard,0.0390625,,00,20,00
259,00:20:00,G,17,28.239,a,AMP_standard_no_ATP,0.0390625,,00,20,00
260,00:20:00,I,17,39.534,b,AMP_standard_no_ATP,0.0390625,,00,20,00
261,00:20:00,K,17,28.239,c,AMP_standard_no_ATP,0.0390625,,00,20,00
262,00:20:00,M,17,8.472000000000001,c,buffer,,buffer+kinaseGLO,00,20,00
263,00:20:00,O,17,22.590999999999998,c,water,,water+kinaseGLO+R2,00,20,00
264,00:20:00,A,19,590.189,a,AMP_standard,0.0195312,,00,20,00
265,00:20:00,C,19,1070.247,b,AMP_standard,0.0195312,,00,20,00
266,00:20:00,E,19,646.6659999999999,c,AMP_standard,0.0195312,,00,20,00
267,00:20:00,G,19,31.063000000000002,a,AMP_standard_no_ATP,0.0195312,,00,20,00
268,00:20:00,I,19,22.590999999999998,b,AMP_standard_no_ATP,0.0195312,,00,20,00
269,00:20:00,K,19,14.119000000000002,c,AMP_standard_no_ATP,0.0195312,,00,20,00
270,00:20:00,M,19,14.119000000000002,a,buffer,,buffer+kinaseGLO+R2,00,20,00
271,00:20:00,O,19,8.472000000000001,a,water,,water+R1+kinaseGLO+R2,00,20,00
272,00:20:00,A,21,465.939,a,AMP_standard,0.0097656,,00,20,00
273,00:20:00,C,21,443.348,b,AMP_standard,0.0097656,,00,20,00
274,00:20:00,E,21,1626.549,c,AMP_standard,0.0097656,,00,20,00
275,00:20:00,G,21,28.239,a,AMP_standard_no_ATP,0.0097656,,00,20,00
276,00:20:00,I,21,14.119000000000002,b,AMP_standard_no_ATP,0.0097656,,00,20,00
277,00:20:00,K,21,14.119000000000002,c,AMP_standard_no_ATP,0.0097656,,00,20,00
278,00:20:00,M,21,22.590999999999998,b,buffer,,buffer+kinaseGLO+R2,00,20,00
279,00:20:00,O,21,11.295,b,water,,water+R1+kinaseGLO+R2,00,20,00
280,00:20:00,A,23,446.17199999999997,a,AMP_standard,0,buffer+R1+kinaseGLO+R2+ATP,00,20,00
281,00:20:00,C,23,378.399,b,AMP_standard,0,buffer+R1+kinaseGLO+R2+ATP,00,20,00
282,00:20:00,E,23,643.842,c,AMP_standard,0,buffer+R1+kinaseGLO+R2+ATP,00,20,00
283,00:20:00,G,23,8.472000000000001,a,AMP_standard_no_ATP,0,buffer+R1+kinaseGLO+R2,00,20,00
284,00:20:00,I,23,11.295,b,AMP_standard_no_ATP,0,buffer+R1+kinaseGLO+R2,00,20,00
285,00:20:00,K,23,2.824,c,AMP_standard_no_ATP,0,buffer+R1+kinaseGLO+R2,00,20,00
286,00:20:00,M,23,8.472000000000001,c,buffer,,buffer+kinaseGLO+R2,00,20,00
287,00:20:00,O,23,8.472000000000001,c,water,,water+R1+kinaseGLO+R2,00,20,00
288,00:30:00,A,1,76189.5,a,AMP_standard,10,,00,30,00
289,00:30:00,C,1,73778.852,b,AMP_standard,10,,00,30,00
290,00:30:00,E,1,77058.914,c,AMP_standard,10,,00,30,00
291,00:30:00,G,1,72508.602,a,AMP_standard_no_ATP,10,,00,30,00
292,00:30:00,I,1,72587.641,b,AMP_standard_no_ATP,10,,00,30,00
293,00:30:00,K,1,72164.227,c,AMP_standard_no_ATP,10,,00,30,00
294,00:30:00,M,1,8.468,a,buffer,,buffer,00,30,00
295,00:30:00,O,1,25.405,a,water,,water,00,30,00
296,00:30:00,A,3,39487.789,a,AMP_standard,5,,00,30,00
297,00:30:00,C,3,39930.965,b,AMP_standard,5,,00,30,00
298,00:30:00,E,3,39758.773,c,AMP_standard,5,,00,30,00
299,00:30:00,G,3,35710.914,a,AMP_standard_no_ATP,5,,00,30,00
300,00:30:00,I,3,35979.078,b,AMP_standard_no_ATP,5,,00,30,00
301,00:30:00,K,3,36619.852,c,AMP_standard_no_ATP,5,,00,30,00
302,00:30:00,M,3,31.051,b,buffer,,buffer,00,30,00
303,00:30:00,O,3,16.937,b,water,,water,00,30,00
304,00:30:00,A,5,17800.414,a,AMP_standard,2.5,,00,30,00
305,00:30:00,C,5,17854.047,b,AMP_standard,2.5,,00,30,00
306,00:30:00,E,5,17918.971,c,AMP_standard,2.5,,00,30,00
307,00:30:00,G,5,14130.808,a,AMP_standard_no_ATP,2.5,,00,30,00
308,00:30:00,I,5,15254.271999999999,b,AMP_standard_no_ATP,2.5,,00,30,00
309,00:30:00,K,5,14576.806999999999,c,AMP_standard_no_ATP,2.5,,00,30,00
310,00:30:00,M,5,33.873000000000005,c,buffer,,buffer,00,30,00
311,00:30:00,O,5,11.290999999999999,c,water,,water,00,30,00
312,00:30:00,A,7,6952.493,a,AMP_standard,1.25,,00,30,00
313,00:30:00,C,7,7274.29,b,AMP_standard,1.25,,00,30,00
314,00:30:00,E,7,7756.983,c,AMP_standard,1.25,,00,30,00
315,00:30:00,G,7,4685.805,a,AMP_standard_no_ATP,1.25,,00,30,00
316,00:30:00,I,7,4730.97,b,AMP_standard_no_ATP,1.25,,00,30,00
317,00:30:00,K,7,4917.272,c,AMP_standard_no_ATP,1.25,,00,30,00
318,00:30:00,M,7,11.290999999999999,a,buffer,,buffer+R1,00,30,00
319,00:30:00,O,7,31.051,a,water,,water+R1,00,30,00
320,00:30:00,A,9,3387.329,a,AMP_standard,0.625,,00,30,00
321,00:30:00,C,9,3387.329,b,AMP_standard,0.625,,00,30,00
322,00:30:00,E,9,3223.6079999999997,c,AMP_standard,0.625,,00,30,00
323,00:30:00,G,9,1258.9569999999999,a,AMP_standard_no_ATP,0.625,,00,30,00
324,00:30:00,I,9,1453.729,b,AMP_standard_no_ATP,0.625,,00,30,00
325,00:30:00,K,9,1431.146,c,AMP_standard_no_ATP,0.625,,00,30,00
326,00:30:00,M,9,33.873000000000005,b,buffer,,buffer+R1,00,30,00
327,00:30:00,O,9,5.646,b,water,,water+R1,00,30,00
328,00:30:00,A,11,1563.817,a,AMP_standard,0.3125,,00,30,00
329,00:30:00,C,11,1566.64,b,AMP_standard,0.3125,,00,30,00
330,00:30:00,E,11,1546.88,c,AMP_standard,0.3125,,00,30,00
331,00:30:00,G,11,406.47900000000004,a,AMP_standard_no_ATP,0.3125,,00,30,00
332,00:30:00,I,11,403.657,b,AMP_standard_no_ATP,0.3125,,00,30,00
333,00:30:00,K,11,409.30199999999996,c,AMP_standard_no_ATP,0.3125,,00,30,00
334,00:30:00,M,11,39.519,c,buffer,,buffer+R1,00,30,00
335,00:30:00,O,11,14.114,c,water,,water+R1,00,30,00
336,00:30:00,A,13,993.617,a,AMP_standard,0.15625,,00,30,00
337,00:30:00,C,13,1035.958,b,AMP_standard,0.15625,,00,30,00
338,00:30:00,E,13,914.579,c,AMP_standard,0.15625,,00,30,00
339,00:30:00,G,13,81.86,a,AMP_standard_no_ATP,0.15625,,00,30,00
