,Unnamed: 0,time,row_384,column_384,rfu_value,replicate,standard_conc,hours,minutes,seconds
0,0,00:00:00,A,1,54181.586,a,10,00,00,00
1,1,00:00:00,C,1,56253.363,b,10,00,00,00
2,2,00:00:00,E,1,61218.23,c,10,00,00,00
3,3,00:00:00,A,3,39517.176,a,5,00,00,00
4,4,00:00:00,C,3,35478.777,b,5,00,00,00
5,5,00:00:00,E,3,38957.31200000001,c,5,00,00,00
6,6,00:00:00,A,5,19944.734,a,2.5,00,00,00
7,7,00:00:00,C,5,22457.01,b,2.5,00,00,00
8,8,00:00:00,E,5,21499.275,c,2.5,00,00,00
9,9,00:00:00,A,7,10839.159,a,1.25,00,00,00
10,10,00:00:00,C,7,11515.541,b,1.25,00,00,00
11,11,00:00:00,E,7,11362.076,c,1.25,00,00,00
12,12,00:00:00,A,9,5021.708,a,0.625,00,00,00
13,13,00:00:00,C,9,5575.886,b,0.625,00,00,00
14,14,00:00:00,E,9,5828.819,c,0.625,00,00,00
15,15,00:00:00,A,11,2881.7270000000008,a,0.3125,00,00,00
16,16,00:00:00,C,11,3151.711,b,0.3125,00,00,00
17,17,00:00:00,E,11,3114.766,c,0.3125,00,00,00
18,18,00:00:00,A,13,1716.5320000000004,a,0.15625,00,00,00
19,19,00:00:00,C,13,2162.716,b,0.15625,00,00,00
20,20,00:00:00,E,13,2216.713,c,0.15625,00,00,00
21,21,00:00:00,A,15,1037.308,a,0.078125,00,00,00
22,22,00:00:00,C,15,1190.773,b,0.078125,00,00,00
23,23,00:00:00,E,15,1241.928,c,0.078125,00,00,00
24,24,00:00:00,A,17,3077.821,a,0.0390625,00,00,00
25,25,00:00:00,C,17,1284.557,b,0.0390625,00,00,00
26,26,00:00:00,E,17,1199.299,c,0.0390625,00,00,00
27,27,00:00:00,A,19,15974.544,a,0.0195312,00,00,00
28,28,00:00:00,C,19,2057.564,b,0.0195312,00,00,00
29,29,00:00:00,E,19,1261.821,c,0.0195312,00,00,00
30,30,00:00:00,A,21,1185.089,a,0.0097656,00,00,00
31,31,00:00:00,C,21,2910.146,b,0.0097656,00,00,00
32,32,00:00:00,E,21,1096.989,c,0.0097656,00,00,00
33,33,00:00:00,A,23,835.53,a,0,00,00,00
34,34,00:00:00,C,23,963.418,b,0,00,00,00
35,35,00:00:00,E,23,895.211,c,0,00,00,00
36,36,00:05:00,A,1,48780.238,a,10,00,05,00
37,37,00:05:00,C,1,50779.688,b,10,00,05,00
38,38,00:05:00,E,1,55491.852,c,10,00,05,00
39,39,00:05:00,A,3,35119.254,a,5,00,05,00
40,40,00:05:00,C,3,31547.17,b,5,00,05,00
41,41,00:05:00,E,3,35276.801,c,5,00,05,00
42,42,00:05:00,A,5,18633.828,a,2.5,00,05,00
43,43,00:05:00,C,5,20828.064,b,2.5,00,05,00
44,44,00:05:00,E,5,20005.941000000006,c,2.5,00,05,00
45,45,00:05:00,A,7,10512.858,a,1.25,00,05,00
46,46,00:05:00,C,7,10647.492,b,1.25,00,05,00
47,47,00:05:00,E,7,10627.44,c,1.25,00,05,00
48,48,00:05:00,A,9,4924.143,a,0.625,00,05,00
49,49,00:05:00,C,9,5242.107,b,0.625,00,05,00
50,50,00:05:00,E,9,5279.346,c,0.625,00,05,00
51,51,00:05:00,A,11,2870.268,a,0.3125,00,05,00
52,52,00:05:00,C,11,2921.83,b,0.3125,00,05,00
53,53,00:05:00,E,11,2939.0170000000007,c,0.3125,00,05,00
54,54,00:05:00,A,13,1624.194,a,0.15625,00,05,00
55,55,00:05:00,C,13,2076.791,b,0.15625,00,05,00
56,56,00:05:00,E,13,2159.863,c,0.15625,00,05,00
57,57,00:05:00,A,15,968.214,a,0.078125,00,05,00
58,58,00:05:00,C,15,1332.011,b,0.078125,00,05,00
59,59,00:05:00,E,15,1352.063,c,0.078125,00,05,00
60,60,00:05:00,A,17,3076.515,a,0.0390625,00,05,00
61,61,00:05:00,C,17,1380.708,b,0.0390625,00,05,00
62,62,00:05:00,E,17,1257.533,c,0.0390625,00,05,00
63,63,00:05:00,A,19,14992.999,a,0.0195312,00,05,00
64,64,00:05:00,C,19,2073.927,b,0.0195312,00,05,00
65,65,00:05:00,E,19,1185.919,c,0.0195312,00,05,00
66,66,00:05:00,A,21,1223.158,a,0.0097656,00,05,00
67,67,00:05:00,C,21,2990.579,b,0.0097656,00,05,00
68,68,00:05:00,E,21,1131.493,c,0.0097656,00,05,00
69,69,00:05:00,A,23,833.581,a,0,00,05,00
70,70,00:05:00,C,23,905.194,b,0,00,05,00
71,71,00:05:00,E,23,922.382,c,0,00,05,00
72,72,00:10:00,A,1,47492.777,a,10,00,10,00
73,73,00:10:00,C,1,48773.098,b,10,00,10,00
74,74,00:10:00,E,1,53206.754,c,10,00,10,00
75,75,00:10:00,A,3,33915.602,a,5,00,10,00
76,76,00:10:00,C,3,30112.037,b,5,00,10,00
77,77,00:10:00,E,3,33970.27,c,5,00,10,00
78,78,00:10:00,A,5,18180.58,a,2.5,00,10,00
79,79,00:10:00,C,5,20194.572,b,2.5,00,10,00
80,80,00:10:00,E,5,19337.187,c,2.5,00,10,00
81,81,00:10:00,A,7,10052.69,a,1.25,00,10,00
82,82,00:10:00,C,7,10369.175,b,1.25,00,10,00
83,83,00:10:00,E,7,10311.632,c,1.25,00,10,00
84,84,00:10:00,A,9,4816.315,a,0.625,00,10,00
85,85,00:10:00,C,9,4980.311,b,0.625,00,10,00
86,86,00:10:00,E,9,5296.795,c,0.625,00,10,00
87,87,00:10:00,A,11,2629.696,a,0.3125,00,10,00
88,88,00:10:00,C,11,2828.218,b,0.3125,00,10,00
89,89,00:10:00,E,11,2813.833,c,0.3125,00,10,00
90,90,00:10:00,A,13,1709.015,a,0.15625,00,10,00
91,91,00:10:00,C,13,2002.482,b,0.15625,00,10,00
92,92,00:10:00,E,13,2037.008,c,0.15625,00,10,00
93,93,00:10:00,A,15,966.716,a,0.078125,00,10,00
94,94,00:10:00,C,15,1153.729,b,0.078125,00,10,00
95,95,00:10:00,E,15,1240.043,c,0.078125,00,10,00
96,96,00:10:00,A,17,2782.184,a,0.0390625,00,10,00
97,97,00:10:00,C,17,1306.217,b,0.0390625,00,10,00
98,98,00:10:00,E,17,1260.183,c,0.0390625,00,10,00
99,99,00:10:00,A,19,14892.022,a,0.0195312,00,10,00
100,100,00:10:00,C,19,2031.253,b,0.0195312,00,10,00
101,101,00:10:00,E,19,1122.08,c,0.0195312,00,10,00
102,102,00:10:00,A,21,1173.869,a,0.0097656,00,10,00
103,103,00:10:00,C,21,3046.88,b,0.0097656,00,10,00
104,104,00:10:00,E,21,1104.818,c,0.0097656,00,10,00
105,105,00:10:00,A,23,900.5419999999998,a,0,00,10,00
106,106,00:10:00,C,23,868.893,b,0,00,10,00
107,107,00:10:00,E,23,842.9989999999998,c,0,00,10,00
108,108,00:15:00,A,1,47034.066,a,10,00,15,00
109,109,00:15:00,C,1,47227.359,b,10,00,15,00
110,110,00:15:00,E,1,52105.883,c,10,00,15,00
111,111,00:15:00,A,3,33866.949,a,5,00,15,00
112,112,00:15:00,C,3,30335.717,b,5,00,15,00
113,113,00:15:00,E,3,33382.27,c,5,00,15,00
114,114,00:15:00,A,5,17785.99,a,2.5,00,15,00
115,115,00:15:00,C,5,19488.137,b,2.5,00,15,00
116,116,00:15:00,E,5,18789.969,c,2.5,00,15,00
117,117,00:15:00,A,7,9708.006,a,1.25,00,15,00
118,118,00:15:00,C,7,9601.262,b,1.25,00,15,00
119,119,00:15:00,E,7,9797.441,c,1.25,00,15,00
120,120,00:15:00,A,9,4451.5459999999985,a,0.625,00,15,00
121,121,00:15:00,C,9,4999.695,b,0.625,00,15,00
122,122,00:15:00,E,9,4956.42,c,0.625,00,15,00
123,123,00:15:00,A,11,2596.495,a,0.3125,00,15,00
124,124,00:15:00,C,11,2798.445,b,0.3125,00,15,00
125,125,00:15:00,E,11,2913.844,c,0.3125,00,15,00
126,126,00:15:00,A,13,1728.112,a,0.15625,00,15,00
127,127,00:15:00,C,13,2074.311,b,0.15625,00,15,00
128,128,00:15:00,E,13,2163.746,c,0.15625,00,15,00
129,129,00:15:00,A,15,1087.643,a,0.078125,00,15,00
130,130,00:15:00,C,15,1257.858,b,0.078125,00,15,00
131,131,00:15:00,E,15,1214.583,c,0.078125,00,15,00
132,132,00:15:00,A,17,2887.879000000001,a,0.0390625,00,15,00
133,133,00:15:00,C,17,1367.487,b,0.0390625,00,15,00
134,134,00:15:00,E,17,1208.813,c,0.0390625,00,15,00
135,135,00:15:00,A,19,14950.041,a,0.0195312,00,15,00
136,136,00:15:00,C,19,2002.186,b,0.0195312,00,15,00
137,137,00:15:00,E,19,1168.423,c,0.0195312,00,15,00
138,138,00:15:00,A,21,1194.388,a,0.0097656,00,15,00
139,139,00:15:00,C,21,3075.4040000000005,b,0.0097656,00,15,00
140,140,00:15:00,E,21,1151.113,c,0.0097656,00,15,00
141,141,00:15:00,A,23,856.8430000000002,a,0,00,15,00
142,142,00:15:00,C,23,865.498,b,0,00,15,00
143,143,00:15:00,E,23,905.888,c,0,00,15,00
144,144,00:20:00,A,1,45429.336,a,10,00,20,00
145,145,00:20:00,C,1,46663.31200000001,b,10,00,20,00
146,146,00:20:00,E,1,51812.566,c,10,00,20,00
147,147,00:20:00,A,3,33464.383,a,5,00,20,00
148,148,00:20:00,C,3,29580.822,b,5,00,20,00
149,149,00:20:00,E,3,33328.879,c,5,00,20,00
150,150,00:20:00,A,5,16955.635,a,2.5,00,20,00
151,151,00:20:00,C,5,19458.184,b,2.5,00,20,00
152,152,00:20:00,E,5,18420.26,c,2.5,00,20,00
153,153,00:20:00,A,7,9917.937,a,1.25,00,20,00
154,154,00:20:00,C,7,9866.039,b,1.25,00,20,00
155,155,00:20:00,E,7,9966.949,c,1.25,00,20,00
156,156,00:20:00,A,9,4604.344,a,0.625,00,20,00
157,157,00:20:00,C,9,5002.215,b,0.625,00,20,00
158,158,00:20:00,E,9,5178.085,c,0.625,00,20,00
159,159,00:20:00,A,11,2565.978,a,0.3125,00,20,00
160,160,00:20:00,C,11,2834.108,b,0.3125,00,20,00
161,161,00:20:00,E,11,2897.5370000000007,c,0.3125,00,20,00
162,162,00:20:00,A,13,1770.236,a,0.15625,00,20,00
163,163,00:20:00,C,13,2168.107,b,0.15625,00,20,00
164,164,00:20:00,E,13,2214.237,c,0.15625,00,20,00
165,165,00:20:00,A,15,1009.092,a,0.078125,00,20,00
166,166,00:20:00,C,15,1199.378,b,0.078125,00,20,00
167,167,00:20:00,E,15,1254.158,c,0.078125,00,20,00
168,168,00:20:00,A,17,2825.458,a,0.0390625,00,20,00
169,169,00:20:00,C,17,1329.119,b,0.0390625,00,20,00
170,170,00:20:00,E,17,1150.365,c,0.0390625,00,20,00
171,171,00:20:00,A,19,14559.761,a,0.0195312,00,20,00
172,172,00:20:00,C,19,1845.197,b,0.0195312,00,20,00
173,173,00:20:00,E,19,1231.093,c,0.0195312,00,20,00
174,174,00:20:00,A,21,1095.586,a,0.0097656,00,20,00
175,175,00:20:00,C,21,2664.004000000001,b,0.0097656,00,20,00
176,176,00:20:00,E,21,1124.417,c,0.0097656,00,20,00
177,177,00:20:00,A,23,841.8710000000002,a,0,00,20,00
178,178,00:20:00,C,23,937.014,b,0,00,20,00
179,179,00:20:00,E,23,876.4689999999998,c,0,00,20,00
180,180,00:25:00,A,1,45144.207,a,10,00,25,00
181,181,00:25:00,C,1,45779.027,b,10,00,25,00
182,182,00:25:00,E,1,50958.566,c,10,00,25,00
183,183,00:25:00,A,3,33048.043,a,5,00,25,00
184,184,00:25:00,C,3,28985.207,b,5,00,25,00
185,185,00:25:00,E,3,32727.748,c,5,00,25,00
186,186,00:25:00,A,5,17287.246,a,2.5,00,25,00
187,187,00:25:00,C,5,18848.32,b,2.5,00,25,00
188,188,00:25:00,E,5,18594.393,c,2.5,00,25,00
189,189,00:25:00,A,7,9461.672,a,1.25,00,25,00
190,190,00:25:00,C,7,9825.249,b,1.25,00,25,00
191,191,00:25:00,E,7,10093.604,c,1.25,00,25,00
192,192,00:25:00,A,9,4495.665,a,0.625,00,25,00
193,193,00:25:00,C,9,4934.266,b,0.625,00,25,00
194,194,00:25:00,E,9,4870.785,c,0.625,00,25,00
195,195,00:25:00,A,11,2749.916,a,0.3125,00,25,00
196,196,00:25:00,C,11,2934.59,b,0.3125,00,25,00
197,197,00:25:00,E,11,2946.132,c,0.3125,00,25,00
198,198,00:25:00,A,13,1592.816,a,0.15625,00,25,00
199,199,00:25:00,C,13,2011.219,b,0.15625,00,25,00
200,200,00:25:00,E,13,2063.158,c,0.15625,00,25,00
201,201,00:25:00,A,15,975.311,a,0.078125,00,25,00
202,202,00:25:00,C,15,1223.467,b,0.078125,00,25,00
203,203,00:25:00,E,15,1197.497,c,0.078125,00,25,00
204,204,00:25:00,A,17,2914.391,a,0.0390625,00,25,00
205,205,00:25:00,C,17,1266.75,b,0.0390625,00,25,00
206,206,00:25:00,E,17,1134.016,c,0.0390625,00,25,00
207,207,00:25:00,A,19,14788.372,a,0.0195312,00,25,00
208,208,00:25:00,C,19,1843.857,b,0.0195312,00,25,00
209,209,00:25:00,E,19,1209.04,c,0.0195312,00,25,00
210,210,00:25:00,A,21,1229.238,a,0.0097656,00,25,00
211,211,00:25:00,C,21,2773.0,b,0.0097656,00,25,00
212,212,00:25:00,E,21,1050.335,c,0.0097656,00,25,00
213,213,00:25:00,A,23,767.553,a,0,00,25,00
214,214,00:25:00,C,23,955.112,b,0,00,25,00
215,215,00:25:00,E,23,885.86,c,0,00,25,00
216,216,00:30:00,A,1,44071.609,a,10,00,30,00
217,217,00:30:00,C,1,45150.254,b,10,00,30,00
218,218,00:30:00,E,1,49738.824,c,10,00,30,00
219,219,00:30:00,A,3,31335.518,a,5,00,30,00
220,220,00:30:00,C,3,28385.105,b,5,00,30,00
221,221,00:30:00,E,3,32411.277,c,5,00,30,00
222,222,00:30:00,A,5,16736.308999999994,a,2.5,00,30,00
223,223,00:30:00,C,5,18282.176,b,2.5,00,30,00
224,224,00:30:00,E,5,17872.637,c,2.5,00,30,00
225,225,00:30:00,A,7,9154.066,a,1.25,00,30,00
226,226,00:30:00,C,7,9601.099,b,1.25,00,30,00
227,227,00:30:00,E,7,9439.59,c,1.25,00,30,00
228,228,00:30:00,A,9,4611.642,a,0.625,00,30,00
229,229,00:30:00,C,9,4833.7159999999985,b,0.625,00,30,00
230,230,00:30:00,E,9,4969.268,c,0.625,00,30,00
231,231,00:30:00,A,11,2650.469,a,0.3125,00,30,00
232,232,00:30:00,C,11,2814.861,b,0.3125,00,30,00
233,233,00:30:00,E,11,2930.224,c,0.3125,00,30,00
234,234,00:30:00,A,13,1713.1429999999998,a,0.15625,00,30,00
235,235,00:30:00,C,13,2246.698,b,0.15625,00,30,00
236,236,00:30:00,E,13,2137.103,c,0.15625,00,30,00
237,237,00:30:00,A,15,974.819,a,0.078125,00,30,00
238,238,00:30:00,C,15,1136.327,b,0.078125,00,30,00
239,239,00:30:00,E,15,1196.893,c,0.078125,00,30,00
240,240,00:30:00,A,17,2814.861,a,0.0390625,00,30,00
241,241,00:30:00,C,17,1142.095,b,0.0390625,00,30,00
242,242,00:30:00,E,17,1170.936,c,0.0390625,00,30,00
243,243,00:30:00,A,19,13961.825,a,0.0195312,00,30,00
244,244,00:30:00,C,19,1915.028,b,0.0195312,00,30,00
245,245,00:30:00,E,19,1116.139,c,0.0195312,00,30,00
246,246,00:30:00,A,21,1202.661,a,0.0097656,00,30,00
247,247,00:30:00,C,21,2875.427,b,0.0097656,00,30,00
248,248,00:30:00,E,21,1078.646,c,0.0097656,00,30,00
249,249,00:30:00,A,23,752.745,a,0,00,30,00
250,250,00:30:00,C,23,862.34,b,0,00,30,00
251,251,00:30:00,E,23,945.978,c,0,00,30,00
252,252,00:35:00,A,1,42663.41,a,10,00,35,00
253,253,00:35:00,C,1,44474.348,b,10,00,35,00
254,254,00:35:00,E,1,48058.859,c,10,00,35,00
255,255,00:35:00,A,3,31248.75,a,5,00,35,00
256,256,00:35:00,C,3,27983.309,b,5,00,35,00
257,257,00:35:00,E,3,31168.264,c,5,00,35,00
258,258,00:35:00,A,5,16608.893,a,2.5,00,35,00
259,259,00:35:00,C,5,18589.426,b,2.5,00,35,00
260,260,00:35:00,E,5,17528.734,c,2.5,00,35,00
261,261,00:35:00,A,7,9405.382,a,1.25,00,35,00
262,262,00:35:00,C,7,9888.299,b,1.25,00,35,00
263,263,00:35:00,E,7,9442.75,c,1.25,00,35,00
264,264,00:35:00,A,9,4564.714,a,0.625,00,35,00
265,265,00:35:00,C,9,4886.6590000000015,b,0.625,00,35,00
266,266,00:35:00,E,9,4803.299,c,0.625,00,35,00
267,267,00:35:00,A,11,2690.5370000000007,a,0.3125,00,35,00
268,268,00:35:00,C,11,2966.49,b,0.3125,00,35,00
269,269,00:35:00,E,11,2883.129000000001,c,0.3125,00,35,00
270,270,00:35:00,A,13,1848.307,a,0.15625,00,35,00
271,271,00:35:00,C,13,2109.887,b,0.15625,00,35,00
272,272,00:35:00,E,13,2020.777,c,0.15625,00,35,00
273,273,00:35:00,A,15,1040.571,a,0.078125,00,35,00
274,274,00:35:00,C,15,1077.94,b,0.078125,00,35,00
275,275,00:35:00,E,15,1213.0410000000004,c,0.078125,00,35,00
276,276,00:35:00,A,17,2776.772,a,0.0390625,00,35,00
277,277,00:35:00,C,17,1293.527,b,0.0390625,00,35,00
278,278,00:35:00,E,17,1215.9160000000004,c,0.0390625,00,35,00
279,279,00:35:00,A,19,14231.677,a,0.0195312,00,35,00
280,280,00:35:00,C,19,2035.15,b,0.0195312,00,35,00
281,281,00:35:00,E,19,1089.438,c,0.0195312,00,35,00
282,282,00:35:00,A,21,1261.908,a,0.0097656,00,35,00
283,283,00:35:00,C,21,2742.278,b,0.0097656,00,35,00
284,284,00:35:00,E,21,1118.183,c,0.0097656,00,35,00
285,285,00:35:00,A,23,796.238,a,0,00,35,00
286,286,00:35:00,C,23,836.4810000000001,b,0,00,35,00
287,287,00:35:00,E,23,928.465,c,0,00,35,00
288,288,00:40:00,A,1,42533.113,a,10,00,40,00
289,289,00:40:00,C,1,43375.953,b,10,00,40,00
290,290,00:40:00,E,1,47788.629,c,10,00,40,00
291,291,00:40:00,A,3,31026.795,a,5,00,40,00
292,292,00:40:00,C,3,27853.924,b,5,00,40,00
293,293,00:40:00,E,3,30980.77,c,5,00,40,00
294,294,00:40:00,A,5,16149.12,a,2.5,00,40,00
295,295,00:40:00,C,5,17900.959,b,2.5,00,40,00
296,296,00:40:00,E,5,17639.189,c,2.5,00,40,00
297,297,00:40:00,A,7,9279.848,a,1.25,00,40,00
298,298,00:40:00,C,7,9492.714,b,1.25,00,40,00
299,299,00:40:00,E,7,9159.031,c,1.25,00,40,00
300,300,00:40:00,A,9,4303.364000000001,a,0.625,00,40,00
301,301,00:40:00,C,9,4662.937,b,0.625,00,40,00
302,302,00:40:00,E,9,4890.186,c,0.625,00,40,00
303,303,00:40:00,A,11,2557.28,a,0.3125,00,40,00
304,304,00:40:00,C,11,2810.419000000001,b,0.3125,00,40,00
305,305,00:40:00,E,11,2885.21,c,0.3125,00,40,00
306,306,00:40:00,A,13,1731.701,a,0.15625,00,40,00
307,307,00:40:00,C,13,2091.274,b,0.15625,00,40,00
308,308,00:40:00,E,13,2091.274,c,0.15625,00,40,00
309,309,00:40:00,A,15,1087.347,a,0.078125,00,40,00
310,310,00:40:00,C,15,1228.3,b,0.078125,00,40,00
311,311,00:40:00,E,15,1225.423,c,0.078125,00,40,00
312,312,00:40:00,A,17,2773.023,a,0.0390625,00,40,00
313,313,00:40:00,C,17,1349.116,b,0.0390625,00,40,00
314,314,00:40:00,E,17,1254.189,c,0.0390625,00,40,00
315,315,00:40:00,A,19,14023.329,a,0.0195312,00,40,00
316,316,00:40:00,C,19,1910.049,b,0.0195312,00,40,00
317,317,00:40:00,E,19,1165.015,c,0.0195312,00,40,00
318,318,00:40:00,A,21,1234.053,a,0.0097656,00,40,00
319,319,00:40:00,C,21,2698.232,b,0.0097656,00,40,00
320,320,00:40:00,E,21,1139.126,c,0.0097656,00,40,00
321,321,00:40:00,A,23,839.961,a,0,00,40,00
322,322,00:40:00,C,23,868.727,b,0,00,40,00
323,323,00:40:00,E,23,946.395,c,0,00,40,00
324,324,00:45:00,A,1,41411.344,a,10,00,45,00
325,325,00:45:00,C,1,42066.656,b,10,00,45,00
326,326,00:45:00,E,1,46582.012,c,10,00,45,00
327,327,00:45:00,A,3,30167.508,a,5,00,45,00
328,328,00:45:00,C,3,27264.576,b,5,00,45,00
329,329,00:45:00,E,3,29612.791,c,5,00,45,00
330,330,00:45:00,A,5,16092.595,a,2.5,00,45,00
331,331,00:45:00,C,5,17667.652,b,2.5,00,45,00
332,332,00:45:00,E,5,17043.953,c,2.5,00,45,00
333,333,00:45:00,A,7,8970.35,a,1.25,00,45,00
334,334,00:45:00,C,7,9576.805,b,1.25,00,45,00
335,335,00:45:00,E,7,9398.604,c,1.25,00,45,00
336,336,00:45:00,A,9,4360.147,a,0.625,00,45,00
337,337,00:45:00,C,9,4748.163,b,0.625,00,45,00
338,338,00:45:00,E,9,4903.37,c,0.625,00,45,00
339,339,00:45:00,A,11,2543.659,a,0.3125,00,45,00
340,340,00:45:00,C,11,2822.455,b,0.3125,00,45,00
341,341,00:45:00,E,11,2744.853,c,0.3125,00,45,00
342,342,00:45:00,A,13,1767.6270000000004,a,0.15625,00,45,00
343,343,00:45:00,C,13,2103.908,b,0.15625,00,45,00
344,344,00:45:00,E,13,2060.795,c,0.15625,00,45,00
345,345,00:45:00,A,15,1031.835,a,0.078125,00,45,00
346,346,00:45:00,C,15,1152.5510000000004,b,0.078125,00,45,00
347,347,00:45:00,E,15,1247.399,c,0.078125,00,45,00
348,348,00:45:00,A,17,2624.136,a,0.0390625,00,45,00
349,349,00:45:00,C,17,1365.241,b,0.0390625,00,45,00
350,350,00:45:00,E,17,1233.028,c,0.0390625,00,45,00
351,351,00:45:00,A,19,13867.971,a,0.0195312,00,45,00
352,352,00:45:00,C,19,1830.86,b,0.0195312,00,45,00
353,353,00:45:00,E,19,1198.538,c,0.0195312,00,45,00
354,354,00:45:00,A,21,1195.663,a,0.0097656,00,45,00
355,355,00:45:00,C,21,2497.672,b,0.0097656,00,45,00
356,356,00:45:00,E,21,1034.7089999999996,c,0.0097656,00,45,00
357,357,00:45:00,A,23,845.012,a,0,00,45,00
358,358,00:45:00,C,23,824.893,b,0,00,45,00
359,359,00:45:00,E,23,882.377,c,0,00,45,00
360,360,00:50:00,A,1,39683.395,a,10,00,50,00
361,361,00:50:00,C,1,40657.52,b,10,00,50,00
362,362,00:50:00,E,1,46033.887,c,10,00,50,00
363,363,00:50:00,A,3,28761.121,a,5,00,50,00
364,364,00:50:00,C,3,26695.057,b,5,00,50,00
365,365,00:50:00,E,3,29108.818,c,5,00,50,00
366,366,00:50:00,A,5,15586.006,a,2.5,00,50,00
367,367,00:50:00,C,5,16910.701,b,2.5,00,50,00
368,368,00:50:00,E,5,16413.58,c,2.5,00,50,00
369,369,00:50:00,A,7,8623.451,a,1.25,00,50,00
370,370,00:50:00,C,7,9350.453,b,1.25,00,50,00
371,371,00:50:00,E,7,8979.769,c,1.25,00,50,00
372,372,00:50:00,A,9,4244.198,a,0.625,00,50,00
373,373,00:50:00,C,9,4488.448,b,0.625,00,50,00
374,374,00:50:00,E,9,4821.777,c,0.625,00,50,00
375,375,00:50:00,A,11,2491.347,a,0.3125,00,50,00
376,376,00:50:00,C,11,2873.526,b,0.3125,00,50,00
377,377,00:50:00,E,11,2635.023,c,0.3125,00,50,00
378,378,00:50:00,A,13,1612.0479999999998,a,0.15625,00,50,00
379,379,00:50:00,C,13,2077.559,b,0.15625,00,50,00
380,380,00:50:00,E,13,2063.192,c,0.15625,00,50,00
381,381,00:50:00,A,15,1068.952,a,0.078125,00,50,00
382,382,00:50:00,C,15,1097.687,b,0.078125,00,50,00
383,383,00:50:00,E,15,1140.79,c,0.078125,00,50,00
384,384,00:50:00,A,17,2666.632,a,0.0390625,00,50,00
385,385,00:50:00,C,17,1232.743,b,0.0390625,00,50,00
386,386,00:50:00,E,17,1189.64,c,0.0390625,00,50,00
387,387,00:50:00,A,19,13384.885,a,0.0195312,00,50,00
388,388,00:50:00,C,19,1873.539,b,0.0195312,00,50,00
389,389,00:50:00,E,19,1097.687,c,0.0195312,00,50,00
390,390,00:50:00,A,21,1221.249,a,0.0097656,00,50,00
391,391,00:50:00,C,21,2612.035,b,0.0097656,00,50,00
392,392,00:50:00,E,21,1089.066,c,0.0097656,00,50,00
393,393,00:50:00,A,23,758.6110000000001,a,0,00,50,00
394,394,00:50:00,C,23,816.081,b,0,00,50,00
395,395,00:50:00,E,23,839.07,c,0,00,50,00
396,396,00:55:00,A,1,39335.766,a,10,00,55,00
397,397,00:55:00,C,1,40240.137,b,10,00,55,00
398,398,00:55:00,E,1,44104.523,c,10,00,55,00
399,399,00:55:00,A,3,28741.723,a,5,00,55,00
400,400,00:55:00,C,3,25440.059,b,5,00,55,00
401,401,00:55:00,E,3,28934.082,c,5,00,55,00
402,402,00:55:00,A,5,15339.828,a,2.5,00,55,00
403,403,00:55:00,C,5,16278.651000000002,b,2.5,00,55,00
404,404,00:55:00,E,5,16356.168,c,2.5,00,55,00
405,405,00:55:00,A,7,8641.753,a,1.25,00,55,00
406,406,00:55:00,C,7,8765.206,b,1.25,00,55,00
407,407,00:55:00,E,7,8934.597,c,1.25,00,55,00
408,408,00:55:00,A,9,4071.098,a,0.625,00,55,00
409,409,00:55:00,C,9,4484.524,b,0.625,00,55,00
410,410,00:55:00,E,9,4685.495,c,0.625,00,55,00
411,411,00:55:00,A,11,2463.33,a,0.3125,00,55,00
412,412,00:55:00,C,11,2885.369,b,0.3125,00,55,00
413,413,00:55:00,E,11,2871.014,c,0.3125,00,55,00
414,414,00:55:00,A,13,1808.739,a,0.15625,00,55,00
415,415,00:55:00,C,13,1794.384,b,0.15625,00,55,00
416,416,00:55:00,E,13,2021.194,c,0.15625,00,55,00
417,417,00:55:00,A,15,973.274,a,0.078125,00,55,00
418,418,00:55:00,C,15,1148.406,b,0.078125,00,55,00
419,419,00:55:00,E,15,1111.083,c,0.078125,00,55,00
420,420,00:55:00,A,17,2793.4970000000008,a,0.0390625,00,55,00
421,421,00:55:00,C,17,1312.053,b,0.0390625,00,55,00
422,422,00:55:00,E,17,1128.309,c,0.0390625,00,55,00
423,423,00:55:00,A,19,13556.93,a,0.0195312,00,55,00
424,424,00:55:00,C,19,1682.414,b,0.0195312,00,55,00
425,425,00:55:00,E,19,1214.439,c,0.0195312,00,55,00
426,426,00:55:00,A,21,1157.019,a,0.0097656,00,55,00
427,427,00:55:00,C,21,2520.75,b,0.0097656,00,55,00
428,428,00:55:00,E,21,1128.309,c,0.0097656,00,55,00
429,429,00:55:00,A,23,838.336,a,0,00,55,00
430,430,00:55:00,C,23,803.8839999999999,b,0,00,55,00
431,431,00:55:00,E,23,924.467,c,0,00,55,00
432,432,01:00:00,A,1,37455.656,a,10,01,00,00
433,433,01:00:00,C,1,39392.871,b,10,01,00,00
434,434,01:00:00,E,1,42610.082,c,10,01,00,00
435,435,01:00:00,A,3,28131.205,a,5,01,00,00
436,436,01:00:00,C,3,24827.896,b,5,01,00,00
437,437,01:00:00,E,3,27341.971,c,5,01,00,00
438,438,01:00:00,A,5,15018.425,a,2.5,01,00,00
439,439,01:00:00,C,5,16720.301,b,2.5,01,00,00
440,440,01:00:00,E,5,15954.026000000002,c,2.5,01,00,00
441,441,01:00:00,A,7,8423.289,a,1.25,01,00,00
442,442,01:00:00,C,7,8922.66,b,1.25,01,00,00
443,443,01:00:00,E,7,8348.671,c,1.25,01,00,00
