,Unnamed: 0,time,row_384,column_384,rfu_value,replicate,standard_conc,hours,minutes,seconds
1252,1252,02:50:00,C,19,1346.669,b,0.0195312,02,50,00
1253,1253,02:50:00,E,19,1026.583,c,0.0195312,02,50,00
1254,1254,02:50:00,A,21,1136.162,a,0.0097656,02,50,00
1255,1255,02:50:00,C,21,1868.611,b,0.0097656,02,50,00
1256,1256,02:50:00,E,21,902.585,c,0.0097656,02,50,00
1257,1257,02:50:00,A,23,761.2860000000002,a,0,02,50,00
1258,1258,02:50:00,C,23,850.68,b,0,02,50,00
1259,1259,02:50:00,E,23,781.472,c,0,02,50,00
1260,1260,02:55:00,A,1,27256.578,a,10,02,55,00
1261,1261,02:55:00,C,1,28551.77,b,10,02,55,00
1262,1262,02:55:00,E,1,31311.967,c,10,02,55,00
1263,1263,02:55:00,A,3,20055.316000000006,a,5,02,55,00
1264,1264,02:55:00,C,3,18339.906000000006,b,5,02,55,00
1265,1265,02:55:00,E,3,20086.977,c,5,02,55,00
1266,1266,02:55:00,A,5,10649.35,a,2.5,02,55,00
1267,1267,02:55:00,C,5,12264.021,b,2.5,02,55,00
1268,1268,02:55:00,E,5,11158.791,c,2.5,02,55,00
1269,1269,02:55:00,A,7,6314.776999999999,a,1.25,02,55,00
1270,1270,02:55:00,C,7,6490.347,b,1.25,02,55,00
1271,1271,02:55:00,E,7,6332.0459999999985,c,1.25,02,55,00
1272,1272,02:55:00,A,9,3301.298,a,0.625,02,55,00
1273,1273,02:55:00,C,9,3686.977,b,0.625,02,55,00
1274,1274,02:55:00,E,9,3715.76,c,0.625,02,55,00
1275,1275,02:55:00,A,11,2227.729,a,0.3125,02,55,00
1276,1276,02:55:00,C,11,2394.665,b,0.3125,02,55,00
1277,1277,02:55:00,E,11,2351.491,c,0.3125,02,55,00
1278,1278,02:55:00,A,13,1603.159,a,0.15625,02,55,00
1279,1279,02:55:00,C,13,1919.761,b,0.15625,02,55,00
1280,1280,02:55:00,E,13,1830.537,c,0.15625,02,55,00
1281,1281,02:55:00,A,15,1064.935,a,0.078125,02,55,00
1282,1282,02:55:00,C,15,1056.3,b,0.078125,02,55,00
1283,1283,02:55:00,E,15,1016.006,c,0.078125,02,55,00
1284,1284,02:55:00,A,17,2368.761,a,0.0390625,02,55,00
1285,1285,02:55:00,C,17,1093.717,b,0.0390625,02,55,00
1286,1286,02:55:00,E,17,1067.813,c,0.0390625,02,55,00
1287,1287,02:55:00,A,19,10842.188999999997,a,0.0195312,02,55,00
1288,1288,02:55:00,C,19,1289.435,b,0.0195312,02,55,00
1289,1289,02:55:00,E,19,1004.493,c,0.0195312,02,55,00
1290,1290,02:55:00,A,21,1231.871,a,0.0097656,02,55,00
1291,1291,02:55:00,C,21,1747.069,b,0.0097656,02,55,00
1292,1292,02:55:00,E,21,949.807,c,0.0097656,02,55,00
1293,1293,02:55:00,A,23,702.2810000000002,a,0,02,55,00
1294,1294,02:55:00,C,23,808.775,b,0,02,55,00
1295,1295,02:55:00,E,23,696.525,c,0,02,55,00
1296,1296,03:00:00,A,1,27291.164,a,10,03,00,00
1297,1297,03:00:00,C,1,28148.961,b,10,03,00,00
1298,1298,03:00:00,E,1,31272.145,c,10,03,00,00
1299,1299,03:00:00,A,3,19251.482,a,5,03,00,00
1300,1300,03:00:00,C,3,18195.068,b,5,03,00,00
1301,1301,03:00:00,E,3,19999.895,c,5,03,00,00
1302,1302,03:00:00,A,5,10515.201,a,2.5,03,00,00
1303,1303,03:00:00,C,5,11750.082,b,2.5,03,00,00
1304,1304,03:00:00,E,5,11119.688,c,2.5,03,00,00
1305,1305,03:00:00,A,7,6398.93,a,1.25,03,00,00
1306,1306,03:00:00,C,7,6482.406999999998,b,1.25,03,00,00
1307,1307,03:00:00,E,7,6335.603,c,1.25,03,00,00
1308,1308,03:00:00,A,9,3497.391,a,0.625,03,00,00
1309,1309,03:00:00,C,9,3719.036,b,0.625,03,00,00
1310,1310,03:00:00,E,9,3765.093,c,0.625,03,00,00
1311,1311,03:00:00,A,11,2078.285,a,0.3125,03,00,00
1312,1312,03:00:00,C,11,2322.958,b,0.3125,03,00,00
1313,1313,03:00:00,E,11,2322.958,c,0.3125,03,00,00
1314,1314,03:00:00,A,13,1704.079,a,0.15625,03,00,00
1315,1315,03:00:00,C,13,1747.256,b,0.15625,03,00,00
1316,1316,03:00:00,E,13,1778.92,c,0.15625,03,00,00
1317,1317,03:00:00,A,15,1076.563,a,0.078125,03,00,00
1318,1318,03:00:00,C,15,1079.442,b,0.078125,03,00,00
1319,1319,03:00:00,E,15,938.395,c,0.078125,03,00,00
1320,1320,03:00:00,A,17,2271.145,a,0.0390625,03,00,00
1321,1321,03:00:00,C,17,1168.6760000000004,b,0.0390625,03,00,00
1322,1322,03:00:00,E,17,1180.19,c,0.0390625,03,00,00
1323,1323,03:00:00,A,19,10638.978,a,0.0195312,03,00,00
1324,1324,03:00:00,C,19,1358.6570000000004,b,0.0195312,03,00,00
1325,1325,03:00:00,E,19,995.965,c,0.0195312,03,00,00
1326,1326,03:00:00,A,21,1200.339,a,0.0097656,03,00,00
1327,1327,03:00:00,C,21,1911.331,b,0.0097656,03,00,00
1328,1328,03:00:00,E,21,995.965,c,0.0097656,03,00,00
1329,1329,03:00:00,A,23,754.17,a,0,03,00,00
1330,1330,03:00:00,C,23,774.319,b,0,03,00,00
1331,1331,03:00:00,E,23,877.946,c,0,03,00,00
1332,1332,03:05:00,A,1,27087.105,a,10,03,05,00
1333,1333,03:05:00,C,1,28264.557,b,10,03,05,00
1334,1334,03:05:00,E,1,30918.854,c,10,03,05,00
1335,1335,03:05:00,A,3,19178.902,a,5,03,05,00
1336,1336,03:05:00,C,3,18122.365,b,5,03,05,00
1337,1337,03:05:00,E,3,19354.514,c,5,03,05,00
1338,1338,03:05:00,A,5,10447.349,a,2.5,03,05,00
1339,1339,03:05:00,C,5,11849.348999999998,b,2.5,03,05,00
1340,1340,03:05:00,E,5,11066.302,c,2.5,03,05,00
1341,1341,03:05:00,A,7,6290.288000000001,a,1.25,03,05,00
1342,1342,03:05:00,C,7,6270.136,b,1.25,03,05,00
1343,1343,03:05:00,E,7,6163.6190000000015,c,1.25,03,05,00
1344,1344,03:05:00,A,9,3353.861,a,0.625,03,05,00
1345,1345,03:05:00,C,9,3546.744,b,0.625,03,05,00
1346,1346,03:05:00,E,9,3774.173,c,0.625,03,05,00
1347,1347,03:05:00,A,11,2020.953,a,0.3125,03,05,00
1348,1348,03:05:00,C,11,2346.263,b,0.3125,03,05,00
1349,1349,03:05:00,E,11,2320.354,c,0.3125,03,05,00
1350,1350,03:05:00,A,13,1721.553,a,0.15625,03,05,00
1351,1351,03:05:00,C,13,1733.068,b,0.15625,03,05,00
1352,1352,03:05:00,E,13,1885.647,c,0.15625,03,05,00
1353,1353,03:05:00,A,15,1007.598,a,0.078125,03,05,00
1354,1354,03:05:00,C,15,993.203,b,0.078125,03,05,00
1355,1355,03:05:00,E,15,1154.419,c,0.078125,03,05,00
1356,1356,03:05:00,A,17,2369.294,a,0.0390625,03,05,00
1357,1357,03:05:00,C,17,1134.267,b,0.0390625,03,05,00
1358,1358,03:05:00,E,17,1004.719,c,0.0390625,03,05,00
1359,1359,03:05:00,A,19,10398.408,a,0.0195312,03,05,00
1360,1360,03:05:00,C,19,1393.364,b,0.0195312,03,05,00
1361,1361,03:05:00,E,19,1027.75,c,0.0195312,03,05,00
1362,1362,03:05:00,A,21,1171.692,a,0.0097656,03,05,00
1363,1363,03:05:00,C,21,1761.8570000000002,b,0.0097656,03,05,00
1364,1364,03:05:00,E,21,935.626,c,0.0097656,03,05,00
1365,1365,03:05:00,A,23,800.32,a,0,03,05,00
1366,1366,03:05:00,C,23,785.926,b,0,03,05,00
1367,1367,03:05:00,E,23,699.561,c,0,03,05,00
1368,1368,03:10:00,A,1,26521.564,a,10,03,10,00
1369,1369,03:10:00,C,1,27894.859,b,10,03,10,00
1370,1370,03:10:00,E,1,30687.512,c,10,03,10,00
1371,1371,03:10:00,A,3,19453.562,a,5,03,10,00
1372,1372,03:10:00,C,3,17481.432,b,5,03,10,00
1373,1373,03:10:00,E,3,19557.207,c,5,03,10,00
1374,1374,03:10:00,A,5,10413.429,a,2.5,03,10,00
1375,1375,03:10:00,C,5,11058.33,b,2.5,03,10,00
1376,1376,03:10:00,E,5,11187.886,c,2.5,03,10,00
1377,1377,03:10:00,A,7,6094.893,a,1.25,03,10,00
1378,1378,03:10:00,C,7,6365.521,b,1.25,03,10,00
1379,1379,03:10:00,E,7,6192.78,c,1.25,03,10,00
1380,1380,03:10:00,A,9,3486.498,a,0.625,03,10,00
1381,1381,03:10:00,C,9,3405.885,b,0.625,03,10,00
1382,1382,03:10:00,E,9,3610.296,c,0.625,03,10,00
1383,1383,03:10:00,A,11,2078.655,a,0.3125,03,10,00
1384,1384,03:10:00,C,11,2257.155,b,0.3125,03,10,00
1385,1385,03:10:00,E,11,2176.542,c,0.3125,03,10,00
1386,1386,03:10:00,A,13,1606.495,a,0.15625,03,10,00
1387,1387,03:10:00,C,13,1756.205,b,0.15625,03,10,00
1388,1388,03:10:00,E,13,1643.922,c,0.15625,03,10,00
1389,1389,03:10:00,A,15,1019.174,a,0.078125,03,10,00
1390,1390,03:10:00,C,15,1033.569,b,0.078125,03,10,00
1391,1391,03:10:00,E,15,1157.368,c,0.078125,03,10,00
1392,1392,03:10:00,A,17,2475.96,a,0.0390625,03,10,00
1393,1393,03:10:00,C,17,1053.723,b,0.0390625,03,10,00
1394,1394,03:10:00,E,17,1096.908,c,0.0390625,03,10,00
1395,1395,03:10:00,A,19,10381.76,a,0.0195312,03,10,00
1396,1396,03:10:00,C,19,1356.02,b,0.0195312,03,10,00
1397,1397,03:10:00,E,19,1001.9,c,0.0195312,03,10,00
1398,1398,03:10:00,A,21,1206.311,a,0.0097656,03,10,00
1399,1399,03:10:00,C,21,1773.479,b,0.0097656,03,10,00
1400,1400,03:10:00,E,21,978.868,c,0.0097656,03,10,00
1401,1401,03:10:00,A,23,762.941,a,0,03,10,00
1402,1402,03:10:00,C,23,817.643,b,0,03,10,00
1403,1403,03:10:00,E,23,722.635,c,0,03,10,00
1404,1404,03:15:00,A,1,25716.895,a,10,03,15,00
1405,1405,03:15:00,C,1,27555.463,b,10,03,15,00
1406,1406,03:15:00,E,1,29785.951,c,10,03,15,00
1407,1407,03:15:00,A,3,18947.621,a,5,03,15,00
1408,1408,03:15:00,C,3,17359.768,b,5,03,15,00
1409,1409,03:15:00,E,3,19590.256,c,5,03,15,00
1410,1410,03:15:00,A,5,9852.764,a,2.5,03,15,00
1411,1411,03:15:00,C,5,11382.982,b,2.5,03,15,00
1412,1412,03:15:00,E,5,10772.048,c,2.5,03,15,00
1413,1413,03:15:00,A,7,5968.141,a,1.25,03,15,00
1414,1414,03:15:00,C,7,6143.929,b,1.25,03,15,00
1415,1415,03:15:00,E,7,5924.914000000002,c,1.25,03,15,00
1416,1416,03:15:00,A,9,3230.462,a,0.625,03,15,00
1417,1417,03:15:00,C,9,3322.678,b,0.625,03,15,00
1418,1418,03:15:00,E,9,3515.757,c,0.625,03,15,00
1419,1419,03:15:00,A,11,1976.893,a,0.3125,03,15,00
1420,1420,03:15:00,C,11,2339.995,b,0.3125,03,15,00
1421,1421,03:15:00,E,11,2233.37,c,0.3125,03,15,00
1422,1422,03:15:00,A,13,1547.509,a,0.15625,03,15,00
1423,1423,03:15:00,C,13,1654.135,b,0.15625,03,15,00
1424,1424,03:15:00,E,13,1507.165,c,0.15625,03,15,00
1425,1425,03:15:00,A,15,1227.633,a,0.078125,03,15,00
1426,1426,03:15:00,C,15,979.801,b,0.078125,03,15,00
1427,1427,03:15:00,E,15,1028.7910000000004,c,0.078125,03,15,00
1428,1428,03:15:00,A,17,2386.104,a,0.0390625,03,15,00
1429,1429,03:15:00,C,17,1181.525,b,0.0390625,03,15,00
1430,1430,03:15:00,E,17,1008.619,c,0.0390625,03,15,00
1431,1431,03:15:00,A,19,10371.482,a,0.0195312,03,15,00
1432,1432,03:15:00,C,19,1331.3770000000004,b,0.0195312,03,15,00
1433,1433,03:15:00,E,19,968.274,c,0.0195312,03,15,00
1434,1434,03:15:00,A,21,1043.2,a,0.0097656,03,15,00
1435,1435,03:15:00,C,21,1766.524,b,0.0097656,03,15,00
1436,1436,03:15:00,E,21,956.747,c,0.0097656,03,15,00
1437,1437,03:15:00,A,23,729.087,a,0,03,15,00
1438,1438,03:15:00,C,23,682.9789999999998,b,0,03,15,00
1439,1439,03:15:00,E,23,818.422,c,0,03,15,00
1440,1440,03:20:00,A,1,25610.879,a,10,03,20,00
1441,1441,03:20:00,C,1,26610.049,b,10,03,20,00
1442,1442,03:20:00,E,1,29013.221,c,10,03,20,00
1443,1443,03:20:00,A,3,18705.703,a,5,03,20,00
1444,1444,03:20:00,C,3,17875.933999999994,b,5,03,20,00
1445,1445,03:20:00,E,3,18780.354,c,5,03,20,00
1446,1446,03:20:00,A,5,9977.332,a,2.5,03,20,00
1447,1447,03:20:00,C,5,10898.979,b,2.5,03,20,00
1448,1448,03:20:00,E,5,10798.488,c,2.5,03,20,00
1449,1449,03:20:00,A,7,6109.86,a,1.25,03,20,00
1450,1450,03:20:00,C,7,6135.7,b,1.25,03,20,00
1451,1451,03:20:00,E,7,5923.234,c,1.25,03,20,00
1452,1452,03:20:00,A,9,3347.79,a,0.625,03,20,00
1453,1453,03:20:00,C,9,3367.888,b,0.625,03,20,00
1454,1454,03:20:00,E,9,3517.1890000000008,c,0.625,03,20,00
1455,1455,03:20:00,A,11,2001.209,a,0.3125,03,20,00
1456,1456,03:20:00,C,11,2113.185,b,0.3125,03,20,00
1457,1457,03:20:00,E,11,2216.547,c,0.3125,03,20,00
1458,1458,03:20:00,A,13,1602.115,a,0.15625,03,20,00
1459,1459,03:20:00,C,13,1716.9620000000002,b,0.15625,03,20,00
1460,1460,03:20:00,E,13,1495.882,c,0.15625,03,20,00
1461,1461,03:20:00,A,15,1108.273,a,0.078125,03,20,00
1462,1462,03:20:00,C,15,976.199,b,0.078125,03,20,00
1463,1463,03:20:00,E,15,990.555,c,0.078125,03,20,00
1464,1464,03:20:00,A,17,2388.817,a,0.0390625,03,20,00
1465,1465,03:20:00,C,17,999.169,b,0.0390625,03,20,00
1466,1466,03:20:00,E,17,999.169,c,0.0390625,03,20,00
1467,1467,03:20:00,A,19,10287.419,a,0.0195312,03,20,00
1468,1468,03:20:00,C,19,1257.5739999999996,b,0.0195312,03,20,00
1469,1469,03:20:00,E,19,973.328,c,0.0195312,03,20,00
1470,1470,03:20:00,A,21,1220.249,a,0.0097656,03,20,00
1471,1471,03:20:00,C,21,1564.79,b,0.0097656,03,20,00
1472,1472,03:20:00,E,21,809.671,c,0.0097656,03,20,00
1473,1473,03:20:00,A,23,660.37,a,0,03,20,00
1474,1474,03:20:00,C,23,726.4069999999998,b,0,03,20,00
1475,1475,03:20:00,E,23,668.9839999999998,c,0,03,20,00
1476,1476,03:25:00,A,1,24298.07,a,10,03,25,00
1477,1477,03:25:00,C,1,26084.1,b,10,03,25,00
1478,1478,03:25:00,E,1,28570.762,c,10,03,25,00
1479,1479,03:25:00,A,3,18351.332,a,5,03,25,00
1480,1480,03:25:00,C,3,16978.785,b,5,03,25,00
1481,1481,03:25:00,E,3,18296.773,c,5,03,25,00
1482,1482,03:25:00,A,5,9765.745,a,2.5,03,25,00
1483,1483,03:25:00,C,5,11066.504,b,2.5,03,25,00
1484,1484,03:25:00,E,5,10348.646,c,2.5,03,25,00
1485,1485,03:25:00,A,7,5694.053000000001,a,1.25,03,25,00
1486,1486,03:25:00,C,7,6035.7530000000015,b,1.25,03,25,00
1487,1487,03:25:00,E,7,5719.896,c,1.25,03,25,00
1488,1488,03:25:00,A,9,3187.291,a,0.625,03,25,00
1489,1489,03:25:00,C,9,3287.791,b,0.625,03,25,00
1490,1490,03:25:00,E,9,3606.52,c,0.625,03,25,00
1491,1491,03:25:00,A,11,2012.875,a,0.3125,03,25,00
1492,1492,03:25:00,C,11,2205.261,b,0.3125,03,25,00
1493,1493,03:25:00,E,11,2159.318,c,0.3125,03,25,00
1494,1494,03:25:00,A,13,1556.317,a,0.15625,03,25,00
1495,1495,03:25:00,C,13,1562.06,b,0.15625,03,25,00
1496,1496,03:25:00,E,13,1593.646,c,0.15625,03,25,00
1497,1497,03:25:00,A,15,1045.202,a,0.078125,03,25,00
1498,1498,03:25:00,C,15,1079.659,b,0.078125,03,25,00
1499,1499,03:25:00,E,15,1108.373,c,0.078125,03,25,00
1500,1500,03:25:00,A,17,2351.704,a,0.0390625,03,25,00
1501,1501,03:25:00,C,17,1036.587,b,0.0390625,03,25,00
1502,1502,03:25:00,E,17,987.773,c,0.0390625,03,25,00
1503,1503,03:25:00,A,19,10121.803,a,0.0195312,03,25,00
1504,1504,03:25:00,C,19,1226.102,b,0.0195312,03,25,00
1505,1505,03:25:00,E,19,979.159,c,0.0195312,03,25,00
1506,1506,03:25:00,A,21,1108.373,a,0.0097656,03,25,00
1507,1507,03:25:00,C,21,1625.231,b,0.0097656,03,25,00
1508,1508,03:25:00,E,21,898.7589999999999,c,0.0097656,03,25,00
1509,1509,03:25:00,A,23,821.23,a,0,03,25,00
1510,1510,03:25:00,C,23,689.1439999999999,b,0,03,25,00
1511,1511,03:25:00,E,23,680.53,c,0,03,25,00
1512,1512,03:30:00,A,1,24339.043,a,10,03,30,00
1513,1513,03:30:00,C,1,25317.195,b,10,03,30,00
1514,1514,03:30:00,E,1,27841.455,c,10,03,30,00
1515,1515,03:30:00,A,3,18097.232,a,5,03,30,00
1516,1516,03:30:00,C,3,16310.171,b,5,03,30,00
1517,1517,03:30:00,E,3,17778.832,c,5,03,30,00
1518,1518,03:30:00,A,5,9592.193,a,2.5,03,30,00
1519,1519,03:30:00,C,5,10624.846,b,2.5,03,30,00
1520,1520,03:30:00,E,5,10105.651,c,2.5,03,30,00
1521,1521,03:30:00,A,7,5602.139,a,1.25,03,30,00
1522,1522,03:30:00,C,7,5774.248000000001,b,1.25,03,30,00
1523,1523,03:30:00,E,7,5673.852,c,1.25,03,30,00
1524,1524,03:30:00,A,9,3272.934,a,0.625,03,30,00
1525,1525,03:30:00,C,9,3419.2270000000008,b,0.625,03,30,00
1526,1526,03:30:00,E,9,3533.966,c,0.625,03,30,00
1527,1527,03:30:00,A,11,1893.196,a,0.3125,03,30,00
1528,1528,03:30:00,C,11,2240.282,b,0.3125,03,30,00
1529,1529,03:30:00,E,11,2062.436,c,0.3125,03,30,00
1530,1530,03:30:00,A,13,1617.822,a,0.15625,03,30,00
1531,1531,03:30:00,C,13,1534.636,b,0.15625,03,30,00
1532,1532,03:30:00,E,13,1566.189,c,0.15625,03,30,00
1533,1533,03:30:00,A,15,912.176,a,0.078125,03,30,00
1534,1534,03:30:00,C,15,1104.364,b,0.078125,03,30,00
1535,1535,03:30:00,E,15,975.283,c,0.078125,03,30,00
1536,1536,03:30:00,A,17,2165.701,a,0.0390625,03,30,00
1537,1537,03:30:00,C,17,1069.943,b,0.0390625,03,30,00
1538,1538,03:30:00,E,17,1024.047,c,0.0390625,03,30,00
1539,1539,03:30:00,A,19,9715.538,a,0.0195312,03,30,00
1540,1540,03:30:00,C,19,1170.339,b,0.0195312,03,30,00
1541,1541,03:30:00,E,19,1012.573,c,0.0195312,03,30,00
1542,1542,03:30:00,A,21,1107.233,a,0.0097656,03,30,00
1543,1543,03:30:00,C,21,1626.427,b,0.0097656,03,30,00
1544,1544,03:30:00,E,21,874.8860000000002,c,0.0097656,03,30,00
1545,1545,03:30:00,A,23,737.199,a,0,03,30,00
1546,1546,03:30:00,C,23,722.857,b,0,03,30,00
1547,1547,03:30:00,E,23,777.3580000000002,c,0,03,30,00
1548,1548,03:35:00,A,1,23653.947,a,10,03,35,00
1549,1549,03:35:00,C,1,25296.146,b,10,03,35,00
1550,1550,03:35:00,E,1,27805.375,c,10,03,35,00
1551,1551,03:35:00,A,3,17578.968999999994,a,5,03,35,00
1552,1552,03:35:00,C,3,16364.548,b,5,03,35,00
1553,1553,03:35:00,E,3,17593.324,c,5,03,35,00
1554,1554,03:35:00,A,5,9778.534,a,2.5,03,35,00
1555,1555,03:35:00,C,5,10642.698,b,2.5,03,35,00
1556,1556,03:35:00,E,5,10324.02,c,2.5,03,35,00
1557,1557,03:35:00,A,7,5698.882,a,1.25,03,35,00
1558,1558,03:35:00,C,7,5681.656,b,1.25,03,35,00
1559,1559,03:35:00,E,7,5627.107,c,1.25,03,35,00
1560,1560,03:35:00,A,9,3057.586,a,0.625,03,35,00
1561,1561,03:35:00,C,9,3264.296,b,0.625,03,35,00
1562,1562,03:35:00,E,9,3255.684,c,0.625,03,35,00
1563,1563,03:35:00,A,11,2098.681,a,0.3125,03,35,00
1564,1564,03:35:00,C,11,2245.101,b,0.3125,03,35,00
1565,1565,03:35:00,E,11,2087.198,c,0.3125,03,35,00
1566,1566,03:35:00,A,13,1521.616,a,0.15625,03,35,00
1567,1567,03:35:00,C,13,1507.261,b,0.15625,03,35,00
1568,1568,03:35:00,E,13,1581.906,c,0.15625,03,35,00
1569,1569,03:35:00,A,15,1010.583,a,0.078125,03,35,00
1570,1570,03:35:00,C,15,981.873,b,0.078125,03,35,00
1571,1571,03:35:00,E,15,1113.938,c,0.078125,03,35,00
1572,1572,03:35:00,A,17,2279.553,a,0.0390625,03,35,00
1573,1573,03:35:00,C,17,1022.066,b,0.0390625,03,35,00
1574,1574,03:35:00,E,17,1024.938,c,0.0390625,03,35,00
1575,1575,03:35:00,A,19,9804.373,a,0.0195312,03,35,00
1576,1576,03:35:00,C,19,1214.422,b,0.0195312,03,35,00
1577,1577,03:35:00,E,19,941.679,c,0.0195312,03,35,00
1578,1578,03:35:00,A,21,1076.615,a,0.0097656,03,35,00
1579,1579,03:35:00,C,21,1490.035,b,0.0097656,03,35,00
1580,1580,03:35:00,E,21,890.002,c,0.0097656,03,35,00
1581,1581,03:35:00,A,23,654.582,a,0,03,35,00
1582,1582,03:35:00,C,23,815.3560000000001,b,0,03,35,00
1583,1583,03:35:00,E,23,640.227,c,0,03,35,00
1584,1584,03:40:00,A,1,22894.629,a,10,03,40,00
1585,1585,03:40:00,C,1,24974.135,b,10,03,40,00
1586,1586,03:40:00,E,1,26334.693,c,10,03,40,00
1587,1587,03:40:00,A,3,17108.672,a,5,03,40,00
1588,1588,03:40:00,C,3,15639.268999999998,b,5,03,40,00
1589,1589,03:40:00,E,3,17105.808999999994,c,5,03,40,00
1590,1590,03:40:00,A,5,9243.209,a,2.5,03,40,00
1591,1591,03:40:00,C,5,9710.096,b,2.5,03,40,00
1592,1592,03:40:00,E,5,9879.092,c,2.5,03,40,00
1593,1593,03:40:00,A,7,5742.991999999998,a,1.25,03,40,00
1594,1594,03:40:00,C,7,5545.353,b,1.25,03,40,00
1595,1595,03:40:00,E,7,5634.146,c,1.25,03,40,00
1596,1596,03:40:00,A,9,2933.079,a,0.625,03,40,00
1597,1597,03:40:00,C,9,3305.442,b,0.625,03,40,00
1598,1598,03:40:00,E,9,3233.8340000000007,c,0.625,03,40,00
1599,1599,03:40:00,A,11,1919.104,a,0.3125,03,40,00
1600,1600,03:40:00,C,11,1907.647,b,0.3125,03,40,00
1601,1601,03:40:00,E,11,2105.286,c,0.3125,03,40,00
1602,1602,03:40:00,A,13,1457.947,a,0.15625,03,40,00
1603,1603,03:40:00,C,13,1641.264,b,0.15625,03,40,00
1604,1604,03:40:00,E,13,1520.9620000000002,c,0.15625,03,40,00
1605,1605,03:40:00,A,15,1039.754,a,0.078125,03,40,00
1606,1606,03:40:00,C,15,887.944,b,0.078125,03,40,00
1607,1607,03:40:00,E,15,950.959,c,0.078125,03,40,00
1608,1608,03:40:00,A,17,2314.383,a,0.0390625,03,40,00
1609,1609,03:40:00,C,17,1034.025,b,0.0390625,03,40,00
1610,1610,03:40:00,E,17,965.281,c,0.0390625,03,40,00
1611,1611,03:40:00,A,19,9821.804,a,0.0195312,03,40,00
1612,1612,03:40:00,C,19,1237.393,b,0.0195312,03,40,00
1613,1613,03:40:00,E,19,988.196,c,0.0195312,03,40,00
1614,1614,03:40:00,A,21,1088.447,a,0.0097656,03,40,00
1615,1615,03:40:00,C,21,1652.721,b,0.0097656,03,40,00
1616,1616,03:40:00,E,21,876.487,c,0.0097656,03,40,00
1617,1617,03:40:00,A,23,641.611,a,0,03,40,00
1618,1618,03:40:00,C,23,693.169,b,0,03,40,00
1619,1619,03:40:00,E,23,753.32,c,0,03,40,00
1620,1620,03:45:00,A,1,22458.605,a,10,03,45,00
1621,1621,03:45:00,C,1,23940.777,b,10,03,45,00
1622,1622,03:45:00,E,1,26284.209,c,10,03,45,00
1623,1623,03:45:00,A,3,16206.594,a,5,03,45,00
1624,1624,03:45:00,C,3,14993.388,b,5,03,45,00
1625,1625,03:45:00,E,3,16836.086,c,5,03,45,00
1626,1626,03:45:00,A,5,9090.456,a,2.5,03,45,00
1627,1627,03:45:00,C,5,9828.68,b,2.5,03,45,00
1628,1628,03:45:00,E,5,9668.445,c,2.5,03,45,00
1629,1629,03:45:00,A,7,5376.446,a,1.25,03,45,00
1630,1630,03:45:00,C,7,5410.781999999998,b,1.25,03,45,00
1631,1631,03:45:00,E,7,5387.891,c,1.25,03,45,00
1632,1632,03:45:00,A,9,3038.736,a,0.625,03,45,00
1633,1633,03:45:00,C,9,3233.307,b,0.625,03,45,00
1634,1634,03:45:00,E,9,3070.211,c,0.625,03,45,00
1635,1635,03:45:00,A,11,1997.211,a,0.3125,03,45,00
1636,1636,03:45:00,C,11,1982.904,b,0.3125,03,45,00
1637,1637,03:45:00,E,11,2034.408,c,0.3125,03,45,00
1638,1638,03:45:00,A,13,1573.734,a,0.15625,03,45,00
1639,1639,03:45:00,C,13,1493.616,b,0.15625,03,45,00
1640,1640,03:45:00,E,13,1422.083,c,0.15625,03,45,00
1641,1641,03:45:00,A,15,1055.832,a,0.078125,03,45,00
1642,1642,03:45:00,C,15,952.824,b,0.078125,03,45,00
1643,1643,03:45:00,E,15,935.656,c,0.078125,03,45,00
1644,1644,03:45:00,A,17,2226.117,a,0.0390625,03,45,00
1645,1645,03:45:00,C,17,1064.4160000000004,b,0.0390625,03,45,00
1646,1646,03:45:00,E,17,964.269,c,0.0390625,03,45,00
1647,1647,03:45:00,A,19,9499.628,a,0.0195312,03,45,00
1648,1648,03:45:00,C,19,1193.1760000000004,b,0.0195312,03,45,00
1649,1649,03:45:00,E,19,961.408,c,0.0195312,03,45,00
1650,1650,03:45:00,A,21,1067.277,a,0.0097656,03,45,00
1651,1651,03:45:00,C,21,1502.2,b,0.0097656,03,45,00
1652,1652,03:45:00,E,21,838.3710000000002,c,0.0097656,03,45,00
1653,1653,03:45:00,A,23,672.413,a,0,03,45,00
1654,1654,03:45:00,C,23,703.888,b,0,03,45,00
1655,1655,03:45:00,E,23,692.443,c,0,03,45,00
1656,1656,03:50:00,A,1,21800.838,a,10,03,50,00
1657,1657,03:50:00,C,1,23343.703,b,10,03,50,00
1658,1658,03:50:00,E,1,24771.855,c,10,03,50,00
1659,1659,03:50:00,A,3,16245.956,a,5,03,50,00
1660,1660,03:50:00,C,3,14984.133999999998,b,5,03,50,00
1661,1661,03:50:00,E,3,15964.913,c,5,03,50,00
1662,1662,03:50:00,A,5,8913.05,a,2.5,03,50,00
1663,1663,03:50:00,C,5,9759.044,b,2.5,03,50,00
1664,1664,03:50:00,E,5,9434.985,c,2.5,03,50,00
1665,1665,03:50:00,A,7,5236.56,a,1.25,03,50,00
1666,1666,03:50:00,C,7,5592.165,b,1.25,03,50,00
1667,1667,03:50:00,E,7,5457.379,c,1.25,03,50,00
1668,1668,03:50:00,A,9,2979.62,a,0.625,03,50,00
