,Unnamed: 0,time,row_384,column_384,rfu_value,reporter,phos,gRNA_used,standard_conc,replicate,target_added
326,326,00:30:00,I,1,3103.324,r17Ar3C,phos,syn-C11,,a,target_added
327,327,00:30:00,J,1,3333.413,r17Ar3C,phos,syn-C11,,b,target_added
328,328,00:30:00,K,1,54.646,r17Ar3C,phos,syn-C11,,a,no_target
329,329,00:30:00,L,1,43.142,r17Ar3C,phos,syn-C11,,b,no_target
330,330,00:30:00,M,1,422.788,H20,phos,syn-C11,,a,target_added
331,331,00:30:00,N,1,310.62,H20,phos,syn-C11,,b,target_added
332,332,00:30:00,O,1,11.504,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,a,target_added
333,333,00:30:00,G,3,3445.581,standard,standard,standard,5,a,standard
334,334,00:30:00,H,3,3698.679,standard,standard,standard,5,b,standard
335,335,00:30:00,I,3,2858.855,r17Ar3C,phos,IVT-C11,,a,target_added
336,336,00:30:00,J,3,2962.395,r17Ar3C,phos,IVT-C11,,b,target_added
337,337,00:30:00,K,3,261.726,r17Ar3C,phos,IVT-C11,,a,no_target
338,338,00:30:00,L,3,258.85,r17Ar3C,phos,IVT-C11,,b,no_target
339,339,00:30:00,M,3,782.302,H20,phos,IVT-C11,,a,target_added
340,340,00:30:00,N,3,644.249,H20,phos,IVT-C11,,b,target_added
341,341,00:30:00,O,3,8.628,r17Ar3C,no_gRNA,C11-no_gRNA,,a,target_added
342,342,00:30:00,G,5,1794.693,standard,standard,standard,2.5,a,standard
343,343,00:30:00,H,5,1688.277,standard,standard,standard,2.5,b,standard
344,344,00:30:00,I,5,1786.065,r17Ar3C,phos,IVT-B1,,a,target_added
345,345,00:30:00,J,5,1777.437,r17Ar3C,phos,IVT-B1,,b,target_added
346,346,00:30:00,K,5,583.851,r17Ar3C,phos,IVT-B1,,a,no_target
347,347,00:30:00,L,5,514.8240000000002,r17Ar3C,phos,IVT-B1,,b,no_target
348,348,00:30:00,M,5,859.957,H20,phos,IVT-B1,,a,target_added
349,349,00:30:00,N,5,727.6560000000002,H20,phos,IVT-B1,,b,target_added
350,350,00:30:00,O,5,28.761,r17Ar3C,no_gRNA,B1-no_gRNA,,a,target_added
351,351,00:30:00,G,7,1550.224,standard,standard,standard,1.25,a,standard
352,352,00:30:00,H,7,1136.064,standard,standard,standard,1.25,b,standard
353,353,00:30:00,I,7,3310.4040000000005,r17Ar3C,phos,IVT-H6,,a,target_added
354,354,00:30:00,J,7,3057.306,r17Ar3C,phos,IVT-H6,,b,target_added
355,355,00:30:00,K,7,851.329,r17Ar3C,phos,IVT-H6,,a,no_target
356,356,00:30:00,L,7,891.595,r17Ar3C,phos,IVT-H6,,b,no_target
357,357,00:30:00,M,7,1961.508,H20,phos,IVT-H6,,a,target_added
358,358,00:30:00,N,7,1717.0379999999998,H20,phos,IVT-H6,,b,target_added
359,359,00:30:00,O,7,28.761,r17Ar3C,no_gRNA,H6-no_gRNA,,a,target_added
360,360,00:30:00,G,9,376.771,standard,standard,standard,0.625,a,standard
361,361,00:30:00,H,9,382.523,standard,standard,standard,0.625,b,standard
362,362,00:30:00,I,9,4420.583,r17Ar3C,phos,IVT-G8,,a,target_added
363,363,00:30:00,J,9,3879.875,r17Ar3C,phos,IVT-G8,,b,target_added
364,364,00:30:00,K,9,3321.908,r17Ar3C,phos,IVT-G8,,a,no_target
365,365,00:30:00,L,9,3175.2270000000008,r17Ar3C,phos,IVT-G8,,b,no_target
366,366,00:30:00,M,9,3422.573,H20,phos,IVT-G8,,a,target_added
367,367,00:30:00,N,9,2832.97,H20,phos,IVT-G8,,b,target_added
368,368,00:30:00,O,9,5.752000000000002,r17Ar3C,no_gRNA,G8-no_gRNA,,a,target_added
369,369,00:30:00,G,11,166.81400000000005,standard,standard,standard,0.3125,a,standard
370,370,00:30:00,H,11,186.947,standard,standard,standard,0.3125,b,standard
371,371,00:30:00,I,11,5188.505,r17Ar3C,phos,IVT-C4,,a,target_added
372,372,00:30:00,J,11,4397.574000000001,r17Ar3C,phos,IVT-C4,,b,target_added
373,373,00:30:00,K,11,270.35400000000004,r17Ar3C,phos,IVT-C4,,a,no_target
374,374,00:30:00,L,11,319.248,r17Ar3C,phos,IVT-C4,,b,no_target
375,375,00:30:00,M,11,2010.402,H20,phos,IVT-C4,,a,target_added
376,376,00:30:00,N,11,1898.234,H20,phos,IVT-C4,,b,target_added
377,377,00:30:00,O,11,14.380999999999998,r17Ar3C,no_gRNA,C4-no_gRNA,,a,target_added
378,378,00:30:00,G,13,132.30100000000002,standard,standard,standard,0.15625,a,standard
379,379,00:30:00,H,13,115.044,standard,standard,standard,0.15625,b,standard
380,380,00:30:00,I,13,3224.121,r17Ar3C,no_phos,syn-C11,,a,target_added
381,381,00:30:00,J,13,2628.766,r17Ar3C,no_phos,syn-C11,,b,target_added
382,382,00:30:00,K,13,31.637,r17Ar3C,no_phos,syn-C11,,a,no_target
383,383,00:30:00,L,13,31.637,r17Ar3C,no_phos,syn-C11,,b,no_target
384,384,00:30:00,M,13,109.292,H20,no_phos,syn-C11,,a,target_added
385,385,00:30:00,N,13,106.416,H20,no_phos,syn-C11,,b,target_added
386,386,00:30:00,O,13,17.257,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,b,no_target
387,387,00:30:00,G,15,215.708,standard,standard,standard,0.078125,a,standard
388,388,00:30:00,H,15,120.797,standard,standard,standard,0.078125,b,standard
389,389,00:30:00,I,15,4331.424,r17Ar3C,no_phos,IVT-C11,,a,target_added
390,390,00:30:00,J,15,3621.024,r17Ar3C,no_phos,IVT-C11,,b,target_added
391,391,00:30:00,K,15,1262.613,r17Ar3C,no_phos,IVT-C11,,a,no_target
392,392,00:30:00,L,15,1346.02,r17Ar3C,no_phos,IVT-C11,,b,no_target
393,393,00:30:00,M,15,1478.321,H20,no_phos,IVT-C11,,a,target_added
394,394,00:30:00,N,15,1535.844,H20,no_phos,IVT-C11,,b,target_added
395,395,00:30:00,O,15,17.257,r17Ar3C,no_gRNA,C11-no_gRNA,,b,no_target
396,396,00:30:00,G,17,89.15899999999998,standard,standard,standard,0.0390625,a,standard
397,397,00:30:00,H,17,83.40700000000002,standard,standard,standard,0.0390625,b,standard
398,398,00:30:00,I,17,4052.441,r17Ar3C,no_phos,IVT-B1,,a,target_added
399,399,00:30:00,J,17,2962.395,r17Ar3C,no_phos,IVT-B1,,b,target_added
400,400,00:30:00,K,17,2234.739,r17Ar3C,no_phos,IVT-B1,,a,no_target
401,401,00:30:00,L,17,2128.323,r17Ar3C,no_phos,IVT-B1,,b,no_target
402,402,00:30:00,M,17,2303.765,H20,no_phos,IVT-B1,,a,target_added
403,403,00:30:00,N,17,2286.509,H20,no_phos,IVT-B1,,b,target_added
404,404,00:30:00,O,17,8.628,r17Ar3C,no_gRNA,B1-no_gRNA,,b,no_target
405,405,00:30:00,G,19,126.549,standard,standard,standard,0.0195312,a,standard
406,406,00:30:00,H,19,103.54,standard,standard,standard,0.0195312,b,standard
407,407,00:30:00,I,19,4987.177,r17Ar3C,no_phos,IVT-H6,,a,target_added
408,408,00:30:00,J,19,3724.564,r17Ar3C,no_phos,IVT-H6,,b,target_added
409,409,00:30:00,K,19,2795.58,r17Ar3C,no_phos,IVT-H6,,a,no_target
410,410,00:30:00,L,19,2861.731,r17Ar3C,no_phos,IVT-H6,,b,no_target
411,411,00:30:00,M,19,2835.8459999999995,H20,no_phos,IVT-H6,,a,target_added
412,412,00:30:00,N,19,2968.147,H20,no_phos,IVT-H6,,b,target_added
413,413,00:30:00,O,19,51.77,r17Ar3C,no_gRNA,H6-no_gRNA,,b,no_target
414,414,00:30:00,G,21,63.274,standard,standard,standard,0.0097656,a,standard
415,415,00:30:00,H,21,74.779,standard,standard,standard,0.0097656,b,standard
416,416,00:30:00,I,21,3327.661,r17Ar3C,no_phos,IVT-G8,,a,target_added
417,417,00:30:00,J,21,2643.146,r17Ar3C,no_phos,IVT-G8,,b,target_added
418,418,00:30:00,K,21,2597.129,r17Ar3C,no_phos,IVT-G8,,a,no_target
419,419,00:30:00,L,21,2861.731,r17Ar3C,no_phos,IVT-G8,,b,no_target
420,420,00:30:00,M,21,2835.8459999999995,H20,no_phos,IVT-G8,,a,target_added
421,421,00:30:00,N,21,2735.182,H20,no_phos,IVT-G8,,b,target_added
422,422,00:30:00,O,21,20.133,r17Ar3C,no_gRNA,G8-no_gRNA,,b,no_target
423,423,00:30:00,G,23,477.434,standard,standard,standard,0,a,standard
424,424,00:30:00,H,23,172.567,standard,standard,standard,0,b,standard
425,425,00:30:00,I,23,4380.317,r17Ar3C,no_phos,IVT-C4,,a,target_added
426,426,00:30:00,J,23,3718.812,r17Ar3C,no_phos,IVT-C4,,b,target_added
427,427,00:30:00,K,23,1498.454,r17Ar3C,no_phos,IVT-C4,,a,no_target
428,428,00:30:00,L,23,1564.604,r17Ar3C,no_phos,IVT-C4,,b,no_target
429,429,00:30:00,M,23,2033.411,H20,no_phos,IVT-C4,,a,target_added
430,430,00:30:00,N,23,1846.464,H20,no_phos,IVT-C4,,b,target_added
431,431,00:30:00,O,23,8.628,r17Ar3C,no_gRNA,C4-no_gRNA,,b,no_target
432,432,00:40:00,G,1,7332.151,standard,standard,standard,10,a,standard
433,433,00:40:00,H,1,6667.424,standard,standard,standard,10,b,standard
434,434,00:40:00,I,1,3064.655,r17Ar3C,phos,syn-C11,,a,target_added
435,435,00:40:00,J,1,3271.843,r17Ar3C,phos,syn-C11,,b,target_added
436,436,00:40:00,K,1,57.552,r17Ar3C,phos,syn-C11,,a,no_target
437,437,00:40:00,L,1,48.919,r17Ar3C,phos,syn-C11,,b,no_target
438,438,00:40:00,M,1,411.4980000000001,H20,phos,syn-C11,,a,target_added
439,439,00:40:00,N,1,382.722,H20,phos,syn-C11,,b,target_added
440,440,00:40:00,O,1,8.633,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,a,target_added
441,441,00:40:00,G,3,3340.906,standard,standard,standard,5,a,standard
442,442,00:40:00,H,3,3766.792,standard,standard,standard,5,b,standard
443,443,00:40:00,I,3,3067.533,r17Ar3C,phos,IVT-C11,,a,target_added
444,444,00:40:00,J,3,2889.121,r17Ar3C,phos,IVT-C11,,b,target_added
445,445,00:40:00,K,3,302.149,r17Ar3C,phos,IVT-C11,,a,no_target
446,446,00:40:00,L,3,305.027,r17Ar3C,phos,IVT-C11,,b,no_target
447,447,00:40:00,M,3,1012.919,H20,phos,IVT-C11,,a,target_added
448,448,00:40:00,N,3,624.442,H20,phos,IVT-C11,,b,target_added
449,449,00:40:00,O,3,14.388,r17Ar3C,no_gRNA,C11-no_gRNA,,a,target_added
450,450,00:40:00,G,5,1712.178,standard,standard,standard,2.5,a,standard
451,451,00:40:00,H,5,1752.465,standard,standard,standard,2.5,b,standard
452,452,00:40:00,I,5,1962.53,r17Ar3C,phos,IVT-B1,,a,target_added
453,453,00:40:00,J,5,1939.51,r17Ar3C,phos,IVT-B1,,b,target_added
454,454,00:40:00,K,5,523.725,r17Ar3C,phos,IVT-B1,,a,no_target
455,455,00:40:00,L,5,627.319,r17Ar3C,phos,IVT-B1,,b,no_target
456,456,00:40:00,M,5,984.143,H20,phos,IVT-B1,,a,target_added
457,457,00:40:00,N,5,745.301,H20,phos,IVT-B1,,b,target_added
458,458,00:40:00,O,5,8.633,r17Ar3C,no_gRNA,B1-no_gRNA,,a,target_added
459,459,00:40:00,G,7,1525.134,standard,standard,standard,1.25,a,standard
460,460,00:40:00,H,7,1240.25,standard,standard,standard,1.25,b,standard
461,461,00:40:00,I,7,3291.986,r17Ar3C,phos,IVT-H6,,a,target_added
462,462,00:40:00,J,7,3009.981,r17Ar3C,phos,IVT-H6,,b,target_added
463,463,00:40:00,K,7,906.447,r17Ar3C,phos,IVT-H6,,a,no_target
464,464,00:40:00,L,7,923.713,r17Ar3C,phos,IVT-H6,,b,no_target
465,465,00:40:00,M,7,2054.614,H20,phos,IVT-H6,,a,target_added
466,466,00:40:00,N,7,1683.402,H20,phos,IVT-H6,,b,target_added
467,467,00:40:00,O,7,25.898000000000003,r17Ar3C,no_gRNA,H6-no_gRNA,,a,target_added
468,468,00:40:00,G,9,376.967,standard,standard,standard,0.625,a,standard
469,469,00:40:00,H,9,328.048,standard,standard,standard,0.625,b,standard
470,470,00:40:00,I,9,4020.022,r17Ar3C,phos,IVT-G8,,a,target_added
471,471,00:40:00,J,9,3643.055,r17Ar3C,phos,IVT-G8,,b,target_added
472,472,00:40:00,K,9,3516.44,r17Ar3C,phos,IVT-G8,,a,no_target
473,473,00:40:00,L,9,3176.882,r17Ar3C,phos,IVT-G8,,b,no_target
474,474,00:40:00,M,9,3191.27,H20,phos,IVT-G8,,a,target_added
475,475,00:40:00,N,9,3139.473,H20,phos,IVT-G8,,b,target_added
476,476,00:40:00,O,9,23.021,r17Ar3C,no_gRNA,G8-no_gRNA,,a,target_added
477,477,00:40:00,G,11,187.045,standard,standard,standard,0.3125,a,standard
478,478,00:40:00,H,11,224.454,standard,standard,standard,0.3125,b,standard
479,479,00:40:00,I,11,4742.302,r17Ar3C,phos,IVT-C4,,a,target_added
480,480,00:40:00,J,11,4270.374,r17Ar3C,phos,IVT-C4,,b,target_added
481,481,00:40:00,K,11,353.946,r17Ar3C,phos,IVT-C4,,a,no_target
482,482,00:40:00,L,11,351.0680000000001,r17Ar3C,phos,IVT-C4,,b,no_target
483,483,00:40:00,M,11,2138.065,H20,phos,IVT-C4,,a,target_added
484,484,00:40:00,N,11,1884.835,H20,phos,IVT-C4,,b,target_added
485,485,00:40:00,O,11,25.898000000000003,r17Ar3C,no_gRNA,C4-no_gRNA,,a,target_added
486,486,00:40:00,G,13,141.003,standard,standard,standard,0.15625,a,standard
487,487,00:40:00,H,13,120.86,standard,standard,standard,0.15625,b,standard
488,488,00:40:00,I,13,3467.521,r17Ar3C,no_phos,syn-C11,,a,target_added
489,489,00:40:00,J,13,2656.035,r17Ar3C,no_phos,syn-C11,,b,target_added
490,490,00:40:00,K,13,48.919,r17Ar3C,no_phos,syn-C11,,a,no_target
491,491,00:40:00,L,13,23.021,r17Ar3C,no_phos,syn-C11,,b,no_target
492,492,00:40:00,M,13,143.881,H20,no_phos,syn-C11,,a,target_added
493,493,00:40:00,N,13,129.49200000000002,H20,no_phos,syn-C11,,b,target_added
494,494,00:40:00,O,13,2.878,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,b,no_target
495,495,00:40:00,G,15,238.842,standard,standard,standard,0.078125,a,standard
496,496,00:40:00,H,15,129.49200000000002,standard,standard,standard,0.078125,b,standard
497,497,00:40:00,I,15,4561.013,r17Ar3C,no_phos,IVT-C11,,a,target_added
498,498,00:40:00,J,15,3386.948,r17Ar3C,no_phos,IVT-C11,,b,target_added
499,499,00:40:00,K,15,1412.9070000000004,r17Ar3C,no_phos,IVT-C11,,a,no_target
500,500,00:40:00,L,15,1588.441,r17Ar3C,no_phos,IVT-C11,,b,no_target
501,501,00:40:00,M,15,1499.235,H20,no_phos,IVT-C11,,a,target_added
502,502,00:40:00,N,15,1530.889,H20,no_phos,IVT-C11,,b,target_added
503,503,00:40:00,O,15,11.51,r17Ar3C,no_gRNA,C11-no_gRNA,,b,no_target
504,504,00:40:00,G,17,80.57300000000002,standard,standard,standard,0.0390625,a,standard
505,505,00:40:00,H,17,74.818,standard,standard,standard,0.0390625,b,standard
506,506,00:40:00,I,17,4066.064,r17Ar3C,no_phos,IVT-B1,,a,target_added
507,507,00:40:00,J,17,2946.673,r17Ar3C,no_phos,IVT-B1,,b,target_added
508,508,00:40:00,K,17,2316.4770000000008,r17Ar3C,no_phos,IVT-B1,,a,no_target
509,509,00:40:00,L,17,2212.883,r17Ar3C,no_phos,IVT-B1,,b,no_target
510,510,00:40:00,M,17,2247.414,H20,no_phos,IVT-B1,,a,target_added
511,511,00:40:00,N,17,2425.826,H20,no_phos,IVT-B1,,b,target_added
512,512,00:40:00,O,17,17.266,r17Ar3C,no_gRNA,B1-no_gRNA,,b,no_target
513,513,00:40:00,G,19,123.737,standard,standard,standard,0.0195312,a,standard
514,514,00:40:00,H,19,103.594,standard,standard,standard,0.0195312,b,standard
515,515,00:40:00,I,19,4866.04,r17Ar3C,no_phos,IVT-H6,,a,target_added
516,516,00:40:00,J,19,3588.38,r17Ar3C,no_phos,IVT-H6,,b,target_added
517,517,00:40:00,K,19,2753.873,r17Ar3C,no_phos,IVT-H6,,a,no_target
518,518,00:40:00,L,19,2779.772,r17Ar3C,no_phos,IVT-H6,,b,no_target
519,519,00:40:00,M,19,2903.509,H20,no_phos,IVT-H6,,a,target_added
520,520,00:40:00,N,19,2880.488,H20,no_phos,IVT-H6,,b,target_added
521,521,00:40:00,O,19,14.388,r17Ar3C,no_gRNA,H6-no_gRNA,,b,no_target
522,522,00:40:00,G,21,63.307,standard,standard,standard,0.0097656,a,standard
523,523,00:40:00,H,21,97.839,standard,standard,standard,0.0097656,b,standard
524,524,00:40:00,I,21,3251.7,r17Ar3C,no_phos,IVT-G8,,a,target_added
525,525,00:40:00,J,21,2693.4440000000004,r17Ar3C,no_phos,IVT-G8,,b,target_added
526,526,00:40:00,K,21,2851.712,r17Ar3C,no_phos,IVT-G8,,a,no_target
527,527,00:40:00,L,21,2820.058,r17Ar3C,no_phos,IVT-G8,,b,no_target
528,528,00:40:00,M,21,2986.96,H20,no_phos,IVT-G8,,a,target_added
529,529,00:40:00,N,21,2730.8520000000008,H20,no_phos,IVT-G8,,b,target_added
530,530,00:40:00,O,21,2.878,r17Ar3C,no_gRNA,G8-no_gRNA,,b,no_target
531,531,00:40:00,G,23,411.4980000000001,standard,standard,standard,0,a,standard
532,532,00:40:00,H,23,192.8,standard,standard,standard,0,b,standard
533,533,00:40:00,I,23,4253.108,r17Ar3C,no_phos,IVT-C4,,a,target_added
534,534,00:40:00,J,23,3824.344,r17Ar3C,no_phos,IVT-C4,,b,target_added
535,535,00:40:00,K,23,1499.235,r17Ar3C,no_phos,IVT-C4,,a,no_target
536,536,00:40:00,L,23,1666.1370000000004,r17Ar3C,no_phos,IVT-C4,,b,no_target
537,537,00:40:00,M,23,1902.101,H20,no_phos,IVT-C4,,a,target_added
538,538,00:40:00,N,23,1948.142,H20,no_phos,IVT-C4,,b,target_added
539,539,00:40:00,O,23,20.143,r17Ar3C,no_gRNA,C4-no_gRNA,,b,no_target
540,540,00:50:00,G,1,7457.57,standard,standard,standard,10,a,standard
541,541,00:50:00,H,1,6306.691999999999,standard,standard,standard,10,b,standard
542,542,00:50:00,I,1,3244.433,r17Ar3C,phos,syn-C11,,a,target_added
543,543,00:50:00,J,1,3397.691,r17Ar3C,phos,syn-C11,,b,target_added
544,544,00:50:00,K,1,66.508,r17Ar3C,phos,syn-C11,,a,no_target
545,545,00:50:00,L,1,49.158,r17Ar3C,phos,syn-C11,,b,no_target
546,546,00:50:00,M,1,494.472,H20,phos,syn-C11,,a,target_added
547,547,00:50:00,N,1,451.098,H20,phos,syn-C11,,b,target_added
548,548,00:50:00,O,1,14.458,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,a,target_added
549,549,00:50:00,G,3,3348.533,standard,standard,standard,5,a,standard
550,550,00:50:00,H,3,3420.824,standard,standard,standard,5,b,standard
551,551,00:50:00,I,3,2723.936,r17Ar3C,phos,IVT-C11,,a,target_added
552,552,00:50:00,J,3,2874.302,r17Ar3C,phos,IVT-C11,,b,target_added
553,553,00:50:00,K,3,300.732,r17Ar3C,phos,IVT-C11,,a,no_target
554,554,00:50:00,L,3,358.565,r17Ar3C,phos,IVT-C11,,b,no_target
555,555,00:50:00,M,3,899.304,H20,phos,IVT-C11,,a,target_added
556,556,00:50:00,N,3,815.446,H20,phos,IVT-C11,,b,target_added
557,557,00:50:00,O,3,23.133000000000006,r17Ar3C,no_gRNA,C11-no_gRNA,,a,target_added
558,558,00:50:00,G,5,1859.332,standard,standard,standard,2.5,a,standard
559,559,00:50:00,H,5,1974.998,standard,standard,standard,2.5,b,standard
560,560,00:50:00,I,5,2142.714,r17Ar3C,phos,IVT-B1,,a,target_added
561,561,00:50:00,J,5,1862.224,r17Ar3C,phos,IVT-B1,,b,target_added
562,562,00:50:00,K,5,717.13,r17Ar3C,phos,IVT-B1,,a,no_target
563,563,00:50:00,L,5,659.297,r17Ar3C,phos,IVT-B1,,b,no_target
564,564,00:50:00,M,5,1029.428,H20,phos,IVT-B1,,a,target_added
565,565,00:50:00,N,5,777.8539999999998,H20,phos,IVT-B1,,b,target_added
566,566,00:50:00,O,5,8.675,r17Ar3C,no_gRNA,B1-no_gRNA,,a,target_added
567,567,00:50:00,G,7,1630.891,standard,standard,standard,1.25,a,standard
568,568,00:50:00,H,7,1338.835,standard,standard,standard,1.25,b,standard
569,569,00:50:00,I,7,3284.916,r17Ar3C,phos,IVT-H6,,a,target_added
570,570,00:50:00,J,7,2952.376,r17Ar3C,phos,IVT-H6,,b,target_added
571,571,00:50:00,K,7,954.245,r17Ar3C,phos,IVT-H6,,a,no_target
572,572,00:50:00,L,7,893.52,r17Ar3C,phos,IVT-H6,,b,no_target
573,573,00:50:00,M,7,2053.073,H20,phos,IVT-H6,,a,target_added
574,574,00:50:00,N,7,1593.3,H20,phos,IVT-H6,,b,target_added
575,575,00:50:00,O,7,2.892,r17Ar3C,no_gRNA,H6-no_gRNA,,a,target_added
576,576,00:50:00,G,9,361.456,standard,standard,standard,0.625,a,standard
577,577,00:50:00,H,9,413.506,standard,standard,standard,0.625,b,standard
578,578,00:50:00,I,9,3906.621,r17Ar3C,phos,IVT-G8,,a,target_added
579,579,00:50:00,J,9,3678.181,r17Ar3C,phos,IVT-G8,,b,target_added
580,580,00:50:00,K,9,3279.133,r17Ar3C,phos,IVT-G8,,a,no_target
581,581,00:50:00,L,9,3073.826,r17Ar3C,phos,IVT-G8,,b,no_target
582,582,00:50:00,M,9,3143.225,H20,phos,IVT-G8,,a,target_added
583,583,00:50:00,N,9,3039.126,H20,phos,IVT-G8,,b,target_added
584,584,00:50:00,O,9,5.783,r17Ar3C,no_gRNA,G8-no_gRNA,,a,target_added
585,585,00:50:00,G,11,170.607,standard,standard,standard,0.3125,a,standard
586,586,00:50:00,H,11,185.066,standard,standard,standard,0.3125,b,standard
587,587,00:50:00,I,11,4684.476,r17Ar3C,phos,IVT-C4,,a,target_added
588,588,00:50:00,J,11,4163.978,r17Ar3C,phos,IVT-C4,,b,target_added
589,589,00:50:00,K,11,358.565,r17Ar3C,phos,IVT-C4,,a,no_target
590,590,00:50:00,L,11,378.806,r17Ar3C,phos,IVT-C4,,b,no_target
591,591,00:50:00,M,11,2105.1220000000008,H20,phos,IVT-C4,,a,target_added
592,592,00:50:00,N,11,1899.815,H20,phos,IVT-C4,,b,target_added
593,593,00:50:00,O,11,31.808000000000003,r17Ar3C,no_gRNA,C4-no_gRNA,,a,target_added
594,594,00:50:00,G,13,133.016,standard,standard,standard,0.15625,a,standard
595,595,00:50:00,H,13,170.607,standard,standard,standard,0.15625,b,standard
596,596,00:50:00,I,13,2972.618,r17Ar3C,no_phos,syn-C11,,a,target_added
597,597,00:50:00,J,13,2472.362,r17Ar3C,no_phos,syn-C11,,b,target_added
598,598,00:50:00,K,13,40.483,r17Ar3C,no_phos,syn-C11,,a,no_target
599,599,00:50:00,L,13,49.158,r17Ar3C,no_phos,syn-C11,,b,no_target
600,600,00:50:00,M,13,153.25799999999995,H20,no_phos,syn-C11,,a,target_added
601,601,00:50:00,N,13,130.124,H20,no_phos,syn-C11,,b,target_added
602,602,00:50:00,O,13,11.567,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,b,no_target
603,603,00:50:00,G,15,173.49900000000005,standard,standard,standard,0.078125,a,standard
604,604,00:50:00,H,15,101.208,standard,standard,standard,0.078125,b,standard
605,605,00:50:00,I,15,4169.762,r17Ar3C,no_phos,IVT-C11,,a,target_added
606,606,00:50:00,J,15,3391.907,r17Ar3C,no_phos,IVT-C11,,b,target_added
607,607,00:50:00,K,15,1422.693,r17Ar3C,no_phos,IVT-C11,,a,no_target
608,608,00:50:00,L,15,1552.817,r17Ar3C,no_phos,IVT-C11,,b,no_target
609,609,00:50:00,M,15,1604.8670000000004,H20,no_phos,IVT-C11,,a,target_added
610,610,00:50:00,N,15,1480.526,H20,no_phos,IVT-C11,,b,target_added
611,611,00:50:00,O,15,11.567,r17Ar3C,no_gRNA,C11-no_gRNA,,b,no_target
612,612,00:50:00,G,17,121.449,standard,standard,standard,0.0390625,a,standard
613,613,00:50:00,H,17,106.991,standard,standard,standard,0.0390625,b,standard
614,614,00:50:00,I,17,3707.097,r17Ar3C,no_phos,IVT-B1,,a,target_added
615,615,00:50:00,J,17,2937.918,r17Ar3C,no_phos,IVT-B1,,b,target_added
616,616,00:50:00,K,17,2145.605,r17Ar3C,no_phos,IVT-B1,,a,no_target
617,617,00:50:00,L,17,2272.838,r17Ar3C,no_phos,IVT-B1,,b,no_target
618,618,00:50:00,M,17,2070.423,H20,no_phos,IVT-B1,,a,target_added
619,619,00:50:00,N,17,2293.08,H20,no_phos,IVT-B1,,b,target_added
620,620,00:50:00,O,17,5.783,r17Ar3C,no_gRNA,B1-no_gRNA,,b,no_target
621,621,00:50:00,G,19,144.583,standard,standard,standard,0.0195312,a,standard
622,622,00:50:00,H,19,118.558,standard,standard,standard,0.0195312,b,standard
623,623,00:50:00,I,19,4479.168,r17Ar3C,no_phos,IVT-H6,,a,target_added
624,624,00:50:00,J,19,3620.348,r17Ar3C,no_phos,IVT-H6,,b,target_added
625,625,00:50:00,K,19,2697.911,r17Ar3C,no_phos,IVT-H6,,a,no_target
626,626,00:50:00,L,19,2732.611,r17Ar3C,no_phos,IVT-H6,,b,no_target
627,627,00:50:00,M,19,2787.552,H20,no_phos,IVT-H6,,a,target_added
628,628,00:50:00,N,19,3024.668,H20,no_phos,IVT-H6,,b,target_added
629,629,00:50:00,O,19,26.025,r17Ar3C,no_gRNA,H6-no_gRNA,,b,no_target
630,630,00:50:00,G,21,86.75,standard,standard,standard,0.0097656,a,standard
631,631,00:50:00,H,21,95.424,standard,standard,standard,0.0097656,b,standard
632,632,00:50:00,I,21,3221.3,r17Ar3C,no_phos,IVT-G8,,a,target_added
633,633,00:50:00,J,21,2570.678,r17Ar3C,no_phos,IVT-G8,,b,target_added
634,634,00:50:00,K,21,2816.469,r17Ar3C,no_phos,IVT-G8,,a,no_target
635,635,00:50:00,L,21,2761.527,r17Ar3C,no_phos,IVT-G8,,b,no_target
636,636,00:50:00,M,21,2799.119,H20,no_phos,IVT-G8,,a,target_added
637,637,00:50:00,N,21,2689.236,H20,no_phos,IVT-G8,,b,target_added
638,638,00:50:00,O,21,43.375,r17Ar3C,no_gRNA,G8-no_gRNA,,b,no_target
639,639,00:50:00,G,23,419.289,standard,standard,standard,0,a,standard
640,640,00:50:00,H,23,193.741,standard,standard,standard,0,b,standard
641,641,00:50:00,I,23,4190.003,r17Ar3C,no_phos,IVT-C4,,a,target_added
642,642,00:50:00,J,23,3588.54,r17Ar3C,no_phos,IVT-C4,,b,target_added
643,643,00:50:00,K,23,1549.925,r17Ar3C,no_phos,IVT-C4,,a,no_target
644,644,00:50:00,L,23,1801.499,r17Ar3C,no_phos,IVT-C4,,b,no_target
645,645,00:50:00,M,23,2001.023,H20,no_phos,IVT-C4,,a,target_added
646,646,00:50:00,N,23,1931.623,H20,no_phos,IVT-C4,,b,target_added
647,647,00:50:00,O,23,23.133000000000006,r17Ar3C,no_gRNA,C4-no_gRNA,,b,no_target
648,648,01:00:00,G,1,7204.29,standard,standard,standard,10,a,standard
649,649,01:00:00,H,1,6334.108,standard,standard,standard,10,b,standard
650,650,01:00:00,I,1,2977.696,r17Ar3C,phos,syn-C11,,a,target_added
