,Unnamed: 0,time,row_384,column_384,rfu_value,stock_conc,target_DNA,replicate
1787,7139,06:10:00,D,6,6.1320000000000014,90.0,no_target,b
1788,7152,06:10:00,A,8,125.294,45.0,target_added,a
1789,7153,06:10:00,B,8,93.786,45.0,target_added,b
1790,7154,06:10:00,C,8,4.938,45.0,no_target,a
1791,7155,06:10:00,D,8,5.5120000000000005,45.0,no_target,b
1792,7168,06:10:00,A,10,105.541,22.5,target_added,a
1793,7169,06:10:00,B,10,117.06,22.5,target_added,b
1794,7170,06:10:00,C,10,6.1,22.5,no_target,a
1795,7171,06:10:00,D,10,6.684,22.5,no_target,b
1796,7184,06:10:00,A,12,116.313,11.25,target_added,a
1797,7185,06:10:00,B,12,119.041,11.25,target_added,b
1798,7186,06:10:00,C,12,5.695,11.25,no_target,a
1799,7187,06:10:00,D,12,6.005,11.25,no_target,b
1800,7200,06:10:00,A,14,180.269,5.625,target_added,a
1801,7201,06:10:00,B,14,185.30900000000003,5.625,target_added,b
1802,7202,06:10:00,C,14,5.252000000000002,5.625,no_target,a
1803,7203,06:10:00,D,14,5.825,5.625,no_target,b
1804,7216,06:10:00,A,16,172.14,2.8125,target_added,a
1805,7217,06:10:00,B,16,171.509,2.8125,target_added,b
1806,7218,06:10:00,C,16,5.0360000000000005,2.8125,no_target,a
1807,7219,06:10:00,D,16,6.102,2.8125,no_target,b
1808,7232,06:10:00,A,18,145.47799999999995,1.40625,target_added,a
1809,7233,06:10:00,B,18,159.60299999999995,1.40625,target_added,b
1810,7234,06:10:00,C,18,4.769,1.40625,no_target,a
1811,7235,06:10:00,D,18,5.235,1.40625,no_target,b
1812,7248,06:10:00,A,20,43.752,0.703125,target_added,a
1813,7249,06:10:00,B,20,181.267,0.703125,target_added,b
1814,7250,06:10:00,C,20,6.141,0.703125,no_target,a
1815,7251,06:10:00,D,20,5.9060000000000015,0.703125,no_target,b
1816,7264,06:10:00,A,22,140.958,0.35156,target_added,a
1817,7265,06:10:00,B,22,177.301,0.35156,target_added,b
1818,7266,06:10:00,C,22,5.023,0.35156,no_target,a
1819,7267,06:10:00,D,22,5.437,0.35156,no_target,b
1820,7280,06:10:00,A,24,112.466,0.0,target_added,a
1821,7281,06:10:00,B,24,145.33700000000005,0.0,target_added,b
1822,7282,06:10:00,C,24,6.582999999999998,0.0,no_target,a
1823,7283,06:10:00,D,24,6.016,0.0,no_target,b
1824,7296,06:20:00,A,2,101.745,360.0,target_added,a
1825,7297,06:20:00,B,2,96.185,360.0,target_added,b
1826,7298,06:20:00,C,2,5.782,360.0,no_target,a
1827,7299,06:20:00,D,2,6.39,360.0,no_target,b
1828,7312,06:20:00,A,4,94.954,180.0,target_added,a
1829,7313,06:20:00,B,4,113.722,180.0,target_added,b
1830,7314,06:20:00,C,4,5.707999999999998,180.0,no_target,a
1831,7315,06:20:00,D,4,6.228,180.0,no_target,b
1832,7328,06:20:00,A,6,129.46200000000002,90.0,target_added,a
1833,7329,06:20:00,B,6,129.695,90.0,target_added,b
1834,7330,06:20:00,C,6,5.599,90.0,no_target,a
1835,7331,06:20:00,D,6,6.448,90.0,no_target,b
1836,7344,06:20:00,A,8,127.937,45.0,target_added,a
1837,7345,06:20:00,B,8,94.538,45.0,target_added,b
1838,7346,06:20:00,C,8,5.4689999999999985,45.0,no_target,a
1839,7347,06:20:00,D,8,5.648,45.0,no_target,b
1840,7360,06:20:00,A,10,105.574,22.5,target_added,a
1841,7361,06:20:00,B,10,118.573,22.5,target_added,b
1842,7362,06:20:00,C,10,6.072,22.5,no_target,a
1843,7363,06:20:00,D,10,7.0360000000000005,22.5,no_target,b
1844,7376,06:20:00,A,12,117.713,11.25,target_added,a
1845,7377,06:20:00,B,12,122.304,11.25,target_added,b
1846,7378,06:20:00,C,12,5.774,11.25,no_target,a
1847,7379,06:20:00,D,12,6.106,11.25,no_target,b
1848,7392,06:20:00,A,14,182.824,5.625,target_added,a
1849,7393,06:20:00,B,14,184.708,5.625,target_added,b
1850,7394,06:20:00,C,14,5.502000000000002,5.625,no_target,a
1851,7395,06:20:00,D,14,6.157,5.625,no_target,b
1852,7408,06:20:00,A,16,172.71,2.8125,target_added,a
1853,7409,06:20:00,B,16,175.14700000000005,2.8125,target_added,b
1854,7410,06:20:00,C,16,5.122999999999998,2.8125,no_target,a
1855,7411,06:20:00,D,16,6.109,2.8125,no_target,b
1856,7424,06:20:00,A,18,146.531,1.40625,target_added,a
1857,7425,06:20:00,B,18,163.254,1.40625,target_added,b
1858,7426,06:20:00,C,18,4.7360000000000015,1.40625,no_target,a
1859,7427,06:20:00,D,18,5.325,1.40625,no_target,b
1860,7440,06:20:00,A,20,43.76300000000001,0.703125,target_added,a
1861,7441,06:20:00,B,20,184.867,0.703125,target_added,b
1862,7442,06:20:00,C,20,6.3820000000000014,0.703125,no_target,a
1863,7443,06:20:00,D,20,6.266,0.703125,no_target,b
1864,7456,06:20:00,A,22,143.295,0.35156,target_added,a
1865,7457,06:20:00,B,22,179.977,0.35156,target_added,b
1866,7458,06:20:00,C,22,5.3370000000000015,0.35156,no_target,a
1867,7459,06:20:00,D,22,5.84,0.35156,no_target,b
1868,7472,06:20:00,A,24,116.019,0.0,target_added,a
1869,7473,06:20:00,B,24,148.259,0.0,target_added,b
1870,7474,06:20:00,C,24,6.714,0.0,no_target,a
1871,7475,06:20:00,D,24,6.401,0.0,no_target,b
1872,7488,06:30:00,A,2,104.826,360.0,target_added,a
1873,7489,06:30:00,B,2,98.099,360.0,target_added,b
1874,7490,06:30:00,C,2,6.021,360.0,no_target,a
1875,7491,06:30:00,D,2,6.797999999999999,360.0,no_target,b
1876,7504,06:30:00,A,4,96.135,180.0,target_added,a
1877,7505,06:30:00,B,4,117.537,180.0,target_added,b
1878,7506,06:30:00,C,4,5.635,180.0,no_target,a
1879,7507,06:30:00,D,4,6.431,180.0,no_target,b
1880,7520,06:30:00,A,6,134.034,90.0,target_added,a
1881,7521,06:30:00,B,6,131.71,90.0,target_added,b
1882,7522,06:30:00,C,6,5.824,90.0,no_target,a
1883,7523,06:30:00,D,6,6.948,90.0,no_target,b
1884,7536,06:30:00,A,8,131.335,45.0,target_added,a
1885,7537,06:30:00,B,8,97.088,45.0,target_added,b
1886,7538,06:30:00,C,8,5.412000000000001,45.0,no_target,a
1887,7539,06:30:00,D,8,6.12,45.0,no_target,b
1888,7552,06:30:00,A,10,108.151,22.5,target_added,a
1889,7553,06:30:00,B,10,121.998,22.5,target_added,b
1890,7554,06:30:00,C,10,6.556,22.5,no_target,a
1891,7555,06:30:00,D,10,7.597,22.5,no_target,b
1892,7568,06:30:00,A,12,119.41,11.25,target_added,a
1893,7569,06:30:00,B,12,124.213,11.25,target_added,b
1894,7570,06:30:00,C,12,6.186,11.25,no_target,a
1895,7571,06:30:00,D,12,7.055,11.25,no_target,b
1896,7584,06:30:00,A,14,188.471,5.625,target_added,a
1897,7585,06:30:00,B,14,192.66,5.625,target_added,b
1898,7586,06:30:00,C,14,5.674,5.625,no_target,a
1899,7587,06:30:00,D,14,6.555,5.625,no_target,b
1900,7600,06:30:00,A,16,178.582,2.8125,target_added,a
1901,7601,06:30:00,B,16,178.673,2.8125,target_added,b
1902,7602,06:30:00,C,16,5.596,2.8125,no_target,a
1903,7603,06:30:00,D,16,6.449,2.8125,no_target,b
1904,7616,06:30:00,A,18,151.645,1.40625,target_added,a
1905,7617,06:30:00,B,18,165.965,1.40625,target_added,b
1906,7618,06:30:00,C,18,5.096,1.40625,no_target,a
1907,7619,06:30:00,D,18,5.585,1.40625,no_target,b
1908,7632,06:30:00,A,20,44.658,0.703125,target_added,a
1909,7633,06:30:00,B,20,189.258,0.703125,target_added,b
1910,7634,06:30:00,C,20,6.5470000000000015,0.703125,no_target,a
1911,7635,06:30:00,D,20,6.466,0.703125,no_target,b
1912,7648,06:30:00,A,22,146.889,0.35156,target_added,a
1913,7649,06:30:00,B,22,185.085,0.35156,target_added,b
1914,7650,06:30:00,C,22,5.674,0.35156,no_target,a
1915,7651,06:30:00,D,22,6.141,0.35156,no_target,b
1916,7664,06:30:00,A,24,116.246,0.0,target_added,a
1917,7665,06:30:00,B,24,153.54,0.0,target_added,b
1918,7666,06:30:00,C,24,7.127999999999999,0.0,no_target,a
1919,7667,06:30:00,D,24,6.391,0.0,no_target,b
1920,7680,06:40:00,A,2,109.398,360.0,target_added,a
1921,7681,06:40:00,B,2,101.311,360.0,target_added,b
1922,7682,06:40:00,C,2,6.292000000000002,360.0,no_target,a
1923,7683,06:40:00,D,2,7.39,360.0,no_target,b
1924,7696,06:40:00,A,4,100.658,180.0,target_added,a
1925,7697,06:40:00,B,4,120.034,180.0,target_added,b
1926,7698,06:40:00,C,4,6.1110000000000015,180.0,no_target,a
1927,7699,06:40:00,D,4,7.068,180.0,no_target,b
1928,7712,06:40:00,A,6,135.512,90.0,target_added,a
1929,7713,06:40:00,B,6,134.69899999999998,90.0,target_added,b
1930,7714,06:40:00,C,6,6.134,90.0,no_target,a
1931,7715,06:40:00,D,6,6.726,90.0,no_target,b
1932,7728,06:40:00,A,8,134.944,45.0,target_added,a
1933,7729,06:40:00,B,8,99.318,45.0,target_added,b
1934,7730,06:40:00,C,8,5.669,45.0,no_target,a
1935,7731,06:40:00,D,8,6.3370000000000015,45.0,no_target,b
1936,7744,06:40:00,A,10,110.015,22.5,target_added,a
1937,7745,06:40:00,B,10,125.071,22.5,target_added,b
1938,7746,06:40:00,C,10,6.9060000000000015,22.5,no_target,a
1939,7747,06:40:00,D,10,7.621,22.5,no_target,b
1940,7760,06:40:00,A,12,120.997,11.25,target_added,a
1941,7761,06:40:00,B,12,125.226,11.25,target_added,b
1942,7762,06:40:00,C,12,6.752000000000002,11.25,no_target,a
1943,7763,06:40:00,D,12,7.345,11.25,no_target,b
1944,7776,06:40:00,A,14,191.712,5.625,target_added,a
1945,7777,06:40:00,B,14,194.359,5.625,target_added,b
1946,7778,06:40:00,C,14,6.227,5.625,no_target,a
1947,7779,06:40:00,D,14,7.101,5.625,no_target,b
1948,7792,06:40:00,A,16,181.139,2.8125,target_added,a
1949,7793,06:40:00,B,16,182.686,2.8125,target_added,b
1950,7794,06:40:00,C,16,5.8679999999999986,2.8125,no_target,a
1951,7795,06:40:00,D,16,6.93,2.8125,no_target,b
1952,7808,06:40:00,A,18,154.482,1.40625,target_added,a
1953,7809,06:40:00,B,18,169.06900000000005,1.40625,target_added,b
1954,7810,06:40:00,C,18,5.355,1.40625,no_target,a
1955,7811,06:40:00,D,18,6.189,1.40625,no_target,b
1956,7824,06:40:00,A,20,45.74800000000001,0.703125,target_added,a
1957,7825,06:40:00,B,20,193.672,0.703125,target_added,b
1958,7826,06:40:00,C,20,6.627000000000002,0.703125,no_target,a
1959,7827,06:40:00,D,20,6.799,0.703125,no_target,b
1960,7840,06:40:00,A,22,149.863,0.35156,target_added,a
1961,7841,06:40:00,B,22,189.92,0.35156,target_added,b
1962,7842,06:40:00,C,22,5.901,0.35156,no_target,a
1963,7843,06:40:00,D,22,6.334,0.35156,no_target,b
1964,7856,06:40:00,A,24,121.777,0.0,target_added,a
1965,7857,06:40:00,B,24,155.134,0.0,target_added,b
1966,7858,06:40:00,C,24,7.228,0.0,no_target,a
1967,7859,06:40:00,D,24,6.615,0.0,no_target,b
1968,7872,06:50:00,A,2,113.535,360.0,target_added,a
1969,7873,06:50:00,B,2,104.608,360.0,target_added,b
1970,7874,06:50:00,C,2,6.415,360.0,no_target,a
1971,7875,06:50:00,D,2,7.436,360.0,no_target,b
1972,7888,06:50:00,A,4,101.532,180.0,target_added,a
1973,7889,06:50:00,B,4,124.057,180.0,target_added,b
1974,7890,06:50:00,C,4,6.4110000000000005,180.0,no_target,a
1975,7891,06:50:00,D,4,7.456,180.0,no_target,b
1976,7904,06:50:00,A,6,140.31,90.0,target_added,a
1977,7905,06:50:00,B,6,135.89700000000002,90.0,target_added,b
1978,7906,06:50:00,C,6,6.55,90.0,no_target,a
1979,7907,06:50:00,D,6,8.026,90.0,no_target,b
1980,7920,06:50:00,A,8,135.55700000000002,45.0,target_added,a
1981,7921,06:50:00,B,8,99.548,45.0,target_added,b
1982,7922,06:50:00,C,8,6.257999999999999,45.0,no_target,a
1983,7923,06:50:00,D,8,7.1610000000000005,45.0,no_target,b
1984,7936,06:50:00,A,10,112.235,22.5,target_added,a
1985,7937,06:50:00,B,10,125.387,22.5,target_added,b
1986,7938,06:50:00,C,10,7.552,22.5,no_target,a
1987,7939,06:50:00,D,10,8.307,22.5,no_target,b
1988,7952,06:50:00,A,12,120.979,11.25,target_added,a
1989,7953,06:50:00,B,12,128.018,11.25,target_added,b
1990,7954,06:50:00,C,12,7.3,11.25,no_target,a
1991,7955,06:50:00,D,12,8.075,11.25,no_target,b
1992,7968,06:50:00,A,14,193.08900000000003,5.625,target_added,a
1993,7969,06:50:00,B,14,196.138,5.625,target_added,b
1994,7970,06:50:00,C,14,6.43,5.625,no_target,a
1995,7971,06:50:00,D,14,7.989,5.625,no_target,b
1996,7984,06:50:00,A,16,182.365,2.8125,target_added,a
1997,7985,06:50:00,B,16,183.488,2.8125,target_added,b
1998,7986,06:50:00,C,16,6.6179999999999986,2.8125,no_target,a
1999,7987,06:50:00,D,16,7.4289999999999985,2.8125,no_target,b
2000,8000,06:50:00,A,18,156.14,1.40625,target_added,a
2001,8001,06:50:00,B,18,171.076,1.40625,target_added,b
2002,8002,06:50:00,C,18,5.407,1.40625,no_target,a
2003,8003,06:50:00,D,18,6.72,1.40625,no_target,b
2004,8016,06:50:00,A,20,46.733,0.703125,target_added,a
2005,8017,06:50:00,B,20,196.93,0.703125,target_added,b
2006,8018,06:50:00,C,20,7.0539999999999985,0.703125,no_target,a
2007,8019,06:50:00,D,20,7.292000000000002,0.703125,no_target,b
2008,8032,06:50:00,A,22,153.208,0.35156,target_added,a
2009,8033,06:50:00,B,22,191.991,0.35156,target_added,b
2010,8034,06:50:00,C,22,5.9860000000000015,0.35156,no_target,a
2011,8035,06:50:00,D,22,7.124,0.35156,no_target,b
2012,8048,06:50:00,A,24,120.459,0.0,target_added,a
2013,8049,06:50:00,B,24,157.847,0.0,target_added,b
2014,8050,06:50:00,C,24,7.882999999999999,0.0,no_target,a
2015,8051,06:50:00,D,24,7.114,0.0,no_target,b
2016,8064,07:00:00,A,2,116.357,360.0,target_added,a
2017,8065,07:00:00,B,2,107.316,360.0,target_added,b
2018,8066,07:00:00,C,2,6.528,360.0,no_target,a
2019,8067,07:00:00,D,2,7.9220000000000015,360.0,no_target,b
2020,8080,07:00:00,A,4,102.702,180.0,target_added,a
2021,8081,07:00:00,B,4,126.988,180.0,target_added,b
2022,8082,07:00:00,C,4,6.526,180.0,no_target,a
2023,8083,07:00:00,D,4,8.008,180.0,no_target,b
2024,8096,07:00:00,A,6,143.079,90.0,target_added,a
2025,8097,07:00:00,B,6,139.336,90.0,target_added,b
2026,8098,07:00:00,C,6,6.776,90.0,no_target,a
2027,8099,07:00:00,D,6,8.637,90.0,no_target,b
2028,8112,07:00:00,A,8,138.36,45.0,target_added,a
2029,8113,07:00:00,B,8,101.897,45.0,target_added,b
2030,8114,07:00:00,C,8,6.7,45.0,no_target,a
2031,8115,07:00:00,D,8,7.9929999999999986,45.0,no_target,b
2032,8128,07:00:00,A,10,114.163,22.5,target_added,a
2033,8129,07:00:00,B,10,127.314,22.5,target_added,b
2034,8130,07:00:00,C,10,8.405,22.5,no_target,a
2035,8131,07:00:00,D,10,9.104,22.5,no_target,b
2036,8144,07:00:00,A,12,122.203,11.25,target_added,a
2037,8145,07:00:00,B,12,128.872,11.25,target_added,b
2038,8146,07:00:00,C,12,7.694,11.25,no_target,a
2039,8147,07:00:00,D,12,9.476,11.25,no_target,b
2040,8160,07:00:00,A,14,196.86900000000003,5.625,target_added,a
2041,8161,07:00:00,B,14,198.525,5.625,target_added,b
2042,8162,07:00:00,C,14,6.945,5.625,no_target,a
2043,8163,07:00:00,D,14,8.34,5.625,no_target,b
2044,8176,07:00:00,A,16,185.333,2.8125,target_added,a
2045,8177,07:00:00,B,16,187.272,2.8125,target_added,b
2046,8178,07:00:00,C,16,6.837999999999999,2.8125,no_target,a
2047,8179,07:00:00,D,16,8.126,2.8125,no_target,b
2048,8192,07:00:00,A,18,157.092,1.40625,target_added,a
2049,8193,07:00:00,B,18,174.359,1.40625,target_added,b
2050,8194,07:00:00,C,18,5.947,1.40625,no_target,a
2051,8195,07:00:00,D,18,7.297999999999999,1.40625,no_target,b
2052,8208,07:00:00,A,20,47.089,0.703125,target_added,a
2053,8209,07:00:00,B,20,199.49,0.703125,target_added,b
2054,8210,07:00:00,C,20,7.061,0.703125,no_target,a
2055,8211,07:00:00,D,20,7.923999999999999,0.703125,no_target,b
2056,8224,07:00:00,A,22,156.58,0.35156,target_added,a
2057,8225,07:00:00,B,22,195.908,0.35156,target_added,b
2058,8226,07:00:00,C,22,6.455,0.35156,no_target,a
2059,8227,07:00:00,D,22,7.66,0.35156,no_target,b
2060,8240,07:00:00,A,24,122.104,0.0,target_added,a
2061,8241,07:00:00,B,24,158.998,0.0,target_added,b
2062,8242,07:00:00,C,24,7.887,0.0,no_target,a
2063,8243,07:00:00,D,24,7.4529999999999985,0.0,no_target,b
2064,8256,07:10:00,A,2,118.094,360.0,target_added,a
2065,8257,07:10:00,B,2,108.514,360.0,target_added,b
2066,8258,07:10:00,C,2,6.65,360.0,no_target,a
2067,8259,07:10:00,D,2,7.903,360.0,no_target,b
2068,8272,07:10:00,A,4,103.856,180.0,target_added,a
2069,8273,07:10:00,B,4,126.273,180.0,target_added,b
2070,8274,07:10:00,C,4,6.711,180.0,no_target,a
2071,8275,07:10:00,D,4,8.246,180.0,no_target,b
2072,8288,07:10:00,A,6,143.084,90.0,target_added,a
2073,8289,07:10:00,B,6,139.842,90.0,target_added,b
2074,8290,07:10:00,C,6,6.982,90.0,no_target,a
2075,8291,07:10:00,D,6,9.205,90.0,no_target,b
2076,8304,07:10:00,A,8,139.786,45.0,target_added,a
2077,8305,07:10:00,B,8,102.035,45.0,target_added,b
2078,8306,07:10:00,C,8,7.03,45.0,no_target,a
2079,8307,07:10:00,D,8,8.472000000000001,45.0,no_target,b
2080,8320,07:10:00,A,10,112.077,22.5,target_added,a
2081,8321,07:10:00,B,10,127.897,22.5,target_added,b
2082,8322,07:10:00,C,10,8.464,22.5,no_target,a
2083,8323,07:10:00,D,10,9.332,22.5,no_target,b
2084,8336,07:10:00,A,12,119.896,11.25,target_added,a
2085,8337,07:10:00,B,12,129.083,11.25,target_added,b
2086,8338,07:10:00,C,12,8.466000000000001,11.25,no_target,a
2087,8339,07:10:00,D,12,10.546,11.25,no_target,b
2088,8352,07:10:00,A,14,196.337,5.625,target_added,a
2089,8353,07:10:00,B,14,198.78,5.625,target_added,b
2090,8354,07:10:00,C,14,7.5379999999999985,5.625,no_target,a
2091,8355,07:10:00,D,14,9.434,5.625,no_target,b
2092,8368,07:10:00,A,16,183.139,2.8125,target_added,a
2093,8369,07:10:00,B,16,187.157,2.8125,target_added,b
2094,8370,07:10:00,C,16,7.017,2.8125,no_target,a
2095,8371,07:10:00,D,16,8.949,2.8125,no_target,b
2096,8384,07:10:00,A,18,156.41299999999995,1.40625,target_added,a
2097,8385,07:10:00,B,18,174.083,1.40625,target_added,b
2098,8386,07:10:00,C,18,6.435,1.40625,no_target,a
2099,8387,07:10:00,D,18,8.458,1.40625,no_target,b
2100,8400,07:10:00,A,20,47.805,0.703125,target_added,a
2101,8401,07:10:00,B,20,197.44,0.703125,target_added,b
2102,8402,07:10:00,C,20,7.258999999999999,0.703125,no_target,a
2103,8403,07:10:00,D,20,8.744,0.703125,no_target,b
2104,8416,07:10:00,A,22,156.36,0.35156,target_added,a
2105,8417,07:10:00,B,22,198.556,0.35156,target_added,b
2106,8418,07:10:00,C,22,6.652,0.35156,no_target,a
2107,8419,07:10:00,D,22,8.042,0.35156,no_target,b
2108,8432,07:10:00,A,24,123.591,0.0,target_added,a
2109,8433,07:10:00,B,24,159.609,0.0,target_added,b
2110,8434,07:10:00,C,24,8.63,0.0,no_target,a
2111,8435,07:10:00,D,24,8.145,0.0,no_target,b
2112,8448,07:20:00,A,2,122.832,360.0,target_added,a
2113,8449,07:20:00,B,2,109.211,360.0,target_added,b
2114,8450,07:20:00,C,2,7.496,360.0,no_target,a
2115,8451,07:20:00,D,2,8.416,360.0,no_target,b
2116,8464,07:20:00,A,4,105.583,180.0,target_added,a
2117,8465,07:20:00,B,4,128.94299999999998,180.0,target_added,b
2118,8466,07:20:00,C,4,7.189,180.0,no_target,a
2119,8467,07:20:00,D,4,8.95,180.0,no_target,b
2120,8480,07:20:00,A,6,142.467,90.0,target_added,a
2121,8481,07:20:00,B,6,139.5,90.0,target_added,b
2122,8482,07:20:00,C,6,7.31,90.0,no_target,a
2123,8483,07:20:00,D,6,10.265999999999998,90.0,no_target,b
2124,8496,07:20:00,A,8,137.951,45.0,target_added,a
2125,8497,07:20:00,B,8,101.834,45.0,target_added,b
2126,8498,07:20:00,C,8,7.487,45.0,no_target,a
2127,8499,07:20:00,D,8,9.718,45.0,no_target,b
2128,8512,07:20:00,A,10,111.839,22.5,target_added,a
2129,8513,07:20:00,B,10,127.249,22.5,target_added,b
2130,8514,07:20:00,C,10,10.071,22.5,no_target,a
2131,8515,07:20:00,D,10,10.65,22.5,no_target,b
2132,8528,07:20:00,A,12,119.911,11.25,target_added,a
2133,8529,07:20:00,B,12,128.96,11.25,target_added,b
2134,8530,07:20:00,C,12,9.299,11.25,no_target,a
2135,8531,07:20:00,D,12,12.215,11.25,no_target,b
2136,8544,07:20:00,A,14,193.63,5.625,target_added,a
2137,8545,07:20:00,B,14,197.095,5.625,target_added,b
2138,8546,07:20:00,C,14,8.283,5.625,no_target,a
2139,8547,07:20:00,D,14,10.917,5.625,no_target,b
2140,8560,07:20:00,A,16,184.506,2.8125,target_added,a
2141,8561,07:20:00,B,16,186.186,2.8125,target_added,b
2142,8562,07:20:00,C,16,7.693,2.8125,no_target,a
2143,8563,07:20:00,D,16,10.18,2.8125,no_target,b
2144,8576,07:20:00,A,18,157.487,1.40625,target_added,a
2145,8577,07:20:00,B,18,174.96099999999996,1.40625,target_added,b
2146,8578,07:20:00,C,18,6.579,1.40625,no_target,a
2147,8579,07:20:00,D,18,9.262,1.40625,no_target,b
2148,8592,07:20:00,A,20,48.107,0.703125,target_added,a
2149,8593,07:20:00,B,20,198.597,0.703125,target_added,b
2150,8594,07:20:00,C,20,8.021,0.703125,no_target,a
2151,8595,07:20:00,D,20,9.666,0.703125,no_target,b
2152,8608,07:20:00,A,22,156.502,0.35156,target_added,a
2153,8609,07:20:00,B,22,197.454,0.35156,target_added,b
2154,8610,07:20:00,C,22,6.938,0.35156,no_target,a
2155,8611,07:20:00,D,22,9.016,0.35156,no_target,b
2156,8624,07:20:00,A,24,123.115,0.0,target_added,a
2157,8625,07:20:00,B,24,160.58,0.0,target_added,b
2158,8626,07:20:00,C,24,8.745,0.0,no_target,a
2159,8627,07:20:00,D,24,9.231,0.0,no_target,b
2160,8640,07:30:00,A,2,125.213,360.0,target_added,a
2161,8641,07:30:00,B,2,110.721,360.0,target_added,b
2162,8642,07:30:00,C,2,7.204,360.0,no_target,a
2163,8643,07:30:00,D,2,8.876,360.0,no_target,b
2164,8656,07:30:00,A,4,105.586,180.0,target_added,a
2165,8657,07:30:00,B,4,129.965,180.0,target_added,b
2166,8658,07:30:00,C,4,7.747999999999998,180.0,no_target,a
2167,8659,07:30:00,D,4,10.243,180.0,no_target,b
2168,8672,07:30:00,A,6,145.78,90.0,target_added,a
2169,8673,07:30:00,B,6,139.939,90.0,target_added,b
2170,8674,07:30:00,C,6,8.446,90.0,no_target,a
2171,8675,07:30:00,D,6,11.924,90.0,no_target,b
2172,8688,07:30:00,A,8,139.039,45.0,target_added,a
2173,8689,07:30:00,B,8,102.345,45.0,target_added,b
2174,8690,07:30:00,C,8,8.322000000000001,45.0,no_target,a
2175,8691,07:30:00,D,8,11.473,45.0,no_target,b
2176,8704,07:30:00,A,10,112.211,22.5,target_added,a
2177,8705,07:30:00,B,10,127.904,22.5,target_added,b
2178,8706,07:30:00,C,10,10.548,22.5,no_target,a
2179,8707,07:30:00,D,10,12.16,22.5,no_target,b
2180,8720,07:30:00,A,12,118.171,11.25,target_added,a
2181,8721,07:30:00,B,12,127.335,11.25,target_added,b
2182,8722,07:30:00,C,12,10.244000000000002,11.25,no_target,a
2183,8723,07:30:00,D,12,12.882,11.25,no_target,b
2184,8736,07:30:00,A,14,193.597,5.625,target_added,a
2185,8737,07:30:00,B,14,193.895,5.625,target_added,b
2186,8738,07:30:00,C,14,9.365,5.625,no_target,a
2187,8739,07:30:00,D,14,11.974,5.625,no_target,b
2188,8752,07:30:00,A,16,182.736,2.8125,target_added,a
2189,8753,07:30:00,B,16,185.551,2.8125,target_added,b
2190,8754,07:30:00,C,16,8.461,2.8125,no_target,a
2191,8755,07:30:00,D,16,11.719,2.8125,no_target,b
2192,8768,07:30:00,A,18,157.137,1.40625,target_added,a
2193,8769,07:30:00,B,18,173.511,1.40625,target_added,b
2194,8770,07:30:00,C,18,7.421,1.40625,no_target,a
2195,8771,07:30:00,D,18,10.786,1.40625,no_target,b
2196,8784,07:30:00,A,20,47.553,0.703125,target_added,a
2197,8785,07:30:00,B,20,197.778,0.703125,target_added,b
2198,8786,07:30:00,C,20,8.826,0.703125,no_target,a
2199,8787,07:30:00,D,20,10.615,0.703125,no_target,b
2200,8800,07:30:00,A,22,157.059,0.35156,target_added,a
2201,8801,07:30:00,B,22,196.55900000000003,0.35156,target_added,b
2202,8802,07:30:00,C,22,7.431,0.35156,no_target,a
2203,8803,07:30:00,D,22,10.305,0.35156,no_target,b
2204,8816,07:30:00,A,24,122.655,0.0,target_added,a
2205,8817,07:30:00,B,24,157.631,0.0,target_added,b
2206,8818,07:30:00,C,24,9.497,0.0,no_target,a
2207,8819,07:30:00,D,24,10.347,0.0,no_target,b
2208,8832,07:40:00,A,2,126.191,360.0,target_added,a
2209,8833,07:40:00,B,2,111.889,360.0,target_added,b
2210,8834,07:40:00,C,2,7.52,360.0,no_target,a
2211,8835,07:40:00,D,2,9.969,360.0,no_target,b
2212,8848,07:40:00,A,4,106.884,180.0,target_added,a
2213,8849,07:40:00,B,4,131.933,180.0,target_added,b
2214,8850,07:40:00,C,4,8.457,180.0,no_target,a
2215,8851,07:40:00,D,4,11.496,180.0,no_target,b
2216,8864,07:40:00,A,6,143.761,90.0,target_added,a
2217,8865,07:40:00,B,6,138.226,90.0,target_added,b
2218,8866,07:40:00,C,6,9.233,90.0,no_target,a
2219,8867,07:40:00,D,6,13.142,90.0,no_target,b
2220,8880,07:40:00,A,8,137.485,45.0,target_added,a
2221,8881,07:40:00,B,8,102.65,45.0,target_added,b
2222,8882,07:40:00,C,8,9.439,45.0,no_target,a
2223,8883,07:40:00,D,8,12.255,45.0,no_target,b
2224,8896,07:40:00,A,10,110.883,22.5,target_added,a
2225,8897,07:40:00,B,10,125.9,22.5,target_added,b
2226,8898,07:40:00,C,10,12.748,22.5,no_target,a
2227,8899,07:40:00,D,10,13.591,22.5,no_target,b
2228,8912,07:40:00,A,12,116.507,11.25,target_added,a
2229,8913,07:40:00,B,12,125.781,11.25,target_added,b
2230,8914,07:40:00,C,12,11.548,11.25,no_target,a
2231,8915,07:40:00,D,12,13.366,11.25,no_target,b
2232,8928,07:40:00,A,14,191.678,5.625,target_added,a
2233,8929,07:40:00,B,14,193.672,5.625,target_added,b
2234,8930,07:40:00,C,14,10.834,5.625,no_target,a
2235,8931,07:40:00,D,14,12.777,5.625,no_target,b
2236,8944,07:40:00,A,16,183.395,2.8125,target_added,a
