,Unnamed: 0,time,row_384,column_384,rfu_value,stock_conc,target_DNA,replicate
905,3617,03:00:00,B,22,47.953,0.35156,target_added,b
906,3618,03:00:00,C,22,3.813,0.35156,no_target,a
907,3619,03:00:00,D,22,3.5860000000000003,0.35156,no_target,b
908,3632,03:00:00,A,24,32.888000000000005,0.0,target_added,a
909,3633,03:00:00,B,24,41.596,0.0,target_added,b
910,3634,03:00:00,C,24,4.676,0.0,no_target,a
911,3635,03:00:00,D,24,3.948,0.0,no_target,b
912,3648,03:10:00,A,2,29.105,360.0,target_added,a
913,3649,03:10:00,B,2,28.045,360.0,target_added,b
914,3650,03:10:00,C,2,3.987,360.0,no_target,a
915,3651,03:10:00,D,2,3.908,360.0,no_target,b
916,3664,03:10:00,A,4,32.356,180.0,target_added,a
917,3665,03:10:00,B,4,31.126,180.0,target_added,b
918,3666,03:10:00,C,4,3.65,180.0,no_target,a
919,3667,03:10:00,D,4,3.743,180.0,no_target,b
920,3680,03:10:00,A,6,37.819,90.0,target_added,a
921,3681,03:10:00,B,6,35.311,90.0,target_added,b
922,3682,03:10:00,C,6,3.5460000000000003,90.0,no_target,a
923,3683,03:10:00,D,6,3.955,90.0,no_target,b
924,3696,03:10:00,A,8,44.374,45.0,target_added,a
925,3697,03:10:00,B,8,33.916,45.0,target_added,b
926,3698,03:10:00,C,8,3.449,45.0,no_target,a
927,3699,03:10:00,D,8,3.551,45.0,no_target,b
928,3712,03:10:00,A,10,38.286,22.5,target_added,a
929,3713,03:10:00,B,10,35.398,22.5,target_added,b
930,3714,03:10:00,C,10,3.791,22.5,no_target,a
931,3715,03:10:00,D,10,4.503,22.5,no_target,b
932,3728,03:10:00,A,12,42.74800000000001,11.25,target_added,a
933,3729,03:10:00,B,12,46.294,11.25,target_added,b
934,3730,03:10:00,C,12,3.926,11.25,no_target,a
935,3731,03:10:00,D,12,4.096,11.25,no_target,b
936,3744,03:10:00,A,14,58.894,5.625,target_added,a
937,3745,03:10:00,B,14,57.955,5.625,target_added,b
938,3746,03:10:00,C,14,3.408,5.625,no_target,a
939,3747,03:10:00,D,14,3.612,5.625,no_target,b
940,3760,03:10:00,A,16,55.949,2.8125,target_added,a
941,3761,03:10:00,B,16,57.451,2.8125,target_added,b
942,3762,03:10:00,C,16,3.687,2.8125,no_target,a
943,3763,03:10:00,D,16,4.114,2.8125,no_target,b
944,3776,03:10:00,A,18,46.582,1.40625,target_added,a
945,3777,03:10:00,B,18,50.205,1.40625,target_added,b
946,3778,03:10:00,C,18,3.338,1.40625,no_target,a
947,3779,03:10:00,D,18,3.264,1.40625,no_target,b
948,3792,03:10:00,A,20,25.07,0.703125,target_added,a
949,3793,03:10:00,B,20,57.839,0.703125,target_added,b
950,3794,03:10:00,C,20,4.142,0.703125,no_target,a
951,3795,03:10:00,D,20,3.797,0.703125,no_target,b
952,3808,03:10:00,A,22,43.714,0.35156,target_added,a
953,3809,03:10:00,B,22,54.597,0.35156,target_added,b
954,3810,03:10:00,C,22,3.638,0.35156,no_target,a
955,3811,03:10:00,D,22,3.529,0.35156,no_target,b
956,3824,03:10:00,A,24,37.166,0.0,target_added,a
957,3825,03:10:00,B,24,47.027,0.0,target_added,b
958,3826,03:10:00,C,24,4.932,0.0,no_target,a
959,3827,03:10:00,D,24,4.255,0.0,no_target,b
960,3840,03:20:00,A,2,31.284,360.0,target_added,a
961,3841,03:20:00,B,2,29.745,360.0,target_added,b
962,3842,03:20:00,C,2,3.477,360.0,no_target,a
963,3843,03:20:00,D,2,4.117,360.0,no_target,b
964,3856,03:20:00,A,4,35.063,180.0,target_added,a
965,3857,03:20:00,B,4,33.21,180.0,target_added,b
966,3858,03:20:00,C,4,3.686,180.0,no_target,a
967,3859,03:20:00,D,4,3.916,180.0,no_target,b
968,3872,03:20:00,A,6,41.784,90.0,target_added,a
969,3873,03:20:00,B,6,39.01,90.0,target_added,b
970,3874,03:20:00,C,6,3.582,90.0,no_target,a
971,3875,03:20:00,D,6,3.949,90.0,no_target,b
972,3888,03:20:00,A,8,47.381,45.0,target_added,a
973,3889,03:20:00,B,8,36.959,45.0,target_added,b
974,3890,03:20:00,C,8,3.394,45.0,no_target,a
975,3891,03:20:00,D,8,3.374,45.0,no_target,b
976,3904,03:20:00,A,10,41.383,22.5,target_added,a
977,3905,03:20:00,B,10,39.93,22.5,target_added,b
978,3906,03:20:00,C,10,4.128,22.5,no_target,a
979,3907,03:20:00,D,10,4.4460000000000015,22.5,no_target,b
980,3920,03:20:00,A,12,45.111,11.25,target_added,a
981,3921,03:20:00,B,12,49.816,11.25,target_added,b
982,3922,03:20:00,C,12,3.729,11.25,no_target,a
983,3923,03:20:00,D,12,3.73,11.25,no_target,b
984,3936,03:20:00,A,14,64.257,5.625,target_added,a
985,3937,03:20:00,B,14,64.444,5.625,target_added,b
986,3938,03:20:00,C,14,3.588,5.625,no_target,a
987,3939,03:20:00,D,14,3.794,5.625,no_target,b
988,3952,03:20:00,A,16,61.698,2.8125,target_added,a
989,3953,03:20:00,B,16,61.618,2.8125,target_added,b
990,3954,03:20:00,C,16,3.596,2.8125,no_target,a
991,3955,03:20:00,D,16,3.776,2.8125,no_target,b
992,3968,03:20:00,A,18,51.07100000000001,1.40625,target_added,a
993,3969,03:20:00,B,18,55.99100000000001,1.40625,target_added,b
994,3970,03:20:00,C,18,3.472,1.40625,no_target,a
995,3971,03:20:00,D,18,3.515,1.40625,no_target,b
996,3984,03:20:00,A,20,25.736,0.703125,target_added,a
997,3985,03:20:00,B,20,64.158,0.703125,target_added,b
998,3986,03:20:00,C,20,4.215,0.703125,no_target,a
999,3987,03:20:00,D,20,3.91,0.703125,no_target,b
1000,4000,03:20:00,A,22,48.12300000000001,0.35156,target_added,a
1001,4001,03:20:00,B,22,59.405,0.35156,target_added,b
1002,4002,03:20:00,C,22,3.852,0.35156,no_target,a
1003,4003,03:20:00,D,22,3.536,0.35156,no_target,b
1004,4016,03:20:00,A,24,40.563,0.0,target_added,a
1005,4017,03:20:00,B,24,51.327,0.0,target_added,b
1006,4018,03:20:00,C,24,4.789,0.0,no_target,a
1007,4019,03:20:00,D,24,4.12,0.0,no_target,b
1008,4032,03:30:00,A,2,33.882,360.0,target_added,a
1009,4033,03:30:00,B,2,32.811,360.0,target_added,b
1010,4034,03:30:00,C,2,3.739,360.0,no_target,a
1011,4035,03:30:00,D,2,3.968,360.0,no_target,b
1012,4048,03:30:00,A,4,37.806,180.0,target_added,a
1013,4049,03:30:00,B,4,37.226,180.0,target_added,b
1014,4050,03:30:00,C,4,3.993,180.0,no_target,a
1015,4051,03:30:00,D,4,3.711,180.0,no_target,b
1016,4064,03:30:00,A,6,46.164,90.0,target_added,a
1017,4065,03:30:00,B,6,43.019,90.0,target_added,b
1018,4066,03:30:00,C,6,3.872,90.0,no_target,a
1019,4067,03:30:00,D,6,3.907,90.0,no_target,b
1020,4080,03:30:00,A,8,52.277,45.0,target_added,a
1021,4081,03:30:00,B,8,40.203,45.0,target_added,b
1022,4082,03:30:00,C,8,3.184,45.0,no_target,a
1023,4083,03:30:00,D,8,3.57,45.0,no_target,b
1024,4096,03:30:00,A,10,44.88,22.5,target_added,a
1025,4097,03:30:00,B,10,43.831,22.5,target_added,b
1026,4098,03:30:00,C,10,3.854,22.5,no_target,a
1027,4099,03:30:00,D,10,4.503,22.5,no_target,b
1028,4112,03:30:00,A,12,50.42,11.25,target_added,a
1029,4113,03:30:00,B,12,54.215,11.25,target_added,b
1030,4114,03:30:00,C,12,4.039,11.25,no_target,a
1031,4115,03:30:00,D,12,3.751,11.25,no_target,b
1032,4128,03:30:00,A,14,70.65100000000002,5.625,target_added,a
1033,4129,03:30:00,B,14,70.666,5.625,target_added,b
1034,4130,03:30:00,C,14,3.527,5.625,no_target,a
1035,4131,03:30:00,D,14,3.861,5.625,no_target,b
1036,4144,03:30:00,A,16,66.892,2.8125,target_added,a
1037,4145,03:30:00,B,16,68.237,2.8125,target_added,b
1038,4146,03:30:00,C,16,3.334,2.8125,no_target,a
1039,4147,03:30:00,D,16,3.976,2.8125,no_target,b
1040,4160,03:30:00,A,18,56.591,1.40625,target_added,a
1041,4161,03:30:00,B,18,60.456,1.40625,target_added,b
1042,4162,03:30:00,C,18,3.54,1.40625,no_target,a
1043,4163,03:30:00,D,18,3.347,1.40625,no_target,b
1044,4176,03:30:00,A,20,26.237,0.703125,target_added,a
1045,4177,03:30:00,B,20,70.05,0.703125,target_added,b
1046,4178,03:30:00,C,20,4.431,0.703125,no_target,a
1047,4179,03:30:00,D,20,4.127,0.703125,no_target,b
1048,4192,03:30:00,A,22,52.799,0.35156,target_added,a
1049,4193,03:30:00,B,22,65.68,0.35156,target_added,b
1050,4194,03:30:00,C,22,3.796,0.35156,no_target,a
1051,4195,03:30:00,D,22,3.851,0.35156,no_target,b
1052,4208,03:30:00,A,24,44.183,0.0,target_added,a
1053,4209,03:30:00,B,24,56.177,0.0,target_added,b
1054,4210,03:30:00,C,24,4.96,0.0,no_target,a
1055,4211,03:30:00,D,24,4.49,0.0,no_target,b
1056,4224,03:40:00,A,2,37.522,360.0,target_added,a
1057,4225,03:40:00,B,2,36.337,360.0,target_added,b
1058,4226,03:40:00,C,2,3.986,360.0,no_target,a
1059,4227,03:40:00,D,2,4.283,360.0,no_target,b
1060,4240,03:40:00,A,4,41.757,180.0,target_added,a
1061,4241,03:40:00,B,4,41.714,180.0,target_added,b
1062,4242,03:40:00,C,4,3.771,180.0,no_target,a
1063,4243,03:40:00,D,4,3.945,180.0,no_target,b
1064,4256,03:40:00,A,6,51.448,90.0,target_added,a
1065,4257,03:40:00,B,6,48.183,90.0,target_added,b
1066,4258,03:40:00,C,6,3.948,90.0,no_target,a
1067,4259,03:40:00,D,6,3.933,90.0,no_target,b
1068,4272,03:40:00,A,8,57.779,45.0,target_added,a
1069,4273,03:40:00,B,8,43.198,45.0,target_added,b
1070,4274,03:40:00,C,8,3.666,45.0,no_target,a
1071,4275,03:40:00,D,8,3.505,45.0,no_target,b
1072,4288,03:40:00,A,10,49.771,22.5,target_added,a
1073,4289,03:40:00,B,10,48.319,22.5,target_added,b
1074,4290,03:40:00,C,10,3.977,22.5,no_target,a
1075,4291,03:40:00,D,10,4.427,22.5,no_target,b
1076,4304,03:40:00,A,12,55.525,11.25,target_added,a
1077,4305,03:40:00,B,12,60.142,11.25,target_added,b
1078,4306,03:40:00,C,12,3.837,11.25,no_target,a
1079,4307,03:40:00,D,12,3.999,11.25,no_target,b
1080,4320,03:40:00,A,14,79.452,5.625,target_added,a
1081,4321,03:40:00,B,14,79.88600000000002,5.625,target_added,b
1082,4322,03:40:00,C,14,3.424,5.625,no_target,a
1083,4323,03:40:00,D,14,3.746,5.625,no_target,b
1084,4336,03:40:00,A,16,75.156,2.8125,target_added,a
1085,4337,03:40:00,B,16,75.28,2.8125,target_added,b
1086,4338,03:40:00,C,16,3.593,2.8125,no_target,a
1087,4339,03:40:00,D,16,4.117,2.8125,no_target,b
1088,4352,03:40:00,A,18,62.03,1.40625,target_added,a
1089,4353,03:40:00,B,18,67.486,1.40625,target_added,b
1090,4354,03:40:00,C,18,3.49,1.40625,no_target,a
1091,4355,03:40:00,D,18,3.471,1.40625,no_target,b
1092,4368,03:40:00,A,20,28.72,0.703125,target_added,a
1093,4369,03:40:00,B,20,77.17399999999998,0.703125,target_added,b
1094,4370,03:40:00,C,20,4.635,0.703125,no_target,a
1095,4371,03:40:00,D,20,3.978,0.703125,no_target,b
1096,4384,03:40:00,A,22,58.107,0.35156,target_added,a
1097,4385,03:40:00,B,22,73.244,0.35156,target_added,b
1098,4386,03:40:00,C,22,3.819,0.35156,no_target,a
1099,4387,03:40:00,D,22,3.929,0.35156,no_target,b
1100,4400,03:40:00,A,24,49.137,0.0,target_added,a
1101,4401,03:40:00,B,24,62.777,0.0,target_added,b
1102,4402,03:40:00,C,24,5.001,0.0,no_target,a
1103,4403,03:40:00,D,24,4.313,0.0,no_target,b
1104,4416,03:50:00,A,2,40.383,360.0,target_added,a
1105,4417,03:50:00,B,2,39.555,360.0,target_added,b
1106,4418,03:50:00,C,2,4.0760000000000005,360.0,no_target,a
1107,4419,03:50:00,D,2,4.441,360.0,no_target,b
1108,4432,03:50:00,A,4,45.178,180.0,target_added,a
1109,4433,03:50:00,B,4,44.9,180.0,target_added,b
1110,4434,03:50:00,C,4,3.74,180.0,no_target,a
1111,4435,03:50:00,D,4,3.822,180.0,no_target,b
1112,4448,03:50:00,A,6,55.048,90.0,target_added,a
1113,4449,03:50:00,B,6,51.994,90.0,target_added,b
1114,4450,03:50:00,C,6,3.853,90.0,no_target,a
1115,4451,03:50:00,D,6,4.226,90.0,no_target,b
1116,4464,03:50:00,A,8,62.504,45.0,target_added,a
1117,4465,03:50:00,B,8,47.187,45.0,target_added,b
1118,4466,03:50:00,C,8,3.4760000000000004,45.0,no_target,a
1119,4467,03:50:00,D,8,3.591,45.0,no_target,b
1120,4480,03:50:00,A,10,53.12,22.5,target_added,a
1121,4481,03:50:00,B,10,52.514,22.5,target_added,b
1122,4482,03:50:00,C,10,4.118,22.5,no_target,a
1123,4483,03:50:00,D,10,4.808,22.5,no_target,b
1124,4496,03:50:00,A,12,58.812,11.25,target_added,a
1125,4497,03:50:00,B,12,64.515,11.25,target_added,b
1126,4498,03:50:00,C,12,4.158,11.25,no_target,a
1127,4499,03:50:00,D,12,3.886,11.25,no_target,b
1128,4512,03:50:00,A,14,85.50299999999999,5.625,target_added,a
1129,4513,03:50:00,B,14,85.38799999999998,5.625,target_added,b
1130,4514,03:50:00,C,14,3.691,5.625,no_target,a
1131,4515,03:50:00,D,14,3.98,5.625,no_target,b
1132,4528,03:50:00,A,16,80.413,2.8125,target_added,a
1133,4529,03:50:00,B,16,83.109,2.8125,target_added,b
1134,4530,03:50:00,C,16,3.62,2.8125,no_target,a
1135,4531,03:50:00,D,16,3.971,2.8125,no_target,b
1136,4544,03:50:00,A,18,66.61399999999999,1.40625,target_added,a
1137,4545,03:50:00,B,18,72.973,1.40625,target_added,b
1138,4546,03:50:00,C,18,3.431,1.40625,no_target,a
1139,4547,03:50:00,D,18,3.584,1.40625,no_target,b
1140,4560,03:50:00,A,20,29.261,0.703125,target_added,a
1141,4561,03:50:00,B,20,84.156,0.703125,target_added,b
1142,4562,03:50:00,C,20,4.854,0.703125,no_target,a
1143,4563,03:50:00,D,20,4.268,0.703125,no_target,b
1144,4576,03:50:00,A,22,64.023,0.35156,target_added,a
1145,4577,03:50:00,B,22,80.02600000000002,0.35156,target_added,b
1146,4578,03:50:00,C,22,3.88,0.35156,no_target,a
1147,4579,03:50:00,D,22,3.825,0.35156,no_target,b
1148,4592,03:50:00,A,24,52.849,0.0,target_added,a
1149,4593,03:50:00,B,24,67.346,0.0,target_added,b
1150,4594,03:50:00,C,24,4.964,0.0,no_target,a
1151,4595,03:50:00,D,24,4.338,0.0,no_target,b
1152,4608,04:00:00,A,2,43.679,360.0,target_added,a
1153,4609,04:00:00,B,2,42.942,360.0,target_added,b
1154,4610,04:00:00,C,2,4.048,360.0,no_target,a
1155,4611,04:00:00,D,2,4.527,360.0,no_target,b
1156,4624,04:00:00,A,4,48.726000000000006,180.0,target_added,a
1157,4625,04:00:00,B,4,49.357,180.0,target_added,b
1158,4626,04:00:00,C,4,3.86,180.0,no_target,a
1159,4627,04:00:00,D,4,4.152,180.0,no_target,b
1160,4640,04:00:00,A,6,61.919,90.0,target_added,a
1161,4641,04:00:00,B,6,57.789,90.0,target_added,b
1162,4642,04:00:00,C,6,4.023,90.0,no_target,a
1163,4643,04:00:00,D,6,4.134,90.0,no_target,b
1164,4656,04:00:00,A,8,67.303,45.0,target_added,a
1165,4657,04:00:00,B,8,50.43899999999999,45.0,target_added,b
1166,4658,04:00:00,C,8,3.555,45.0,no_target,a
1167,4659,04:00:00,D,8,3.657,45.0,no_target,b
1168,4672,04:00:00,A,10,58.019,22.5,target_added,a
1169,4673,04:00:00,B,10,58.337,22.5,target_added,b
1170,4674,04:00:00,C,10,4.23,22.5,no_target,a
1171,4675,04:00:00,D,10,4.784,22.5,no_target,b
1172,4688,04:00:00,A,12,63.97,11.25,target_added,a
1173,4689,04:00:00,B,12,69.71300000000001,11.25,target_added,b
1174,4690,04:00:00,C,12,4.0760000000000005,11.25,no_target,a
1175,4691,04:00:00,D,12,4.2189999999999985,11.25,no_target,b
1176,4704,04:00:00,A,14,93.079,5.625,target_added,a
1177,4705,04:00:00,B,14,93.049,5.625,target_added,b
1178,4706,04:00:00,C,14,3.645,5.625,no_target,a
1179,4707,04:00:00,D,14,3.841,5.625,no_target,b
1180,4720,04:00:00,A,16,89.29700000000003,2.8125,target_added,a
1181,4721,04:00:00,B,16,90.089,2.8125,target_added,b
1182,4722,04:00:00,C,16,3.424,2.8125,no_target,a
1183,4723,04:00:00,D,16,4.022,2.8125,no_target,b
1184,4736,04:00:00,A,18,74.241,1.40625,target_added,a
1185,4737,04:00:00,B,18,79.742,1.40625,target_added,b
1186,4738,04:00:00,C,18,3.77,1.40625,no_target,a
1187,4739,04:00:00,D,18,3.4610000000000003,1.40625,no_target,b
1188,4752,04:00:00,A,20,30.707,0.703125,target_added,a
1189,4753,04:00:00,B,20,93.186,0.703125,target_added,b
1190,4754,04:00:00,C,20,4.626,0.703125,no_target,a
1191,4755,04:00:00,D,20,4.073,0.703125,no_target,b
1192,4768,04:00:00,A,22,68.942,0.35156,target_added,a
1193,4769,04:00:00,B,22,85.691,0.35156,target_added,b
1194,4770,04:00:00,C,22,4.029,0.35156,no_target,a
1195,4771,04:00:00,D,22,3.887,0.35156,no_target,b
1196,4784,04:00:00,A,24,57.36600000000001,0.0,target_added,a
1197,4785,04:00:00,B,24,72.916,0.0,target_added,b
1198,4786,04:00:00,C,24,5.0280000000000005,0.0,no_target,a
1199,4787,04:00:00,D,24,4.338,0.0,no_target,b
1200,4800,04:10:00,A,2,47.5,360.0,target_added,a
1201,4801,04:10:00,B,2,46.485,360.0,target_added,b
1202,4802,04:10:00,C,2,4.089,360.0,no_target,a
1203,4803,04:10:00,D,2,4.808,360.0,no_target,b
1204,4816,04:10:00,A,4,52.607,180.0,target_added,a
1205,4817,04:10:00,B,4,53.63,180.0,target_added,b
1206,4818,04:10:00,C,4,3.984,180.0,no_target,a
1207,4819,04:10:00,D,4,4.149,180.0,no_target,b
1208,4832,04:10:00,A,6,65.795,90.0,target_added,a
1209,4833,04:10:00,B,6,62.236,90.0,target_added,b
1210,4834,04:10:00,C,6,4.072,90.0,no_target,a
1211,4835,04:10:00,D,6,4.467,90.0,no_target,b
1212,4848,04:10:00,A,8,70.983,45.0,target_added,a
1213,4849,04:10:00,B,8,53.743,45.0,target_added,b
1214,4850,04:10:00,C,8,3.74,45.0,no_target,a
1215,4851,04:10:00,D,8,3.812,45.0,no_target,b
1216,4864,04:10:00,A,10,62.269,22.5,target_added,a
1217,4865,04:10:00,B,10,62.62,22.5,target_added,b
1218,4866,04:10:00,C,10,4.383,22.5,no_target,a
1219,4867,04:10:00,D,10,4.863,22.5,no_target,b
1220,4880,04:10:00,A,12,67.554,11.25,target_added,a
1221,4881,04:10:00,B,12,74.165,11.25,target_added,b
1222,4882,04:10:00,C,12,4.301,11.25,no_target,a
1223,4883,04:10:00,D,12,4.185,11.25,no_target,b
1224,4896,04:10:00,A,14,100.852,5.625,target_added,a
1225,4897,04:10:00,B,14,101.834,5.625,target_added,b
1226,4898,04:10:00,C,14,3.812,5.625,no_target,a
1227,4899,04:10:00,D,14,4.047,5.625,no_target,b
1228,4912,04:10:00,A,16,95.965,2.8125,target_added,a
1229,4913,04:10:00,B,16,96.553,2.8125,target_added,b
1230,4914,04:10:00,C,16,3.904,2.8125,no_target,a
1231,4915,04:10:00,D,16,4.221,2.8125,no_target,b
1232,4928,04:10:00,A,18,80.081,1.40625,target_added,a
1233,4929,04:10:00,B,18,86.64399999999998,1.40625,target_added,b
1234,4930,04:10:00,C,18,3.467,1.40625,no_target,a
1235,4931,04:10:00,D,18,3.874,1.40625,no_target,b
1236,4944,04:10:00,A,20,32.301,0.703125,target_added,a
1237,4945,04:10:00,B,20,99.459,0.703125,target_added,b
1238,4946,04:10:00,C,20,4.612,0.703125,no_target,a
1239,4947,04:10:00,D,20,4.619,0.703125,no_target,b
1240,4960,04:10:00,A,22,74.571,0.35156,target_added,a
1241,4961,04:10:00,B,22,94.035,0.35156,target_added,b
1242,4962,04:10:00,C,22,3.906,0.35156,no_target,a
1243,4963,04:10:00,D,22,4.019,0.35156,no_target,b
1244,4976,04:10:00,A,24,61.526,0.0,target_added,a
1245,4977,04:10:00,B,24,79.688,0.0,target_added,b
1246,4978,04:10:00,C,24,5.205,0.0,no_target,a
1247,4979,04:10:00,D,24,4.549,0.0,no_target,b
1248,4992,04:20:00,A,2,51.212,360.0,target_added,a
1249,4993,04:20:00,B,2,50.0,360.0,target_added,b
1250,4994,04:20:00,C,2,4.215,360.0,no_target,a
1251,4995,04:20:00,D,2,4.798,360.0,no_target,b
1252,5008,04:20:00,A,4,55.734,180.0,target_added,a
1253,5009,04:20:00,B,4,59.252,180.0,target_added,b
1254,5010,04:20:00,C,4,4.168,180.0,no_target,a
1255,5011,04:20:00,D,4,4.438,180.0,no_target,b
1256,5024,04:20:00,A,6,72.058,90.0,target_added,a
1257,5025,04:20:00,B,6,68.369,90.0,target_added,b
1258,5026,04:20:00,C,6,3.975,90.0,no_target,a
1259,5027,04:20:00,D,6,4.355,90.0,no_target,b
1260,5040,04:20:00,A,8,78.071,45.0,target_added,a
1261,5041,04:20:00,B,8,57.50100000000001,45.0,target_added,b
1262,5042,04:20:00,C,8,3.896,45.0,no_target,a
1263,5043,04:20:00,D,8,3.902,45.0,no_target,b
1264,5056,04:20:00,A,10,66.953,22.5,target_added,a
1265,5057,04:20:00,B,10,69.024,22.5,target_added,b
1266,5058,04:20:00,C,10,4.704,22.5,no_target,a
1267,5059,04:20:00,D,10,5.0,22.5,no_target,b
1268,5072,04:20:00,A,12,74.158,11.25,target_added,a
1269,5073,04:20:00,B,12,79.097,11.25,target_added,b
1270,5074,04:20:00,C,12,4.143,11.25,no_target,a
1271,5075,04:20:00,D,12,4.467,11.25,no_target,b
1272,5088,04:20:00,A,14,107.805,5.625,target_added,a
1273,5089,04:20:00,B,14,111.071,5.625,target_added,b
1274,5090,04:20:00,C,14,3.799,5.625,no_target,a
1275,5091,04:20:00,D,14,4.083,5.625,no_target,b
1276,5104,04:20:00,A,16,102.174,2.8125,target_added,a
1277,5105,04:20:00,B,16,104.828,2.8125,target_added,b
1278,5106,04:20:00,C,16,4.021,2.8125,no_target,a
1279,5107,04:20:00,D,16,4.485,2.8125,no_target,b
1280,5120,04:20:00,A,18,85.89200000000002,1.40625,target_added,a
1281,5121,04:20:00,B,18,93.02,1.40625,target_added,b
1282,5122,04:20:00,C,18,3.66,1.40625,no_target,a
1283,5123,04:20:00,D,18,3.974,1.40625,no_target,b
1284,5136,04:20:00,A,20,33.281,0.703125,target_added,a
1285,5137,04:20:00,B,20,109.22,0.703125,target_added,b
1286,5138,04:20:00,C,20,5.0139999999999985,0.703125,no_target,a
1287,5139,04:20:00,D,20,4.476,0.703125,no_target,b
1288,5152,04:20:00,A,22,81.52600000000002,0.35156,target_added,a
1289,5153,04:20:00,B,22,102.478,0.35156,target_added,b
1290,5154,04:20:00,C,22,4.102,0.35156,no_target,a
1291,5155,04:20:00,D,22,4.3039999999999985,0.35156,no_target,b
1292,5168,04:20:00,A,24,67.15899999999999,0.0,target_added,a
1293,5169,04:20:00,B,24,86.118,0.0,target_added,b
1294,5170,04:20:00,C,24,5.472,0.0,no_target,a
1295,5171,04:20:00,D,24,4.471,0.0,no_target,b
1296,5184,04:30:00,A,2,55.12600000000001,360.0,target_added,a
1297,5185,04:30:00,B,2,54.036,360.0,target_added,b
1298,5186,04:30:00,C,2,4.563,360.0,no_target,a
1299,5187,04:30:00,D,2,4.848,360.0,no_target,b
1300,5200,04:30:00,A,4,60.701,180.0,target_added,a
1301,5201,04:30:00,B,4,63.237,180.0,target_added,b
1302,5202,04:30:00,C,4,4.118,180.0,no_target,a
1303,5203,04:30:00,D,4,4.592,180.0,no_target,b
1304,5216,04:30:00,A,6,77.793,90.0,target_added,a
1305,5217,04:30:00,B,6,75.185,90.0,target_added,b
1306,5218,04:30:00,C,6,4.136,90.0,no_target,a
1307,5219,04:30:00,D,6,4.552,90.0,no_target,b
1308,5232,04:30:00,A,8,83.264,45.0,target_added,a
1309,5233,04:30:00,B,8,62.12,45.0,target_added,b
1310,5234,04:30:00,C,8,4.009,45.0,no_target,a
1311,5235,04:30:00,D,8,3.981,45.0,no_target,b
1312,5248,04:30:00,A,10,70.421,22.5,target_added,a
1313,5249,04:30:00,B,10,73.158,22.5,target_added,b
1314,5250,04:30:00,C,10,4.485,22.5,no_target,a
1315,5251,04:30:00,D,10,5.009,22.5,no_target,b
1316,5264,04:30:00,A,12,78.881,11.25,target_added,a
1317,5265,04:30:00,B,12,83.615,11.25,target_added,b
1318,5266,04:30:00,C,12,4.1610000000000005,11.25,no_target,a
1319,5267,04:30:00,D,12,4.388,11.25,no_target,b
1320,5280,04:30:00,A,14,116.728,5.625,target_added,a
1321,5281,04:30:00,B,14,119.419,5.625,target_added,b
1322,5282,04:30:00,C,14,3.873,5.625,no_target,a
1323,5283,04:30:00,D,14,4.341,5.625,no_target,b
1324,5296,04:30:00,A,16,108.959,2.8125,target_added,a
1325,5297,04:30:00,B,16,112.298,2.8125,target_added,b
1326,5298,04:30:00,C,16,4.177,2.8125,no_target,a
1327,5299,04:30:00,D,16,4.324,2.8125,no_target,b
1328,5312,04:30:00,A,18,92.791,1.40625,target_added,a
1329,5313,04:30:00,B,18,100.44,1.40625,target_added,b
1330,5314,04:30:00,C,18,4.148,1.40625,no_target,a
1331,5315,04:30:00,D,18,3.787,1.40625,no_target,b
1332,5328,04:30:00,A,20,33.743,0.703125,target_added,a
1333,5329,04:30:00,B,20,115.443,0.703125,target_added,b
1334,5330,04:30:00,C,20,4.674,0.703125,no_target,a
1335,5331,04:30:00,D,20,4.45,0.703125,no_target,b
1336,5344,04:30:00,A,22,87.411,0.35156,target_added,a
1337,5345,04:30:00,B,22,110.259,0.35156,target_added,b
1338,5346,04:30:00,C,22,4.065,0.35156,no_target,a
1339,5347,04:30:00,D,22,4.27,0.35156,no_target,b
1340,5360,04:30:00,A,24,72.462,0.0,target_added,a
1341,5361,04:30:00,B,24,91.516,0.0,target_added,b
1342,5362,04:30:00,C,24,5.6,0.0,no_target,a
1343,5363,04:30:00,D,24,4.7360000000000015,0.0,no_target,b
1344,5376,04:40:00,A,2,59.96,360.0,target_added,a
1345,5377,04:40:00,B,2,59.039,360.0,target_added,b
1346,5378,04:40:00,C,2,4.38,360.0,no_target,a
1347,5379,04:40:00,D,2,5.0539999999999985,360.0,no_target,b
1348,5392,04:40:00,A,4,65.175,180.0,target_added,a
1349,5393,04:40:00,B,4,69.126,180.0,target_added,b
1350,5394,04:40:00,C,4,4.296,180.0,no_target,a
1351,5395,04:40:00,D,4,4.625,180.0,no_target,b
1352,5408,04:40:00,A,6,84.2,90.0,target_added,a
1353,5409,04:40:00,B,6,81.289,90.0,target_added,b
1354,5410,04:40:00,C,6,4.165,90.0,no_target,a
1355,5411,04:40:00,D,6,4.51,90.0,no_target,b
1356,5424,04:40:00,A,8,89.471,45.0,target_added,a
1357,5425,04:40:00,B,8,66.763,45.0,target_added,b
1358,5426,04:40:00,C,8,4.048,45.0,no_target,a
1359,5427,04:40:00,D,8,4.032,45.0,no_target,b
1360,5440,04:40:00,A,10,74.637,22.5,target_added,a
1361,5441,04:40:00,B,10,79.587,22.5,target_added,b
1362,5442,04:40:00,C,10,4.668,22.5,no_target,a
