,time,row_384,column_384,rfu_value
164,00:20:00,E,18,11.648
165,00:20:00,A,20,29.121
166,00:20:00,B,20,26.209
167,00:20:00,C,20,279.559
168,00:20:00,D,20,209.669
169,00:20:00,E,20,5.824
170,00:20:00,A,22,52.417
171,00:20:00,B,22,32.033
172,00:20:00,C,22,0.0
173,00:20:00,D,22,0.0
174,00:20:00,E,22,23.296999999999997
175,00:20:00,A,24,42519.207
176,00:20:00,B,24,40.769
177,00:20:00,C,24,2.912
178,00:20:00,D,24,5.824
179,00:20:00,E,24,2.912
180,00:30:00,A,2,4569.109
181,00:30:00,B,2,4909.393
182,00:30:00,C,2,223.947
183,00:30:00,D,2,5.817
184,00:30:00,E,2,2.908
185,00:30:00,A,4,2329.635
186,00:30:00,B,4,2733.903
187,00:30:00,C,4,2.908
188,00:30:00,D,4,0.0
189,00:30:00,E,4,8.725
190,00:30:00,A,6,887.064
191,00:30:00,B,6,1079.019
192,00:30:00,C,6,8.725
193,00:30:00,D,6,2.908
194,00:30:00,E,6,2.908
195,00:30:00,A,8,418.811
196,00:30:00,B,8,418.811
197,00:30:00,C,8,360.64300000000003
198,00:30:00,D,8,212.31400000000002
199,00:30:00,E,8,5.817
200,00:30:00,A,10,165.77900000000002
201,00:30:00,B,10,191.955
202,00:30:00,C,10,2.908
203,00:30:00,D,10,8.725
204,00:30:00,E,10,8.725
205,00:30:00,A,12,113.428
206,00:30:00,B,12,61.077
207,00:30:00,C,12,0.0
208,00:30:00,D,12,0.0
209,00:30:00,E,12,2.908
210,00:30:00,A,14,66.893
211,00:30:00,B,14,43.626000000000005
212,00:30:00,C,14,221.03900000000002
213,00:30:00,D,14,8.725
214,00:30:00,E,14,8.725
215,00:30:00,A,16,31.991999999999997
216,00:30:00,B,16,46.535
217,00:30:00,C,16,2.908
218,00:30:00,D,16,0.0
219,00:30:00,E,16,11.634
220,00:30:00,A,18,52.351000000000006
221,00:30:00,B,18,37.809
222,00:30:00,C,18,2.908
223,00:30:00,D,18,2.908
224,00:30:00,E,18,0.0
225,00:30:00,A,20,34.900999999999996
226,00:30:00,B,20,14.542
227,00:30:00,C,20,322.83299999999997
228,00:30:00,D,20,282.116
229,00:30:00,E,20,5.817
230,00:30:00,A,22,40.718
231,00:30:00,B,22,55.26
232,00:30:00,C,22,11.634
233,00:30:00,D,22,8.725
234,00:30:00,E,22,2.908
235,00:30:00,A,24,41863.625
236,00:30:00,B,24,58.168
237,00:30:00,C,24,5.817
238,00:30:00,D,24,0.0
239,00:30:00,E,24,8.725
240,00:40:00,A,2,4616.938
241,00:40:00,B,2,4748.019
242,00:40:00,C,2,198.077
243,00:40:00,D,2,2.9130000000000003
244,00:40:00,E,2,2.9130000000000003
245,00:40:00,A,4,2411.877
246,00:40:00,B,4,2548.783
247,00:40:00,C,4,2.9130000000000003
248,00:40:00,D,4,14.564
249,00:40:00,E,4,5.8260000000000005
250,00:40:00,A,6,894.2589999999999
251,00:40:00,B,6,958.3430000000001
252,00:40:00,C,6,0.0
253,00:40:00,D,6,0.0
254,00:40:00,E,6,2.9130000000000003
255,00:40:00,A,8,468.976
256,00:40:00,B,8,468.976
257,00:40:00,C,8,317.506
258,00:40:00,D,8,233.032
259,00:40:00,E,8,5.8260000000000005
260,00:40:00,A,10,160.209
261,00:40:00,B,10,218.467
262,00:40:00,C,10,14.564
263,00:40:00,D,10,0.0
264,00:40:00,E,10,2.9130000000000003
265,00:40:00,A,12,107.777
266,00:40:00,B,12,101.95100000000001
267,00:40:00,C,12,2.9130000000000003
268,00:40:00,D,12,2.9130000000000003
269,00:40:00,E,12,0.0
270,00:40:00,A,14,58.258
271,00:40:00,B,14,81.561
272,00:40:00,C,14,238.857
273,00:40:00,D,14,14.564
274,00:40:00,E,14,2.9130000000000003
275,00:40:00,A,16,43.693000000000005
276,00:40:00,B,16,46.606
277,00:40:00,C,16,0.0
278,00:40:00,D,16,14.564
279,00:40:00,E,16,8.738999999999999
280,00:40:00,A,18,37.868
281,00:40:00,B,18,32.042
282,00:40:00,C,18,2.9130000000000003
283,00:40:00,D,18,5.8260000000000005
284,00:40:00,E,18,2.9130000000000003
285,00:40:00,A,20,43.693000000000005
286,00:40:00,B,20,23.303
287,00:40:00,C,20,305.85400000000004
288,00:40:00,D,20,294.202
289,00:40:00,E,20,2.9130000000000003
290,00:40:00,A,22,72.822
291,00:40:00,B,22,37.868
292,00:40:00,C,22,2.9130000000000003
293,00:40:00,D,22,0.0
294,00:40:00,E,22,0.0
295,00:40:00,A,24,40055.223
296,00:40:00,B,24,40.781
297,00:40:00,C,24,11.652000000000001
298,00:40:00,D,24,2.9130000000000003
299,00:40:00,E,24,11.652000000000001
300,00:50:00,A,2,4572.95
301,00:50:00,B,2,4643.0779999999995
302,00:50:00,C,2,210.385
303,00:50:00,D,2,8.766
304,00:50:00,E,2,0.0
305,00:50:00,A,4,2483.7110000000002
306,00:50:00,B,4,2609.357
307,00:50:00,C,4,0.0
308,00:50:00,D,4,0.0
309,00:50:00,E,4,2.9219999999999997
310,00:50:00,A,6,1028.548
311,00:50:00,B,6,1262.309
312,00:50:00,C,6,5.843999999999999
313,00:50:00,D,6,2.9219999999999997
314,00:50:00,E,6,0.0
315,00:50:00,A,8,482.13199999999995
316,00:50:00,B,8,426.61400000000003
317,00:50:00,C,8,435.38
318,00:50:00,D,8,189.93099999999998
319,00:50:00,E,8,0.0
320,00:50:00,A,10,166.555
