,Unnamed: 0,time,row_384,column_384,rfu_value,replicate,gRNA,reporter,target,standard_conc,hours,minutes,seconds
0,0,00:00:00,A,1,76522.219,a,,,,10,00,00,00
1,1,00:00:00,C,1,80144.664,b,,,,10,00,00,00
2,2,00:00:00,E,1,79766.445,c,,,,10,00,00,00
3,3,00:00:00,G,1,176224.672,a,alt-R_11C,r17Ar3C,target_added,,00,00,00
4,4,00:00:00,I,1,164247.937,b,alt-R_11C,r17Ar3C,target_added,,00,00,00
5,5,00:00:00,K,1,137361.234,c,alt-R_11C,r17Ar3C,target_added,,00,00,00
6,6,00:00:00,M,1,81999.305,a,syn_11C,r17A-AAAAA-phos,target_added,,00,00,00
7,7,00:00:00,A,3,31444.879,a,,,,5,00,00,00
8,8,00:00:00,C,3,33913.066,b,,,,5,00,00,00
9,9,00:00:00,E,3,33571.273,c,,,,5,00,00,00
10,10,00:00:00,G,3,160737.578,a,syn_11C,r17Ar3C,target_added,,00,00,00
11,11,00:00:00,I,3,157765.094,b,syn_11C,r17Ar3C,target_added,,00,00,00
12,12,00:00:00,K,3,139403.578,c,syn_11C,r17Ar3C,target_added,,00,00,00
13,13,00:00:00,M,3,434.244,a,syn_11C,r17A-AAAAA-phos,no_target,,00,00,00
14,14,00:00:00,A,5,12859.229,a,,,,2.5,00,00,00
15,15,00:00:00,C,5,12985.302,b,,,,2.5,00,00,00
16,16,00:00:00,E,5,12705.143999999998,c,,,,2.5,00,00,00
17,17,00:00:00,G,5,173.69799999999995,a,alt-R_11C,r17Ar3C,no_target,,00,00,00
18,18,00:00:00,I,5,123.269,b,alt-R_11C,r17Ar3C,no_target,,00,00,00
19,19,00:00:00,K,5,106.46,c,alt-R_11C,r17Ar3C,no_target,,00,00,00
20,20,00:00:00,M,5,81951.672,a,syn_11C,r17A-AAAAA-phos,target_added,,00,00,00
21,21,00:00:00,A,7,4916.764,a,,,,1.25,00,00,00
22,22,00:00:00,C,7,5718.015,b,,,,1.25,00,00,00
23,23,00:00:00,E,7,5224.938,c,,,,1.25,00,00,00
24,24,00:00:00,G,7,294.165,a,syn_11C,r17Ar3C,no_target,,00,00,00
25,25,00:00:00,I,7,316.578,b,syn_11C,r17Ar3C,no_target,,00,00,00
26,26,00:00:00,K,7,140.079,c,syn_11C,r17Ar3C,no_target,,00,00,00
27,27,00:00:00,M,7,80497.664,a,syn_11C,r17A-AAAAA-phos,target_added,,00,00,00
28,28,00:00:00,A,9,1759.389,a,,,,0.625,00,00,00
29,29,00:00:00,C,9,1910.674,b,,,,0.625,00,00,00
30,30,00:00:00,E,9,2364.53,c,,,,0.625,00,00,00
31,31,00:00:00,G,9,145906.031,a,alt-R_11C,r17Ar3C,target_added,,00,00,00
32,32,00:00:00,I,9,147460.906,b,alt-R_11C,r17Ar3C,target_added,,00,00,00
33,33,00:00:00,K,9,131545.156,c,alt-R_11C,r17Ar3C,target_added,,00,00,00
34,34,00:00:00,M,9,82879.0,b,syn_11C,r17A-AAAAA-phos,target_added,,00,00,00
35,35,00:00:00,A,11,2059.158,a,,,,0.3125,00,00,00
36,36,00:00:00,C,11,1249.503,b,,,,0.3125,00,00,00
37,37,00:00:00,E,11,1633.318,c,,,,0.3125,00,00,00
38,38,00:00:00,G,11,144726.578,a,syn_11C,r17Ar3C,target_added,,00,00,00
39,39,00:00:00,I,11,145740.734,b,syn_11C,r17Ar3C,target_added,,00,00,00
40,40,00:00:00,K,11,127693.0,c,syn_11C,r17Ar3C,target_added,,00,00,00
41,41,00:00:00,M,11,423.038,b,syn_11C,r17A-AAAAA-phos,no_target,,00,00,00
42,42,00:00:00,A,13,554.712,a,,,,0.15625,00,00,00
43,43,00:00:00,C,13,893.702,b,,,,0.15625,00,00,00
44,44,00:00:00,E,13,874.091,c,,,,0.15625,00,00,00
45,45,00:00:00,G,13,2580.251,a,alt-R_11C,no_reporter,target_added,,00,00,00
46,46,00:00:00,I,13,2739.94,b,alt-R_11C,no_reporter,target_added,,00,00,00
47,47,00:00:00,K,13,2022.737,c,alt-R_11C,no_reporter,target_added,,00,00,00
48,48,00:00:00,M,13,79491.891,b,syn_11C,r17A-AAAAA-phos,target_added,,00,00,00
49,49,00:00:00,A,15,969.345,a,,,,0.078125,00,00,00
50,50,00:00:00,C,15,748.0210000000002,b,,,,0.078125,00,00,00
51,51,00:00:00,E,15,409.03,c,,,,0.078125,00,00,00
52,52,00:00:00,G,15,1877.055,a,syn_11C,no_reporter,target_added,,00,00,00
53,53,00:00:00,I,15,2025.539,b,syn_11C,no_reporter,target_added,,00,00,00
54,54,00:00:00,K,15,1434.406,c,syn_11C,no_reporter,target_added,,00,00,00
55,55,00:00:00,M,15,73404.07,b,syn_11C,r17A-AAAAA-phos,target_added,,00,00,00
56,56,00:00:00,A,17,313.776,a,,,,0.0390625,00,00,00
57,57,00:00:00,C,17,372.609,b,,,,0.0390625,00,00,00
58,58,00:00:00,E,17,1395.184,c,,,,0.0390625,00,00,00
59,59,00:00:00,G,17,338.991,a,no_gRNA,r17Ar3C,target_added,,00,00,00
60,60,00:00:00,I,17,296.967,b,no_gRNA,r17Ar3C,target_added,,00,00,00
61,61,00:00:00,K,17,196.11,c,no_gRNA,r17Ar3C,target_added,,00,00,00
62,62,00:00:00,M,17,73863.531,c,syn_11C,r17A-AAAAA-phos,target_added,,00,00,00
63,63,00:00:00,A,19,352.9980000000001,a,,,,0.0195312,00,00,00
64,64,00:00:00,C,19,423.038,b,,,,0.0195312,00,00,00
65,65,00:00:00,E,19,302.57,c,,,,0.0195312,00,00,00
66,66,00:00:00,G,19,19.611,,,,,,00,00,00
67,67,00:00:00,I,19,28.016,,,,,,00,00,00
68,68,00:00:00,K,19,53.23,,,,,,00,00,00
69,69,00:00:00,M,19,417.435,c,syn_11C,r17A-AAAAA-phos,no_target,,00,00,00
70,70,00:00:00,A,21,322.181,a,,,,0.0097656,00,00,00
71,71,00:00:00,C,21,383.816,b,,,,0.0097656,00,00,00
72,72,00:00:00,E,21,593.934,c,,,,0.0097656,00,00,00
73,73,00:00:00,G,21,19.611,,,,,,00,00,00
74,74,00:00:00,I,21,22.413,,,,,,00,00,00
75,75,00:00:00,K,21,33.619,,,,,,00,00,00
76,76,00:00:00,M,21,77886.594,c,syn_11C,r17A-AAAAA-phos,target_added,,00,00,00
77,77,00:00:00,A,23,316.578,a,,,,0,00,00,00
78,78,00:00:00,C,23,395.022,b,,,,0,00,00,00
79,79,00:00:00,E,23,330.586,c,,,,0,00,00,00
80,80,00:00:00,G,23,14.008,,,,,,00,00,00
81,81,00:00:00,I,23,19.611,,,,,,00,00,00
82,82,00:00:00,K,23,53.23,,,,,,00,00,00
83,83,00:00:00,M,23,75373.578,c,syn_11C,r17A-AAAAA-phos,target_added,,00,00,00
84,84,00:10:00,A,1,64474.988,a,,,,10,00,10,00
85,85,00:10:00,C,1,72238.742,b,,,,10,00,10,00
86,86,00:10:00,E,1,73655.461,c,,,,10,00,10,00
87,87,00:10:00,G,1,134848.281,a,alt-R_11C,r17Ar3C,target_added,,00,10,00
88,88,00:10:00,I,1,131286.719,b,alt-R_11C,r17Ar3C,target_added,,00,10,00
89,89,00:10:00,K,1,112050.898,c,alt-R_11C,r17Ar3C,target_added,,00,10,00
90,90,00:10:00,M,1,65922.75,a,syn_11C,r17A-AAAAA-phos,target_added,,00,10,00
91,91,00:10:00,A,3,31582.752,a,,,,5,00,10,00
92,92,00:10:00,C,3,34317.422,b,,,,5,00,10,00
93,93,00:10:00,E,3,34633.504,c,,,,5,00,10,00
94,94,00:10:00,G,3,126788.195,a,syn_11C,r17Ar3C,target_added,,00,10,00
95,95,00:10:00,I,3,127126.867,b,syn_11C,r17Ar3C,target_added,,00,10,00
96,96,00:10:00,K,3,114277.578,c,syn_11C,r17Ar3C,target_added,,00,10,00
97,97,00:10:00,M,3,482.589,a,syn_11C,r17A-AAAAA-phos,no_target,,00,10,00
98,98,00:10:00,A,5,13447.575,a,,,,2.5,00,10,00
99,99,00:10:00,C,5,14424.041,b,,,,2.5,00,10,00
100,100,00:10:00,E,5,14020.473999999998,c,,,,2.5,00,10,00
101,101,00:10:00,G,5,152.39600000000004,a,alt-R_11C,r17Ar3C,no_target,,00,10,00
102,102,00:10:00,I,5,112.886,b,alt-R_11C,r17Ar3C,no_target,,00,10,00
103,103,00:10:00,K,5,93.131,c,alt-R_11C,r17Ar3C,no_target,,00,10,00
104,104,00:10:00,M,5,68459.867,a,syn_11C,r17A-AAAAA-phos,target_added,,00,10,00
105,105,00:10:00,A,7,5412.896,a,,,,1.25,00,10,00
106,106,00:10:00,C,7,6174.879,b,,,,1.25,00,10,00
107,107,00:10:00,E,7,5934.995,c,,,,1.25,00,10,00
108,108,00:10:00,G,7,316.082,a,syn_11C,r17Ar3C,no_target,,00,10,00
109,109,00:10:00,I,7,310.437,b,syn_11C,r17Ar3C,no_target,,00,10,00
110,110,00:10:00,K,7,166.507,c,syn_11C,r17Ar3C,no_target,,00,10,00
111,111,00:10:00,M,7,68871.906,a,syn_11C,r17A-AAAAA-phos,target_added,,00,10,00
112,112,00:10:00,A,9,2187.1710000000007,a,,,,0.625,00,10,00
113,113,00:10:00,C,9,2142.0170000000007,b,,,,0.625,00,10,00
114,114,00:10:00,E,9,2548.407,c,,,,0.625,00,10,00
115,115,00:10:00,G,9,124417.586,a,alt-R_11C,r17Ar3C,target_added,,00,10,00
116,116,00:10:00,I,9,125797.617,b,alt-R_11C,r17Ar3C,target_added,,00,10,00
117,117,00:10:00,K,9,114274.758,c,alt-R_11C,r17Ar3C,target_added,,00,10,00
118,118,00:10:00,M,9,70418.445,b,syn_11C,r17A-AAAAA-phos,target_added,,00,10,00
119,119,00:10:00,A,11,2133.55,a,,,,0.3125,00,10,00
120,120,00:10:00,C,11,1549.364,b,,,,0.3125,00,10,00
121,121,00:10:00,E,11,1645.317,c,,,,0.3125,00,10,00
122,122,00:10:00,G,11,122704.547,a,syn_11C,r17Ar3C,target_added,,00,10,00
123,123,00:10:00,I,11,125377.117,b,syn_11C,r17Ar3C,target_added,,00,10,00
124,124,00:10:00,K,11,113044.297,c,syn_11C,r17Ar3C,target_added,,00,10,00
125,125,00:10:00,M,11,547.498,b,syn_11C,r17A-AAAAA-phos,no_target,,00,10,00
126,126,00:10:00,A,13,629.341,a,,,,0.15625,00,10,00
127,127,00:10:00,C,13,976.466,b,,,,0.15625,00,10,00
128,128,00:10:00,E,13,795.8480000000002,c,,,,0.15625,00,10,00
129,129,00:10:00,G,13,3056.395,a,alt-R_11C,no_reporter,target_added,,00,10,00
130,130,00:10:00,I,13,3344.255,b,alt-R_11C,no_reporter,target_added,,00,10,00
131,131,00:10:00,K,13,2305.702,c,alt-R_11C,no_reporter,target_added,,00,10,00
132,132,00:10:00,M,13,70133.414,b,syn_11C,r17A-AAAAA-phos,target_added,,00,10,00
133,133,00:10:00,A,15,956.711,a,,,,0.078125,00,10,00
134,134,00:10:00,C,15,742.227,b,,,,0.078125,00,10,00
135,135,00:10:00,E,15,443.079,c,,,,0.078125,00,10,00
136,136,00:10:00,G,15,2017.842,a,syn_11C,no_reporter,target_added,,00,10,00
137,137,00:10:00,I,15,2367.789,b,syn_11C,no_reporter,target_added,,00,10,00
138,138,00:10:00,K,15,1749.737,c,syn_11C,no_reporter,target_added,,00,10,00
139,139,00:10:00,M,15,65589.734,b,syn_11C,r17A-AAAAA-phos,target_added,,00,10,00
140,140,00:10:00,A,17,349.94699999999995,a,,,,0.0390625,00,10,00
141,141,00:10:00,C,17,434.612,b,,,,0.0390625,00,10,00
142,142,00:10:00,E,17,1272.793,c,,,,0.0390625,00,10,00
143,143,00:10:00,G,17,426.146,a,no_gRNA,r17Ar3C,target_added,,00,10,00
144,144,00:10:00,I,17,262.461,b,no_gRNA,r17Ar3C,target_added,,00,10,00
145,145,00:10:00,K,17,256.816,c,no_gRNA,r17Ar3C,target_added,,00,10,00
146,146,00:10:00,M,17,65008.375,c,syn_11C,r17A-AAAAA-phos,target_added,,00,10,00
147,147,00:10:00,A,19,287.86,a,,,,0.0195312,00,10,00
148,148,00:10:00,C,19,457.189,b,,,,0.0195312,00,10,00
149,149,00:10:00,E,19,372.525,c,,,,0.0195312,00,10,00
150,150,00:10:00,G,19,28.222,,,,,,00,10,00
151,151,00:10:00,I,19,33.866,,,,,,00,10,00
152,152,00:10:00,K,19,22.577,,,,,,00,10,00
153,153,00:10:00,M,19,555.965,c,syn_11C,r17A-AAAAA-phos,no_target,,00,10,00
154,154,00:10:00,A,21,324.548,a,,,,0.0097656,00,10,00
155,155,00:10:00,C,21,383.8130000000001,b,,,,0.0097656,00,10,00
156,156,00:10:00,E,21,598.297,c,,,,0.0097656,00,10,00
157,157,00:10:00,G,21,19.755,,,,,,00,10,00
158,158,00:10:00,I,21,5.644,,,,,,00,10,00
159,159,00:10:00,K,21,50.799,,,,,,00,10,00
160,160,00:10:00,M,21,69292.406,c,syn_11C,r17A-AAAAA-phos,target_added,,00,10,00
161,161,00:10:00,A,23,392.28,a,,,,0,00,10,00
162,162,00:10:00,C,23,383.8130000000001,b,,,,0,00,10,00
163,163,00:10:00,E,23,349.94699999999995,c,,,,0,00,10,00
164,164,00:10:00,G,23,28.222,,,,,,00,10,00
165,165,00:10:00,I,23,22.577,,,,,,00,10,00
166,166,00:10:00,K,23,19.755,,,,,,00,10,00
167,167,00:10:00,M,23,68098.633,c,syn_11C,r17A-AAAAA-phos,target_added,,00,10,00
168,168,00:20:00,A,1,65739.203,a,,,,10,00,20,00
169,169,00:20:00,C,1,71220.531,b,,,,10,00,20,00
170,170,00:20:00,E,1,72745.477,c,,,,10,00,20,00
171,171,00:20:00,G,1,125381.461,a,alt-R_11C,r17Ar3C,target_added,,00,20,00
172,172,00:20:00,I,1,124963.508,b,alt-R_11C,r17Ar3C,target_added,,00,20,00
173,173,00:20:00,K,1,105588.258,c,alt-R_11C,r17Ar3C,target_added,,00,20,00
174,174,00:20:00,M,1,61717.871,a,syn_11C,r17A-AAAAA-phos,target_added,,00,20,00
175,175,00:20:00,A,3,32162.199,a,,,,5,00,20,00
176,176,00:20:00,C,3,35028.527,b,,,,5,00,20,00
177,177,00:20:00,E,3,35545.312999999995,c,,,,5,00,20,00
178,178,00:20:00,G,3,116584.797,a,syn_11C,r17Ar3C,target_added,,00,20,00
179,179,00:20:00,I,3,117460.227,b,syn_11C,r17Ar3C,target_added,,00,20,00
180,180,00:20:00,K,3,106486.273,c,syn_11C,r17Ar3C,target_added,,00,20,00
181,181,00:20:00,M,3,604.33,a,syn_11C,r17A-AAAAA-phos,no_target,,00,20,00
182,182,00:20:00,A,5,14114.204,a,,,,2.5,00,20,00
183,183,00:20:00,C,5,15800.113,b,,,,2.5,00,20,00
184,184,00:20:00,E,5,15215.553,c,,,,2.5,00,20,00
185,185,00:20:00,G,5,206.15,a,alt-R_11C,r17Ar3C,no_target,,00,20,00
186,186,00:20:00,I,5,124.255,b,alt-R_11C,r17Ar3C,no_target,,00,20,00
187,187,00:20:00,K,5,45.184,c,alt-R_11C,r17Ar3C,no_target,,00,20,00
188,188,00:20:00,M,5,63110.086,a,syn_11C,r17A-AAAAA-phos,target_added,,00,20,00
189,189,00:20:00,A,7,6000.937,a,,,,1.25,00,20,00
190,190,00:20:00,C,7,6814.24,b,,,,1.25,00,20,00
191,191,00:20:00,E,7,6605.267,c,,,,1.25,00,20,00
192,192,00:20:00,G,7,333.228,a,syn_11C,r17Ar3C,no_target,,00,20,00
193,193,00:20:00,I,7,369.94,b,syn_11C,r17Ar3C,no_target,,00,20,00
194,194,00:20:00,K,7,197.678,c,syn_11C,r17Ar3C,no_target,,00,20,00
195,195,00:20:00,M,7,63728.543,a,syn_11C,r17A-AAAAA-phos,target_added,,00,20,00
196,196,00:20:00,A,9,2451.206,a,,,,0.625,00,20,00
197,197,00:20:00,C,9,2493.5660000000007,b,,,,0.625,00,20,00
198,198,00:20:00,E,9,2939.753,c,,,,0.625,00,20,00
199,199,00:20:00,G,9,114449.867,a,alt-R_11C,r17Ar3C,target_added,,00,20,00
200,200,00:20:00,I,9,117386.805,b,alt-R_11C,r17Ar3C,target_added,,00,20,00
201,201,00:20:00,K,9,106836.445,c,alt-R_11C,r17Ar3C,target_added,,00,20,00
202,202,00:20:00,M,9,66275.758,b,syn_11C,r17A-AAAAA-phos,target_added,,00,20,00
203,203,00:20:00,A,11,2019.139,a,,,,0.3125,00,20,00
204,204,00:20:00,C,11,1505.1760000000004,b,,,,0.3125,00,20,00
205,205,00:20:00,E,11,1846.877,c,,,,0.3125,00,20,00
206,206,00:20:00,G,11,114972.305,a,syn_11C,r17Ar3C,target_added,,00,20,00
207,207,00:20:00,I,11,118530.508,b,syn_11C,r17Ar3C,target_added,,00,20,00
208,208,00:20:00,K,11,106813.859,c,syn_11C,r17Ar3C,target_added,,00,20,00
209,209,00:20:00,M,11,686.225,b,syn_11C,r17A-AAAAA-phos,no_target,,00,20,00
210,210,00:20:00,A,13,643.865,a,,,,0.15625,00,20,00
211,211,00:20:00,C,13,1056.165,b,,,,0.15625,00,20,00
212,212,00:20:00,E,13,810.4789999999998,c,,,,0.15625,00,20,00
213,213,00:20:00,G,13,3385.94,a,alt-R_11C,no_reporter,target_added,,00,20,00
214,214,00:20:00,I,13,3397.236,b,alt-R_11C,no_reporter,target_added,,00,20,00
215,215,00:20:00,K,13,2761.843,c,alt-R_11C,no_reporter,target_added,,00,20,00
216,216,00:20:00,M,13,65157.46900000001,b,syn_11C,r17A-AAAAA-phos,target_added,,00,20,00
217,217,00:20:00,A,15,914.966,a,,,,0.078125,00,20,00
218,218,00:20:00,C,15,768.12,b,,,,0.078125,00,20,00
219,219,00:20:00,E,15,624.097,c,,,,0.078125,00,20,00
220,220,00:20:00,G,15,2236.584,a,syn_11C,no_reporter,target_added,,00,20,00
221,221,00:20:00,I,15,2533.1020000000008,b,syn_11C,no_reporter,target_added,,00,20,00
222,222,00:20:00,K,15,1945.716,c,syn_11C,no_reporter,target_added,,00,20,00
223,223,00:20:00,M,15,61136.137,b,syn_11C,r17A-AAAAA-phos,target_added,,00,20,00
224,224,00:20:00,A,17,378.412,a,,,,0.0390625,00,20,00
225,225,00:20:00,C,17,426.419,b,,,,0.0390625,00,20,00
226,226,00:20:00,E,17,1152.18,c,,,,0.0390625,00,20,00
227,227,00:20:00,G,17,468.779,a,no_gRNA,r17Ar3C,target_added,,00,20,00
228,228,00:20:00,I,17,406.652,b,no_gRNA,r17Ar3C,target_added,,00,20,00
229,229,00:20:00,K,17,231.566,c,no_gRNA,r17Ar3C,target_added,,00,20,00
230,230,00:20:00,M,17,61370.523,c,syn_11C,r17A-AAAAA-phos,target_added,,00,20,00
231,231,00:20:00,A,19,316.285,a,,,,0.0195312,00,20,00
232,232,00:20:00,C,19,423.596,b,,,,0.0195312,00,20,00
233,233,00:20:00,E,19,485.723,c,,,,0.0195312,00,20,00
234,234,00:20:00,G,19,14.12,,,,,,00,20,00
235,235,00:20:00,I,19,25.416,,,,,,00,20,00
236,236,00:20:00,K,19,19.768,,,,,,00,20,00
237,237,00:20:00,M,19,655.161,c,syn_11C,r17A-AAAAA-phos,no_target,,00,20,00
238,238,00:20:00,A,21,338.876,a,,,,0.0097656,00,20,00
239,239,00:20:00,C,21,381.236,b,,,,0.0097656,00,20,00
240,240,00:20:00,E,21,601.506,c,,,,0.0097656,00,20,00
241,241,00:20:00,G,21,19.768,,,,,,00,20,00
242,242,00:20:00,I,21,8.472000000000001,,,,,,00,20,00
243,243,00:20:00,K,21,16.944000000000006,,,,,,00,20,00
244,244,00:20:00,M,21,64903.31200000001,c,syn_11C,r17A-AAAAA-phos,target_added,,00,20,00
245,245,00:20:00,A,23,401.004,a,,,,0,00,20,00
246,246,00:20:00,C,23,358.644,b,,,,0,00,20,00
247,247,00:20:00,E,23,423.596,c,,,,0,00,20,00
248,248,00:20:00,G,23,28.24,,,,,,00,20,00
249,249,00:20:00,I,23,28.24,,,,,,00,20,00
250,250,00:20:00,K,23,48.007,,,,,,00,20,00
251,251,00:20:00,M,23,63923.395,c,syn_11C,r17A-AAAAA-phos,target_added,,00,20,00
252,252,00:30:00,A,1,66364.203,a,,,,10,00,30,00
253,253,00:30:00,C,1,71210.227,b,,,,10,00,30,00
254,254,00:30:00,E,1,71879.43,c,,,,10,00,30,00
255,255,00:30:00,G,1,122335.961,a,alt-R_11C,r17Ar3C,target_added,,00,30,00
256,256,00:30:00,I,1,121507.961,b,alt-R_11C,r17Ar3C,target_added,,00,30,00
257,257,00:30:00,K,1,103235.406,c,alt-R_11C,r17Ar3C,target_added,,00,30,00
258,258,00:30:00,M,1,60928.371,a,syn_11C,r17A-AAAAA-phos,target_added,,00,30,00
259,259,00:30:00,A,3,33182.102,a,,,,5,00,30,00
260,260,00:30:00,C,3,36791.813,b,,,,5,00,30,00
261,261,00:30:00,E,3,36465.719,c,,,,5,00,30,00
262,262,00:30:00,G,3,111518.18,a,syn_11C,r17Ar3C,target_added,,00,30,00
263,263,00:30:00,I,3,113120.289,b,syn_11C,r17Ar3C,target_added,,00,30,00
264,264,00:30:00,K,3,102157.883,c,syn_11C,r17Ar3C,target_added,,00,30,00
265,265,00:30:00,M,3,745.7610000000002,a,syn_11C,r17A-AAAAA-phos,no_target,,00,30,00
266,266,00:30:00,A,5,15187.432,a,,,,2.5,00,30,00
267,267,00:30:00,C,5,16199.739,b,,,,2.5,00,30,00
268,268,00:30:00,E,5,16409.572,c,,,,2.5,00,30,00
269,269,00:30:00,G,5,229.683,a,alt-R_11C,r17Ar3C,no_target,,00,30,00
270,270,00:30:00,I,5,150.286,b,alt-R_11C,r17Ar3C,no_target,,00,30,00
271,271,00:30:00,K,5,73.725,c,alt-R_11C,r17Ar3C,no_target,,00,30,00
272,272,00:30:00,M,5,60227.98,a,syn_11C,r17A-AAAAA-phos,target_added,,00,30,00
273,273,00:30:00,A,7,6465.15,a,,,,1.25,00,30,00
274,274,00:30:00,C,7,7100.323,b,,,,1.25,00,30,00
275,275,00:30:00,E,7,7344.184,c,,,,1.25,00,30,00
276,276,00:30:00,G,7,442.352,a,syn_11C,r17Ar3C,no_target,,00,30,00
277,277,00:30:00,I,7,368.627,b,syn_11C,r17Ar3C,no_target,,00,30,00
278,278,00:30:00,K,7,184.314,c,syn_11C,r17Ar3C,no_target,,00,30,00
279,279,00:30:00,M,7,61940.68,a,syn_11C,r17A-AAAAA-phos,target_added,,00,30,00
280,280,00:30:00,A,9,2761.867,a,,,,0.625,00,30,00
281,281,00:30:00,C,9,2861.113,b,,,,0.625,00,30,00
282,282,00:30:00,E,9,3076.617,c,,,,0.625,00,30,00
283,283,00:30:00,G,9,110656.164,a,alt-R_11C,r17Ar3C,target_added,,00,30,00
284,284,00:30:00,I,9,111844.273,b,alt-R_11C,r17Ar3C,target_added,,00,30,00
285,285,00:30:00,K,9,101826.117,c,alt-R_11C,r17Ar3C,target_added,,00,30,00
286,286,00:30:00,M,9,63676.059,b,syn_11C,r17A-AAAAA-phos,target_added,,00,30,00
287,287,00:30:00,A,11,2194.749,a,,,,0.3125,00,30,00
288,288,00:30:00,C,11,1655.986,b,,,,0.3125,00,30,00
289,289,00:30:00,E,11,1965.065,c,,,,0.3125,00,30,00
290,290,00:30:00,G,11,110313.047,a,syn_11C,r17Ar3C,target_added,,00,30,00
291,291,00:30:00,I,11,115666.641,b,syn_11C,r17Ar3C,target_added,,00,30,00
292,292,00:30:00,K,11,103266.602,c,syn_11C,r17Ar3C,target_added,,00,30,00
293,293,00:30:00,M,11,745.7610000000002,b,syn_11C,r17A-AAAAA-phos,no_target,,00,30,00
294,294,00:30:00,A,13,742.925,a,,,,0.15625,00,30,00
295,295,00:30:00,C,13,1173.935,b,,,,0.15625,00,30,00
296,296,00:30:00,E,13,1037.827,c,,,,0.15625,00,30,00
297,297,00:30:00,G,13,3754.324,a,alt-R_11C,no_reporter,target_added,,00,30,00
298,298,00:30:00,I,13,3910.282,b,alt-R_11C,no_reporter,target_added,,00,30,00
299,299,00:30:00,K,13,2872.455,c,alt-R_11C,no_reporter,target_added,,00,30,00
300,300,00:30:00,M,13,62845.23,b,syn_11C,r17A-AAAAA-phos,target_added,,00,30,00
301,301,00:30:00,A,15,1069.018,a,,,,0.078125,00,30,00
302,302,00:30:00,C,15,845.007,b,,,,0.078125,00,30,00
303,303,00:30:00,E,15,615.3240000000002,c,,,,0.078125,00,30,00
304,304,00:30:00,G,15,2685.306,a,syn_11C,no_reporter,target_added,,00,30,00
305,305,00:30:00,I,15,2852.606,b,syn_11C,no_reporter,target_added,,00,30,00
306,306,00:30:00,K,15,2367.72,c,syn_11C,no_reporter,target_added,,00,30,00
307,307,00:30:00,M,15,58657.066,b,syn_11C,r17A-AAAAA-phos,target_added,,00,30,00
308,308,00:30:00,A,17,399.819,a,,,,0.0390625,00,30,00
309,309,00:30:00,C,17,535.927,b,,,,0.0390625,00,30,00
310,310,00:30:00,E,17,1222.14,c,,,,0.0390625,00,30,00
311,311,00:30:00,G,17,518.913,a,no_gRNA,r17Ar3C,target_added,,00,30,00
312,312,00:30:00,I,17,374.298,b,no_gRNA,r17Ar3C,target_added,,00,30,00
313,313,00:30:00,K,17,320.422,c,no_gRNA,r17Ar3C,target_added,,00,30,00
314,314,00:30:00,M,17,58926.445,c,syn_11C,r17A-AAAAA-phos,target_added,,00,30,00
315,315,00:30:00,A,19,402.654,a,,,,0.0195312,00,30,00
316,316,00:30:00,C,19,462.202,b,,,,0.0195312,00,30,00
317,317,00:30:00,E,19,518.913,c,,,,0.0195312,00,30,00
318,318,00:30:00,G,19,8.507,,,,,,00,30,00
319,319,00:30:00,I,19,36.863,,,,,,00,30,00
320,320,00:30:00,K,19,34.027,,,,,,00,30,00
321,321,00:30:00,M,19,691.885,c,syn_11C,r17A-AAAAA-phos,no_target,,00,30,00
322,322,00:30:00,A,21,394.147,a,,,,0.0097656,00,30,00
323,323,00:30:00,C,21,482.051,b,,,,0.0097656,00,30,00
324,324,00:30:00,E,21,706.062,c,,,,0.0097656,00,30,00
325,325,00:30:00,G,21,2.8360000000000003,,,,,,00,30,00
326,326,00:30:00,I,21,34.027,,,,,,00,30,00
327,327,00:30:00,K,21,36.863,,,,,,00,30,00
328,328,00:30:00,M,21,62850.902,c,syn_11C,r17A-AAAAA-phos,target_added,,00,30,00
329,329,00:30:00,A,23,433.846,a,,,,0,00,30,00
330,330,00:30:00,C,23,413.996,b,,,,0,00,30,00
331,331,00:30:00,E,23,487.722,c,,,,0,00,30,00
332,332,00:30:00,G,23,25.52,,,,,,00,30,00
333,333,00:30:00,I,23,22.685,,,,,,00,30,00
334,334,00:30:00,K,23,28.356,,,,,,00,30,00
335,335,00:30:00,M,23,62419.895,c,syn_11C,r17A-AAAAA-phos,target_added,,00,30,00
336,336,00:40:00,A,1,67190.555,a,,,,10,00,40,00
337,337,00:40:00,C,1,69357.523,b,,,,10,00,40,00
338,338,00:40:00,E,1,70909.016,c,,,,10,00,40,00
339,339,00:40:00,G,1,118596.75,a,alt-R_11C,r17Ar3C,target_added,,00,40,00
340,340,00:40:00,I,1,117847.953,b,alt-R_11C,r17Ar3C,target_added,,00,40,00
341,341,00:40:00,K,1,98963.461,c,alt-R_11C,r17Ar3C,target_added,,00,40,00
342,342,00:40:00,M,1,58335.434,a,syn_11C,r17A-AAAAA-phos,target_added,,00,40,00
343,343,00:40:00,A,3,34512.836,a,,,,5,00,40,00
344,344,00:40:00,C,3,36850.0,b,,,,5,00,40,00
345,345,00:40:00,E,3,36906.727,c,,,,5,00,40,00
346,346,00:40:00,G,3,107492.398,a,syn_11C,r17Ar3C,target_added,,00,40,00
347,347,00:40:00,I,3,107495.234,b,syn_11C,r17Ar3C,target_added,,00,40,00
