,Unnamed: 0,time,row_384,column_384,rfu_value,replicate,gRNA,reporter,target,standard_conc,hours,minutes,seconds
1302,1302,02:30:00,A,13,1093.825,a,,,,0.15625,02,30,00
1303,1303,02:30:00,C,13,1243.625,b,,,,0.15625,02,30,00
1304,1304,02:30:00,E,13,1291.674,c,,,,0.15625,02,30,00
1305,1305,02:30:00,G,13,4304.638,a,alt-R_11C,no_reporter,target_added,,02,30,00
1306,1306,02:30:00,I,13,4437.48,b,alt-R_11C,no_reporter,target_added,,02,30,00
1307,1307,02:30:00,K,13,3425.621,c,alt-R_11C,no_reporter,target_added,,02,30,00
1308,1308,02:30:00,M,13,43179.227,b,syn_11C,r17A-AAAAA-phos,target_added,,02,30,00
1309,1309,02:30:00,A,15,1031.643,a,,,,0.078125,02,30,00
1310,1310,02:30:00,C,15,862.058,b,,,,0.078125,02,30,00
1311,1311,02:30:00,E,15,765.96,c,,,,0.078125,02,30,00
1312,1312,02:30:00,G,15,3193.855,a,syn_11C,no_reporter,target_added,,02,30,00
1313,1313,02:30:00,I,15,3496.282,b,syn_11C,no_reporter,target_added,,02,30,00
1314,1314,02:30:00,K,15,2806.635,c,syn_11C,no_reporter,target_added,,02,30,00
1315,1315,02:30:00,M,15,40711.758,b,syn_11C,r17A-AAAAA-phos,target_added,,02,30,00
1316,1316,02:30:00,A,17,624.639,a,,,,0.0390625,02,30,00
1317,1317,02:30:00,C,17,635.945,b,,,,0.0390625,02,30,00
1318,1318,02:30:00,E,17,944.024,c,,,,0.0390625,02,30,00
1319,1319,02:30:00,G,17,873.3639999999998,a,no_gRNA,r17Ar3C,target_added,,02,30,00
1320,1320,02:30:00,I,17,706.605,b,no_gRNA,r17Ar3C,target_added,,02,30,00
1321,1321,02:30:00,K,17,460.707,c,no_gRNA,r17Ar3C,target_added,,02,30,00
1322,1322,02:30:00,M,17,40768.289,c,syn_11C,r17A-AAAAA-phos,target_added,,02,30,00
1323,1323,02:30:00,A,19,559.631,a,,,,0.0195312,02,30,00
1324,1324,02:30:00,C,19,712.258,b,,,,0.0195312,02,30,00
1325,1325,02:30:00,E,19,695.299,c,,,,0.0195312,02,30,00
1326,1326,02:30:00,G,19,11.306,,,,,,02,30,00
1327,1327,02:30:00,I,19,16.959,,,,,,02,30,00
1328,1328,02:30:00,K,19,33.917,,,,,,02,30,00
1329,1329,02:30:00,M,19,1090.998,c,syn_11C,r17A-AAAAA-phos,no_target,,02,30,00
1330,1330,02:30:00,A,21,494.624,a,,,,0.0097656,02,30,00
1331,1331,02:30:00,C,21,573.763,b,,,,0.0097656,02,30,00
1332,1332,02:30:00,E,21,655.73,c,,,,0.0097656,02,30,00
1333,1333,02:30:00,G,21,19.785,,,,,,02,30,00
1334,1334,02:30:00,I,21,16.959,,,,,,02,30,00
1335,1335,02:30:00,K,21,33.917,,,,,,02,30,00
1336,1336,02:30:00,M,21,43006.813,c,syn_11C,r17A-AAAAA-phos,target_added,,02,30,00
1337,1337,02:30:00,A,23,537.02,a,,,,0,02,30,00
1338,1338,02:30:00,C,23,517.235,b,,,,0,02,30,00
1339,1339,02:30:00,E,23,553.9780000000002,c,,,,0,02,30,00
1340,1340,02:30:00,G,23,2.826,,,,,,02,30,00
1341,1341,02:30:00,I,23,14.132,,,,,,02,30,00
1342,1342,02:30:00,K,23,11.306,,,,,,02,30,00
1343,1343,02:30:00,M,23,42596.98,c,syn_11C,r17A-AAAAA-phos,target_added,,02,30,00
1344,1344,02:40:00,A,1,45608.91,a,,,,10,02,40,00
1345,1345,02:40:00,C,1,44421.148,b,,,,10,02,40,00
1346,1346,02:40:00,E,1,45445.273,c,,,,10,02,40,00
1347,1347,02:40:00,G,1,78488.18,a,alt-R_11C,r17Ar3C,target_added,,02,40,00
1348,1348,02:40:00,I,1,78617.953,b,alt-R_11C,r17Ar3C,target_added,,02,40,00
1349,1349,02:40:00,K,1,65092.711,c,alt-R_11C,r17Ar3C,target_added,,02,40,00
1350,1350,02:40:00,M,1,40161.004,a,syn_11C,r17A-AAAAA-phos,target_added,,02,40,00
1351,1351,02:40:00,A,3,23755.229,a,,,,5,02,40,00
1352,1352,02:40:00,C,3,25603.17,b,,,,5,02,40,00
1353,1353,02:40:00,E,3,26147.68,c,,,,5,02,40,00
1354,1354,02:40:00,G,3,72704.539,a,syn_11C,r17Ar3C,target_added,,02,40,00
1355,1355,02:40:00,I,3,71573.203,b,syn_11C,r17Ar3C,target_added,,02,40,00
1356,1356,02:40:00,K,3,64669.52,c,syn_11C,r17Ar3C,target_added,,02,40,00
1357,1357,02:40:00,M,3,984.629,a,syn_11C,r17A-AAAAA-phos,no_target,,02,40,00
1358,1358,02:40:00,A,5,14148.749,a,,,,2.5,02,40,00
1359,1359,02:40:00,C,5,14786.36,b,,,,2.5,02,40,00
1360,1360,02:40:00,E,5,14995.135,c,,,,2.5,02,40,00
1361,1361,02:40:00,G,5,287.771,a,alt-R_11C,r17Ar3C,no_target,,02,40,00
1362,1362,02:40:00,I,5,273.665,b,alt-R_11C,r17Ar3C,no_target,,02,40,00
1363,1363,02:40:00,K,5,183.384,c,alt-R_11C,r17Ar3C,no_target,,02,40,00
1364,1364,02:40:00,M,5,41563.184,a,syn_11C,r17A-AAAAA-phos,target_added,,02,40,00
1365,1365,02:40:00,A,7,7115.283,a,,,,1.25,02,40,00
1366,1366,02:40:00,C,7,7640.041999999998,b,,,,1.25,02,40,00
1367,1367,02:40:00,E,7,7719.039000000002,c,,,,1.25,02,40,00
1368,1368,02:40:00,G,7,660.181,a,syn_11C,r17Ar3C,no_target,,02,40,00
1369,1369,02:40:00,I,7,626.326,b,syn_11C,r17Ar3C,no_target,,02,40,00
1370,1370,02:40:00,K,7,307.52,c,syn_11C,r17Ar3C,no_target,,02,40,00
1371,1371,02:40:00,M,7,42536.527,a,syn_11C,r17A-AAAAA-phos,target_added,,02,40,00
1372,1372,02:40:00,A,9,3489.931,a,,,,0.625,02,40,00
1373,1373,02:40:00,C,9,3752.31,b,,,,0.625,02,40,00
1374,1374,02:40:00,E,9,3509.68,c,,,,0.625,02,40,00
1375,1375,02:40:00,G,9,71240.289,a,alt-R_11C,r17Ar3C,target_added,,02,40,00
1376,1376,02:40:00,I,9,71550.633,b,alt-R_11C,r17Ar3C,target_added,,02,40,00
1377,1377,02:40:00,K,9,64440.996,c,alt-R_11C,r17Ar3C,target_added,,02,40,00
1378,1378,02:40:00,M,9,42090.766,b,syn_11C,r17A-AAAAA-phos,target_added,,02,40,00
1379,1379,02:40:00,A,11,2257.029,a,,,,0.3125,02,40,00
1380,1380,02:40:00,C,11,1994.649,b,,,,0.3125,02,40,00
1381,1381,02:40:00,E,11,2115.965,c,,,,0.3125,02,40,00
1382,1382,02:40:00,G,11,69860.688,a,syn_11C,r17Ar3C,target_added,,02,40,00
1383,1383,02:40:00,I,11,73184.156,b,syn_11C,r17Ar3C,target_added,,02,40,00
1384,1384,02:40:00,K,11,63146.02,c,syn_11C,r17Ar3C,target_added,,02,40,00
1385,1385,02:40:00,M,11,1269.579,b,syn_11C,r17A-AAAAA-phos,no_target,,02,40,00
1386,1386,02:40:00,A,13,1165.191,a,,,,0.15625,02,40,00
1387,1387,02:40:00,C,13,1317.5410000000004,b,,,,0.15625,02,40,00
1388,1388,02:40:00,E,13,1232.902,c,,,,0.15625,02,40,00
1389,1389,02:40:00,G,13,4392.742,a,alt-R_11C,no_reporter,target_added,,02,40,00
1390,1390,02:40:00,I,13,4522.521,b,alt-R_11C,no_reporter,target_added,,02,40,00
1391,1391,02:40:00,K,13,3687.421,c,alt-R_11C,no_reporter,target_added,,02,40,00
1392,1392,02:40:00,M,13,41853.777,b,syn_11C,r17A-AAAAA-phos,target_added,,02,40,00
1393,1393,02:40:00,A,15,925.382,a,,,,0.078125,02,40,00
1394,1394,02:40:00,C,15,894.3480000000002,b,,,,0.078125,02,40,00
1395,1395,02:40:00,E,15,874.5989999999998,c,,,,0.078125,02,40,00
1396,1396,02:40:00,G,15,3295.262,a,syn_11C,no_reporter,target_added,,02,40,00
1397,1397,02:40:00,I,15,3379.901,b,syn_11C,no_reporter,target_added,,02,40,00
1398,1398,02:40:00,K,15,2826.928,c,syn_11C,no_reporter,target_added,,02,40,00
1399,1399,02:40:00,M,15,40138.434,b,syn_11C,r17A-AAAAA-phos,target_added,,02,40,00
1400,1400,02:40:00,A,17,671.466,a,,,,0.0390625,02,40,00
1401,1401,02:40:00,C,17,626.326,b,,,,0.0390625,02,40,00
1402,1402,02:40:00,E,17,1097.48,c,,,,0.0390625,02,40,00
1403,1403,02:40:00,G,17,863.314,a,no_gRNA,r17Ar3C,target_added,,02,40,00
1404,1404,02:40:00,I,17,648.896,b,no_gRNA,r17Ar3C,target_added,,02,40,00
1405,1405,02:40:00,K,17,479.619,c,no_gRNA,r17Ar3C,target_added,,02,40,00
1406,1406,02:40:00,M,17,38835.004,c,syn_11C,r17A-AAAAA-phos,target_added,,02,40,00
1407,1407,02:40:00,A,19,527.581,a,,,,0.0195312,02,40,00
1408,1408,02:40:00,C,19,592.47,b,,,,0.0195312,02,40,00
1409,1409,02:40:00,E,19,598.113,c,,,,0.0195312,02,40,00
1410,1410,02:40:00,G,19,8.464,,,,,,02,40,00
1411,1411,02:40:00,I,19,5.643,,,,,,02,40,00
1412,1412,02:40:00,K,19,28.213,,,,,,02,40,00
1413,1413,02:40:00,M,19,1083.374,c,syn_11C,r17A-AAAAA-phos,no_target,,02,40,00
1414,1414,02:40:00,A,21,536.044,a,,,,0.0097656,02,40,00
1415,1415,02:40:00,C,21,488.082,b,,,,0.0097656,02,40,00
1416,1416,02:40:00,E,21,705.321,c,,,,0.0097656,02,40,00
1417,1417,02:40:00,G,21,19.749,,,,,,02,40,00
1418,1418,02:40:00,I,21,16.928,,,,,,02,40,00
1419,1419,02:40:00,K,21,19.749,,,,,,02,40,00
1420,1420,02:40:00,M,21,41724.0,c,syn_11C,r17A-AAAAA-phos,target_added,,02,40,00
1421,1421,02:40:00,A,23,488.082,a,,,,0,02,40,00
1422,1422,02:40:00,C,23,584.006,b,,,,0,02,40,00
1423,1423,02:40:00,E,23,502.189,c,,,,0,02,40,00
1424,1424,02:40:00,G,23,14.106,,,,,,02,40,00
1425,1425,02:40:00,I,23,14.106,,,,,,02,40,00
1426,1426,02:40:00,K,23,31.034,,,,,,02,40,00
1427,1427,02:40:00,M,23,42082.301,c,syn_11C,r17A-AAAAA-phos,target_added,,02,40,00
1428,1428,02:50:00,A,1,43306.402,a,,,,10,02,50,00
1429,1429,02:50:00,C,1,43119.953,b,,,,10,02,50,00
1430,1430,02:50:00,E,1,44348.805,c,,,,10,02,50,00
1431,1431,02:50:00,G,1,76835.664,a,alt-R_11C,r17Ar3C,target_added,,02,50,00
1432,1432,02:50:00,I,1,76197.227,b,alt-R_11C,r17Ar3C,target_added,,02,50,00
1433,1433,02:50:00,K,1,62352.176,c,alt-R_11C,r17Ar3C,target_added,,02,50,00
1434,1434,02:50:00,M,1,39170.68,a,syn_11C,r17A-AAAAA-phos,target_added,,02,50,00
1435,1435,02:50:00,A,3,23223.867,a,,,,5,02,50,00
1436,1436,02:50:00,C,3,24489.443,b,,,,5,02,50,00
1437,1437,02:50:00,E,3,24749.34,c,,,,5,02,50,00
1438,1438,02:50:00,G,3,69417.367,a,syn_11C,r17Ar3C,target_added,,02,50,00
1439,1439,02:50:00,I,3,68897.57,b,syn_11C,r17Ar3C,target_added,,02,50,00
1440,1440,02:50:00,K,3,62462.348,c,syn_11C,r17Ar3C,target_added,,02,50,00
1441,1441,02:50:00,M,3,1152.577,a,syn_11C,r17A-AAAAA-phos,no_target,,02,50,00
1442,1442,02:50:00,A,5,13582.333,a,,,,2.5,02,50,00
1443,1443,02:50:00,C,5,14189.696000000002,b,,,,2.5,02,50,00
1444,1444,02:50:00,E,5,14633.213,c,,,,2.5,02,50,00
1445,1445,02:50:00,G,5,316.394,a,alt-R_11C,r17Ar3C,no_target,,02,50,00
1446,1446,02:50:00,I,5,192.096,b,alt-R_11C,r17Ar3C,no_target,,02,50,00
1447,1447,02:50:00,K,5,127.123,c,alt-R_11C,r17Ar3C,no_target,,02,50,00
1448,1448,02:50:00,M,5,40684.852,a,syn_11C,r17A-AAAAA-phos,target_added,,02,50,00
1449,1449,02:50:00,A,7,6878.74,a,,,,1.25,02,50,00
1450,1450,02:50:00,C,7,7706.449,b,,,,1.25,02,50,00
1451,1451,02:50:00,E,7,7556.727,c,,,,1.25,02,50,00
1452,1452,02:50:00,G,7,666.687,a,syn_11C,r17Ar3C,no_target,,02,50,00
1453,1453,02:50:00,I,7,706.2360000000001,b,syn_11C,r17Ar3C,no_target,,02,50,00
1454,1454,02:50:00,K,7,353.11800000000005,c,syn_11C,r17Ar3C,no_target,,02,50,00
1455,1455,02:50:00,M,7,40837.398,a,syn_11C,r17A-AAAAA-phos,target_added,,02,50,00
1456,1456,02:50:00,A,9,3206.312,a,,,,0.625,02,50,00
1457,1457,02:50:00,C,9,3483.157,b,,,,0.625,02,50,00
1458,1458,02:50:00,E,9,3683.728,c,,,,0.625,02,50,00
1459,1459,02:50:00,G,9,68778.922,a,alt-R_11C,r17Ar3C,target_added,,02,50,00
1460,1460,02:50:00,I,9,68874.969,b,alt-R_11C,r17Ar3C,target_added,,02,50,00
1461,1461,02:50:00,K,9,61999.059,c,alt-R_11C,r17Ar3C,target_added,,02,50,00
1462,1462,02:50:00,M,9,41402.387,b,syn_11C,r17A-AAAAA-phos,target_added,,02,50,00
1463,1463,02:50:00,A,11,2223.231,a,,,,0.3125,02,50,00
1464,1464,02:50:00,C,11,2107.409,b,,,,0.3125,02,50,00
1465,1465,02:50:00,E,11,2161.083,c,,,,0.3125,02,50,00
1466,1466,02:50:00,G,11,68293.031,a,syn_11C,r17Ar3C,target_added,,02,50,00
1467,1467,02:50:00,I,11,71239.453,b,syn_11C,r17Ar3C,target_added,,02,50,00
1468,1468,02:50:00,K,11,61747.637,c,syn_11C,r17Ar3C,target_added,,02,50,00
1469,1469,02:50:00,M,11,1152.577,b,syn_11C,r17A-AAAAA-phos,no_target,,02,50,00
1470,1470,02:50:00,A,13,1087.604,a,,,,0.15625,02,50,00
1471,1471,02:50:00,C,13,1305.124,b,,,,0.15625,02,50,00
1472,1472,02:50:00,E,13,1223.201,c,,,,0.15625,02,50,00
1473,1473,02:50:00,G,13,3940.798,a,alt-R_11C,no_reporter,target_added,,02,50,00
1474,1474,02:50:00,I,13,4392.789000000002,b,alt-R_11C,no_reporter,target_added,,02,50,00
1475,1475,02:50:00,K,13,3559.43,c,alt-R_11C,no_reporter,target_added,,02,50,00
1476,1476,02:50:00,M,13,41436.285,b,syn_11C,r17A-AAAAA-phos,target_added,,02,50,00
1477,1477,02:50:00,A,15,881.383,a,,,,0.078125,02,50,00
1478,1478,02:50:00,C,15,889.857,b,,,,0.078125,02,50,00
1479,1479,02:50:00,E,15,675.1619999999998,c,,,,0.078125,02,50,00
1480,1480,02:50:00,G,15,3019.866,a,syn_11C,no_reporter,target_added,,02,50,00
1481,1481,02:50:00,I,15,3322.135,b,syn_11C,no_reporter,target_added,,02,50,00
1482,1482,02:50:00,K,15,2839.0690000000004,c,syn_11C,no_reporter,target_added,,02,50,00
1483,1483,02:50:00,M,15,38009.629,b,syn_11C,r17A-AAAAA-phos,target_added,,02,50,00
1484,1484,02:50:00,A,17,629.9630000000002,a,,,,0.0390625,02,50,00
1485,1485,02:50:00,C,17,717.5360000000002,b,,,,0.0390625,02,50,00
1486,1486,02:50:00,E,17,960.481,c,,,,0.0390625,02,50,00
1487,1487,02:50:00,G,17,918.107,a,no_gRNA,r17Ar3C,target_added,,02,50,00
1488,1488,02:50:00,I,17,635.613,b,no_gRNA,r17Ar3C,target_added,,02,50,00
1489,1489,02:50:00,K,17,505.665,c,no_gRNA,r17Ar3C,target_added,,02,50,00
1490,1490,02:50:00,M,17,39142.434,c,syn_11C,r17A-AAAAA-phos,target_added,,02,50,00
1491,1491,02:50:00,A,19,629.9630000000002,a,,,,0.0195312,02,50,00
1492,1492,02:50:00,C,19,649.737,b,,,,0.0195312,02,50,00
1493,1493,02:50:00,E,19,536.739,c,,,,0.0195312,02,50,00
1494,1494,02:50:00,G,19,8.475,,,,,,02,50,00
1495,1495,02:50:00,I,19,11.3,,,,,,02,50,00
1496,1496,02:50:00,K,19,25.424,,,,,,02,50,00
1497,1497,02:50:00,M,19,1183.652,c,syn_11C,r17A-AAAAA-phos,no_target,,02,50,00
1498,1498,02:50:00,A,21,494.365,a,,,,0.0097656,02,50,00
1499,1499,02:50:00,C,21,579.114,b,,,,0.0097656,02,50,00
1500,1500,02:50:00,E,21,709.061,c,,,,0.0097656,02,50,00
1501,1501,02:50:00,G,21,11.3,,,,,,02,50,00
1502,1502,02:50:00,I,21,16.95,,,,,,02,50,00
1503,1503,02:50:00,K,21,16.95,,,,,,02,50,00
1504,1504,02:50:00,M,21,40337.383,c,syn_11C,r17A-AAAAA-phos,target_added,,02,50,00
1505,1505,02:50:00,A,23,525.44,a,,,,0,02,50,00
1506,1506,02:50:00,C,23,500.015,b,,,,0,02,50,00
1507,1507,02:50:00,E,23,491.54,c,,,,0,02,50,00
1508,1508,02:50:00,G,23,0.0,,,,,,02,50,00
1509,1509,02:50:00,I,23,14.125,,,,,,02,50,00
1510,1510,02:50:00,K,23,14.125,,,,,,02,50,00
1511,1511,02:50:00,M,23,40391.059,c,syn_11C,r17A-AAAAA-phos,target_added,,02,50,00
1512,1512,03:00:00,A,1,41779.215,a,,,,10,03,00,00
1513,1513,03:00:00,C,1,41928.566,b,,,,10,03,00,00
1514,1514,03:00:00,E,1,42249.81200000001,c,,,,10,03,00,00
1515,1515,03:00:00,G,1,74298.578,a,alt-R_11C,r17Ar3C,target_added,,03,00,00
1516,1516,03:00:00,I,1,74070.32,b,alt-R_11C,r17Ar3C,target_added,,03,00,00
1517,1517,03:00:00,K,1,59735.31200000001,c,alt-R_11C,r17Ar3C,target_added,,03,00,00
1518,1518,03:00:00,M,1,37879.145,a,syn_11C,r17A-AAAAA-phos,target_added,,03,00,00
1519,1519,03:00:00,A,3,21892.805,a,,,,5,03,00,00
1520,1520,03:00:00,C,3,23645.582,b,,,,5,03,00,00
1521,1521,03:00:00,E,3,24009.1,c,,,,5,03,00,00
1522,1522,03:00:00,G,3,66845.055,a,syn_11C,r17Ar3C,target_added,,03,00,00
1523,1523,03:00:00,I,3,66039.109,b,syn_11C,r17Ar3C,target_added,,03,00,00
1524,1524,03:00:00,K,3,60228.457,c,syn_11C,r17Ar3C,target_added,,03,00,00
1525,1525,03:00:00,M,3,1113.098,a,syn_11C,r17A-AAAAA-phos,no_target,,03,00,00
1526,1526,03:00:00,A,5,12971.112,a,,,,2.5,03,00,00
1527,1527,03:00:00,C,5,13624.881,b,,,,2.5,03,00,00
1528,1528,03:00:00,E,5,14222.291,c,,,,2.5,03,00,00
1529,1529,03:00:00,G,5,312.795,a,alt-R_11C,r17Ar3C,no_target,,03,00,00
1530,1530,03:00:00,I,5,205.712,b,alt-R_11C,r17Ar3C,no_target,,03,00,00
1531,1531,03:00:00,K,5,121.173,c,alt-R_11C,r17Ar3C,no_target,,03,00,00
1532,1532,03:00:00,M,5,39237.406,a,syn_11C,r17A-AAAAA-phos,target_added,,03,00,00
1533,1533,03:00:00,A,7,6734.946999999999,a,,,,1.25,03,00,00
1534,1534,03:00:00,C,7,7202.729,b,,,,1.25,03,00,00
1535,1535,03:00:00,E,7,7473.254,c,,,,1.25,03,00,00
1536,1536,03:00:00,G,7,752.398,a,syn_11C,r17Ar3C,no_target,,03,00,00
1537,1537,03:00:00,I,7,659.405,b,syn_11C,r17Ar3C,no_target,,03,00,00
1538,1538,03:00:00,K,7,332.52,c,syn_11C,r17Ar3C,no_target,,03,00,00
1539,1539,03:00:00,M,7,39924.988,a,syn_11C,r17A-AAAAA-phos,target_added,,03,00,00
1540,1540,03:00:00,A,9,3297.024000000001,a,,,,0.625,03,00,00
1541,1541,03:00:00,C,9,3468.92,b,,,,0.625,03,00,00
1542,1542,03:00:00,E,9,3761.989,c,,,,0.625,03,00,00
1543,1543,03:00:00,G,9,66526.625,a,alt-R_11C,r17Ar3C,target_added,,03,00,00
1544,1544,03:00:00,I,9,67363.555,b,alt-R_11C,r17Ar3C,target_added,,03,00,00
1545,1545,03:00:00,K,9,60327.086,c,alt-R_11C,r17Ar3C,target_added,,03,00,00
1546,1546,03:00:00,M,9,39888.355,b,syn_11C,r17A-AAAAA-phos,target_added,,03,00,00
1547,1547,03:00:00,A,11,2223.378,a,,,,0.3125,03,00,00
1548,1548,03:00:00,C,11,2023.302,b,,,,0.3125,03,00,00
1549,1549,03:00:00,E,11,2085.297,c,,,,0.3125,03,00,00
1550,1550,03:00:00,G,11,65469.879,a,syn_11C,r17Ar3C,target_added,,03,00,00
1551,1551,03:00:00,I,11,68245.578,b,syn_11C,r17Ar3C,target_added,,03,00,00
1552,1552,03:00:00,K,11,59349.254,c,syn_11C,r17Ar3C,target_added,,03,00,00
1553,1553,03:00:00,M,11,1290.63,b,syn_11C,r17A-AAAAA-phos,no_target,,03,00,00
1554,1554,03:00:00,A,13,1073.646,a,,,,0.15625,03,00,00
1555,1555,03:00:00,C,13,1192.001,b,,,,0.15625,03,00,00
1556,1556,03:00:00,E,13,1076.464,c,,,,0.15625,03,00,00
1557,1557,03:00:00,G,13,4198.774,a,alt-R_11C,no_reporter,target_added,,03,00,00
1558,1558,03:00:00,I,13,4131.143,b,alt-R_11C,no_reporter,target_added,,03,00,00
1559,1559,03:00:00,K,13,3468.92,c,alt-R_11C,no_reporter,target_added,,03,00,00
1560,1560,03:00:00,M,13,40232.148,b,syn_11C,r17A-AAAAA-phos,target_added,,03,00,00
1561,1561,03:00:00,A,15,1003.197,a,,,,0.078125,03,00,00
1562,1562,03:00:00,C,15,901.75,b,,,,0.078125,03,00,00
1563,1563,03:00:00,E,15,811.575,c,,,,0.078125,03,00,00
1564,1564,03:00:00,G,15,3240.665,a,syn_11C,no_reporter,target_added,,03,00,00
1565,1565,03:00:00,I,15,3108.22,b,syn_11C,no_reporter,target_added,,03,00,00
1566,1566,03:00:00,K,15,2826.423,c,syn_11C,no_reporter,target_added,,03,00,00
1567,1567,03:00:00,M,15,37107.02,b,syn_11C,r17A-AAAAA-phos,target_added,,03,00,00
1568,1568,03:00:00,A,17,636.861,a,,,,0.0390625,03,00,00
1569,1569,03:00:00,C,17,586.138,b,,,,0.0390625,03,00,00
1570,1570,03:00:00,E,17,958.11,c,,,,0.0390625,03,00,00
1571,1571,03:00:00,G,17,814.393,a,no_gRNA,r17Ar3C,target_added,,03,00,00
1572,1572,03:00:00,I,17,600.227,b,no_gRNA,r17Ar3C,target_added,,03,00,00
1573,1573,03:00:00,K,17,470.601,c,no_gRNA,r17Ar3C,target_added,,03,00,00
1574,1574,03:00:00,M,17,37371.91,c,syn_11C,r17A-AAAAA-phos,target_added,,03,00,00
1575,1575,03:00:00,A,19,560.776,a,,,,0.0195312,03,00,00
1576,1576,03:00:00,C,19,707.31,b,,,,0.0195312,03,00,00
1577,1577,03:00:00,E,19,583.32,c,,,,0.0195312,03,00,00
1578,1578,03:00:00,G,19,14.09,,,,,,03,00,00
1579,1579,03:00:00,I,19,11.272,,,,,,03,00,00
1580,1580,03:00:00,K,19,5.636,,,,,,03,00,00
1581,1581,03:00:00,M,19,1101.826,c,syn_11C,r17A-AAAAA-phos,no_target,,03,00,00
1582,1582,03:00:00,A,21,521.3240000000002,a,,,,0.0097656,03,00,00
1583,1583,03:00:00,C,21,526.96,b,,,,0.0097656,03,00,00
1584,1584,03:00:00,E,21,662.2230000000002,c,,,,0.0097656,03,00,00
1585,1585,03:00:00,G,21,2.818,,,,,,03,00,00
1586,1586,03:00:00,I,21,14.09,,,,,,03,00,00
1587,1587,03:00:00,K,21,28.18,,,,,,03,00,00
1588,1588,03:00:00,M,21,39372.668,c,syn_11C,r17A-AAAAA-phos,target_added,,03,00,00
1589,1589,03:00:00,A,23,529.778,a,,,,0,03,00,00
1590,1590,03:00:00,C,23,549.504,b,,,,0,03,00,00
1591,1591,03:00:00,E,23,611.499,c,,,,0,03,00,00
1592,1592,03:00:00,G,23,5.636,,,,,,03,00,00
1593,1593,03:00:00,I,23,28.18,,,,,,03,00,00
1594,1594,03:00:00,K,23,28.18,,,,,,03,00,00
1595,1595,03:00:00,M,23,39338.852,c,syn_11C,r17A-AAAAA-phos,target_added,,03,00,00
1596,1596,03:10:00,A,1,40212.676,a,,,,10,03,10,00
1597,1597,03:10:00,C,1,39713.328,b,,,,10,03,10,00
1598,1598,03:10:00,E,1,40548.391,c,,,,10,03,10,00
1599,1599,03:10:00,G,1,71589.5,a,alt-R_11C,r17Ar3C,target_added,,03,10,00
1600,1600,03:10:00,I,1,70511.828,b,alt-R_11C,r17Ar3C,target_added,,03,10,00
1601,1601,03:10:00,K,1,58047.988,c,alt-R_11C,r17Ar3C,target_added,,03,10,00
1602,1602,03:10:00,M,1,37146.082,a,syn_11C,r17A-AAAAA-phos,target_added,,03,10,00
1603,1603,03:10:00,A,3,21457.668,a,,,,5,03,10,00
1604,1604,03:10:00,C,3,22854.137,b,,,,5,03,10,00
1605,1605,03:10:00,E,3,23353.482000000004,c,,,,5,03,10,00
1606,1606,03:10:00,G,3,64753.859,a,syn_11C,r17Ar3C,target_added,,03,10,00
1607,1607,03:10:00,I,3,63780.563,b,syn_11C,r17Ar3C,target_added,,03,10,00
1608,1608,03:10:00,K,3,57802.543,c,syn_11C,r17Ar3C,target_added,,03,10,00
1609,1609,03:10:00,M,3,1086.143,a,syn_11C,r17A-AAAAA-phos,no_target,,03,10,00
1610,1610,03:10:00,A,5,12675.428,a,,,,2.5,03,10,00
1611,1611,03:10:00,C,5,13583.837,b,,,,2.5,03,10,00
1612,1612,03:10:00,E,5,13530.235,c,,,,2.5,03,10,00
1613,1613,03:10:00,G,5,324.432,a,alt-R_11C,r17Ar3C,no_target,,03,10,00
1614,1614,03:10:00,I,5,225.692,b,alt-R_11C,r17Ar3C,no_target,,03,10,00
1615,1615,03:10:00,K,5,160.806,c,alt-R_11C,r17Ar3C,no_target,,03,10,00
1616,1616,03:10:00,M,5,37684.922,a,syn_11C,r17A-AAAAA-phos,target_added,,03,10,00
1617,1617,03:10:00,A,7,6525.32,a,,,,1.25,03,10,00
1618,1618,03:10:00,C,7,7098.014,b,,,,1.25,03,10,00
1619,1619,03:10:00,E,7,7583.251999999998,c,,,,1.25,03,10,00
1620,1620,03:10:00,G,7,733.4989999999998,a,syn_11C,r17Ar3C,no_target,,03,10,00
1621,1621,03:10:00,I,7,688.3610000000001,b,syn_11C,r17Ar3C,no_target,,03,10,00
1622,1622,03:10:00,K,7,315.969,c,syn_11C,r17Ar3C,no_target,,03,10,00
1623,1623,03:10:00,M,7,38644.113,a,syn_11C,r17A-AAAAA-phos,target_added,,03,10,00
1624,1624,03:10:00,A,9,3216.111,a,,,,0.625,03,10,00
1625,1625,03:10:00,C,9,3354.347,b,,,,0.625,03,10,00
1626,1626,03:10:00,E,9,3687.243,c,,,,0.625,03,10,00
1627,1627,03:10:00,G,9,64649.477,a,alt-R_11C,r17Ar3C,target_added,,03,10,00
1628,1628,03:10:00,I,9,63320.711,b,alt-R_11C,r17Ar3C,target_added,,03,10,00
1629,1629,03:10:00,K,9,57424.508,c,alt-R_11C,r17Ar3C,target_added,,03,10,00
1630,1630,03:10:00,M,9,39109.605,b,syn_11C,r17A-AAAAA-phos,target_added,,03,10,00
1631,1631,03:10:00,A,11,1974.805,a,,,,0.3125,03,10,00
1632,1632,03:10:00,C,11,1940.951,b,,,,0.3125,03,10,00
1633,1633,03:10:00,E,11,1997.374,c,,,,0.3125,03,10,00
