,Unnamed: 0,time,row_384,column_384,rfu_value,replicate,gRNA,target,cas12a,hours,minutes,seconds
298,298,01:00:00,C,5,382.872,c,alt-R_11C,500,IDT-Cas12a,01,00,00
299,299,01:00:00,D,5,342.789,c,alt-R_11C,5,IDT-Cas12a,01,00,00
300,300,01:00:00,A,7,361.011,a,syn_11C,500,NEB-Cas12a,01,00,00
301,301,01:00:00,B,7,162.042,a,syn_11C,5,NEB-Cas12a,01,00,00
302,302,01:00:00,C,7,380.29,a,syn_11C,500,IDT-Cas12a,01,00,00
303,303,01:00:00,D,7,281.458,a,syn_11C,5,IDT-Cas12a,01,00,00
304,304,01:00:00,A,9,395.822,b,syn_11C,500,NEB-Cas12a,01,00,00
305,305,01:00:00,B,9,167.331,b,syn_11C,5,NEB-Cas12a,01,00,00
306,306,01:00:00,C,9,403.975,b,syn_11C,500,IDT-Cas12a,01,00,00
307,307,01:00:00,D,9,282.021,b,syn_11C,5,IDT-Cas12a,01,00,00
308,308,01:00:00,A,11,382.271,c,syn_11C,500,NEB-Cas12a,01,00,00
309,309,01:00:00,B,11,156.049,c,syn_11C,5,NEB-Cas12a,01,00,00
310,310,01:00:00,C,11,393.524,c,syn_11C,500,IDT-Cas12a,01,00,00
311,311,01:00:00,D,11,293.4840000000001,c,syn_11C,5,IDT-Cas12a,01,00,00
312,312,01:00:00,A,13,388.26,a,alt-R_11C,50,NEB-Cas12a,01,00,00
313,313,01:00:00,B,13,3.89,a,alt-R_11C,0,NEB-Cas12a,01,00,00
314,314,01:00:00,C,13,392.798,a,alt-R_11C,50,IDT-Cas12a,01,00,00
315,315,01:00:00,D,13,3.881,a,alt-R_11C,0,IDT-Cas12a,01,00,00
316,316,01:00:00,A,15,389.332,b,alt-R_11C,50,NEB-Cas12a,01,00,00
317,317,01:00:00,B,15,3.946,b,alt-R_11C,0,NEB-Cas12a,01,00,00
318,318,01:00:00,C,15,385.094,b,alt-R_11C,50,IDT-Cas12a,01,00,00
319,319,01:00:00,D,15,3.856,b,alt-R_11C,0,IDT-Cas12a,01,00,00
320,320,01:00:00,A,17,404.634,c,alt-R_11C,50,NEB-Cas12a,01,00,00
321,321,01:00:00,B,17,4.237,c,alt-R_11C,0,NEB-Cas12a,01,00,00
322,322,01:00:00,C,17,408.841,c,alt-R_11C,50,IDT-Cas12a,01,00,00
323,323,01:00:00,D,17,3.844,c,alt-R_11C,0,IDT-Cas12a,01,00,00
324,324,01:00:00,A,19,355.147,a,syn_11C,50,NEB-Cas12a,01,00,00
325,325,01:00:00,B,19,4.062,a,syn_11C,0,NEB-Cas12a,01,00,00
326,326,01:00:00,C,19,375.30800000000005,a,syn_11C,50,IDT-Cas12a,01,00,00
327,327,01:00:00,D,19,3.58,a,syn_11C,0,IDT-Cas12a,01,00,00
328,328,01:00:00,A,21,346.432,b,syn_11C,50,NEB-Cas12a,01,00,00
329,329,01:00:00,B,21,4.04,b,syn_11C,0,NEB-Cas12a,01,00,00
330,330,01:00:00,C,21,359.3280000000001,b,syn_11C,50,IDT-Cas12a,01,00,00
331,331,01:00:00,D,21,3.549,b,syn_11C,0,IDT-Cas12a,01,00,00
332,332,01:00:00,A,23,310.24,c,syn_11C,50,NEB-Cas12a,01,00,00
333,333,01:00:00,B,23,4.063,c,syn_11C,0,NEB-Cas12a,01,00,00
334,334,01:00:00,C,23,324.512,c,syn_11C,50,IDT-Cas12a,01,00,00
335,335,01:00:00,D,23,3.717,c,syn_11C,0,IDT-Cas12a,01,00,00
336,336,01:10:00,A,1,380.549,a,alt-R_11C,500,NEB-Cas12a,01,10,00
337,337,01:10:00,B,1,221.075,a,alt-R_11C,5,NEB-Cas12a,01,10,00
338,338,01:10:00,C,1,389.165,a,alt-R_11C,500,IDT-Cas12a,01,10,00
339,339,01:10:00,D,1,308.086,a,alt-R_11C,5,IDT-Cas12a,01,10,00
340,340,01:10:00,A,3,378.737,b,alt-R_11C,500,NEB-Cas12a,01,10,00
341,341,01:10:00,B,3,241.997,b,alt-R_11C,5,NEB-Cas12a,01,10,00
342,342,01:10:00,C,3,391.405,b,alt-R_11C,500,IDT-Cas12a,01,10,00
343,343,01:10:00,D,3,308.507,b,alt-R_11C,5,IDT-Cas12a,01,10,00
344,344,01:10:00,A,5,389.205,c,alt-R_11C,500,NEB-Cas12a,01,10,00
345,345,01:10:00,B,5,231.337,c,alt-R_11C,5,NEB-Cas12a,01,10,00
346,346,01:10:00,C,5,382.422,c,alt-R_11C,500,IDT-Cas12a,01,10,00
347,347,01:10:00,D,5,361.025,c,alt-R_11C,5,IDT-Cas12a,01,10,00
348,348,01:10:00,A,7,360.367,a,syn_11C,500,NEB-Cas12a,01,10,00
349,349,01:10:00,B,7,186.563,a,syn_11C,5,NEB-Cas12a,01,10,00
350,350,01:10:00,C,7,378.97,a,syn_11C,500,IDT-Cas12a,01,10,00
351,351,01:10:00,D,7,303.7940000000001,a,syn_11C,5,IDT-Cas12a,01,10,00
352,352,01:10:00,A,9,391.446,b,syn_11C,500,NEB-Cas12a,01,10,00
353,353,01:10:00,B,9,188.951,b,syn_11C,5,NEB-Cas12a,01,10,00
354,354,01:10:00,C,9,402.103,b,syn_11C,500,IDT-Cas12a,01,10,00
355,355,01:10:00,D,9,307.418,b,syn_11C,5,IDT-Cas12a,01,10,00
356,356,01:10:00,A,11,384.691,c,syn_11C,500,NEB-Cas12a,01,10,00
357,357,01:10:00,B,11,179.354,c,syn_11C,5,NEB-Cas12a,01,10,00
358,358,01:10:00,C,11,389.718,c,syn_11C,500,IDT-Cas12a,01,10,00
359,359,01:10:00,D,11,313.499,c,syn_11C,5,IDT-Cas12a,01,10,00
360,360,01:10:00,A,13,390.894,a,alt-R_11C,50,NEB-Cas12a,01,10,00
361,361,01:10:00,B,13,4.044,a,alt-R_11C,0,NEB-Cas12a,01,10,00
362,362,01:10:00,C,13,396.915,a,alt-R_11C,50,IDT-Cas12a,01,10,00
363,363,01:10:00,D,13,3.813,a,alt-R_11C,0,IDT-Cas12a,01,10,00
364,364,01:10:00,A,15,388.24,b,alt-R_11C,50,NEB-Cas12a,01,10,00
365,365,01:10:00,B,15,3.988,b,alt-R_11C,0,NEB-Cas12a,01,10,00
366,366,01:10:00,C,15,379.435,b,alt-R_11C,50,IDT-Cas12a,01,10,00
367,367,01:10:00,D,15,3.757,b,alt-R_11C,0,IDT-Cas12a,01,10,00
368,368,01:10:00,A,17,399.774,c,alt-R_11C,50,NEB-Cas12a,01,10,00
369,369,01:10:00,B,17,4.024,c,alt-R_11C,0,NEB-Cas12a,01,10,00
370,370,01:10:00,C,17,405.504,c,alt-R_11C,50,IDT-Cas12a,01,10,00
371,371,01:10:00,D,17,3.778,c,alt-R_11C,0,IDT-Cas12a,01,10,00
372,372,01:10:00,A,19,355.074,a,syn_11C,50,NEB-Cas12a,01,10,00
373,373,01:10:00,B,19,3.765,a,syn_11C,0,NEB-Cas12a,01,10,00
374,374,01:10:00,C,19,371.108,a,syn_11C,50,IDT-Cas12a,01,10,00
375,375,01:10:00,D,19,3.3510000000000004,a,syn_11C,0,IDT-Cas12a,01,10,00
376,376,01:10:00,A,21,346.774,b,syn_11C,50,NEB-Cas12a,01,10,00
377,377,01:10:00,B,21,4.126,b,syn_11C,0,NEB-Cas12a,01,10,00
378,378,01:10:00,C,21,357.671,b,syn_11C,50,IDT-Cas12a,01,10,00
379,379,01:10:00,D,21,3.298,b,syn_11C,0,IDT-Cas12a,01,10,00
380,380,01:10:00,A,23,308.89,c,syn_11C,50,NEB-Cas12a,01,10,00
381,381,01:10:00,B,23,3.864,c,syn_11C,0,NEB-Cas12a,01,10,00
382,382,01:10:00,C,23,322.568,c,syn_11C,50,IDT-Cas12a,01,10,00
383,383,01:10:00,D,23,3.362,c,syn_11C,0,IDT-Cas12a,01,10,00
384,384,01:20:00,A,1,378.045,a,alt-R_11C,500,NEB-Cas12a,01,20,00
385,385,01:20:00,B,1,242.67,a,alt-R_11C,5,NEB-Cas12a,01,20,00
386,386,01:20:00,C,1,386.158,a,alt-R_11C,500,IDT-Cas12a,01,20,00
387,387,01:20:00,D,1,322.468,a,alt-R_11C,5,IDT-Cas12a,01,20,00
388,388,01:20:00,A,3,376.837,b,alt-R_11C,500,NEB-Cas12a,01,20,00
389,389,01:20:00,B,3,268.75,b,alt-R_11C,5,NEB-Cas12a,01,20,00
390,390,01:20:00,C,3,391.871,b,alt-R_11C,500,IDT-Cas12a,01,20,00
391,391,01:20:00,D,3,322.427,b,alt-R_11C,5,IDT-Cas12a,01,20,00
392,392,01:20:00,A,5,388.897,c,alt-R_11C,500,NEB-Cas12a,01,20,00
393,393,01:20:00,B,5,249.993,c,alt-R_11C,5,NEB-Cas12a,01,20,00
394,394,01:20:00,C,5,379.945,c,alt-R_11C,500,IDT-Cas12a,01,20,00
395,395,01:20:00,D,5,364.278,c,alt-R_11C,5,IDT-Cas12a,01,20,00
396,396,01:20:00,A,7,359.309,a,syn_11C,500,NEB-Cas12a,01,20,00
397,397,01:20:00,B,7,208.399,a,syn_11C,5,NEB-Cas12a,01,20,00
398,398,01:20:00,C,7,377.163,a,syn_11C,500,IDT-Cas12a,01,20,00
399,399,01:20:00,D,7,316.686,a,syn_11C,5,IDT-Cas12a,01,20,00
400,400,01:20:00,A,9,387.646,b,syn_11C,500,NEB-Cas12a,01,20,00
401,401,01:20:00,B,9,212.46400000000003,b,syn_11C,5,NEB-Cas12a,01,20,00
402,402,01:20:00,C,9,398.276,b,syn_11C,500,IDT-Cas12a,01,20,00
403,403,01:20:00,D,9,325.215,b,syn_11C,5,IDT-Cas12a,01,20,00
404,404,01:20:00,A,11,383.311,c,syn_11C,500,NEB-Cas12a,01,20,00
405,405,01:20:00,B,11,199.938,c,syn_11C,5,NEB-Cas12a,01,20,00
406,406,01:20:00,C,11,387.697,c,syn_11C,500,IDT-Cas12a,01,20,00
407,407,01:20:00,D,11,328.935,c,syn_11C,5,IDT-Cas12a,01,20,00
408,408,01:20:00,A,13,389.269,a,alt-R_11C,50,NEB-Cas12a,01,20,00
409,409,01:20:00,B,13,3.85,a,alt-R_11C,0,NEB-Cas12a,01,20,00
410,410,01:20:00,C,13,394.528,a,alt-R_11C,50,IDT-Cas12a,01,20,00
411,411,01:20:00,D,13,3.741,a,alt-R_11C,0,IDT-Cas12a,01,20,00
412,412,01:20:00,A,15,387.597,b,alt-R_11C,50,NEB-Cas12a,01,20,00
413,413,01:20:00,B,15,3.949,b,alt-R_11C,0,NEB-Cas12a,01,20,00
414,414,01:20:00,C,15,378.728,b,alt-R_11C,50,IDT-Cas12a,01,20,00
415,415,01:20:00,D,15,3.873,b,alt-R_11C,0,IDT-Cas12a,01,20,00
416,416,01:20:00,A,17,398.375,c,alt-R_11C,50,NEB-Cas12a,01,20,00
417,417,01:20:00,B,17,4.081,c,alt-R_11C,0,NEB-Cas12a,01,20,00
418,418,01:20:00,C,17,403.872,c,alt-R_11C,50,IDT-Cas12a,01,20,00
419,419,01:20:00,D,17,3.632,c,alt-R_11C,0,IDT-Cas12a,01,20,00
420,420,01:20:00,A,19,356.329,a,syn_11C,50,NEB-Cas12a,01,20,00
421,421,01:20:00,B,19,3.721,a,syn_11C,0,NEB-Cas12a,01,20,00
422,422,01:20:00,C,19,373.975,a,syn_11C,50,IDT-Cas12a,01,20,00
423,423,01:20:00,D,19,3.442,a,syn_11C,0,IDT-Cas12a,01,20,00
424,424,01:20:00,A,21,344.042,b,syn_11C,50,NEB-Cas12a,01,20,00
425,425,01:20:00,B,21,4.06,b,syn_11C,0,NEB-Cas12a,01,20,00
426,426,01:20:00,C,21,355.32199999999995,b,syn_11C,50,IDT-Cas12a,01,20,00
427,427,01:20:00,D,21,3.57,b,syn_11C,0,IDT-Cas12a,01,20,00
428,428,01:20:00,A,23,308.715,c,syn_11C,50,NEB-Cas12a,01,20,00
429,429,01:20:00,B,23,4.211,c,syn_11C,0,NEB-Cas12a,01,20,00
430,430,01:20:00,C,23,323.288,c,syn_11C,50,IDT-Cas12a,01,20,00
431,431,01:20:00,D,23,3.3510000000000004,c,syn_11C,0,IDT-Cas12a,01,20,00
432,432,01:30:00,A,1,373.869,a,alt-R_11C,500,NEB-Cas12a,01,30,00
433,433,01:30:00,B,1,262.113,a,alt-R_11C,5,NEB-Cas12a,01,30,00
434,434,01:30:00,C,1,380.774,a,alt-R_11C,500,IDT-Cas12a,01,30,00
435,435,01:30:00,D,1,330.841,a,alt-R_11C,5,IDT-Cas12a,01,30,00
436,436,01:30:00,A,3,372.318,b,alt-R_11C,500,NEB-Cas12a,01,30,00
437,437,01:30:00,B,3,286.566,b,alt-R_11C,5,NEB-Cas12a,01,30,00
438,438,01:30:00,C,3,383.571,b,alt-R_11C,500,IDT-Cas12a,01,30,00
439,439,01:30:00,D,3,334.141,b,alt-R_11C,5,IDT-Cas12a,01,30,00
440,440,01:30:00,A,5,384.364,c,alt-R_11C,500,NEB-Cas12a,01,30,00
441,441,01:30:00,B,5,270.188,c,alt-R_11C,5,NEB-Cas12a,01,30,00
442,442,01:30:00,C,5,374.854,c,alt-R_11C,500,IDT-Cas12a,01,30,00
443,443,01:30:00,D,5,371.13,c,alt-R_11C,5,IDT-Cas12a,01,30,00
444,444,01:30:00,A,7,357.005,a,syn_11C,500,NEB-Cas12a,01,30,00
445,445,01:30:00,B,7,227.567,a,syn_11C,5,NEB-Cas12a,01,30,00
446,446,01:30:00,C,7,373.001,a,syn_11C,500,IDT-Cas12a,01,30,00
447,447,01:30:00,D,7,325.6670000000001,a,syn_11C,5,IDT-Cas12a,01,30,00
448,448,01:30:00,A,9,388.67,b,syn_11C,500,NEB-Cas12a,01,30,00
449,449,01:30:00,B,9,230.706,b,syn_11C,5,NEB-Cas12a,01,30,00
450,450,01:30:00,C,9,398.735,b,syn_11C,500,IDT-Cas12a,01,30,00
451,451,01:30:00,D,9,337.652,b,syn_11C,5,IDT-Cas12a,01,30,00
452,452,01:30:00,A,11,382.62,c,syn_11C,500,NEB-Cas12a,01,30,00
453,453,01:30:00,B,11,219.948,c,syn_11C,5,NEB-Cas12a,01,30,00
454,454,01:30:00,C,11,386.43,c,syn_11C,500,IDT-Cas12a,01,30,00
455,455,01:30:00,D,11,337.33,c,syn_11C,5,IDT-Cas12a,01,30,00
456,456,01:30:00,A,13,388.026,a,alt-R_11C,50,NEB-Cas12a,01,30,00
457,457,01:30:00,B,13,3.795,a,alt-R_11C,0,NEB-Cas12a,01,30,00
458,458,01:30:00,C,13,390.996,a,alt-R_11C,50,IDT-Cas12a,01,30,00
459,459,01:30:00,D,13,3.821,a,alt-R_11C,0,IDT-Cas12a,01,30,00
460,460,01:30:00,A,15,387.971,b,alt-R_11C,50,NEB-Cas12a,01,30,00
461,461,01:30:00,B,15,3.853,b,alt-R_11C,0,NEB-Cas12a,01,30,00
462,462,01:30:00,C,15,375.481,b,alt-R_11C,50,IDT-Cas12a,01,30,00
463,463,01:30:00,D,15,4.04,b,alt-R_11C,0,IDT-Cas12a,01,30,00
464,464,01:30:00,A,17,395.208,c,alt-R_11C,50,NEB-Cas12a,01,30,00
465,465,01:30:00,B,17,4.178,c,alt-R_11C,0,NEB-Cas12a,01,30,00
466,466,01:30:00,C,17,400.098,c,alt-R_11C,50,IDT-Cas12a,01,30,00
467,467,01:30:00,D,17,3.644,c,alt-R_11C,0,IDT-Cas12a,01,30,00
468,468,01:30:00,A,19,349.656,a,syn_11C,50,NEB-Cas12a,01,30,00
469,469,01:30:00,B,19,4.015,a,syn_11C,0,NEB-Cas12a,01,30,00
470,470,01:30:00,C,19,373.181,a,syn_11C,50,IDT-Cas12a,01,30,00
471,471,01:30:00,D,19,3.467,a,syn_11C,0,IDT-Cas12a,01,30,00
472,472,01:30:00,A,21,341.055,b,syn_11C,50,NEB-Cas12a,01,30,00
473,473,01:30:00,B,21,3.852,b,syn_11C,0,NEB-Cas12a,01,30,00
474,474,01:30:00,C,21,356.68,b,syn_11C,50,IDT-Cas12a,01,30,00
475,475,01:30:00,D,21,3.617,b,syn_11C,0,IDT-Cas12a,01,30,00
476,476,01:30:00,A,23,309.671,c,syn_11C,50,NEB-Cas12a,01,30,00
477,477,01:30:00,B,23,3.919,c,syn_11C,0,NEB-Cas12a,01,30,00
478,478,01:30:00,C,23,321.67,c,syn_11C,50,IDT-Cas12a,01,30,00
479,479,01:30:00,D,23,3.315,c,syn_11C,0,IDT-Cas12a,01,30,00
480,480,01:40:00,A,1,370.662,a,alt-R_11C,500,NEB-Cas12a,01,40,00
481,481,01:40:00,B,1,280.444,a,alt-R_11C,5,NEB-Cas12a,01,40,00
482,482,01:40:00,C,1,381.535,a,alt-R_11C,500,IDT-Cas12a,01,40,00
483,483,01:40:00,D,1,338.311,a,alt-R_11C,5,IDT-Cas12a,01,40,00
484,484,01:40:00,A,3,373.727,b,alt-R_11C,500,NEB-Cas12a,01,40,00
485,485,01:40:00,B,3,303.1140000000001,b,alt-R_11C,5,NEB-Cas12a,01,40,00
486,486,01:40:00,C,3,384.769,b,alt-R_11C,500,IDT-Cas12a,01,40,00
487,487,01:40:00,D,3,340.434,b,alt-R_11C,5,IDT-Cas12a,01,40,00
488,488,01:40:00,A,5,389.344,c,alt-R_11C,500,NEB-Cas12a,01,40,00
489,489,01:40:00,B,5,289.936,c,alt-R_11C,5,NEB-Cas12a,01,40,00
490,490,01:40:00,C,5,374.549,c,alt-R_11C,500,IDT-Cas12a,01,40,00
491,491,01:40:00,D,5,370.722,c,alt-R_11C,5,IDT-Cas12a,01,40,00
492,492,01:40:00,A,7,356.89,a,syn_11C,500,NEB-Cas12a,01,40,00
493,493,01:40:00,B,7,244.064,a,syn_11C,5,NEB-Cas12a,01,40,00
494,494,01:40:00,C,7,374.462,a,syn_11C,500,IDT-Cas12a,01,40,00
495,495,01:40:00,D,7,331.18,a,syn_11C,5,IDT-Cas12a,01,40,00
496,496,01:40:00,A,9,388.056,b,syn_11C,500,NEB-Cas12a,01,40,00
497,497,01:40:00,B,9,250.45,b,syn_11C,5,NEB-Cas12a,01,40,00
498,498,01:40:00,C,9,400.066,b,syn_11C,500,IDT-Cas12a,01,40,00
499,499,01:40:00,D,9,347.154,b,syn_11C,5,IDT-Cas12a,01,40,00
500,500,01:40:00,A,11,385.193,c,syn_11C,500,NEB-Cas12a,01,40,00
501,501,01:40:00,B,11,236.552,c,syn_11C,5,NEB-Cas12a,01,40,00
502,502,01:40:00,C,11,390.91,c,syn_11C,500,IDT-Cas12a,01,40,00
503,503,01:40:00,D,11,347.629,c,syn_11C,5,IDT-Cas12a,01,40,00
504,504,01:40:00,A,13,388.935,a,alt-R_11C,50,NEB-Cas12a,01,40,00
505,505,01:40:00,B,13,3.945,a,alt-R_11C,0,NEB-Cas12a,01,40,00
506,506,01:40:00,C,13,394.854,a,alt-R_11C,50,IDT-Cas12a,01,40,00
507,507,01:40:00,D,13,3.875,a,alt-R_11C,0,IDT-Cas12a,01,40,00
508,508,01:40:00,A,15,391.907,b,alt-R_11C,50,NEB-Cas12a,01,40,00
509,509,01:40:00,B,15,3.897,b,alt-R_11C,0,NEB-Cas12a,01,40,00
510,510,01:40:00,C,15,379.059,b,alt-R_11C,50,IDT-Cas12a,01,40,00
511,511,01:40:00,D,15,3.857,b,alt-R_11C,0,IDT-Cas12a,01,40,00
512,512,01:40:00,A,17,397.114,c,alt-R_11C,50,NEB-Cas12a,01,40,00
513,513,01:40:00,B,17,4.059,c,alt-R_11C,0,NEB-Cas12a,01,40,00
514,514,01:40:00,C,17,405.766,c,alt-R_11C,50,IDT-Cas12a,01,40,00
515,515,01:40:00,D,17,3.539,c,alt-R_11C,0,IDT-Cas12a,01,40,00
516,516,01:40:00,A,19,355.217,a,syn_11C,50,NEB-Cas12a,01,40,00
517,517,01:40:00,B,19,3.841,a,syn_11C,0,NEB-Cas12a,01,40,00
518,518,01:40:00,C,19,374.049,a,syn_11C,50,IDT-Cas12a,01,40,00
519,519,01:40:00,D,19,3.33,a,syn_11C,0,IDT-Cas12a,01,40,00
520,520,01:40:00,A,21,343.765,b,syn_11C,50,NEB-Cas12a,01,40,00
521,521,01:40:00,B,21,4.23,b,syn_11C,0,NEB-Cas12a,01,40,00
522,522,01:40:00,C,21,359.9,b,syn_11C,50,IDT-Cas12a,01,40,00
523,523,01:40:00,D,21,3.55,b,syn_11C,0,IDT-Cas12a,01,40,00
524,524,01:40:00,A,23,310.803,c,syn_11C,50,NEB-Cas12a,01,40,00
525,525,01:40:00,B,23,4.1960000000000015,c,syn_11C,0,NEB-Cas12a,01,40,00
526,526,01:40:00,C,23,324.928,c,syn_11C,50,IDT-Cas12a,01,40,00
527,527,01:40:00,D,23,3.229,c,syn_11C,0,IDT-Cas12a,01,40,00
528,528,01:50:00,A,1,367.159,a,alt-R_11C,500,NEB-Cas12a,01,50,00
529,529,01:50:00,B,1,291.749,a,alt-R_11C,5,NEB-Cas12a,01,50,00
530,530,01:50:00,C,1,374.754,a,alt-R_11C,500,IDT-Cas12a,01,50,00
531,531,01:50:00,D,1,340.661,a,alt-R_11C,5,IDT-Cas12a,01,50,00
532,532,01:50:00,A,3,367.215,b,alt-R_11C,500,NEB-Cas12a,01,50,00
533,533,01:50:00,B,3,314.1,b,alt-R_11C,5,NEB-Cas12a,01,50,00
534,534,01:50:00,C,3,377.491,b,alt-R_11C,500,IDT-Cas12a,01,50,00
535,535,01:50:00,D,3,343.216,b,alt-R_11C,5,IDT-Cas12a,01,50,00
536,536,01:50:00,A,5,383.538,c,alt-R_11C,500,NEB-Cas12a,01,50,00
537,537,01:50:00,B,5,302.355,c,alt-R_11C,5,NEB-Cas12a,01,50,00
538,538,01:50:00,C,5,373.259,c,alt-R_11C,500,IDT-Cas12a,01,50,00
539,539,01:50:00,D,5,370.341,c,alt-R_11C,5,IDT-Cas12a,01,50,00
540,540,01:50:00,A,7,357.61800000000005,a,syn_11C,500,NEB-Cas12a,01,50,00
541,541,01:50:00,B,7,263.063,a,syn_11C,5,NEB-Cas12a,01,50,00
542,542,01:50:00,C,7,373.667,a,syn_11C,500,IDT-Cas12a,01,50,00
543,543,01:50:00,D,7,337.478,a,syn_11C,5,IDT-Cas12a,01,50,00
544,544,01:50:00,A,9,381.74,b,syn_11C,500,NEB-Cas12a,01,50,00
545,545,01:50:00,B,9,265.388,b,syn_11C,5,NEB-Cas12a,01,50,00
546,546,01:50:00,C,9,401.088,b,syn_11C,500,IDT-Cas12a,01,50,00
547,547,01:50:00,D,9,353.36300000000006,b,syn_11C,5,IDT-Cas12a,01,50,00
548,548,01:50:00,A,11,381.349,c,syn_11C,500,NEB-Cas12a,01,50,00
549,549,01:50:00,B,11,249.469,c,syn_11C,5,NEB-Cas12a,01,50,00
550,550,01:50:00,C,11,387.14,c,syn_11C,500,IDT-Cas12a,01,50,00
551,551,01:50:00,D,11,347.342,c,syn_11C,5,IDT-Cas12a,01,50,00
552,552,01:50:00,A,13,387.302,a,alt-R_11C,50,NEB-Cas12a,01,50,00
553,553,01:50:00,B,13,3.737,a,alt-R_11C,0,NEB-Cas12a,01,50,00
554,554,01:50:00,C,13,392.564,a,alt-R_11C,50,IDT-Cas12a,01,50,00
555,555,01:50:00,D,13,3.803,a,alt-R_11C,0,IDT-Cas12a,01,50,00
556,556,01:50:00,A,15,388.372,b,alt-R_11C,50,NEB-Cas12a,01,50,00
557,557,01:50:00,B,15,3.783,b,alt-R_11C,0,NEB-Cas12a,01,50,00
558,558,01:50:00,C,15,373.552,b,alt-R_11C,50,IDT-Cas12a,01,50,00
559,559,01:50:00,D,15,4.025,b,alt-R_11C,0,IDT-Cas12a,01,50,00
560,560,01:50:00,A,17,391.87,c,alt-R_11C,50,NEB-Cas12a,01,50,00
561,561,01:50:00,B,17,3.821,c,alt-R_11C,0,NEB-Cas12a,01,50,00
562,562,01:50:00,C,17,398.562,c,alt-R_11C,50,IDT-Cas12a,01,50,00
563,563,01:50:00,D,17,3.63,c,alt-R_11C,0,IDT-Cas12a,01,50,00
564,564,01:50:00,A,19,349.158,a,syn_11C,50,NEB-Cas12a,01,50,00
565,565,01:50:00,B,19,3.779,a,syn_11C,0,NEB-Cas12a,01,50,00
566,566,01:50:00,C,19,375.674,a,syn_11C,50,IDT-Cas12a,01,50,00
567,567,01:50:00,D,19,3.279,a,syn_11C,0,IDT-Cas12a,01,50,00
568,568,01:50:00,A,21,341.995,b,syn_11C,50,NEB-Cas12a,01,50,00
569,569,01:50:00,B,21,3.822,b,syn_11C,0,NEB-Cas12a,01,50,00
570,570,01:50:00,C,21,358.1690000000001,b,syn_11C,50,IDT-Cas12a,01,50,00
571,571,01:50:00,D,21,3.434,b,syn_11C,0,IDT-Cas12a,01,50,00
572,572,01:50:00,A,23,308.648,c,syn_11C,50,NEB-Cas12a,01,50,00
573,573,01:50:00,B,23,4.152,c,syn_11C,0,NEB-Cas12a,01,50,00
574,574,01:50:00,C,23,324.26,c,syn_11C,50,IDT-Cas12a,01,50,00
575,575,01:50:00,D,23,3.565,c,syn_11C,0,IDT-Cas12a,01,50,00
576,576,02:00:00,A,1,364.685,a,alt-R_11C,500,NEB-Cas12a,02,00,00
577,577,02:00:00,B,1,301.708,a,alt-R_11C,5,NEB-Cas12a,02,00,00
578,578,02:00:00,C,1,373.131,a,alt-R_11C,500,IDT-Cas12a,02,00,00
579,579,02:00:00,D,1,339.3769999999999,a,alt-R_11C,5,IDT-Cas12a,02,00,00
580,580,02:00:00,A,3,364.698,b,alt-R_11C,500,NEB-Cas12a,02,00,00
581,581,02:00:00,B,3,323.32,b,alt-R_11C,5,NEB-Cas12a,02,00,00
582,582,02:00:00,C,3,376.535,b,alt-R_11C,500,IDT-Cas12a,02,00,00
583,583,02:00:00,D,3,342.4190000000001,b,alt-R_11C,5,IDT-Cas12a,02,00,00
584,584,02:00:00,A,5,382.2,c,alt-R_11C,500,NEB-Cas12a,02,00,00
585,585,02:00:00,B,5,313.616,c,alt-R_11C,5,NEB-Cas12a,02,00,00
586,586,02:00:00,C,5,371.726,c,alt-R_11C,500,IDT-Cas12a,02,00,00
587,587,02:00:00,D,5,371.763,c,alt-R_11C,5,IDT-Cas12a,02,00,00
588,588,02:00:00,A,7,354.436,a,syn_11C,500,NEB-Cas12a,02,00,00
589,589,02:00:00,B,7,275.902,a,syn_11C,5,NEB-Cas12a,02,00,00
590,590,02:00:00,C,7,373.291,a,syn_11C,500,IDT-Cas12a,02,00,00
591,591,02:00:00,D,7,341.376,a,syn_11C,5,IDT-Cas12a,02,00,00
592,592,02:00:00,A,9,380.459,b,syn_11C,500,NEB-Cas12a,02,00,00
593,593,02:00:00,B,9,279.698,b,syn_11C,5,NEB-Cas12a,02,00,00
594,594,02:00:00,C,9,399.974,b,syn_11C,500,IDT-Cas12a,02,00,00
595,595,02:00:00,D,9,358.945,b,syn_11C,5,IDT-Cas12a,02,00,00
596,596,02:00:00,A,11,381.912,c,syn_11C,500,NEB-Cas12a,02,00,00
597,597,02:00:00,B,11,262.687,c,syn_11C,5,NEB-Cas12a,02,00,00
598,598,02:00:00,C,11,387.404,c,syn_11C,500,IDT-Cas12a,02,00,00
599,599,02:00:00,D,11,350.2990000000001,c,syn_11C,5,IDT-Cas12a,02,00,00
600,600,02:00:00,A,13,386.549,a,alt-R_11C,50,NEB-Cas12a,02,00,00
601,601,02:00:00,B,13,3.783,a,alt-R_11C,0,NEB-Cas12a,02,00,00
602,602,02:00:00,C,13,393.014,a,alt-R_11C,50,IDT-Cas12a,02,00,00
603,603,02:00:00,D,13,3.756,a,alt-R_11C,0,IDT-Cas12a,02,00,00
604,604,02:00:00,A,15,389.324,b,alt-R_11C,50,NEB-Cas12a,02,00,00
605,605,02:00:00,B,15,3.77,b,alt-R_11C,0,NEB-Cas12a,02,00,00
