,Unnamed: 0,time,row_384,column_384,rfu_value,sample_set,gRNA_used,replicate,reporter
1433,1433,09:50:00,B,17,104.474,no_target,syn_11C,b,DNA-FAM
1434,1434,09:50:00,A,19,108.564,no_target,IVT_11C,a,DNA-FAM
1435,1435,09:50:00,B,19,100.546,no_target,IVT_11C,b,DNA-FAM
1436,1436,09:50:00,A,21,105.22,no_target,IVT_D9_3Cs,a,DNA-FAM
1437,1437,09:50:00,B,21,107.611,no_target,IVT_D9_3Cs,b,DNA-FAM
1438,1438,09:50:00,A,23,111.978,no_target,none,a,DNA-FAM
1439,1439,09:50:00,B,23,136.659,no_target,none,b,DNA-FAM
1440,1440,10:00:00,A,1,1073.468,target_added,syn_11C,a,DNA-FAM
1441,1441,10:00:00,B,1,1040.108,target_added,syn_11C,b,DNA-FAM
1442,1442,10:00:00,A,3,1601.714,target_added,IVT_11C,a,DNA-FAM
1443,1443,10:00:00,B,3,1766.095,target_added,IVT_11C,b,DNA-FAM
1444,1444,10:00:00,A,5,2205.761,target_added,IVT_D9_3Cs,a,DNA-FAM
1445,1445,10:00:00,B,5,2142.703,target_added,IVT_D9_3Cs,b,DNA-FAM
1446,1446,10:00:00,A,7,102.863,target_added,none,a,DNA-FAM
1447,1447,10:00:00,B,7,102.441,target_added,none,b,DNA-FAM
1448,1448,10:00:00,A,9,108.279,no_cas12a,syn_11C,a,DNA-FAM
1449,1449,10:00:00,B,9,106.498,no_cas12a,syn_11C,b,DNA-FAM
1450,1450,10:00:00,A,11,101.812,no_cas12a,IVT_11C,a,DNA-FAM
1451,1451,10:00:00,B,11,104.209,no_cas12a,IVT_11C,b,DNA-FAM
1452,1452,10:00:00,A,13,108.324,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1453,1453,10:00:00,B,13,104.316,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1454,1454,10:00:00,A,15,110.489,no_cas12a,none,a,DNA-FAM
1455,1455,10:00:00,B,15,105.326,no_cas12a,none,b,DNA-FAM
1456,1456,10:00:00,A,17,111.954,no_target,syn_11C,a,DNA-FAM
1457,1457,10:00:00,B,17,104.71,no_target,syn_11C,b,DNA-FAM
1458,1458,10:00:00,A,19,109.009,no_target,IVT_11C,a,DNA-FAM
1459,1459,10:00:00,B,19,100.257,no_target,IVT_11C,b,DNA-FAM
1460,1460,10:00:00,A,21,106.612,no_target,IVT_D9_3Cs,a,DNA-FAM
1461,1461,10:00:00,B,21,107.748,no_target,IVT_D9_3Cs,b,DNA-FAM
1462,1462,10:00:00,A,23,114.149,no_target,none,a,DNA-FAM
1463,1463,10:00:00,B,23,135.36700000000002,no_target,none,b,DNA-FAM
1464,1464,10:10:00,A,1,1072.78,target_added,syn_11C,a,DNA-FAM
1465,1465,10:10:00,B,1,1039.22,target_added,syn_11C,b,DNA-FAM
1466,1466,10:10:00,A,3,1597.303,target_added,IVT_11C,a,DNA-FAM
1467,1467,10:10:00,B,3,1756.1660000000004,target_added,IVT_11C,b,DNA-FAM
1468,1468,10:10:00,A,5,2208.235,target_added,IVT_D9_3Cs,a,DNA-FAM
1469,1469,10:10:00,B,5,2145.698,target_added,IVT_D9_3Cs,b,DNA-FAM
1470,1470,10:10:00,A,7,103.839,target_added,none,a,DNA-FAM
1471,1471,10:10:00,B,7,103.106,target_added,none,b,DNA-FAM
1472,1472,10:10:00,A,9,109.864,no_cas12a,syn_11C,a,DNA-FAM
1473,1473,10:10:00,B,9,106.666,no_cas12a,syn_11C,b,DNA-FAM
1474,1474,10:10:00,A,11,102.278,no_cas12a,IVT_11C,a,DNA-FAM
1475,1475,10:10:00,B,11,103.852,no_cas12a,IVT_11C,b,DNA-FAM
1476,1476,10:10:00,A,13,109.093,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1477,1477,10:10:00,B,13,105.904,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1478,1478,10:10:00,A,15,110.39,no_cas12a,none,a,DNA-FAM
1479,1479,10:10:00,B,15,106.746,no_cas12a,none,b,DNA-FAM
1480,1480,10:10:00,A,17,112.019,no_target,syn_11C,a,DNA-FAM
1481,1481,10:10:00,B,17,104.048,no_target,syn_11C,b,DNA-FAM
1482,1482,10:10:00,A,19,109.174,no_target,IVT_11C,a,DNA-FAM
1483,1483,10:10:00,B,19,100.318,no_target,IVT_11C,b,DNA-FAM
1484,1484,10:10:00,A,21,105.979,no_target,IVT_D9_3Cs,a,DNA-FAM
1485,1485,10:10:00,B,21,109.673,no_target,IVT_D9_3Cs,b,DNA-FAM
1486,1486,10:10:00,A,23,113.344,no_target,none,a,DNA-FAM
1487,1487,10:10:00,B,23,137.35,no_target,none,b,DNA-FAM
1488,1488,10:20:00,A,1,1064.985,target_added,syn_11C,a,DNA-FAM
1489,1489,10:20:00,B,1,1040.321,target_added,syn_11C,b,DNA-FAM
1490,1490,10:20:00,A,3,1594.484,target_added,IVT_11C,a,DNA-FAM
1491,1491,10:20:00,B,3,1746.196,target_added,IVT_11C,b,DNA-FAM
1492,1492,10:20:00,A,5,2192.353,target_added,IVT_D9_3Cs,a,DNA-FAM
1493,1493,10:20:00,B,5,2129.611,target_added,IVT_D9_3Cs,b,DNA-FAM
1494,1494,10:20:00,A,7,105.372,target_added,none,a,DNA-FAM
1495,1495,10:20:00,B,7,102.855,target_added,none,b,DNA-FAM
1496,1496,10:20:00,A,9,109.785,no_cas12a,syn_11C,a,DNA-FAM
1497,1497,10:20:00,B,9,108.236,no_cas12a,syn_11C,b,DNA-FAM
1498,1498,10:20:00,A,11,102.491,no_cas12a,IVT_11C,a,DNA-FAM
1499,1499,10:20:00,B,11,104.35,no_cas12a,IVT_11C,b,DNA-FAM
1500,1500,10:20:00,A,13,108.455,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1501,1501,10:20:00,B,13,104.91,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1502,1502,10:20:00,A,15,111.337,no_cas12a,none,a,DNA-FAM
1503,1503,10:20:00,B,15,106.237,no_cas12a,none,b,DNA-FAM
1504,1504,10:20:00,A,17,113.477,no_target,syn_11C,a,DNA-FAM
1505,1505,10:20:00,B,17,104.599,no_target,syn_11C,b,DNA-FAM
1506,1506,10:20:00,A,19,109.418,no_target,IVT_11C,a,DNA-FAM
1507,1507,10:20:00,B,19,101.183,no_target,IVT_11C,b,DNA-FAM
1508,1508,10:20:00,A,21,107.199,no_target,IVT_D9_3Cs,a,DNA-FAM
1509,1509,10:20:00,B,21,108.04,no_target,IVT_D9_3Cs,b,DNA-FAM
1510,1510,10:20:00,A,23,112.87,no_target,none,a,DNA-FAM
1511,1511,10:20:00,B,23,136.416,no_target,none,b,DNA-FAM
1512,1512,10:30:00,A,1,1071.69,target_added,syn_11C,a,DNA-FAM
1513,1513,10:30:00,B,1,1037.938,target_added,syn_11C,b,DNA-FAM
1514,1514,10:30:00,A,3,1587.724,target_added,IVT_11C,a,DNA-FAM
1515,1515,10:30:00,B,3,1756.611,target_added,IVT_11C,b,DNA-FAM
1516,1516,10:30:00,A,5,2193.917,target_added,IVT_D9_3Cs,a,DNA-FAM
1517,1517,10:30:00,B,5,2142.73,target_added,IVT_D9_3Cs,b,DNA-FAM
1518,1518,10:30:00,A,7,105.412,target_added,none,a,DNA-FAM
1519,1519,10:30:00,B,7,104.118,target_added,none,b,DNA-FAM
1520,1520,10:30:00,A,9,110.921,no_cas12a,syn_11C,a,DNA-FAM
1521,1521,10:30:00,B,9,109.441,no_cas12a,syn_11C,b,DNA-FAM
1522,1522,10:30:00,A,11,101.865,no_cas12a,IVT_11C,a,DNA-FAM
1523,1523,10:30:00,B,11,104.204,no_cas12a,IVT_11C,b,DNA-FAM
1524,1524,10:30:00,A,13,108.852,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1525,1525,10:30:00,B,13,107.209,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1526,1526,10:30:00,A,15,111.592,no_cas12a,none,a,DNA-FAM
1527,1527,10:30:00,B,15,107.933,no_cas12a,none,b,DNA-FAM
1528,1528,10:30:00,A,17,113.957,no_target,syn_11C,a,DNA-FAM
1529,1529,10:30:00,B,17,105.546,no_target,syn_11C,b,DNA-FAM
1530,1530,10:30:00,A,19,108.572,no_target,IVT_11C,a,DNA-FAM
1531,1531,10:30:00,B,19,100.422,no_target,IVT_11C,b,DNA-FAM
1532,1532,10:30:00,A,21,106.15,no_target,IVT_D9_3Cs,a,DNA-FAM
1533,1533,10:30:00,B,21,109.238,no_target,IVT_D9_3Cs,b,DNA-FAM
1534,1534,10:30:00,A,23,113.877,no_target,none,a,DNA-FAM
1535,1535,10:30:00,B,23,138.207,no_target,none,b,DNA-FAM
1536,1536,10:40:00,A,1,1056.6660000000004,target_added,syn_11C,a,DNA-FAM
1537,1537,10:40:00,B,1,1027.177,target_added,syn_11C,b,DNA-FAM
1538,1538,10:40:00,A,3,1568.7420000000004,target_added,IVT_11C,a,DNA-FAM
1539,1539,10:40:00,B,3,1733.629,target_added,IVT_11C,b,DNA-FAM
1540,1540,10:40:00,A,5,2180.907,target_added,IVT_D9_3Cs,a,DNA-FAM
1541,1541,10:40:00,B,5,2126.422,target_added,IVT_D9_3Cs,b,DNA-FAM
1542,1542,10:40:00,A,7,104.98,target_added,none,a,DNA-FAM
1543,1543,10:40:00,B,7,103.858,target_added,none,b,DNA-FAM
1544,1544,10:40:00,A,9,110.129,no_cas12a,syn_11C,a,DNA-FAM
1545,1545,10:40:00,B,9,108.119,no_cas12a,syn_11C,b,DNA-FAM
1546,1546,10:40:00,A,11,103.7,no_cas12a,IVT_11C,a,DNA-FAM
1547,1547,10:40:00,B,11,103.565,no_cas12a,IVT_11C,b,DNA-FAM
1548,1548,10:40:00,A,13,110.558,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1549,1549,10:40:00,B,13,107.608,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1550,1550,10:40:00,A,15,111.822,no_cas12a,none,a,DNA-FAM
1551,1551,10:40:00,B,15,107.842,no_cas12a,none,b,DNA-FAM
1552,1552,10:40:00,A,17,113.926,no_target,syn_11C,a,DNA-FAM
1553,1553,10:40:00,B,17,105.538,no_target,syn_11C,b,DNA-FAM
1554,1554,10:40:00,A,19,108.809,no_target,IVT_11C,a,DNA-FAM
1555,1555,10:40:00,B,19,102.8,no_target,IVT_11C,b,DNA-FAM
1556,1556,10:40:00,A,21,105.901,no_target,IVT_D9_3Cs,a,DNA-FAM
1557,1557,10:40:00,B,21,108.866,no_target,IVT_D9_3Cs,b,DNA-FAM
1558,1558,10:40:00,A,23,113.825,no_target,none,a,DNA-FAM
1559,1559,10:40:00,B,23,136.444,no_target,none,b,DNA-FAM
1560,1560,10:50:00,A,1,1061.266,target_added,syn_11C,a,DNA-FAM
1561,1561,10:50:00,B,1,1036.363,target_added,syn_11C,b,DNA-FAM
1562,1562,10:50:00,A,3,1583.682,target_added,IVT_11C,a,DNA-FAM
1563,1563,10:50:00,B,3,1741.797,target_added,IVT_11C,b,DNA-FAM
1564,1564,10:50:00,A,5,2190.821,target_added,IVT_D9_3Cs,a,DNA-FAM
1565,1565,10:50:00,B,5,2123.036,target_added,IVT_D9_3Cs,b,DNA-FAM
1566,1566,10:50:00,A,7,106.523,target_added,none,a,DNA-FAM
1567,1567,10:50:00,B,7,103.685,target_added,none,b,DNA-FAM
1568,1568,10:50:00,A,9,111.503,no_cas12a,syn_11C,a,DNA-FAM
1569,1569,10:50:00,B,9,108.679,no_cas12a,syn_11C,b,DNA-FAM
1570,1570,10:50:00,A,11,103.733,no_cas12a,IVT_11C,a,DNA-FAM
1571,1571,10:50:00,B,11,105.28,no_cas12a,IVT_11C,b,DNA-FAM
1572,1572,10:50:00,A,13,109.0,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1573,1573,10:50:00,B,13,108.41,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1574,1574,10:50:00,A,15,111.549,no_cas12a,none,a,DNA-FAM
1575,1575,10:50:00,B,15,107.012,no_cas12a,none,b,DNA-FAM
1576,1576,10:50:00,A,17,113.44,no_target,syn_11C,a,DNA-FAM
1577,1577,10:50:00,B,17,106.063,no_target,syn_11C,b,DNA-FAM
1578,1578,10:50:00,A,19,110.486,no_target,IVT_11C,a,DNA-FAM
1579,1579,10:50:00,B,19,103.922,no_target,IVT_11C,b,DNA-FAM
1580,1580,10:50:00,A,21,106.621,no_target,IVT_D9_3Cs,a,DNA-FAM
1581,1581,10:50:00,B,21,110.115,no_target,IVT_D9_3Cs,b,DNA-FAM
1582,1582,10:50:00,A,23,113.929,no_target,none,a,DNA-FAM
1583,1583,10:50:00,B,23,138.231,no_target,none,b,DNA-FAM
1584,1584,11:00:00,A,1,1069.841,target_added,syn_11C,a,DNA-FAM
1585,1585,11:00:00,B,1,1040.454,target_added,syn_11C,b,DNA-FAM
1586,1586,11:00:00,A,3,1589.7379999999996,target_added,IVT_11C,a,DNA-FAM
1587,1587,11:00:00,B,3,1762.264,target_added,IVT_11C,b,DNA-FAM
1588,1588,11:00:00,A,5,2198.688,target_added,IVT_D9_3Cs,a,DNA-FAM
1589,1589,11:00:00,B,5,2137.983,target_added,IVT_D9_3Cs,b,DNA-FAM
1590,1590,11:00:00,A,7,107.496,target_added,none,a,DNA-FAM
1591,1591,11:00:00,B,7,104.529,target_added,none,b,DNA-FAM
1592,1592,11:00:00,A,9,112.176,no_cas12a,syn_11C,a,DNA-FAM
1593,1593,11:00:00,B,9,110.659,no_cas12a,syn_11C,b,DNA-FAM
1594,1594,11:00:00,A,11,104.255,no_cas12a,IVT_11C,a,DNA-FAM
1595,1595,11:00:00,B,11,104.937,no_cas12a,IVT_11C,b,DNA-FAM
1596,1596,11:00:00,A,13,111.091,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1597,1597,11:00:00,B,13,108.444,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1598,1598,11:00:00,A,15,112.63,no_cas12a,none,a,DNA-FAM
1599,1599,11:00:00,B,15,108.217,no_cas12a,none,b,DNA-FAM
1600,1600,11:00:00,A,17,115.494,no_target,syn_11C,a,DNA-FAM
1601,1601,11:00:00,B,17,107.529,no_target,syn_11C,b,DNA-FAM
1602,1602,11:00:00,A,19,112.149,no_target,IVT_11C,a,DNA-FAM
1603,1603,11:00:00,B,19,103.45,no_target,IVT_11C,b,DNA-FAM
1604,1604,11:00:00,A,21,108.71,no_target,IVT_D9_3Cs,a,DNA-FAM
1605,1605,11:00:00,B,21,110.439,no_target,IVT_D9_3Cs,b,DNA-FAM
1606,1606,11:00:00,A,23,116.157,no_target,none,a,DNA-FAM
1607,1607,11:00:00,B,23,140.322,no_target,none,b,DNA-FAM
1608,1608,11:10:00,A,1,1063.717,target_added,syn_11C,a,DNA-FAM
1609,1609,11:10:00,B,1,1034.838,target_added,syn_11C,b,DNA-FAM
1610,1610,11:10:00,A,3,1579.808,target_added,IVT_11C,a,DNA-FAM
1611,1611,11:10:00,B,3,1743.208,target_added,IVT_11C,b,DNA-FAM
1612,1612,11:10:00,A,5,2186.483,target_added,IVT_D9_3Cs,a,DNA-FAM
1613,1613,11:10:00,B,5,2127.956,target_added,IVT_D9_3Cs,b,DNA-FAM
1614,1614,11:10:00,A,7,107.903,target_added,none,a,DNA-FAM
1615,1615,11:10:00,B,7,106.752,target_added,none,b,DNA-FAM
1616,1616,11:10:00,A,9,114.254,no_cas12a,syn_11C,a,DNA-FAM
1617,1617,11:10:00,B,9,112.59,no_cas12a,syn_11C,b,DNA-FAM
1618,1618,11:10:00,A,11,104.932,no_cas12a,IVT_11C,a,DNA-FAM
1619,1619,11:10:00,B,11,107.262,no_cas12a,IVT_11C,b,DNA-FAM
1620,1620,11:10:00,A,13,111.495,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1621,1621,11:10:00,B,13,109.419,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1622,1622,11:10:00,A,15,115.096,no_cas12a,none,a,DNA-FAM
1623,1623,11:10:00,B,15,110.52,no_cas12a,none,b,DNA-FAM
1624,1624,11:10:00,A,17,116.856,no_target,syn_11C,a,DNA-FAM
1625,1625,11:10:00,B,17,106.439,no_target,syn_11C,b,DNA-FAM
1626,1626,11:10:00,A,19,112.277,no_target,IVT_11C,a,DNA-FAM
1627,1627,11:10:00,B,19,103.991,no_target,IVT_11C,b,DNA-FAM
1628,1628,11:10:00,A,21,108.955,no_target,IVT_D9_3Cs,a,DNA-FAM
1629,1629,11:10:00,B,21,111.98,no_target,IVT_D9_3Cs,b,DNA-FAM
1630,1630,11:10:00,A,23,116.996,no_target,none,a,DNA-FAM
1631,1631,11:10:00,B,23,141.446,no_target,none,b,DNA-FAM
1632,1632,11:20:00,A,1,1062.293,target_added,syn_11C,a,DNA-FAM
1633,1633,11:20:00,B,1,1037.953,target_added,syn_11C,b,DNA-FAM
1634,1634,11:20:00,A,3,1584.679,target_added,IVT_11C,a,DNA-FAM
1635,1635,11:20:00,B,3,1749.12,target_added,IVT_11C,b,DNA-FAM
1636,1636,11:20:00,A,5,2194.4410000000007,target_added,IVT_D9_3Cs,a,DNA-FAM
1637,1637,11:20:00,B,5,2130.033,target_added,IVT_D9_3Cs,b,DNA-FAM
1638,1638,11:20:00,A,7,108.068,target_added,none,a,DNA-FAM
1639,1639,11:20:00,B,7,107.49,target_added,none,b,DNA-FAM
1640,1640,11:20:00,A,9,114.077,no_cas12a,syn_11C,a,DNA-FAM
1641,1641,11:20:00,B,9,111.864,no_cas12a,syn_11C,b,DNA-FAM
1642,1642,11:20:00,A,11,105.77,no_cas12a,IVT_11C,a,DNA-FAM
1643,1643,11:20:00,B,11,109.177,no_cas12a,IVT_11C,b,DNA-FAM
1644,1644,11:20:00,A,13,112.846,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1645,1645,11:20:00,B,13,109.845,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1646,1646,11:20:00,A,15,115.771,no_cas12a,none,a,DNA-FAM
1647,1647,11:20:00,B,15,111.435,no_cas12a,none,b,DNA-FAM
1648,1648,11:20:00,A,17,117.393,no_target,syn_11C,a,DNA-FAM
1649,1649,11:20:00,B,17,108.934,no_target,syn_11C,b,DNA-FAM
1650,1650,11:20:00,A,19,113.761,no_target,IVT_11C,a,DNA-FAM
1651,1651,11:20:00,B,19,104.409,no_target,IVT_11C,b,DNA-FAM
1652,1652,11:20:00,A,21,110.355,no_target,IVT_D9_3Cs,a,DNA-FAM
1653,1653,11:20:00,B,21,114.819,no_target,IVT_D9_3Cs,b,DNA-FAM
1654,1654,11:20:00,A,23,118.59,no_target,none,a,DNA-FAM
1655,1655,11:20:00,B,23,142.57,no_target,none,b,DNA-FAM
1656,1656,11:30:00,A,1,1073.894,target_added,syn_11C,a,DNA-FAM
1657,1657,11:30:00,B,1,1042.248,target_added,syn_11C,b,DNA-FAM
1658,1658,11:30:00,A,3,1592.99,target_added,IVT_11C,a,DNA-FAM
1659,1659,11:30:00,B,3,1762.5770000000002,target_added,IVT_11C,b,DNA-FAM
1660,1660,11:30:00,A,5,2211.512,target_added,IVT_D9_3Cs,a,DNA-FAM
1661,1661,11:30:00,B,5,2156.11,target_added,IVT_D9_3Cs,b,DNA-FAM
1662,1662,11:30:00,A,7,110.348,target_added,none,a,DNA-FAM
1663,1663,11:30:00,B,7,109.05,target_added,none,b,DNA-FAM
1664,1664,11:30:00,A,9,116.053,no_cas12a,syn_11C,a,DNA-FAM
1665,1665,11:30:00,B,9,113.74,no_cas12a,syn_11C,b,DNA-FAM
1666,1666,11:30:00,A,11,107.269,no_cas12a,IVT_11C,a,DNA-FAM
1667,1667,11:30:00,B,11,109.164,no_cas12a,IVT_11C,b,DNA-FAM
1668,1668,11:30:00,A,13,115.329,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1669,1669,11:30:00,B,13,111.111,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1670,1670,11:30:00,A,15,116.422,no_cas12a,none,a,DNA-FAM
1671,1671,11:30:00,B,15,111.942,no_cas12a,none,b,DNA-FAM
1672,1672,11:30:00,A,17,118.053,no_target,syn_11C,a,DNA-FAM
1673,1673,11:30:00,B,17,110.253,no_target,syn_11C,b,DNA-FAM
1674,1674,11:30:00,A,19,113.96,no_target,IVT_11C,a,DNA-FAM
1675,1675,11:30:00,B,19,106.54,no_target,IVT_11C,b,DNA-FAM
1676,1676,11:30:00,A,21,111.664,no_target,IVT_D9_3Cs,a,DNA-FAM
1677,1677,11:30:00,B,21,113.846,no_target,IVT_D9_3Cs,b,DNA-FAM
1678,1678,11:30:00,A,23,119.599,no_target,none,a,DNA-FAM
1679,1679,11:30:00,B,23,143.273,no_target,none,b,DNA-FAM
1680,1680,11:40:00,A,1,1077.931,target_added,syn_11C,a,DNA-FAM
1681,1681,11:40:00,B,1,1046.114,target_added,syn_11C,b,DNA-FAM
1682,1682,11:40:00,A,3,1598.743,target_added,IVT_11C,a,DNA-FAM
1683,1683,11:40:00,B,3,1767.1570000000004,target_added,IVT_11C,b,DNA-FAM
1684,1684,11:40:00,A,5,2211.756,target_added,IVT_D9_3Cs,a,DNA-FAM
1685,1685,11:40:00,B,5,2152.746,target_added,IVT_D9_3Cs,b,DNA-FAM
1686,1686,11:40:00,A,7,109.612,target_added,none,a,DNA-FAM
1687,1687,11:40:00,B,7,108.518,target_added,none,b,DNA-FAM
1688,1688,11:40:00,A,9,116.746,no_cas12a,syn_11C,a,DNA-FAM
1689,1689,11:40:00,B,9,113.277,no_cas12a,syn_11C,b,DNA-FAM
1690,1690,11:40:00,A,11,107.923,no_cas12a,IVT_11C,a,DNA-FAM
1691,1691,11:40:00,B,11,108.886,no_cas12a,IVT_11C,b,DNA-FAM
1692,1692,11:40:00,A,13,115.097,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1693,1693,11:40:00,B,13,111.306,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1694,1694,11:40:00,A,15,117.91,no_cas12a,none,a,DNA-FAM
1695,1695,11:40:00,B,15,112.526,no_cas12a,none,b,DNA-FAM
1696,1696,11:40:00,A,17,117.856,no_target,syn_11C,a,DNA-FAM
1697,1697,11:40:00,B,17,110.12,no_target,syn_11C,b,DNA-FAM
1698,1698,11:40:00,A,19,115.106,no_target,IVT_11C,a,DNA-FAM
1699,1699,11:40:00,B,19,106.425,no_target,IVT_11C,b,DNA-FAM
1700,1700,11:40:00,A,21,111.887,no_target,IVT_D9_3Cs,a,DNA-FAM
1701,1701,11:40:00,B,21,115.163,no_target,IVT_D9_3Cs,b,DNA-FAM
1702,1702,11:40:00,A,23,120.063,no_target,none,a,DNA-FAM
1703,1703,11:40:00,B,23,142.079,no_target,none,b,DNA-FAM
1704,1704,11:50:00,A,1,1063.029,target_added,syn_11C,a,DNA-FAM
1705,1705,11:50:00,B,1,1031.725,target_added,syn_11C,b,DNA-FAM
1706,1706,11:50:00,A,3,1580.5020000000004,target_added,IVT_11C,a,DNA-FAM
1707,1707,11:50:00,B,3,1742.201,target_added,IVT_11C,b,DNA-FAM
1708,1708,11:50:00,A,5,2185.222,target_added,IVT_D9_3Cs,a,DNA-FAM
1709,1709,11:50:00,B,5,2119.904,target_added,IVT_D9_3Cs,b,DNA-FAM
1710,1710,11:50:00,A,7,109.799,target_added,none,a,DNA-FAM
1711,1711,11:50:00,B,7,108.198,target_added,none,b,DNA-FAM
1712,1712,11:50:00,A,9,115.35,no_cas12a,syn_11C,a,DNA-FAM
1713,1713,11:50:00,B,9,115.705,no_cas12a,syn_11C,b,DNA-FAM
1714,1714,11:50:00,A,11,107.789,no_cas12a,IVT_11C,a,DNA-FAM
1715,1715,11:50:00,B,11,109.767,no_cas12a,IVT_11C,b,DNA-FAM
1716,1716,11:50:00,A,13,113.408,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1717,1717,11:50:00,B,13,111.445,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1718,1718,11:50:00,A,15,117.658,no_cas12a,none,a,DNA-FAM
1719,1719,11:50:00,B,15,111.51,no_cas12a,none,b,DNA-FAM
1720,1720,11:50:00,A,17,118.727,no_target,syn_11C,a,DNA-FAM
1721,1721,11:50:00,B,17,109.626,no_target,syn_11C,b,DNA-FAM
1722,1722,11:50:00,A,19,114.275,no_target,IVT_11C,a,DNA-FAM
1723,1723,11:50:00,B,19,107.432,no_target,IVT_11C,b,DNA-FAM
1724,1724,11:50:00,A,21,111.583,no_target,IVT_D9_3Cs,a,DNA-FAM
1725,1725,11:50:00,B,21,114.928,no_target,IVT_D9_3Cs,b,DNA-FAM
1726,1726,11:50:00,A,23,118.025,no_target,none,a,DNA-FAM
1727,1727,11:50:00,B,23,145.024,no_target,none,b,DNA-FAM
1728,1728,12:00:00,A,1,1062.256,target_added,syn_11C,a,DNA-FAM
1729,1729,12:00:00,B,1,1037.146,target_added,syn_11C,b,DNA-FAM
1730,1730,12:00:00,A,3,1583.884,target_added,IVT_11C,a,DNA-FAM
1731,1731,12:00:00,B,3,1738.5770000000002,target_added,IVT_11C,b,DNA-FAM
1732,1732,12:00:00,A,5,2192.995,target_added,IVT_D9_3Cs,a,DNA-FAM
1733,1733,12:00:00,B,5,2136.52,target_added,IVT_D9_3Cs,b,DNA-FAM
1734,1734,12:00:00,A,7,110.93,target_added,none,a,DNA-FAM
1735,1735,12:00:00,B,7,109.855,target_added,none,b,DNA-FAM
1736,1736,12:00:00,A,9,116.464,no_cas12a,syn_11C,a,DNA-FAM
1737,1737,12:00:00,B,9,115.096,no_cas12a,syn_11C,b,DNA-FAM
1738,1738,12:00:00,A,11,108.917,no_cas12a,IVT_11C,a,DNA-FAM
1739,1739,12:00:00,B,11,111.004,no_cas12a,IVT_11C,b,DNA-FAM
1740,1740,12:00:00,A,13,115.573,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1741,1741,12:00:00,B,13,112.696,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1742,1742,12:00:00,A,15,117.75,no_cas12a,none,a,DNA-FAM
1743,1743,12:00:00,B,15,113.28,no_cas12a,none,b,DNA-FAM
1744,1744,12:00:00,A,17,120.564,no_target,syn_11C,a,DNA-FAM
1745,1745,12:00:00,B,17,111.001,no_target,syn_11C,b,DNA-FAM
1746,1746,12:00:00,A,19,115.604,no_target,IVT_11C,a,DNA-FAM
1747,1747,12:00:00,B,19,107.56,no_target,IVT_11C,b,DNA-FAM
1748,1748,12:00:00,A,21,112.265,no_target,IVT_D9_3Cs,a,DNA-FAM
1749,1749,12:00:00,B,21,116.203,no_target,IVT_D9_3Cs,b,DNA-FAM
1750,1750,12:00:00,A,23,119.958,no_target,none,a,DNA-FAM
1751,1751,12:00:00,B,23,144.832,no_target,none,b,DNA-FAM
