,time,row_384,column_384,rfu_value,concentration,replicate
623,00:28:30,D,16,59.909,H20,b
624,00:29:15,D,1,86.61399999999999,10E-11,a
625,00:29:15,D,2,84.71,H20,a
626,00:29:15,D,3,58.06,10E-13,a
627,00:29:15,D,4,69.481,H20,a
628,00:29:15,D,5,51.397,10E-16,a
629,00:29:15,D,6,80.903,H20,a
630,00:29:15,D,7,73.288,0,a
631,00:29:15,D,8,77.096,H20,a
632,00:29:15,D,9,60.915,10E-11,b
633,00:29:15,D,10,57.108000000000004,H20,b
634,00:29:15,D,11,59.963,10E-13,b
635,00:29:15,D,12,65.67399999999999,H20,b
636,00:29:15,D,13,57.108000000000004,10E-16,b
637,00:29:15,D,14,55.20399999999999,H20,b
638,00:29:15,D,15,56.156000000000006,0,b
639,00:29:15,D,16,65.67399999999999,H20,b
640,00:30:00,D,1,75.194,10E-11,a
641,00:30:00,D,2,54.254,H20,a
642,00:30:00,D,3,62.82,10E-13,a
643,00:30:00,D,4,88.519,H20,a
644,00:30:00,D,5,56.157,10E-16,a
645,00:30:00,D,6,79.001,H20,a
646,00:30:00,D,7,67.579,0,a
647,00:30:00,D,8,59.013000000000005,H20,a
648,00:30:00,D,9,59.013000000000005,10E-11,b
649,00:30:00,D,10,60.917,H20,b
650,00:30:00,D,11,47.591,10E-13,b
651,00:30:00,D,12,51.398,H20,b
652,00:30:00,D,13,60.917,10E-16,b
653,00:30:00,D,14,57.108999999999995,H20,b
654,00:30:00,D,15,78.04899999999999,0,b
655,00:30:00,D,16,55.206,H20,b
656,00:30:45,D,1,79.07300000000001,10E-11,a
657,00:30:45,D,2,82.884,H20,a
658,00:30:45,D,3,51.445,10E-13,a
659,00:30:45,D,4,53.351,H20,a
660,00:30:45,D,5,69.546,10E-16,a
661,00:30:45,D,6,67.641,H20,a
662,00:30:45,D,7,52.398,0,a
663,00:30:45,D,8,74.31,H20,a
664,00:30:45,D,9,78.12100000000001,10E-11,b
665,00:30:45,D,10,55.256,H20,b
666,00:30:45,D,11,65.736,10E-13,b
667,00:30:45,D,12,65.736,H20,b
668,00:30:45,D,13,65.736,10E-16,b
669,00:30:45,D,14,82.884,H20,b
670,00:30:45,D,15,58.114,0,b
671,00:30:45,D,16,77.168,H20,b
672,00:31:30,D,1,52.411,10E-11,a
673,00:31:30,D,2,56.223,H20,a
674,00:31:30,D,3,69.564,10E-13,a
675,00:31:30,D,4,77.187,H20,a
676,00:31:30,D,5,60.987,10E-16,a
677,00:31:30,D,6,62.893,H20,a
678,00:31:30,D,7,57.176,0,a
679,00:31:30,D,8,72.422,H20,a
680,00:31:30,D,9,60.034,10E-11,b
681,00:31:30,D,10,64.79899999999999,H20,b
682,00:31:30,D,11,57.176,10E-13,b
683,00:31:30,D,12,69.564,H20,b
684,00:31:30,D,13,58.128,10E-16,b
685,00:31:30,D,14,67.658,H20,b
686,00:31:30,D,15,63.846000000000004,0,b
687,00:31:30,D,16,61.94,H20,b
688,00:32:15,D,1,70.543,10E-11,a
689,00:32:15,D,2,54.338,H20,a
690,00:32:15,D,3,70.543,10E-13,a
691,00:32:15,D,4,76.263,H20,a
692,00:32:15,D,5,52.431,10E-16,a
693,00:32:15,D,6,60.057,H20,a
694,00:32:15,D,7,77.21600000000001,0,a
695,00:32:15,D,8,70.543,H20,a
696,00:32:15,D,9,59.104,10E-11,b
697,00:32:15,D,10,53.38399999999999,H20,b
698,00:32:15,D,11,74.357,10E-13,b
699,00:32:15,D,12,52.431000000000004,H20,b
700,00:32:15,D,13,52.431000000000004,10E-16,b
701,00:32:15,D,14,76.263,H20,b
702,00:32:15,D,15,59.104,0,b
703,00:32:15,D,16,49.571000000000005,H20,b
704,00:33:00,D,1,58.103,10E-11,a
705,00:33:00,D,2,59.055,H20,a
706,00:33:00,D,3,74.296,10E-13,a
707,00:33:00,D,4,61.913,H20,a
708,00:33:00,D,5,58.103,10E-16,a
709,00:33:00,D,6,65.723,H20,a
710,00:33:00,D,7,59.055,0,a
711,00:33:00,D,8,75.248,H20,a
712,00:33:00,D,9,60.008,10E-11,b
713,00:33:00,D,10,60.96,H20,b
714,00:33:00,D,11,64.77,10E-13,b
715,00:33:00,D,12,52.388000000000005,H20,b
716,00:33:00,D,13,60.96,10E-16,b
717,00:33:00,D,14,57.15,H20,b
718,00:33:00,D,15,64.77,0,b
719,00:33:00,D,16,69.533,H20,b
720,00:33:45,D,1,66.63,10E-11,a
721,00:33:45,D,2,77.101,H20,a
722,00:33:45,D,3,70.438,10E-13,a
723,00:33:45,D,4,59.016,H20,a
724,00:33:45,D,5,62.823,10E-16,a
725,00:33:45,D,6,52.353,H20,a
726,00:33:45,D,7,70.438,0,a
727,00:33:45,D,8,66.63,H20,a
728,00:33:45,D,9,65.679,10E-11,b
729,00:33:45,D,10,68.53399999999999,H20,b
730,00:33:45,D,11,58.06399999999999,10E-13,b
731,00:33:45,D,12,59.016000000000005,H20,b
732,00:33:45,D,13,66.63,10E-16,b
733,00:33:45,D,14,54.256,H20,b
734,00:33:45,D,15,56.16,0,b
735,00:33:45,D,16,46.641000000000005,H20,b
736,00:34:30,D,1,78.083,10E-11,a
737,00:34:30,D,2,55.229,H20,a
738,00:34:30,D,3,75.226,10E-13,a
739,00:34:30,D,4,62.847,H20,a
740,00:34:30,D,5,56.181,10E-16,a
741,00:34:30,D,6,47.611,H20,a
742,00:34:30,D,7,60.942,0,a
743,00:34:30,D,8,76.178,H20,a
744,00:34:30,D,9,64.751,10E-11,b
745,00:34:30,D,10,81.891,H20,b
746,00:34:30,D,11,63.799,10E-13,b
747,00:34:30,D,12,56.181000000000004,H20,b
748,00:34:30,D,13,73.321,10E-16,b
749,00:34:30,D,14,76.178,H20,b
750,00:34:30,D,15,61.895,0,b
751,00:34:30,D,16,60.942,H20,b
752,00:35:15,D,1,67.667,10E-11,a
753,00:35:15,D,2,76.244,H20,a
754,00:35:15,D,3,64.808,10E-13,a
755,00:35:15,D,4,66.714,H20,a
756,00:35:15,D,5,70.526,10E-16,a
757,00:35:15,D,6,55.277,H20,a
758,00:35:15,D,7,77.197,0,a
759,00:35:15,D,8,54.324,H20,a
760,00:35:15,D,9,53.371,10E-11,b
761,00:35:15,D,10,73.385,H20,b
762,00:35:15,D,11,73.385,10E-13,b
763,00:35:15,D,12,63.855,H20,b
764,00:35:15,D,13,75.291,10E-16,b
765,00:35:15,D,14,57.183,H20,b
766,00:35:15,D,15,62.902,0,b
767,00:35:15,D,16,64.808,H20,b
768,00:36:00,D,1,62.942,10E-11,a
769,00:36:00,D,2,54.359,H20,a
770,00:36:00,D,3,81.062,10E-13,a
771,00:36:00,D,4,70.572,H20,a
772,00:36:00,D,5,57.22,10E-16,a
773,00:36:00,D,6,79.155,H20,a
774,00:36:00,D,7,98.228,0,a
775,00:36:00,D,8,52.452,H20,a
776,00:36:00,D,9,73.433,10E-11,b
777,00:36:00,D,10,47.684,H20,b
778,00:36:00,D,11,55.313,10E-13,b
779,00:36:00,D,12,68.664,H20,b
780,00:36:00,D,13,73.433,10E-16,b
781,00:36:00,D,14,56.266999999999996,H20,b
782,00:36:00,D,15,61.989,0,b
783,00:36:00,D,16,66.757,H20,b
784,00:36:45,D,1,75.344,10E-11,a
785,00:36:45,D,2,61.038,H20,a
786,00:36:45,D,3,58.177,10E-13,a
787,00:36:45,D,4,69.622,H20,a
788,00:36:45,D,5,74.39,10E-16,a
789,00:36:45,D,6,56.27,H20,a
790,00:36:45,D,7,52.455,0,a
791,00:36:45,D,8,55.316,H20,a
792,00:36:45,D,9,63.898999999999994,10E-11,b
793,00:36:45,D,10,73.436,H20,b
794,00:36:45,D,11,60.083999999999996,10E-13,b
795,00:36:45,D,12,55.316,H20,b
796,00:36:45,D,13,75.344,10E-16,b
797,00:36:45,D,14,67.714,H20,b
798,00:36:45,D,15,50.547,0,b
799,00:36:45,D,16,72.483,H20,b
800,00:37:30,D,1,74.329,10E-11,a
801,00:37:30,D,2,73.376,H20,a
802,00:37:30,D,3,73.376,10E-13,a
803,00:37:30,D,4,57.176,H20,a
804,00:37:30,D,5,81,10E-16,a
805,00:37:30,D,6,67.659,H20,a
806,00:37:30,D,7,73.376,0,a
807,00:37:30,D,8,51.458999999999996,H20,a
808,00:37:30,D,9,56.224,10E-11,b
809,00:37:30,D,10,62.894,H20,b
810,00:37:30,D,11,80.047,10E-13,b
811,00:37:30,D,12,59.082,H20,b
812,00:37:30,D,13,58.129,10E-16,b
813,00:37:30,D,14,56.224,H20,b
814,00:37:30,D,15,73.376,0,b
815,00:37:30,D,16,54.318000000000005,H20,b
816,00:38:15,D,1,84.598,10E-11,a
817,00:38:15,D,2,84.598,H20,a
818,00:38:15,D,3,66.538,10E-13,a
819,00:38:15,D,4,60.835,H20,a
820,00:38:15,D,5,64.637,10E-16,a
821,00:38:15,D,6,82.697,H20,a
822,00:38:15,D,7,62.736000000000004,0,a
823,00:38:15,D,8,67.488,H20,a
824,00:38:15,D,9,67.488,10E-11,b
825,00:38:15,D,10,59.88399999999999,H20,b
826,00:38:15,D,11,56.082,10E-13,b
827,00:38:15,D,12,58.933,H20,b
828,00:38:15,D,13,63.68600000000001,10E-16,b
829,00:38:15,D,14,68.439,H20,b
830,00:38:15,D,15,42.773999999999994,0,b
831,00:38:15,D,16,63.68600000000001,H20,b
832,00:39:00,D,1,74.36,10E-11,a
833,00:39:00,D,2,58.153,H20,a
834,00:39:00,D,3,84.847,10E-13,a
835,00:39:00,D,4,53.387,H20,a
836,00:39:00,D,5,73.407,10E-16,a
837,00:39:00,D,6,66.734,H20,a
838,00:39:00,D,7,67.687,0,a
839,00:39:00,D,8,63.873000000000005,H20,a
840,00:39:00,D,9,61.967,10E-11,b
841,00:39:00,D,10,64.827,H20,b
842,00:39:00,D,11,54.34,10E-13,b
843,00:39:00,D,12,59.107,H20,b
844,00:39:00,D,13,56.247,10E-16,b
845,00:39:00,D,14,75.314,H20,b
846,00:39:00,D,15,57.2,0,b
847,00:39:00,D,16,58.153,H20,b
848,00:39:45,D,1,55.25,10E-11,a
849,00:39:45,D,2,63.823,H20,a
850,00:39:45,D,3,63.823,10E-13,a
851,00:39:45,D,4,74.302,H20,a
852,00:39:45,D,5,50.487,10E-16,a
853,00:39:45,D,6,71.444,H20,a
854,00:39:45,D,7,75.25399999999999,0,a
855,00:39:45,D,8,61.918,H20,a
856,00:39:45,D,9,71.444,10E-11,b
857,00:39:45,D,10,65.729,H20,b
858,00:39:45,D,11,53.345,10E-13,b
859,00:39:45,D,12,55.25,H20,b
860,00:39:45,D,13,57.155,10E-16,b
861,00:39:45,D,14,44.772,H20,b
862,00:39:45,D,15,51.44,0,b
863,00:39:45,D,16,49.535,H20,b
864,00:40:30,D,1,92.351,10E-11,a
865,00:40:30,D,2,68.549,H20,a
866,00:40:30,D,3,79.974,10E-13,a
867,00:40:30,D,4,91.399,H20,a
868,00:40:30,D,5,75.214,10E-16,a
869,00:40:30,D,6,63.789,H20,a
870,00:40:30,D,7,59.981,0,a
871,00:40:30,D,8,75.214,H20,a
872,00:40:30,D,9,61.885,10E-11,b
873,00:40:30,D,10,46.652,H20,b
874,00:40:30,D,11,59.981,10E-13,b
875,00:40:30,D,12,60.933,H20,b
876,00:40:30,D,13,59.981,10E-16,b
877,00:40:30,D,14,74.262,H20,b
878,00:40:30,D,15,65.693,0,b
879,00:40:30,D,16,65.693,H20,b
880,00:41:15,D,1,56.222,10E-11,a
881,00:41:15,D,2,43.834,H20,a
882,00:41:15,D,3,74.327,10E-13,a
883,00:41:15,D,4,62.892,H20,a
884,00:41:15,D,5,39.069,10E-16,a
885,00:41:15,D,6,56.222,H20,a
886,00:41:15,D,7,63.845,0,a
887,00:41:15,D,8,60.033,H20,a
888,00:41:15,D,9,60.033,10E-11,b
889,00:41:15,D,10,55.269,H20,b
890,00:41:15,D,11,59.08,10E-13,b
891,00:41:15,D,12,57.175,H20,b
892,00:41:15,D,13,69.562,10E-16,b
893,00:41:15,D,14,60.033,H20,b
894,00:41:15,D,15,60.986000000000004,0,b
895,00:41:15,D,16,67.657,H20,b
896,00:42:00,D,1,83.911,10E-11,a
897,00:42:00,D,2,53.398,H20,a
898,00:42:00,D,3,77.236,10E-13,a
899,00:42:00,D,4,54.351,H20,a
900,00:42:00,D,5,43.862,10E-16,a
901,00:42:00,D,6,67.701,H20,a
902,00:42:00,D,7,56.258,0,a
903,00:42:00,D,8,59.119,H20,a
904,00:42:00,D,9,61.979,10E-11,b
905,00:42:00,D,10,50.537,H20,b
906,00:42:00,D,11,82.95700000000001,10E-13,b
907,00:42:00,D,12,62.933,H20,b
908,00:42:00,D,13,55.305,10E-16,b
909,00:42:00,D,14,66.747,H20,b
910,00:42:00,D,15,57.211999999999996,0,b
911,00:42:00,D,16,51.49100000000001,H20,b
912,00:42:45,D,1,66.65899999999999,10E-11,a
913,00:42:45,D,2,60.945,H20,a
914,00:42:45,D,3,75.23,10E-13,a
915,00:42:45,D,4,66.659,H20,a
916,00:42:45,D,5,70.468,10E-16,a
917,00:42:45,D,6,63.802,H20,a
918,00:42:45,D,7,63.802,0,a
919,00:42:45,D,8,44.757,H20,a
920,00:42:45,D,9,63.802,10E-11,b
921,00:42:45,D,10,78.086,H20,b
922,00:42:45,D,11,67.611,10E-13,b
923,00:42:45,D,12,69.516,H20,b
924,00:42:45,D,13,66.65899999999999,10E-16,b
925,00:42:45,D,14,59.993,H20,b
926,00:42:45,D,15,43.805,0,b
927,00:42:45,D,16,57.136,H20,b
928,00:43:30,D,1,70.582,10E-11,a
929,00:43:30,D,2,79.166,H20,a
930,00:43:30,D,3,52.459,10E-13,a
931,00:43:30,D,4,41.968,H20,a
932,00:43:30,D,5,62.951,10E-16,a
933,00:43:30,D,6,60.09,H20,a
934,00:43:30,D,7,82.02799999999999,0,a
935,00:43:30,D,8,71.536,H20,a
936,00:43:30,D,9,49.598,10E-11,b
937,00:43:30,D,10,64.859,H20,b
938,00:43:30,D,11,61.044,10E-13,b
939,00:43:30,D,12,70.582,H20,b
940,00:43:30,D,13,53.413000000000004,10E-16,b
941,00:43:30,D,14,53.413000000000004,H20,b
942,00:43:30,D,15,60.09,0,b
943,00:43:30,D,16,64.859,H20,b
944,00:44:15,D,1,52.463,10E-11,a
945,00:44:15,D,2,71.541,H20,a
946,00:44:15,D,3,68.679,10E-13,a
947,00:44:15,D,4,52.463,H20,a
948,00:44:15,D,5,59.14,10E-16,a
949,00:44:15,D,6,56.279,H20,a
950,00:44:15,D,7,71.541,0,a
951,00:44:15,D,8,62.956,H20,a
952,00:44:15,D,9,78.218,10E-11,b
953,00:44:15,D,10,53.417,H20,b
954,00:44:15,D,11,71.541,10E-13,b
955,00:44:15,D,12,47.693999999999996,H20,b
956,00:44:15,D,13,61.048,10E-16,b
957,00:44:15,D,14,73.449,H20,b
958,00:44:15,D,15,62.001999999999995,0,b
959,00:44:15,D,16,57.233000000000004,H20,b
960,00:45:00,D,1,87.70700000000001,10E-11,a
961,00:45:00,D,2,63.874,H20,a
962,00:45:00,D,3,48.62,10E-13,a
963,00:45:00,D,4,61.014,H20,a
964,00:45:00,D,5,65.78,10E-16,a
965,00:45:00,D,6,58.154,H20,a
966,00:45:00,D,7,50.527,0,a
967,00:45:00,D,8,69.594,H20,a
968,00:45:00,D,9,54.34,10E-11,b
969,00:45:00,D,10,54.34,H20,b
970,00:45:00,D,11,59.107,10E-13,b
971,00:45:00,D,12,55.294,H20,b
972,00:45:00,D,13,73.407,10E-16,b
973,00:45:00,D,14,49.574,H20,b
974,00:45:00,D,15,49.574,0,b
975,00:45:00,D,16,59.107,H20,b
976,00:45:45,D,1,67.66199999999999,10E-11,a
977,00:45:45,D,2,52.414,H20,a
978,00:45:45,D,3,62.897,10E-13,a
979,00:45:45,D,4,60.991,H20,a
980,00:45:45,D,5,41.931,10E-16,a
981,00:45:45,D,6,59.085,H20,a
982,00:45:45,D,7,54.32,0,a
983,00:45:45,D,8,76.238,H20,a
984,00:45:45,D,9,78.14399999999999,10E-11,b
985,00:45:45,D,10,73.37899999999999,H20,b
986,00:45:45,D,11,63.85,10E-13,b
987,00:45:45,D,12,47.648999999999994,H20,b
988,00:45:45,D,13,58.132,10E-16,b
989,00:45:45,D,14,50.508,H20,b
990,00:45:45,D,15,50.508,0,b
991,00:45:45,D,16,58.132,H20,b
992,00:46:30,D,1,64.847,10E-11,a
993,00:46:30,D,2,74.384,H20,a
994,00:46:30,D,3,69.615,10E-13,a
995,00:46:30,D,4,55.311,H20,a
996,00:46:30,D,5,45.775,10E-16,a
997,00:46:30,D,6,58.172,H20,a
998,00:46:30,D,7,68.66199999999999,0,a
999,00:46:30,D,8,60.07899999999999,H20,a
1000,00:46:30,D,9,65.801,10E-11,b
1001,00:46:30,D,10,58.172,H20,b
1002,00:46:30,D,11,74.384,10E-13,b
1003,00:46:30,D,12,73.43,H20,b
1004,00:46:30,D,13,71.523,10E-16,b
1005,00:46:30,D,14,55.31100000000001,H20,b
1006,00:46:30,D,15,69.615,0,b
1007,00:46:30,D,16,62.94,H20,b
1008,00:47:15,D,1,62.052,10E-11,a
1009,00:47:15,D,2,70.644,H20,a
1010,00:47:15,D,3,59.188,10E-13,a
1011,00:47:15,D,4,54.415,H20,a
1012,00:47:15,D,5,59.188,10E-16,a
1013,00:47:15,D,6,62.052,H20,a
1014,00:47:15,D,7,63.961000000000006,0,a
1015,00:47:15,D,8,58.233000000000004,H20,a
1016,00:47:15,D,9,54.415,10E-11,b
1017,00:47:15,D,10,76.372,H20,b
1018,00:47:15,D,11,68.735,10E-13,b
1019,00:47:15,D,12,57.278999999999996,H20,b
1020,00:47:15,D,13,65.87100000000001,10E-16,b
1021,00:47:15,D,14,64.916,H20,b
1022,00:47:15,D,15,57.278999999999996,0,b
1023,00:47:15,D,16,63.007,H20,b
1024,00:48:00,D,1,88.63799999999999,10E-11,a
1025,00:48:00,D,2,46.702,H20,a
1026,00:48:00,D,3,63.858,10E-13,a
1027,00:48:00,D,4,60.045,H20,a
1028,00:48:00,D,5,66.717,10E-16,a
1029,00:48:00,D,6,60.045,H20,a
1030,00:48:00,D,7,55.28,0,a
1031,00:48:00,D,8,65.764,H20,a
1032,00:48:00,D,9,57.18600000000001,10E-11,b
1033,00:48:00,D,10,72.436,H20,b
1034,00:48:00,D,11,90.545,10E-13,b
1035,00:48:00,D,12,57.18600000000001,H20,b
1036,00:48:00,D,13,60.998999999999995,10E-16,b
1037,00:48:00,D,14,71.483,H20,b
1038,00:48:00,D,15,49.56100000000001,0,b
1039,00:48:00,D,16,49.56100000000001,H20,b
1040,00:48:45,D,1,73.502,10E-11,a
1041,00:48:45,D,2,63.002,H20,a
1042,00:48:45,D,3,69.684,10E-13,a
1043,00:48:45,D,4,57.274,H20,a
1044,00:48:45,D,5,60.138,10E-16,a
1045,00:48:45,D,6,67.774,H20,a
1046,00:48:45,D,7,79.229,0,a
1047,00:48:45,D,8,72.547,H20,a
1048,00:48:45,D,9,52.501000000000005,10E-11,b
1049,00:48:45,D,10,60.138000000000005,H20,b
1050,00:48:45,D,11,53.456,10E-13,b
1051,00:48:45,D,12,63.001999999999995,H20,b
1052,00:48:45,D,13,53.456,10E-16,b
1053,00:48:45,D,14,72.547,H20,b
1054,00:48:45,D,15,60.138000000000005,0,b
1055,00:48:45,D,16,68.729,H20,b
1056,00:49:30,D,1,62.901,10E-11,a
1057,00:49:30,D,2,58.135,H20,a
1058,00:49:30,D,3,69.572,10E-13,a
1059,00:49:30,D,4,69.572,H20,a
1060,00:49:30,D,5,64.807,10E-16,a
1061,00:49:30,D,6,54.323,H20,a
1062,00:49:30,D,7,60.995,0,a
1063,00:49:30,D,8,52.417,H20,a
1064,00:49:30,D,9,60.042,10E-11,b
1065,00:49:30,D,10,60.995,H20,b
1066,00:49:30,D,11,66.71300000000001,10E-13,b
1067,00:49:30,D,12,53.37,H20,b
1068,00:49:30,D,13,51.464,10E-16,b
1069,00:49:30,D,14,80.055,H20,b
1070,00:49:30,D,15,65.76,0,b
1071,00:49:30,D,16,48.605,H20,b
1072,00:50:15,D,1,74.325,10E-11,a
1073,00:50:15,D,2,67.655,H20,a
1074,00:50:15,D,3,64.796,10E-13,a
1075,00:50:15,D,4,83.854,H20,a
1076,00:50:15,D,5,78.136,10E-16,a
1077,00:50:15,D,6,51.456,H20,a
1078,00:50:15,D,7,60.032,0,a
1079,00:50:15,D,8,69.56,H20,a
1080,00:50:15,D,9,63.843,10E-11,b
1081,00:50:15,D,10,68.608,H20,b
1082,00:50:15,D,11,68.608,10E-13,b
1083,00:50:15,D,12,63.843,H20,b
1084,00:50:15,D,13,75.278,10E-16,b
1085,00:50:15,D,14,65.749,H20,b
1086,00:50:15,D,15,44.786,0,b
1087,00:50:15,D,16,45.738,H20,b
1088,00:51:00,D,1,51.542,10E-11,a
1089,00:51:00,D,2,69.677,H20,a
1090,00:51:00,D,3,59.178,10E-13,a
1091,00:51:00,D,4,61.087,H20,a
1092,00:51:00,D,5,54.405,10E-16,a
1093,00:51:00,D,6,72.541,H20,a
1094,00:51:00,D,7,70.632,0,a
1095,00:51:00,D,8,57.269,H20,a
1096,00:51:00,D,9,67.768,10E-11,b
1097,00:51:00,D,10,60.132,H20,b
1098,00:51:00,D,11,68.723,10E-13,b
1099,00:51:00,D,12,64.905,H20,b
1100,00:51:00,D,13,74.45,10E-16,b
1101,00:51:00,D,14,61.086999999999996,H20,b
1102,00:51:00,D,15,62.996,0,b
1103,00:51:00,D,16,72.541,H20,b
1104,00:51:45,D,1,72.574,10E-11,a
1105,00:51:45,D,2,63.025,H20,a
1106,00:51:45,D,3,81.169,10E-13,a
1107,00:51:45,D,4,77.349,H20,a
1108,00:51:45,D,5,77.349,10E-16,a
1109,00:51:45,D,6,63.025,H20,a
1110,00:51:45,D,7,63.98,0,a
1111,00:51:45,D,8,60.16,H20,a
1112,00:51:45,D,9,63.98,10E-11,b
1113,00:51:45,D,10,59.205,H20,b
1114,00:51:45,D,11,70.664,10E-13,b
1115,00:51:45,D,12,60.16,H20,b
1116,00:51:45,D,13,52.521,10E-16,b
1117,00:51:45,D,14,51.566,H20,b
1118,00:51:45,D,15,63.98,0,b
1119,00:51:45,D,16,59.205,H20,b
1120,00:52:30,D,1,63.056000000000004,10E-11,a
1121,00:52:30,D,2,76.431,H20,a
1122,00:52:30,D,3,75.476,10E-13,a
1123,00:52:30,D,4,65.922,H20,a
1124,00:52:30,D,5,61.145,10E-16,a
1125,00:52:30,D,6,71.654,H20,a
1126,00:52:30,D,7,68.788,0,a
1127,00:52:30,D,8,56.368,H20,a
1128,00:52:30,D,9,56.368,10E-11,b
1129,00:52:30,D,10,62.1,H20,b
1130,00:52:30,D,11,40.126,10E-13,b
1131,00:52:30,D,12,76.431,H20,b
1132,00:52:30,D,13,61.145,10E-16,b
1133,00:52:30,D,14,51.591,H20,b
1134,00:52:30,D,15,51.591,0,b
1135,00:52:30,D,16,70.699,H20,b
1136,00:53:15,D,1,66.80199999999999,10E-11,a
1137,00:53:15,D,2,65.848,H20,a
1138,00:53:15,D,3,64.894,10E-13,a
1139,00:53:15,D,4,50.579,H20,a
1140,00:53:15,D,5,81.117,10E-16,a
1141,00:53:15,D,6,55.351,H20,a
1142,00:53:15,D,7,64.89399999999999,0,a
1143,00:53:15,D,8,56.305,H20,a
1144,00:53:15,D,9,62.031000000000006,10E-11,b
1145,00:53:15,D,10,73.483,H20,b
1146,00:53:15,D,11,57.25899999999999,10E-13,b
1147,00:53:15,D,12,55.351000000000006,H20,b
1148,00:53:15,D,13,62.031000000000006,10E-16,b
1149,00:53:15,D,14,45.806999999999995,H20,b
1150,00:53:15,D,15,46.762,0,b
1151,00:53:15,D,16,65.848,H20,b
1152,00:54:00,D,1,58.178000000000004,10E-11,a
1153,00:54:00,D,2,61.039,H20,a
1154,00:54:00,D,3,56.271,10E-13,a
1155,00:54:00,D,4,69.623,H20,a
1156,00:54:00,D,5,61.039,10E-16,a
1157,00:54:00,D,6,60.086,H20,a
1158,00:54:00,D,7,50.548,0,a
1159,00:54:00,D,8,64.854,H20,a
1160,00:54:00,D,9,71.53,10E-11,b
1161,00:54:00,D,10,51.501999999999995,H20,b
1162,00:54:00,D,11,64.854,10E-13,b
1163,00:54:00,D,12,54.363,H20,b
1164,00:54:00,D,13,50.548,10E-16,b
1165,00:54:00,D,14,57.224,H20,b
1166,00:54:00,D,15,57.224,0,b
1167,00:54:00,D,16,56.271,H20,b
1168,00:54:45,D,1,68.601,10E-11,a
1169,00:54:45,D,2,76.223,H20,a
1170,00:54:45,D,3,63.837,10E-13,a
1171,00:54:45,D,4,65.743,H20,a
1172,00:54:45,D,5,67.648,10E-16,a
1173,00:54:45,D,6,71.459,H20,a
1174,00:54:45,D,7,66.695,0,a
1175,00:54:45,D,8,60.979,H20,a
1176,00:54:45,D,9,56.215,10E-11,b
1177,00:54:45,D,10,66.695,H20,b
1178,00:54:45,D,11,40.97,10E-13,b
1179,00:54:45,D,12,73.365,H20,b
1180,00:54:45,D,13,67.648,10E-16,b
1181,00:54:45,D,14,55.262,H20,b
1182,00:54:45,D,15,55.262,0,b
1183,00:54:45,D,16,46.687,H20,b
1184,00:55:30,D,1,73.422,10E-11,a
1185,00:55:30,D,2,91.54,H20,a
1186,00:55:30,D,3,63.887,10E-13,a
1187,00:55:30,D,4,60.073,H20,a
1188,00:55:30,D,5,68.655,10E-16,a
1189,00:55:30,D,6,62.934,H20,a
1190,00:55:30,D,7,57.211999999999996,0,a
1191,00:55:30,D,8,61.026,H20,a
1192,00:55:30,D,9,69.608,10E-11,b
1193,00:55:30,D,10,66.748,H20,b
1194,00:55:30,D,11,41.956,10E-13,b
1195,00:55:30,D,12,46.723,H20,b
1196,00:55:30,D,13,67.70100000000001,10E-16,b
1197,00:55:30,D,14,64.84100000000001,H20,b
1198,00:55:30,D,15,66.748,0,b
1199,00:55:30,D,16,58.166000000000004,H20,b
1200,00:56:15,D,1,73.556,10E-11,a
1201,00:56:15,D,2,64.003,H20,a
1202,00:56:15,D,3,59.227,10E-13,a
1203,00:56:15,D,4,66.869,H20,a
1204,00:56:15,D,5,54.451,10E-16,a
1205,00:56:15,D,6,67.825,H20,a
1206,00:56:15,D,7,71.646,0,a
1207,00:56:15,D,8,60.181999999999995,H20,a
1208,00:56:15,D,9,61.138000000000005,10E-11,b
1209,00:56:15,D,10,42.986999999999995,H20,b
1210,00:56:15,D,11,74.512,10E-13,b
1211,00:56:15,D,12,58.272,H20,b
1212,00:56:15,D,13,56.361000000000004,10E-16,b
1213,00:56:15,D,14,55.406000000000006,H20,b
1214,00:56:15,D,15,82.154,0,b
1215,00:56:15,D,16,52.54,H20,b
1216,00:57:00,D,1,56.325,10E-11,a
1217,00:57:00,D,2,64.917,H20,a
1218,00:57:00,D,3,74.464,10E-13,a
1219,00:57:00,D,4,55.37,H20,a
1220,00:57:00,D,5,63.008,10E-16,a
1221,00:57:00,D,6,68.736,H20,a
1222,00:57:00,D,7,68.736,0,a
1223,00:57:00,D,8,83.056,H20,a
1224,00:57:00,D,9,64.917,10E-11,b
1225,00:57:00,D,10,49.641999999999996,H20,b
1226,00:57:00,D,11,76.373,10E-13,b
1227,00:57:00,D,12,44.869,H20,b
1228,00:57:00,D,13,51.552,10E-16,b
1229,00:57:00,D,14,55.37,H20,b
1230,00:57:00,D,15,54.416000000000004,0,b
1231,00:57:00,D,16,41.051,H20,b
1232,00:57:45,D,1,61.065,10E-11,a
1233,00:57:45,D,2,59.156,H20,a
1234,00:57:45,D,3,54.386,10E-13,a
1235,00:57:45,D,4,69.652,H20,a
1236,00:57:45,D,5,69.652,10E-16,a
1237,00:57:45,D,6,81.102,H20,a
1238,00:57:45,D,7,68.69800000000001,0,a
1239,00:57:45,D,8,67.744,H20,a
