,time,row_384,column_384,row_96,column_96,rfu_value
0,00:00:00,A,10,A,5,3.082
1,00:00:00,B,10,A,5,2.8
2,00:00:00,C,10,B,5,2.7910000000000004
3,00:00:00,D,10,B,5,2.947
4,00:00:00,E,10,C,5,2.6889999999999996
5,00:00:00,F,10,C,5,2.887
6,00:00:00,G,10,D,5,2.826
7,00:00:00,H,10,D,5,2.7739999999999996
8,00:00:00,I,10,E,5,2.694
9,00:00:00,J,10,E,5,2.8160000000000003
10,00:00:00,K,10,F,5,2.763
11,00:00:00,L,10,F,5,2.812
12,00:00:00,M,10,G,5,2.897
13,00:00:00,N,10,G,5,2.9589999999999996
14,00:00:00,O,10,H,5,3.014
15,00:00:00,P,10,H,5,3.015
16,00:00:00,A,11,A,6,2.675
17,00:00:00,B,11,A,6,3.017
18,00:00:00,C,11,B,6,2.847
19,00:00:00,D,11,B,6,2.909
20,00:00:00,E,11,C,6,2.636
21,00:00:00,F,11,C,6,2.752
22,00:00:00,G,11,D,6,2.352
23,00:00:00,H,11,D,6,2.6310000000000002
24,00:00:00,I,11,E,6,2.461
25,00:00:00,J,11,E,6,2.7110000000000003
26,00:00:00,K,11,F,6,2.275
27,00:00:00,L,11,F,6,2.6069999999999998
28,00:00:00,M,11,G,6,2.209
29,00:00:00,N,11,G,6,2.94
30,00:00:00,O,11,H,6,2.8739999999999997
31,00:00:00,P,11,H,6,3.028
32,00:00:00,A,12,A,6,2.937
33,00:00:00,B,12,A,6,3.089
34,00:00:00,C,12,B,6,3.1210000000000004
35,00:00:00,D,12,B,6,2.759
36,00:00:00,E,12,C,6,2.898
37,00:00:00,F,12,C,6,2.661
38,00:00:00,G,12,D,6,3.53
39,00:00:00,H,12,D,6,2.656
40,00:00:00,I,12,E,6,3.097
41,00:00:00,J,12,E,6,2.803
42,00:00:00,K,12,F,6,3.197
43,00:00:00,L,12,F,6,2.855
44,00:00:00,M,12,G,6,3.0780000000000003
45,00:00:00,N,12,G,6,2.7439999999999998
46,00:00:00,O,12,H,6,2.7689999999999997
47,00:00:00,P,12,H,6,2.946
48,00:02:00,A,10,A,5,3.0060000000000002
49,00:02:00,B,10,A,5,3.1710000000000003
50,00:02:00,C,10,B,5,2.897
51,00:02:00,D,10,B,5,2.793
52,00:02:00,E,10,C,5,2.5860000000000003
53,00:02:00,F,10,C,5,2.714
54,00:02:00,G,10,D,5,2.858
55,00:02:00,H,10,D,5,2.752
56,00:02:00,I,10,E,5,2.717
57,00:02:00,J,10,E,5,2.8689999999999998
58,00:02:00,K,10,F,5,3.105
59,00:02:00,L,10,F,5,2.9130000000000003
60,00:02:00,M,10,G,5,2.8339999999999996
61,00:02:00,N,10,G,5,3.005
62,00:02:00,O,10,H,5,3.08
63,00:02:00,P,10,H,5,3.0789999999999997
64,00:02:00,A,11,A,6,2.923
65,00:02:00,B,11,A,6,2.877
66,00:02:00,C,11,B,6,2.614
67,00:02:00,D,11,B,6,2.68
68,00:02:00,E,11,C,6,2.827
69,00:02:00,F,11,C,6,2.6860000000000004
70,00:02:00,G,11,D,6,2.404
71,00:02:00,H,11,D,6,2.957
72,00:02:00,I,11,E,6,2.585
73,00:02:00,J,11,E,6,2.775
74,00:02:00,K,11,F,6,2.353
75,00:02:00,L,11,F,6,2.7089999999999996
76,00:02:00,M,11,G,6,2.445
77,00:02:00,N,11,G,6,3.06
78,00:02:00,O,11,H,6,2.986
79,00:02:00,P,11,H,6,3.0260000000000002
80,00:02:00,A,12,A,6,3.055
81,00:02:00,B,12,A,6,3.08
82,00:02:00,C,12,B,6,3.0269999999999997
83,00:02:00,D,12,B,6,2.878
84,00:02:00,E,12,C,6,2.86
85,00:02:00,F,12,C,6,2.765
86,00:02:00,G,12,D,6,3.5410000000000004
87,00:02:00,H,12,D,6,2.612
88,00:02:00,I,12,E,6,3.2489999999999997
89,00:02:00,J,12,E,6,2.887
90,00:02:00,K,12,F,6,3.1060000000000003
