,time,row_384,column_384,row_96,column_96,rfu_value
0,00:00:00,A,16,A,8,6.1739999999999995
1,00:00:00,B,16,A,8,3.1910000000000003
2,00:00:00,C,16,B,8,10.078
3,00:00:00,D,16,B,8,2.864
4,00:00:00,E,16,C,8,9.107999999999999
5,00:00:00,F,16,C,8,2.8689999999999998
6,00:00:00,G,16,D,8,7.38
7,00:00:00,H,16,D,8,2.8560000000000003
8,00:00:00,I,16,E,8,7.502999999999999
9,00:00:00,J,16,E,8,2.824
10,00:00:00,K,16,F,8,5.733
11,00:00:00,L,16,F,8,2.908
12,00:00:00,M,16,G,8,2.825
13,00:00:00,N,16,G,8,2.8680000000000003
14,00:00:00,O,16,H,8,3.009
15,00:00:00,P,16,H,8,3.013
16,00:10:00,A,16,A,8,6.596
17,00:10:00,B,16,A,8,3.088
18,00:10:00,C,16,B,8,14.205
19,00:10:00,D,16,B,8,3.054
20,00:10:00,E,16,C,8,11.890999999999998
21,00:10:00,F,16,C,8,2.783
22,00:10:00,G,16,D,8,8.762
23,00:10:00,H,16,D,8,2.935
24,00:10:00,I,16,E,8,7.351
25,00:10:00,J,16,E,8,2.989
26,00:10:00,K,16,F,8,5.132000000000001
27,00:10:00,L,16,F,8,2.93
28,00:10:00,M,16,G,8,2.89
29,00:10:00,N,16,G,8,3.015
30,00:10:00,O,16,H,8,2.995
31,00:10:00,P,16,H,8,3.162
32,00:20:00,A,16,A,8,6.881
33,00:20:00,B,16,A,8,3.055
34,00:20:00,C,16,B,8,18.505
35,00:20:00,D,16,B,8,2.907
36,00:20:00,E,16,C,8,14.6
37,00:20:00,F,16,C,8,2.83
38,00:20:00,G,16,D,8,10.474
39,00:20:00,H,16,D,8,2.722
40,00:20:00,I,16,E,8,8.57
41,00:20:00,J,16,E,8,2.91
42,00:20:00,K,16,F,8,5.0680000000000005
43,00:20:00,L,16,F,8,2.6689999999999996
44,00:20:00,M,16,G,8,2.7769999999999997
45,00:20:00,N,16,G,8,2.762
46,00:20:00,O,16,H,8,2.991
47,00:20:00,P,16,H,8,3.07
48,00:30:00,A,16,A,8,7.563
49,00:30:00,B,16,A,8,2.971
50,00:30:00,C,16,B,8,24.375
51,00:30:00,D,16,B,8,2.923
52,00:30:00,E,16,C,8,18.906
53,00:30:00,F,16,C,8,2.7710000000000004
54,00:30:00,G,16,D,8,13.025
55,00:30:00,H,16,D,8,2.9930000000000003
56,00:30:00,I,16,E,8,9.806000000000001
57,00:30:00,J,16,E,8,2.972
58,00:30:00,K,16,F,8,4.729
59,00:30:00,L,16,F,8,2.8489999999999998
